"","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4"
"2.657363252/366.0799956","1.6295906","1.8270935","1.5525287","1.9949328","2.3536020","1.9983996","2.1020905","2.3224227","1.8408414","2.1060158","2.3151745","1.7809584","2.1246899","2.4990766","1.9411518","2.1681665","2.5511808","0.1858414","0.2205402","0.4735820","1.0029635","1.0729590","0.9279678","0.5800782","0.9265893","0.6647198","0.7076194","0.5292420","1.0919526","1.3073298","1.1090619","0.9123343","0.6058237","1.1060126","1.4162961","0.7879266","1.0708174","0.2083406","0.1905419","0.3564810","0.4863747","0.7190254","0.3663171","0.2616723","0.5992630","0.4128554","0.1975231","0.6173856","0.2430314","0.3538722","0.5666542","0.4542569","0.2490272","0.3936458"
"5.017277573/195.1752345","1.6650353","2.1672274","1.9875960","2.8148009","2.7240907","2.7717315","2.9000223","2.9826019","3.2480693","2.9556581","3.1115022","3.6171431","3.2117915","3.4024795","4.0772614","3.3026102","3.9757247","0.6746491","0.9908680","1.2846454","0.6931708","0.8363987","1.0840319","0.6816637","1.4120370","1.8515413","0.7556938","1.2086131","0.8608585","1.3286082","1.2308452","0.9506396","1.7957826","1.4976640","0.8536306","1.8758105","1.4857457","0.6946283","0.8260484","0.6168898","1.0890153","1.0458733","0.5113265","1.0880834","1.5187649","0.6264096","0.8876450","1.6974110","1.7133936","1.9246134","1.4783120","0.4797893","1.1579214","1.3041257"
"2.01624136/239.1033708","0.1907524","0.2328864","0.1830081","0.3608723","0.2659752","0.3719178","0.1871936","0.2923256","0.5727363","0.4209609","0.2111813","0.6150767","1.0828350","0.2044198","0.7324910","1.0186663","0.3886782","0.1858414","0.2205402","0.1921864","0.8865628","1.9181545","1.5022237","0.3862652","1.5571460","1.7066875","1.8867492","1.0899642","1.4717993","2.3041435","2.0332030","1.7920474","2.5370728","2.2097669","2.1454369","2.3134768","2.6401010","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.3929527","0.1896299","0.2430314","0.3538722","0.1857860","0.1839179","0.4209166","0.2157085"
"2.336175967/227.1397834","1.4608638","1.6935832","1.6457355","2.2156891","2.4331503","2.3207369","2.3491229","2.3988268","2.5945406","2.4062439","2.6961309","2.6976783","2.5676498","2.9278380","3.0555904","2.6564327","3.0389578","0.5146188","0.5604941","0.4806874","1.0413589","1.0725937","1.1496815","1.0056442","1.2769369","0.4918863","1.4651756","1.5708653","1.6773956","1.1963930","1.5672368","1.9785693","0.8621360","1.9760779","2.3146060","1.6151783","2.4277704","0.8825799","0.9037782","1.4875439","1.4104667","1.4232073","1.6024580","1.4541579","1.6662855","1.5840691","1.6282361","1.9196694","1.8222535","1.5564777","1.9283013","1.7840063","1.5648948","1.7456334"
"3.026892109/488.222406"," 1.1638140"," 1.1963981"," 0.6874951"," 0.9765592"," 1.1969203"," 0.4254473"," 0.5881748"," 1.2396529"," 0.6518321"," 0.1874053"," 0.9193414"," 1.4448531"," 1.0278614"," 1.0371421"," 1.1501793"," 0.8425858"," 0.8676768","10.9649697","11.5662891","10.9135760","19.6282104","20.9958881","21.6940050","11.5958834","20.9613870","23.0395375","22.6727495","13.8863212","23.8339727","25.1684656","24.1782369","25.6733840","32.0490440","25.8585707","27.4799857","28.0913170","26.5447827"," 0.6504963"," 0.9648321"," 1.5672394"," 1.4188579"," 0.9299165"," 1.2684626"," 0.6089343"," 1.1017056"," 1.4613815"," 0.7534681"," 0.1896299"," 0.2430314"," 2.1813076"," 1.2352027"," 1.5403953"," 0.7574877"," 1.3302701"
"3.273955858/659.1332568","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.1890785","0.1871936","0.2923256","0.1881105","0.1874053","0.2111813","0.1880468","0.1853669","0.2044198","0.1884342","0.1891223","0.1922293","1.7167550","2.0929218","2.0891054","4.0349803","5.1274641","3.7683942","3.6191500","4.3332689","6.0520402","4.3268495","3.6029950","5.0386434","6.7936776","4.3357410","5.9201051","7.9072746","4.7435459","5.0808770","6.9693473","5.1285821","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.1896299","0.2430314","0.3538722","0.1857860","0.1839179","0.2490272","0.2157085"
"3.276018074/629.1000655","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.1890785","0.1871936","0.2923256","0.1881105","0.1874053","0.2111813","0.1880468","0.1853669","0.2044198","0.1884342","0.1891223","0.1922293","1.6508101","1.9191698","2.0182400","3.7880087","4.6913509","3.7500603","3.4016404","4.1701358","5.3423196","4.0466105","3.6633978","4.8801000","6.2410519","4.3451937","5.8740771","7.1447530","4.4955067","4.8461141","6.2200013","4.8887291","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.1896299","0.2430314","0.3538722","0.1857860","0.1839179","0.2490272","0.2157085"
"2.692345478/329.0278624","0.5446573","0.5026963","0.6170273","0.4153029","0.5797282","0.4008400","0.4539051","1.0796595","0.6383320","0.4132823","0.5054973","0.4625734","0.6196353","0.5503817","0.4268489","0.4477607","0.4114764","0.4004414","0.4778106","0.5146145","3.6218716","3.2831486","4.0308417","1.8545652","5.0230882","3.0298665","4.9932071","3.2328925","6.0112880","4.5070126","5.8809004","7.5992906","5.2933370","6.7093509","8.9269518","4.8442397","8.3237046","0.3990293","0.3910450","0.3715359","0.8736031","0.5030300","0.4374050","0.6661681","0.4284443","0.3726589","0.4414053","0.3752372","0.5742724","0.6980108","0.5847224","0.5368950","0.7498985","0.4466636"
"2.055948695/147.0660719","1.0325457","0.4842310","0.6804363","1.1084996","1.4836083","1.6291073","1.2584981","1.1539539","1.3651113","1.3806747","1.6062562","1.0072233","1.8381154","1.6597452","1.4385395","1.1769798","1.2235130","1.5412529","1.4942229","1.1124020","3.9134896","3.4950402","3.3890822","3.7566179","4.4530621","3.7819042","3.9067824","3.6291977","4.9690852","4.4494003","4.1794050","5.6609701","4.9228704","4.4954361","5.3041804","4.7737640","4.9413099","1.0153514","2.0498761","2.3139791","2.6970593","1.6834251","2.1379388","2.4952705","2.0139798","3.6240510","2.6404695","2.2513485","2.9411945","1.4600387","3.3721862","3.2561861","3.7176918","2.2792389"
"5.075316686/277.1438617","1.471486","1.376712","1.610098","3.590448","3.182534","1.613548","3.481440","3.106767","1.686085","3.508233","3.066778","1.569883","3.698239","3.166774","1.832612","3.534068","3.174640","1.356924","1.562461","1.453221","3.509851","1.276369","1.655873","1.324302","3.527938","1.840351","1.671592","1.364818","3.577895","1.760916","1.794383","3.659022","1.685088","1.709473","3.720495","1.362881","1.154621","1.576309","1.438178","2.096350","1.559611","1.472234","2.142832","1.718533","1.699694","2.102152","1.591565","1.576377","2.045107","1.179851","1.716839","1.999014","1.663368","1.619364"
"5.175723166/420.0368206","2.923378","2.682835","2.747712","3.475836","3.217954","3.101520","3.570874","3.173337","3.177824","3.759801","3.412238","3.379679","3.753383","3.608529","3.288566","3.683811","3.598660","2.674940","2.724443","2.312677","3.451069","3.618731","3.023839","3.022458","3.574034","3.254956","3.130679","3.056917","3.720049","3.510844","3.158636","3.616390","3.274159","3.142628","3.359243","3.160190","3.081820","2.695846","2.705149","3.190988","3.227828","3.073656","3.434807","3.343152","2.917809","3.124634","3.590352","2.692660","2.973684","2.419704","2.856126","2.634566","3.544992","2.707405"
"3.278029979/649.1038399","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.1890785","0.1871936","0.2923256","0.1881105","0.1874053","0.2111813","0.1880468","0.1853669","0.2044198","0.1884342","0.1891223","0.1922293","1.5306165","1.7934213","1.9216272","3.3946302","3.8665673","3.2676678","3.0563786","3.6118811","3.4225118","3.6921018","3.0959446","3.9888295","5.1595595","2.5819775","4.3833931","5.6604441","3.9522719","3.8214262","5.1698744","4.1662588","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.1896299","0.2430314","0.3538722","0.1857860","0.1839179","0.2490272","0.2157085"
"2.900083128/319.1326206","1.700901","1.707728","1.667931","2.398960","2.515580","2.719369","2.569300","2.693858","3.057025","2.828900","2.854491","3.221832","3.089625","3.177807","3.443836","3.357984","3.239747","1.836777","2.253278","2.079122","3.155429","3.125650","3.100538","3.152121","3.557075","3.362193","3.432322","3.213971","3.789000","3.753692","3.560868","3.997757","3.960809","3.538965","3.800932","3.685855","3.888796","1.810839","1.947566","2.900294","3.954372","2.957686","3.048503","3.954550","3.405518","3.296249","4.379415","3.264491","3.584241","4.274042","3.437626","3.559754","4.816834","3.676674"
"2.514705355/399.0990276","0.9792135","1.0049142","1.3659944","1.2417204","1.1644408","2.3482627","1.4065807","1.0859948","2.6994830","1.4136341","1.4002726","2.6958784","1.5184814","1.3387619","2.6663925","1.5024251","1.5395284","2.1409854","2.4120057","2.3845076","3.2124854","3.4060958","3.7548943","3.8227532","3.5580691","3.4306089","3.9623964","4.0266164","3.7844637","3.8580454","3.9275179","3.3552718","3.9036505","3.9361589","3.6880997","3.8723277","3.7844656","1.5230154","1.7535733","2.1945193","2.8572591","2.4118347","2.3925945","2.8992384","2.7622834","2.4044110","3.4405310","2.5582586","2.9356647","3.2822895","3.1116778","2.8465535","3.8897660","3.2323546"
"2.883587473/323.1243164","0.4772943","0.6407514","0.5174598","0.7179778","0.5179497","0.9247035","0.7736616","0.6505468","0.7946695","0.7937187","0.6702174","0.5815208","0.8296521","0.9608737","0.8261502","0.8654376","0.6899610","0.4891514","0.9086692","1.0403461","3.0828547","3.6710942","3.8326392","2.3528013","3.7806789","4.0834183","4.5419430","3.0490697","4.3877657","4.9610606","4.9614154","4.8570502","5.3265800","5.2772373","5.0945801","5.1039703","5.4484303","0.2083406","0.1905419","0.1859542","0.2820428","0.3916403","0.1836315","0.4166309","0.4694914","0.1905475","0.1975231","0.4503282","0.2430314","0.3538722","0.1857860","0.3744089","0.2490272","0.2157085"
"3.276955935/646.1030034","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.1890785","0.1871936","0.2923256","0.1881105","0.1874053","0.2111813","0.1880468","0.1853669","0.2044198","0.1884342","0.1891223","0.1922293","0.8609632","1.1500256","1.4675888","3.0900726","3.8128195","2.8062292","2.7465153","3.2717478","4.3369082","3.1136991","2.1825445","3.9676406","4.9405124","3.1369218","4.5438706","5.8721264","3.2797083","4.0058465","5.0567445","3.7793122","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.1896299","0.2430314","0.3538722","0.1857860","0.1839179","0.2490272","0.2157085"
"2.801273327/309.1451689","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.1890785","0.1871936","0.2923256","0.1881105","0.1874053","0.2111813","0.1880468","0.1853669","0.2044198","0.1884342","0.1891223","0.1922293","0.1858414","0.2205402","0.1921864","2.7908585","3.5001873","3.3959855","1.7964198","4.4777668","4.7398552","4.9292834","2.7493509","6.1570852","6.6163714","6.1481072","7.7544797","7.6543947","7.0112960","8.1599580","8.2342159","7.7815334","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.1896299","0.2430314","0.3538722","0.1857860","0.1839179","0.2490272","0.2157085"
"3.550413142/189.0555124","0.4479897","0.7099061","0.6486941","0.6494913","0.7771255","0.6642470","0.5630901","0.8538980","0.6482938","0.6177090","0.8065394","0.5632364","0.7074386","0.8930951","0.6328544","0.8588578","0.7285431","1.6436281","1.7835835","1.6949374","2.8922213","2.9726984","2.9052638","2.7195251","3.1863844","3.2048711","3.0775115","3.0774707","3.5374450","3.4676185","3.2675003","3.9542620","3.5675401","3.4065657","3.9504235","3.6277020","3.6196455","0.5905319","0.7015485","1.1534351","1.1424178","0.7694769","1.1371864","1.1954059","1.1657105","1.3769995","1.0786308","0.9020289","1.3241815","0.8740521","1.1447947","1.0844795","1.4165861","1.0483901"
"5.078747395/257.175379","2.447274","1.988945","2.297353","2.539013","2.970816","2.630495","2.779156","3.102116","2.857733","2.707919","2.976237","3.029571","2.808585","3.028193","3.230453","3.040983","3.248796","2.425880","2.704873","2.342043","3.112343","2.968227","3.054039","2.918448","3.296348","3.229056","3.779211","3.287230","3.516727","3.576631","4.010200","4.278747","4.264920","4.154921","4.270152","3.799974","4.413766","2.455166","2.236447","1.633632","2.576865","2.193810","2.224743","2.402815","2.278630","2.342018","2.068712","2.328909","2.094481","2.785260","2.691409","2.898100","2.329643","2.976584"
"4.748898826/311.9983858","1.7654412","1.5492745","2.2466388","2.8827591","2.8284806","3.6520641","3.3544263","3.2131539","4.1870697","3.7700407","4.1729301","4.4650364","4.2266725","4.5861013","4.7168191","4.4977310","5.1996828","1.8007068","1.6873227","1.7423853","2.7261502","2.1481472","2.5752263","2.5125490","2.8576218","2.0878089","2.7464144","3.0320993","3.0310648","2.4434032","2.9461503","3.1299968","2.4283406","2.9187055","3.1365899","2.4682227","3.1203031","0.7976592","0.9510363","1.1293315","0.8711976","1.7453287","1.4627150","1.0781282","2.4397415","1.9347868","1.3440957","2.4725898","1.5446361","1.1564623","2.7633045","2.2288137","1.2466058","2.0845428"
"3.246003625/527.1591838","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.1890785","0.1871936","0.2923256","0.1881105","0.1874053","0.2111813","0.1880468","0.1853669","0.2044198","0.1884342","0.1891223","0.1922293","0.9323601","1.1806593","0.9171194","2.7047981","2.9779127","2.2371958","2.4757778","2.9810415","3.5969738","2.6593380","3.0098135","3.1269732","3.6100522","2.6047676","3.5787405","4.9387264","2.5746028","3.7701261","3.8692967","3.2392365","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.1896299","0.2430314","0.3538722","0.1857860","0.1839179","0.2490272","0.2157085"
"3.276942107/511.1641499","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.1890785","0.1871936","0.2923256","0.1881105","0.1874053","0.2111813","0.1880468","0.1853669","0.2044198","0.1884342","0.1891223","0.1922293","0.9477416","0.9927580","1.0731511","2.7052559","3.2189660","1.8555440","2.2983280","3.0681514","3.7175113","1.8991151","2.1831669","3.4285461","4.0830618","2.7790027","3.8917013","4.8828492","2.8269060","3.5338485","4.5173242","3.2136608","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.1896299","0.2430314","0.3538722","0.1857860","0.1839179","0.2490272","0.2157085"
"5.600099829/249.1490393","2.066902","2.362419","2.201700","3.486099","3.156574","2.749532","3.824592","3.214388","2.883869","3.822933","3.263217","2.963852","3.941071","3.451016","3.224296","4.245593","3.618885","1.997893","2.201635","1.977861","2.887787","2.407145","2.010431","2.276182","2.963268","2.317317","2.122478","2.359633","3.026121","2.719346","2.153045","3.119759","2.870224","2.035515","3.146196","2.613902","2.017470","2.167939","2.323519","2.735471","2.749215","2.140474","2.730549","2.747719","2.293856","2.774547","2.824924","2.173030","2.700104","2.359504","2.325635","2.665927","2.468794","1.968845"
"2.875139416/207.0692995","0.9051638","0.7952306","1.2745018","2.7994573","1.3812394","1.1660849","3.0677238","1.3300310","1.4009314","2.9283850","1.4645627","1.4034184","3.1999405","1.3757743","1.4965480","3.1773174","1.3257532","1.1912535","1.0903949","1.1312112","2.9706401","2.9143915","1.3931876","2.6021688","2.5733567","2.9547997","1.6153775","2.9576739","3.0760088","3.2182800","1.6088676","3.5009712","3.2307933","1.5753417","3.1891199","3.1120609","1.5902506","1.1274085","0.8713087","3.1442865","2.9907382","1.2550010","2.9750458","2.4499108","1.4305581","3.0776926","3.2647870","1.2394750","3.0087707","1.0795470","1.4513169","3.0075039","3.2060595","1.4193859"
"2.320647541/309.8913824","0.6479295","0.6927133","0.5269996","1.4363059","1.1210234","1.0071964","1.5915381","1.1859702","1.2699053","1.6471342","1.5565024","1.1275430","1.7505907","1.7101940","1.4377259","1.7831218","1.7790865","2.0531952","1.8994857","1.6984837","3.0167933","2.8278260","2.6022172","2.4613981","3.2119616","2.9974263","2.7881481","2.6678797","3.4702368","3.3495025","2.9552392","3.7679632","3.7113427","2.9164329","3.4591497","3.6065567","3.3638803","0.2083406","0.1905419","0.3329151","0.2820428","0.3910215","0.5816801","0.2616723","0.5226568","0.6548324","0.3421500","0.5707254","0.2430314","0.3538722","0.5844662","0.8370296","0.2490272","0.3420378"
"0.687600111/227.9043732"," 3.5017083"," 3.9514286"," 3.1326603"," 5.5701856"," 9.1573363"," 6.3687200"," 6.3189527"," 9.9431356"," 6.4930169"," 6.0499096"," 7.6617153"," 6.3295581"," 5.8452334"," 7.3748727"," 6.2731175"," 7.1327697"," 6.8540508"," 0.1858414"," 0.7277963"," 0.7932608"," 3.3876102"," 4.0115885"," 2.9899372"," 4.9951653"," 4.7948646"," 6.4856679"," 4.2423482"," 4.4406168"," 5.7960593"," 6.6334030"," 4.7181664"," 8.8465567","11.0393899"," 5.7419260"," 5.4789028"," 9.0092868"," 7.9313393"," 0.5903162"," 0.5852651"," 1.9752462"," 1.8913735"," 3.9687703"," 1.1995081"," 3.3999120"," 4.0910998"," 2.6527175"," 2.6348309"," 5.1218600"," 3.4091051"," 4.3050997"," 4.5176334"," 2.8617417"," 3.7072117"," 4.5088217"
"3.279627646/607.1532069","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.1890785","0.1871936","0.2923256","0.1881105","0.1874053","0.2111813","0.1880468","0.1853669","0.2044198","0.1884342","0.1891223","0.1922293","1.4077215","1.6677780","1.7415752","2.7710630","3.2740792","2.5360954","2.4300903","3.0017421","4.1353765","2.8041752","2.5141007","3.3835522","4.2879919","2.9728877","3.9209476","5.1383613","3.2052765","3.5077211","4.7503695","3.4306644","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.1896299","0.2430314","0.3538722","0.1857860","0.1839179","0.2490272","0.2157085"
"2.899758353/357.1062697","1.503265","1.458293","1.484951","2.088553","1.977560","2.342551","2.288367","2.008791","2.612062","2.394910","2.329314","2.678644","2.592994","2.703426","3.138163","2.745303","2.826493","1.535292","1.640038","1.610339","2.627538","2.466626","2.655684","2.709164","2.990082","2.529927","2.981381","2.936571","3.150227","2.933585","3.016024","3.120779","3.001531","2.944577","3.131029","2.774906","2.978660","1.193005","1.657429","2.531207","3.131393","2.572839","2.671236","3.105454","3.041618","2.823791","3.761759","2.732752","2.795130","3.196743","2.997590","3.036348","3.919187","2.929251"
"2.372912092/161.081653","0.8765918","0.8178338","1.2855200","1.5181198","1.2323978","1.7296973","1.4399909","1.4530440","1.7667729","1.6374850","1.6493758","1.8728829","1.8257733","1.7757344","1.9533154","1.7943830","1.9061628","1.4654681","1.8700613","1.8877755","2.7084330","2.8046011","2.9568746","2.5767341","3.1111081","3.0050747","3.5014260","2.9930505","3.5489278","3.5484920","3.6034207","3.9201360","4.2188173","3.9354910","4.0422646","3.8351315","4.3121308","2.2731097","2.0250755","3.0620878","2.7023365","2.7881322","3.1824703","2.9625921","3.1679339","3.3443525","3.2571916","2.8688587","3.2338284","3.0695080","3.1929089","3.3556264","3.3669708","3.2341123"
