"","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-1","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-1","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-1","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-1","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-1","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4"
"Label","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps"
"2.877329785/440.1157135","2.8620890","3.0777285","3.0772145","4.5586178","4.7082198","5.3176215","4.5522188","4.8190376","6.1459515","4.7540557","5.5679849","6.4319974","3.7855118","5.1758820","6.0863144","7.0388209","3.7575044","5.4462003","7.0528839","0.1401607","0.1554694","0.3254664","0.2575160","0.1400456","0.1584962","0.1328294","0.1118456","0.1416096","0.2202716","0.1336319","0.1131275","0.1505840","0.2061930","0.1327538","0.1245201","0.1645785","0.2468012","0.1394559","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","0.1367002","0.1898060","2.4080460","0.1381972","0.1780949","2.7744068","0.1362486","0.2977745","2.7817436","0.1741559","0.2422545","3.0891341","0.2689109","0.3275690","2.0934422"
"4.271462638/268.1517066","4.1706097","3.7768623","4.6874221","6.0418515","4.5290516","6.0070945","6.4980065","4.5898481","7.1185154","6.6144764","6.1772169","7.1805931","4.7614422","7.1095303","7.1983746","8.1410379","4.2951277","7.0734264","8.4880277","0.3454093","0.2770563","0.7060658","0.2607272","0.2612195","0.1584962","0.3084024","0.3360193","0.2787450","0.2202716","0.4019833","0.2885453","0.1505840","0.2061930","0.4286805","0.2554659","0.3734120","0.2468012","0.3346205","0.2704746","0.4140010","0.2634360","0.3743100","0.2806730","0.2893217","0.2925731","0.1898060","2.6338026","0.3391515","0.1780949","3.2436769","0.3477620","0.1399014","3.0611561","0.1741559","0.3905168","3.4909454","0.2828723","0.1739141","2.0916311"
"2.688026498/458.1066895","4.5904331","4.9246420","4.7883877","6.5500618","6.1327366","6.6975879","6.6991153","6.1734278","7.4322712","6.7283402","7.3110818","7.5014356","5.9025679","7.3298431","7.8104422","8.2151426","5.2604077","7.3179655","8.3563985","0.1401607","0.1554694","0.1419355","0.2817132","0.1400456","0.1584962","0.1328294","0.1118456","0.1416096","0.2202716","0.2490738","0.1131275","0.1505840","0.2061930","0.1327538","0.1245201","0.1645785","0.2468012","0.1394559","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","0.1367002","0.1898060","3.2930278","0.1381972","0.1780949","3.7094057","0.1362486","0.1399014","3.6921770","0.1741559","0.2422545","4.0258993","0.2832169","0.1739141","2.5897489"
"3.808325355/546.1757165"," 6.4263210"," 5.5416312"," 5.5996506"," 7.5873448"," 5.9457952"," 6.0318327"," 8.5239980"," 6.1536782"," 7.3680352"," 9.3227291"," 8.3282432"," 7.9394728"," 5.5059357","10.1487858"," 9.8835878"," 8.8621112"," 4.8577585"," 9.8084888","11.3318501"," 0.1401607"," 0.1554694"," 0.4762031"," 0.3753011"," 0.1400456"," 0.1584962"," 0.1328294"," 0.1118456"," 0.4307908"," 0.2202716"," 0.1336319"," 0.1131275"," 0.1505840"," 0.2061930"," 0.1327538"," 0.1245201"," 0.1645785"," 0.2468012"," 0.1394559"," 0.3868597"," 0.1366865"," 0.2634360"," 0.1513870"," 0.1486250"," 0.3552026"," 0.1367002"," 0.1898060"," 2.9031021"," 0.3080944"," 0.1780949"," 3.3812398"," 0.1362486"," 0.1399014"," 3.4277479"," 0.3090605"," 0.7803024"," 3.6960744"," 0.1373812"," 0.1739141"," 2.1887539"
"4.303767431/228.1590645","4.1218746","3.9964922","4.2257224","5.8123449","4.8996829","5.4869727","5.9695107","5.0454737","6.4448202","6.2667555","6.1047619","6.7514318","5.3335923","6.5198524","6.8211043","7.5225998","4.8915499","6.8724219","7.9805632","0.4808023","0.9503235","0.8629405","0.7639565","0.7201266","0.7576776","0.8176548","0.8785601","0.7556347","0.8418657","0.8025645","0.8629749","0.9137423","0.7943768","0.7650332","0.9485902","0.8031120","1.2403859","0.7868762","0.5893513","0.7773375","0.7512166","0.5788666","0.7562632","0.8395869","0.5560412","0.8714223","2.5989897","0.5082985","1.1283515","3.1314091","0.6229367","1.3415647","2.9821300","1.5424705","1.3428221","3.4550230","1.3752291","1.2610014","2.3102588"
"2.788553154/389.0634142","1.8936597","2.1035397","1.8545246","3.9315838","2.8684483","3.4804289","3.6723496","2.9232632","3.9992706","3.6786878","3.7637318","4.0832546","2.8441834","4.2859517","4.4200592","4.6085062","2.7858560","4.5940072","5.3558442","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.1328294","0.1118456","0.2616600","0.2202716","0.1336319","0.1131275","0.1505840","0.2061930","0.1327538","0.1245201","0.1645785","0.2468012","0.1394559","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","0.1367002","0.1898060","1.4523677","0.1381972","0.1780949","1.6928954","0.1362486","0.1399014","1.6504266","0.3309077","0.2422545","1.8821547","0.1373812","0.1739141","1.1802781"
"2.799318589/296.0446015","2.6864213","2.7555470","2.2341501","4.2645470","3.6936431","3.9811269","4.1449791","3.7612526","4.5203658","4.1885712","4.3180993","4.7073581","3.7572207","4.6897462","4.8468704","5.2094837","3.7658329","4.9151352","5.8177666","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.1328294","0.1118456","0.1416096","0.2202716","0.1336319","0.1131275","0.1505840","0.2061930","0.1327538","0.1245201","0.1645785","0.2468012","0.1394559","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","0.1367002","0.1898060","1.8485738","0.1381972","0.1780949","2.0994525","0.2697079","0.2603296","2.0795600","0.1741559","0.4084434","2.2764930","0.2839315","0.2880436","1.5510127"
"0.730315182/171.1124881","5.6217411","5.5914940","3.7421402","6.5590523","6.9161432","4.8495028","7.6633573","7.0159328","5.5796726","8.0563725","6.6311919","5.4516708","6.8143846","6.5510356","7.0088982","6.2207576","6.7222708","8.5035667","7.5449739","0.4208156","0.5405249","0.5473871","0.8962715","1.5180620","1.8070341","0.7415283","1.1576592","2.2873172","1.1880578","1.3574171","1.1888464","2.0415494","1.6266955","1.5003919","0.9126186","3.1769821","2.5214958","0.9043433","2.4699959","1.5174405","2.6935030","2.0354420","0.6466589","0.5208430","1.6318129","1.0405037","3.2775586","2.0809390","1.4582489","2.5698882","2.7536670","1.7349412","3.0532390","2.5127335","1.9044489","2.4865231","2.5055908","2.3074275","2.1312998"
"4.404363816/516.1652402","2.6321562","2.1617209","3.2408735","4.8440469","3.0962652","5.0871057","6.0461017","3.9366011","6.9321714","6.9451946","6.1505796","7.5595755","4.5951858","7.9297343","7.8810348","8.9730630","3.9229908","8.7394634","9.1953296","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.1328294","0.1118456","0.1416096","0.2202716","0.1336319","0.1131275","0.1505840","0.2061930","0.1327538","0.1245201","0.1645785","0.2468012","0.1394559","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","0.1367002","0.1898060","2.2281346","0.1381972","0.1780949","3.1951638","0.1362486","0.1399014","3.1603475","0.1741559","0.4069127","3.8816975","0.1373812","0.1739141","2.3257138"
"4.691870087/572.1681644","3.1476889","2.2965834","3.3004132","5.1440306","3.3448066","4.7266042","5.5050615","4.0277251","5.5868602","6.1315804","5.5264917","6.1109985","5.0525608","6.7841613","6.1914153","6.7401153","4.1074377","7.1201472","6.7539439","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.1328294","0.1118456","0.1416096","0.2202716","0.1336319","0.1131275","0.1505840","0.2061930","0.1327538","0.1245201","0.1645785","0.2468012","0.1394559","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","0.6585346","0.1898060","2.4150248","0.1381972","0.1780949","3.2433051","0.3759458","0.1399014","3.5203731","0.1741559","0.2422545","3.9199816","0.1373812","0.1739141","2.8453270"
"4.170275833/537.291533","2.3269077","2.8084479","2.7608835","2.8699715","2.8947370","3.5205216","3.3100429","3.0163331","3.9504902","3.2670433","3.7338901","4.1448584","3.2704329","3.7290890","4.0573271","4.5629267","3.1355822","3.8161880","4.2408335","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.1328294","0.1118456","0.1416096","0.2202716","0.1336319","0.1131275","0.1505840","0.2061930","0.1327538","0.1245201","0.1645785","0.2468012","0.1394559","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","0.1367002","0.1898060","1.6764764","0.1381972","0.1780949","1.9156383","0.1362486","0.1399014","1.8669692","0.1741559","0.2422545","2.2101603","0.1373812","0.1739141","1.2809457"
"2.578090915/312.0392573","4.3902204","4.4652245","3.7173564","6.3581918","5.0208073","5.6130244","6.3691365","5.0002410","6.0819981","6.2188687","6.1825188","6.0150018","6.0650476","6.9330103","6.6593271","6.7183800","5.5709887","6.8444633","7.3304410","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.1328294","0.1118456","0.1416096","0.2202716","0.1336319","0.1131275","0.1505840","0.2061930","0.1327538","0.1245201","0.1645785","0.2468012","0.1394559","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","0.1367002","0.1898060","2.7704754","0.2897316","0.1780949","3.1187480","0.1362486","0.1399014","2.9782030","0.1741559","0.2422545","3.2661365","0.1373812","0.1739141","2.1299275"
"0.636653903/181.0525219","4.7953797","4.5691192","3.6923491","6.9263169","6.0163128","5.5121661","7.4197121","6.0595870","5.9196512","7.5309509","6.8436631","5.9158212","5.7057440","7.4545917","7.3257235","6.7059712","5.3499862","8.1276718","7.3979148","0.1401607","0.1554694","1.7818559","0.4396900","0.4023902","0.1584962","2.7285396","0.2369720","0.3776847","0.4559028","2.2312456","0.2385198","0.6293270","0.4927430","2.5055420","0.3534282","0.5639049","0.5782006","3.4402117","0.7449036","0.3521290","0.5433399","2.0562989","4.6666658","3.5149141","7.2502461","6.7465988","5.7105919","7.7553450","7.1896630","6.9239815","8.4710847","8.6670765","6.2948470","8.8839167","8.9647510","7.0439580","9.3782649","9.7014209","7.1733913"
"2.62393156/323.0912934","3.3587119","3.3348760","2.9514170","5.3583896","4.1779061","5.0420996","5.5279061","4.0611349","5.5398686","5.5862765","4.9389446","5.6412289","5.0267872","5.7918653","5.2746010","6.1959110","4.0807052","5.8795022","5.8025224","0.2586102","0.2527685","0.2669094","0.2827433","0.3329979","0.2775442","0.2817452","0.2125187","0.1416096","0.2202716","0.2637814","0.1131275","0.2917878","0.3630441","0.4607887","0.2555172","0.2766084","0.2468012","0.2879096","0.1419555","0.4283976","0.2634360","0.3727498","0.2618418","0.1398771","1.2076920","0.9133675","2.0319304","1.0919988","1.2237607","2.5288902","0.9520316","1.7072468","2.4189846","1.7201869","0.8925851","2.6657903","1.6073438","1.7594729","1.4837235"
"2.785002533/391.0602941","1.6275881","1.7873505","1.6001648","3.3930172","2.4884811","2.9559860","3.1903579","2.5017846","3.4340772","3.1539121","3.2299408","3.5155414","2.4722315","3.6568323","3.7798972","3.9461164","2.4304673","3.9706525","4.5744023","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.1328294","0.1118456","0.1416096","0.2202716","0.1336319","0.1131275","0.1505840","0.2061930","0.1327538","0.1245201","0.1645785","0.2468012","0.1394559","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","0.1367002","0.1898060","1.2342462","0.3184796","0.1780949","1.4291820","0.1362486","0.1399014","1.3987680","0.1741559","0.2422545","1.5630289","0.1373812","0.1739141","0.9953554"
"3.562328319/572.1522334","4.3185020","3.9158432","3.6999284","5.3241194","4.6109549","4.3751325","6.0172585","4.9569777","5.2159627","6.3246301","6.6045512","5.5820551","4.2135846","7.3660209","7.5479006","6.0473993","3.9948580","7.0639992","8.3092944","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.1328294","0.1118456","0.1416096","0.2202716","0.1336319","0.1131275","0.1505840","0.2061930","0.1327538","0.1245201","0.1645785","0.2468012","0.1394559","0.3182323","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","0.1367002","0.1898060","2.1717257","0.1381972","0.1780949","2.6714015","0.1362486","0.1399014","2.9107145","0.1741559","0.2422545","2.8399367","0.1373812","0.1739141","1.5369049"
"2.795700943/298.0414305","2.2902542","2.3317526","1.9411844","3.6419635","3.1445673","3.4613883","3.5146257","3.2112802","3.8488145","3.5863888","3.6772579","4.0340548","3.2290203","3.9811243","4.1252247","4.4764155","3.2267314","4.1851909","4.9769698","0.1401607","0.1554694","0.1419355","0.3028967","0.1400456","0.3046355","0.2437144","0.1118456","0.1416096","0.4013870","0.1336319","0.1131275","0.1505840","0.2061930","0.2714766","0.1245201","0.1645785","0.4662449","0.1394559","0.3127328","0.1366865","0.3962339","0.2807193","0.1486250","0.1398771","0.5206878","0.3536542","1.5819558","0.6527751","0.1780949","1.7897245","0.7206198","0.4641143","1.7794258","0.5659935","0.4269429","1.9605217","0.6932809","0.6158954","1.3646798"
"3.560153177/550.1702154"," 5.3489543"," 4.6641638"," 4.8892168"," 6.2886612"," 5.2027667"," 5.5230432"," 7.3285978"," 5.4883290"," 6.7784852"," 7.8925425"," 7.6101703"," 7.2429713"," 5.0936114"," 9.0812283"," 8.9851051"," 7.9523622"," 4.5155047"," 8.3277178","10.2615671"," 0.1401607"," 0.1554694"," 0.1419355"," 0.3492795"," 0.1400456"," 0.1584962"," 0.1328294"," 0.3027565"," 0.1416096"," 0.2202716"," 0.1336319"," 0.5037808"," 0.3257382"," 0.2061930"," 0.1327538"," 0.4220119"," 0.2928556"," 0.2468012"," 0.2587649"," 0.2925467"," 0.1366865"," 0.2634360"," 0.1513870"," 0.1486250"," 0.1398771"," 0.4137516"," 0.1898060"," 2.7697004"," 0.4229785"," 0.1780949"," 3.3194752"," 0.1362486"," 0.1399014"," 3.4088683"," 0.1741559"," 0.4391396"," 3.6208129"," 0.1373812"," 0.3747972"," 2.2072259"
"2.456192039/333.120746","1.5590368","1.5306933","1.4530963","2.8789801","2.2983589","2.8997318","2.8215537","2.3629183","3.3253469","2.8837012","2.7684705","3.5081405","2.7645472","3.1523961","3.1755696","3.9668768","2.7528085","3.2060281","3.6898215","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.1328294","0.1118456","0.1416096","0.2202716","0.1336319","0.1131275","0.1505840","0.2061930","0.1327538","0.1245201","0.1645785","0.2468012","0.1394559","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","0.1367002","0.1898060","1.3440361","0.1381972","0.1780949","1.6453098","0.1362486","0.1399014","1.5987643","0.1741559","0.2422545","1.8196326","0.1373812","0.1739141","1.1959125"
"0.365498158/160.0964428"," 4.1363540"," 3.4255167"," 3.7964705"," 9.4138927","11.1541292"," 7.4175524","10.9289514","10.0212771"," 7.8512129","11.1802636","11.4568073"," 8.1656658","13.1506394"," 9.9343394","10.0162085"," 8.6880668","10.3538049"," 5.4126192","12.8369188"," 0.4668117"," 0.5351317"," 0.6708086"," 0.6873101"," 1.0787706"," 1.2268672"," 1.1148254"," 1.6515406"," 1.7707653"," 1.0943133"," 1.3148697"," 1.3304258"," 1.9108119"," 1.7867040"," 1.7581930"," 2.0644115"," 2.2895769"," 2.5004721"," 1.6027544"," 2.0348525"," 2.2945308"," 2.5516814"," 2.2990882"," 1.0980310"," 0.7808586"," 1.1866440"," 0.9121305"," 4.5664818"," 1.5420579"," 0.8369146"," 4.7785095"," 1.7439062"," 1.2339442"," 5.0482176"," 1.8983148"," 1.9284800"," 5.6288731"," 1.6525172"," 1.7689497"," 3.5753301"
"4.402933259/536.1708046","2.0345365","1.6910548","2.7606998","3.8117685","2.4019133","4.3405274","4.7779817","3.0557849","5.9331036","5.5163638","4.9014557","6.4682119","3.8455657","6.2972566","6.1985105","7.7303553","3.1963009","6.9324546","7.3299435","0.2737235","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.1328294","0.1118456","0.1416096","0.2202716","0.1336319","0.1131275","0.1505840","0.2061930","0.1327538","0.1245201","0.1645785","0.2468012","0.1394559","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","0.1367002","0.1898060","1.8403816","0.1381972","0.1780949","2.6802735","0.1362486","0.1399014","2.6416304","0.1741559","0.2422545","3.2683071","0.1373812","0.1739141","1.9228802"
"6.043930815/302.2108179","5.1970512","5.2880152","5.6089173","6.7904547","5.7143558","6.7862446","7.2175729","5.7795965","7.6582267","7.4735878","6.8272424","7.7518420","4.7155333","7.6643693","7.5165496","8.2183750","3.7187336","7.8603063","7.7681760","0.7323296","0.2952399","0.5654159","0.3246174","0.2632954","0.3170645","0.2745956","0.2981682","0.3124596","0.3707508","0.5068243","0.3403920","0.3045131","0.4180134","0.7464365","0.3289347","0.8628855","0.6544876","0.5539195","0.1419555","0.2455413","0.2634360","0.3266627","0.3179367","0.6177261","0.6659558","0.1898060","3.2181939","0.7157401","0.4140263","3.7228278","0.8086863","0.6595381","3.4453717","0.8176339","1.2265533","3.7862708","0.2917770","0.8347988","2.2606584"
"2.533039068/314.0360767","3.7527145","3.8179954","3.1618077","5.4260127","4.2609720","4.8070524","5.4610771","4.2850093","5.2205004","5.2839763","5.2853802","5.1502935","5.2093452","5.9153295","5.7094459","5.7266325","4.7486041","5.8423482","6.2727617","0.1401607","0.1554694","0.3995313","0.1469972","0.2725470","0.1584962","0.4006338","0.1118456","0.2909828","0.2202716","0.1336319","0.2242774","0.3753155","0.2061930","0.3900996","0.1245201","0.2900122","0.2468012","0.1394559","0.1419555","0.2571464","0.2634360","0.4441897","0.1486250","0.2851823","0.2671682","0.1898060","2.3818291","0.2812193","0.1780949","2.6626767","0.2640363","0.1399014","2.5352174","0.1741559","0.4394048","2.8075863","0.3118509","0.1739141","1.8354582"
"0.759885129/184.0590335"," 3.2084267"," 2.9807526"," 2.9134238"," 5.9094419"," 4.0697076"," 3.1544208"," 4.4553614"," 5.2074243"," 4.9837562"," 6.3889298"," 5.2108464"," 4.4272230"," 5.5719962"," 5.5005585"," 6.6414724"," 4.9320842"," 3.9544344"," 6.7657113"," 7.1117239"," 2.1444329"," 2.0322775"," 2.0721512"," 6.6669670"," 8.2724032"," 6.8467370"," 7.7564128"," 7.6840664","10.1096296"," 7.4409615"," 9.5753218"," 8.9952100","11.5684265"," 9.9366846"," 9.7894751"," 8.9364825","11.4015102"," 8.5437789","10.7443587","10.8858286","11.1996777"," 8.4450231","11.8787798"," 1.0511177"," 0.5311203"," 2.3414021"," 1.5363855"," 1.9072235"," 2.2739002"," 1.9117778"," 2.2632730"," 2.8505556"," 2.0169750"," 2.3948310"," 3.6119527"," 2.0996560"," 2.5408819"," 2.3613685"," 2.0303489"," 1.9431929"
"4.402731004/558.1527601","2.1374515","1.5232349","2.3782160","3.7788658","2.3201101","3.7026786","4.4348692","2.9970865","4.6519726","4.9379092","4.5845116","5.0525915","3.5519002","5.7361392","5.3358704","5.6938625","2.9725823","5.9734128","5.9129431","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.1328294","0.1118456","0.1416096","0.2202716","0.1336319","0.1131275","0.1505840","0.2061930","0.1327538","0.1245201","0.1645785","0.2468012","0.1394559","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","0.1367002","0.1898060","1.6494787","0.1381972","0.1780949","2.4074716","0.1362486","0.1399014","2.5669232","0.1741559","0.2422545","2.9113784","0.1373812","0.1739141","1.8788863"
"2.582508353/325.0883187","2.9048321","2.8756131","2.5973040","4.6172628","3.6244946","4.3149862","4.7656814","3.5043181","4.7681133","4.7984535","4.2875201","4.8363288","4.3188080","4.9801975","4.6032043","5.3571555","3.4793230","5.0297152","4.9693794","0.4808097","0.3016665","0.3294560","0.1469972","0.4283925","0.3117617","0.2488624","0.1118456","0.5334497","0.2202716","0.2825964","0.1131275","0.4561398","0.3763609","0.2927065","0.1245201","0.6766020","0.2468012","0.1394559","0.1419555","0.5515280","0.2634360","0.3036941","0.3119893","0.3482544","0.2852000","0.3677701","1.9149934","0.4572638","0.3427651","2.2400698","0.3608876","0.5179319","2.1936464","0.4039462","0.2422545","2.3508735","0.3085927","0.3394021","1.3817152"
"5.046319881/512.224252","5.3679000","5.2259830","4.9370571","6.9116955","5.3128816","5.4296403","7.5191210","5.3876842","6.4505551","8.1067109","6.8237407","6.6493559","5.4691350","8.0646243","7.7705927","7.6366940","3.9109544","8.5033637","8.6427280","0.1401607","0.1554694","0.2871667","0.1469972","0.1400456","0.1584962","0.1328294","0.1118456","0.1416096","0.2202716","0.1336319","0.1131275","0.2649520","0.2061930","0.1327538","0.1245201","0.1645785","0.2468012","0.1394559","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.2687915","0.1367002","0.1898060","2.6582800","0.1381972","0.1780949","3.2523866","0.1362486","0.1399014","3.1461965","0.1741559","0.2422545","3.7801952","0.1373812","0.1739141","2.3780454"
"2.605274189/404.157843","1.6037189","1.7105850","1.6899924","3.1455980","2.4956286","3.0890495","3.2169181","2.5263560","3.6838985","3.2378333","3.3323538","3.8166464","2.7449203","3.5996823","3.8677183","4.3763022","2.2702432","3.5612898","4.4224624","0.3715299","0.2800050","0.2789576","0.1469972","0.5267661","0.3242180","0.1328294","0.3912360","0.4985661","0.2202716","0.3339279","0.2533993","0.4421924","0.2061930","0.2324948","0.2611951","0.4896829","0.2468012","0.1394559","0.1419555","0.5131586","0.2634360","0.3170593","0.2646091","0.3838029","0.1367002","0.1898060","1.3052177","0.5335876","0.1780949","1.5782020","0.1362486","0.2912415","1.5683770","0.2909311","0.2422545","1.7556457","0.1373812","0.1739141","1.1546069"
"4.722996586/293.5720845","1.7635256","1.5251979","1.9978358","3.1926189","2.4373973","2.9429326","3.4855983","3.1910865","3.6834832","4.0650302","3.7942096","4.2424751","3.8308898","4.6048746","4.3462081","4.7384711","4.2310133","4.9437647","4.7267212","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.1328294","0.1118456","0.1416096","0.2202716","0.1336319","0.1131275","0.1505840","0.2061930","0.1327538","0.1245201","0.1645785","0.2468012","0.1394559","0.1419555","0.1366865","0.2634360","0.1513870","0.4608951","0.5322068","0.7079195","0.4529659","1.5483304","0.8741419","0.4529047","1.9145292","0.5539149","0.5100793","2.2259365","0.9450024","0.4601345","2.3768391","0.6842312","0.7483167","1.8798448"
"3.566072377/532.1600648","4.6817730","4.1022028","4.0877924","5.4982868","4.5981224","4.6126086","6.3678917","4.8528945","5.6664632","6.8748059","6.6388783","6.0527037","4.2961130","7.8989916","7.8281491","6.6397297","3.9215193","7.2509981","8.9403284","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.1328294","0.1118456","0.1416096","0.2202716","0.1336319","0.1131275","0.1505840","0.2061930","0.1327538","0.1245201","0.1645785","0.2468012","0.1394559","0.1419555","0.1366865","0.2634360","0.2855310","0.1486250","0.1398771","0.1367002","0.1898060","2.3034607","0.1381972","0.1780949","2.7480346","0.1362486","0.1399014","2.8345499","0.1741559","0.2422545","3.0717210","0.1373812","0.1739141","1.8408895"
"2.426022575/352.1496836","0.1426650","0.1667877","0.2875027","0.3018115","0.1794094","0.4287045","0.3558295","0.3509241","0.5437442","0.2906523","0.4012612","0.3686807","0.1671812","0.3264394","0.3213391","0.4040992","0.3672644","0.3134180","0.3945745","2.8997923","3.1938928","3.0849190","4.1919136","4.7271659","5.4051609","5.8597399","4.6467756","5.6118787","5.7332682","6.6493225","5.3991083","6.7350765","7.0961108","6.9970762","5.5514881","6.1658024","8.2503644","8.1225904","5.8513205","7.5815027","8.4103730","9.2668669","0.1486250","0.1398771","0.3349708","0.3480897","0.2773616","0.3499867","0.3163706","0.3562861","0.4923270","0.3883086","0.4189602","0.1741559","0.2422545","0.4795089","0.4266648","0.4617800","0.4889492"
