"","1mem_Bt_12pt5hr-1","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-1","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-1","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-1","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-1","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-1","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-1","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-1","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-1","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-1","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-1","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_12pt5hr-4","1mem_Ps_25hr-1","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-1","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-1","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-1","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-1","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4"
"Label","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps"
"2.046603621/159.1028883"," 6.505983"," 8.307616"," 6.541905"," 6.496087"," 4.609906"," 4.593229"," 9.053001"," 6.685062"," 4.834645"," 9.897278"," 9.926517"," 8.956580"," 3.258500","10.460429","11.528898"," 6.965466"," 3.822679","10.698146","10.879691"," 9.265853"," 2.353102"," 9.529867","11.878884"," 9.580378","12.728802","11.871413"," 9.841082"," 9.009519","17.120195","16.712141","14.788395"," 9.324835","17.646646","19.747338","23.723058","11.364469","20.111793","20.724630","17.584663","12.188433","22.551423","20.876942","25.233192","11.964758","22.400280","22.651065","21.490830"," 5.978964"," 3.568731"," 7.470540"," 2.516614"," 3.093270"," 8.611928"," 7.392009"," 9.835661"," 5.258838","10.340595"," 8.641606"," 8.792808"," 6.146360","10.437188"," 9.276057"," 8.632029"," 6.963423"," 6.956068","11.418205","10.619600"," 7.087399","12.742123"," 9.905260","10.997561"
"6.132151377/103.0402972","31.195088","30.354866","26.351948","32.489764","38.944734","47.453168","47.723013","42.835654","41.023624","47.009734","46.630135","47.052234","38.310060","49.802666","55.039332","45.875418","41.044946","51.994829","57.958647","54.952452","35.325857","50.763196","59.075509","10.671316","11.449179","12.551622"," 9.340751","16.315178","24.659365","24.759915","21.979961","23.526417","28.056388","29.320139","39.349551","28.012706","36.252874","34.119832","32.739670","29.322556","42.202643","41.526144","50.290622","28.702680","42.169255","44.162037","50.218080"," 8.771342"," 9.513738"," 8.722785"," 7.892941","10.451337","13.463975","12.889904","17.512181","12.878229","17.005857","16.096874","15.630812","14.200770","17.225779","18.233685","14.935687","16.852739","16.850517","20.194478","18.268323","15.180214","21.913077","20.181469","18.630890"
"1.458498839/243.1968418"," 5.352250"," 5.992151"," 6.517873"," 6.202078"," 4.671681"," 6.142401"," 6.556255"," 4.870384"," 4.407501"," 6.543795"," 6.199912"," 5.219351"," 4.438838"," 6.513120"," 7.092726"," 4.975035"," 4.104308"," 6.072584"," 6.685668"," 5.337247"," 4.049858"," 5.764203"," 7.282968"," 7.140639"," 8.085901"," 8.724606"," 6.374477"," 5.723321","10.544999"," 9.941383"," 7.377492"," 5.642066","10.731063","11.106590","12.010791"," 6.847500","12.405257","11.883365"," 9.174602"," 7.465221","12.825382","13.105083","13.135293"," 6.998139","13.130981","13.941340","11.316178"," 4.978945"," 5.486168"," 6.154960"," 3.749027"," 3.928592"," 4.583017"," 5.512683"," 5.125653"," 4.151065"," 4.862324"," 6.048650"," 4.679908"," 3.917306"," 4.488987"," 5.803745"," 4.762526"," 3.946978"," 5.759849"," 6.228451"," 4.012291"," 4.055901"," 4.718694"," 5.988419"," 4.483427"
"10.58546435/259.0938768"," 3.4981574"," 2.6551457"," 2.9119346"," 3.0099541"," 3.7365987"," 3.7558318"," 4.7495147"," 2.9248408"," 3.9844860"," 3.6966635"," 5.2344707"," 2.8625370"," 4.7918989"," 3.8621020"," 4.5438761"," 5.1351766"," 2.9914229"," 4.5568691"," 5.2310575"," 3.6021434"," 4.3765847"," 5.0859561"," 4.7016911","12.5345603"," 8.8116289"," 8.4943800"," 5.6565439","11.1813700","14.3652227","12.3029483","10.9177844"," 9.5181266","13.0743600","15.3152952","14.5793719","10.8367730","14.2311867","13.8656138","12.5311745","13.6675582","13.4367931","14.4826640","12.3498911","14.4438971","13.5253236","17.4478124"," 8.2749918"," 1.0285190"," 0.5593242"," 0.7587254"," 0.6087871"," 0.6594141"," 0.9743641"," 1.1175466"," 1.4079996"," 0.7570457"," 1.3376146"," 0.6961381"," 0.6598055"," 0.6498555"," 1.5201893"," 0.8410394"," 0.7255545"," 0.6345112"," 1.8395093"," 1.5151640"," 1.6709091"," 2.9275559"," 1.1693442"," 1.6517158"," 0.7029468"
"0.814276246/305.1794737"," 9.461243"," 4.859310"," 9.148267"," 6.949638"," 6.313896"," 7.646594"," 8.740078"," 7.372457"," 9.732206"," 8.190089"," 7.469364"," 8.336644"," 9.880422"," 6.457871"," 8.336874"," 7.311045"," 5.836127"," 7.668473","12.280268"," 7.461090"," 8.050239"," 5.419685","12.828305","10.226798","10.574216","13.949832"," 5.926294"," 9.726255","10.829154","15.089253"," 7.888093","10.215197","11.739040","10.729515","11.438471","10.335936","12.370159","14.132851"," 3.435260","10.861340","12.068481","14.562749","12.982841"," 6.044098","11.247782","12.617408"," 8.784243"," 9.169912"," 4.814639"," 8.342412"," 5.852970"," 8.571097"," 5.003730"," 7.818153"," 5.669557"," 5.918729"," 5.072259"," 7.051120"," 4.905974"," 9.051025"," 5.452965"," 5.685895"," 3.728801"," 5.535944"," 5.500977"," 6.297355"," 1.351529"," 7.917536"," 5.913364"," 7.584364"," 4.107393"
"9.170201562/145.0621984"," 0.4243812"," 0.7561951"," 0.6325371"," 0.7022231"," 0.6167796"," 1.8386928"," 1.3757068"," 0.9794016"," 0.6450315"," 1.9078172"," 0.8826424"," 0.3008869"," 0.7682467"," 1.2195539"," 1.2881775"," 0.7145853"," 0.2747271"," 1.6099748"," 1.9752111"," 0.6845506"," 0.8663302"," 1.7068840"," 1.6877828"," 6.8552780"," 9.0880903"," 7.2656831"," 6.3806085"," 6.5981866","10.3256587","10.3680264"," 7.4964218"," 6.7665662"," 9.5854794"," 9.6275978","12.4410661"," 6.7482817","11.4894191"," 9.1548323"," 8.4274571"," 7.3270817","11.4759357","10.9544197","12.2695628"," 7.1127927","10.8637520","10.8158507","10.0722455"," 2.2432799"," 3.7976399"," 2.8622449"," 1.9862925"," 2.6988027"," 3.6628966"," 3.7488856"," 4.0904295"," 2.9968877"," 4.3216467"," 4.5120663"," 3.3225219"," 2.8471955"," 4.1081615"," 4.6179686"," 2.6654340"," 3.1704280"," 4.5419710"," 4.9120396"," 2.9685848"," 2.7286845"," 4.5006327"," 4.6815141"," 3.1696116"
"10.68649598/73.02917229","10.120951"," 7.295850"," 6.759482"," 7.265284"," 8.777898"," 8.551501"," 8.865784"," 8.254275"," 8.276965"," 8.358669"," 8.661279"," 7.654726"," 9.533112"," 7.934501"," 8.732679"," 9.388859"," 7.196092"," 8.080618"," 9.230108"," 8.803514"," 8.023196"," 8.812896"," 9.194281","12.882700","10.108099","10.359319"," 8.751108","15.047278","15.619916","14.703944","12.489193","14.252364","15.004497","15.579440","16.437578","12.942297","16.455273","14.673729","15.016609","13.018098","14.932129","11.085449","14.539993","11.684247","13.383252","14.158210","13.115929"," 9.159016"," 7.481487"," 7.149895"," 5.430915"," 8.804994","10.471304"," 9.536394","10.372062"," 9.298686"," 9.640517"," 9.251666","10.142583"," 9.925970","10.482989"," 9.369968","10.043306"," 9.848525"," 7.649351","11.235221","10.994860"," 9.403577","10.558353","10.317152","10.645139"
"0.972865275/213.1498025"," 8.997706"," 5.686624"," 6.974451"," 6.327819"," 5.334938"," 6.286544"," 7.091502"," 4.707865"," 5.407847"," 6.292322"," 6.649532"," 4.697320"," 5.504707"," 6.167187"," 7.091648"," 4.580259"," 4.565957"," 5.833308"," 7.698703"," 4.758084"," 5.051982"," 5.612667"," 7.600288"," 5.502727"," 6.820215"," 7.765512"," 4.831863"," 5.895873"," 9.077723"," 9.750565"," 6.355541"," 6.648920"," 9.002375"," 9.991709","11.103176"," 7.810004","10.065915","10.290868"," 7.699474"," 7.938358","10.802398","10.506492","11.954604"," 7.028924","10.663289","12.305018"," 9.751176"," 6.347746"," 6.135569"," 6.589006"," 4.434890"," 5.682314"," 5.919716"," 7.065121"," 6.344418"," 5.777513"," 6.029890"," 7.604951"," 4.728773"," 6.210867"," 5.957605"," 7.387233"," 4.512363"," 6.090285"," 4.553477"," 7.301409"," 5.178149"," 5.792716"," 5.776871"," 6.734760"," 4.782803"
"3.634616928/117.055979","15.24260"," 8.52722","14.62040","15.36939","13.66593","12.14211","16.37807","15.19407","13.49508","12.28417","16.66162","12.24951","11.47671","13.43264","14.68593","16.31130","11.67194","14.96706","17.05344","15.37242","13.38792","15.72258","19.06021","15.64331","12.06662","14.81449","14.93754","19.47984","19.48206","19.35383","21.59256","21.11957","19.30203","21.64233","28.09534","20.26585","22.55599","21.61821","20.78355","18.33662","23.77958","22.25525","28.37246","16.21269","19.31269","25.82153","18.15288","30.25568","28.99329","26.90056","26.12161","32.18830","42.67307","37.98361","56.64824","40.10810","50.82784","46.52398","50.02784","39.50847","48.86994","47.73798","45.43655","44.46388","42.95037","53.08916","54.31986","37.96298","50.43219","54.11516","52.43041"
"4.456316138/172.0982301"," 3.437917"," 3.388135"," 4.145198"," 3.290220"," 6.771296"," 4.410530"," 6.287878"," 1.987347"," 4.918867"," 2.221453"," 6.100674"," 3.582998"," 4.934106"," 7.020718"," 6.404809"," 2.884489"," 4.623734"," 2.388999"," 5.925718"," 2.180783"," 4.225604"," 5.843189"," 6.551673"," 8.568115","10.548556","10.671161"," 8.516959"," 9.022153","16.382503","17.338896","14.684030","10.766298","17.780708","20.101746","28.018602","11.452421","21.544015","20.345551","16.687506","12.368056","23.335498","24.717313","28.771712","12.337683","21.977949","25.538082","20.415189"," 5.803095"," 4.801538"," 5.002525"," 4.738057"," 4.812477"," 7.527378"," 7.015681","10.296838"," 5.847678"," 8.625944"," 9.167357"," 7.484666"," 5.908488","10.293615"," 8.850942"," 8.181903"," 6.001969"," 7.558274"," 9.486696","11.417983"," 9.446675"," 8.885593","11.306263"," 9.488018"
"3.857311377/249.0635379"," 2.3145392"," 1.8523064"," 5.8618931"," 1.7582515"," 2.9975160"," 0.7019828"," 4.6693042"," 1.6404366"," 3.6987609"," 0.7108198"," 3.9333535"," 1.4841469"," 3.3166920"," 0.8828160"," 1.5304290"," 1.3762048"," 1.2369474"," 1.6824021"," 4.0331674"," 1.5997656"," 2.9835404"," 2.6403490"," 3.9290077"," 7.7735531"," 8.1573813"," 8.8994713"," 6.2337537"," 9.7341416","14.5511171","14.5521270","10.8000178","11.5080227","14.9974513","16.9659059","19.5249206","12.2478386","18.4127288","17.1209687","13.1265020","12.5635053","19.0718679","19.7975104","20.3953901","12.0344245","17.0266064","19.7593059","15.9619126"," 9.8901927","10.6978533","10.1748630"," 7.4883682","13.8377379","20.9593829","19.8555578","25.3324126","17.4015271","23.3417828","22.0583792","18.6318557","17.6205487","23.5675984","23.4857688","19.0553942","19.7152892","22.8188031","26.2772792","20.5805579","18.1266216","25.2420057","26.1874771","20.2492343"
"3.629839332/131.0716081","16.292422","10.984759","21.239254","19.024068","15.009978","12.550702","19.437730","12.843582","15.337951","13.811891","18.044053","14.484679","13.728879","13.233132","20.406085","12.467893","13.905807","12.384369","21.912272","14.993759","14.339298","11.577720","20.841934","13.005564","10.251963","19.400273"," 9.995215","12.733579","13.162184","14.250528","12.694629","13.470612","12.723569","14.835267","20.331000","13.152921","12.465273","14.837387","12.823887","15.165961","12.754635","12.587550","17.416063","13.754796","13.106112","14.951800","13.180897","14.760491"," 9.850698","14.316618","17.105626","12.565861","30.211915","13.581673","13.575699","14.494513","10.581024","15.911744","33.044535","14.647084","10.177952","15.645020","32.424733","14.622349","30.873988","15.113695","36.323400","13.054601","11.468269","13.360244","35.945337"
"10.92093425/144.0668404"," 5.610061"," 5.619990"," 5.599444"," 4.294787"," 5.095089"," 6.826303"," 7.836581"," 3.228225"," 5.254725"," 6.178583"," 8.022578"," 3.029999"," 5.621724"," 6.277512"," 6.547976"," 5.446142"," 3.560153"," 7.855944"," 8.686487"," 5.189424"," 4.286181"," 8.416533"," 7.383549"," 5.859457"," 8.123158"," 6.002407"," 3.945536"," 7.030492","11.430841"," 9.287585"," 6.636750"," 5.767083","10.863420","11.336500","11.872472"," 6.683488","13.101304","10.220536"," 7.539967"," 8.681593","12.364366","11.367231","10.087019"," 8.333442","11.387562","12.188866"," 7.054264"," 5.162479"," 5.106625"," 4.149457"," 2.733779"," 5.078734"," 7.484055"," 7.722986"," 5.992454"," 5.887571"," 7.715785"," 7.136080"," 3.941128"," 4.604363"," 8.130295"," 7.296865"," 5.163652"," 5.107744"," 8.368170","10.914897"," 6.183704"," 4.772481"," 9.026290"," 8.906826"," 5.818167"
"8.199219946/245.0436862"," 3.217781"," 3.550177"," 2.652976"," 3.339501"," 3.602859"," 4.759755"," 2.509711"," 2.260056"," 3.363851"," 4.086348"," 4.309206"," 3.564206"," 3.756842"," 3.999195"," 5.311476"," 3.045982"," 1.758270"," 5.334887"," 5.553238"," 2.119127"," 3.533890"," 5.719256"," 5.074412"," 3.765476"," 6.970062"," 6.369278"," 2.529042"," 7.332382","13.807883","16.019162","11.333954"," 8.016517","15.307008","13.890919","17.386458"," 5.735541","19.619650","13.062855","12.096046"," 8.999493","19.850805","14.684221","19.153080"," 8.183559","18.244697","17.855825","12.996073","16.229981","20.737232","16.137115"," 9.804535","21.397925","30.874064","25.810900","36.744037","26.369354","36.570020","39.158867","27.055883","26.878335","39.054998","43.259183","28.646584","27.270808","34.976296","49.862630","40.363344","22.609891","45.526560","57.048069","32.589617"
"3.042061459/131.0716247","16.495023"," 9.527102","21.359242","19.162544","15.287745","13.135074","19.637882","16.999787","15.860923","14.270999","18.241531","19.678470","13.896060","15.731020","20.553209","18.620495","14.360899","24.373920","21.980012","22.876037","14.852670","19.317000","25.556984","12.948439"," 9.905244","19.436401","10.186506","13.437498","17.388459","14.271246","13.010410","14.021734","17.608274","19.441410","21.688389","13.454762","19.730570","20.345202","14.911216","15.753751"," 3.901866","18.771114","21.700698","14.388947","18.567070","20.566340","20.860097","18.725937","19.984621","19.081418","16.291913","18.465868","28.554130","28.315276","36.027247","23.737896","33.222200","34.013696","31.097652","22.244845","32.665926","36.482149","31.173221","25.468093","28.950268","36.713107","31.989570","21.772179","36.313244","37.534073","32.685769"
"3.708671044/375.9898812"," 0.4243812"," 0.5745311"," 0.5766419"," 0.3547485"," 0.5217778"," 0.3454857"," 0.3634112"," 0.3145931"," 0.3471161"," 0.3358019"," 0.3573177"," 0.5362722"," 0.4014146"," 0.6318481"," 0.6573164"," 0.5913078"," 0.2747271"," 0.3197737"," 0.3420768"," 0.7733883"," 0.3230278"," 0.3408652"," 0.5861551"," 5.3592947"," 9.4325227"," 8.0313866"," 5.5560462"," 4.9667781","16.5791953","15.8942272"," 7.8907261"," 5.3464122","14.6662693","20.7944736","11.4080766"," 8.1367239","17.6662869","20.2721242","11.4148405","10.1589104","17.7180019","24.5647689","11.4060453"," 8.4988658","20.3541062","10.2731524","16.1923531"," 0.5014856"," 0.5356573"," 0.5211934"," 0.3146977"," 0.5163170"," 0.3605880"," 0.3640863"," 0.6615872"," 1.9352547"," 0.6905787"," 0.3265752"," 0.3174578"," 1.9042634"," 0.3096457"," 0.5833103"," 0.3281545"," 0.9690444"," 0.3074099"," 0.3613342"," 0.5724332"," 6.3035414"," 0.3137760"," 0.7444022"," 0.3196614"
"1.344334242/113.06104"," 8.691670"," 9.246836","10.213123","10.040416"," 9.127455","11.978547","12.447137"," 9.827580"," 9.806703","12.146916","12.904056","10.280702"," 9.005924","12.607519","14.110660","10.658355"," 9.703231","13.490544","15.613398","11.997084"," 9.771135","13.531035","15.621642"," 6.972753"," 8.491033"," 8.523185"," 6.358741"," 6.736985","10.543030","10.555432"," 8.702815"," 7.478769","10.900453","11.825795","13.285393"," 7.898624","12.017003","11.360572"," 9.397675"," 7.978837","12.791853","12.778698","12.433915"," 7.590317","12.395672","13.185882","10.659621"," 7.057465"," 7.216037"," 6.854729"," 4.925336","10.469733","16.255040","15.302608","20.306729","13.362458","19.386045","17.749741","16.208966","13.490509","20.298751","18.847739","15.952816","13.566671","18.616003","20.770854","18.335173","14.926287","21.712109","20.635989","16.012744"
"7.375222313/130.0511657"," 4.012841"," 6.251448"," 1.608323"," 1.545883"," 2.458131"," 7.982081"," 2.063441"," 2.397684"," 1.543670"," 2.270001"," 1.993940"," 2.880423"," 2.649627"," 2.811336"," 3.803689"," 1.811687"," 2.096960"," 3.691384"," 3.616124"," 2.233618"," 1.752674"," 3.263488"," 4.359270"," 7.359503"," 8.157998"," 8.965855"," 5.067740","14.881739","19.731849","20.550589","15.870570","17.006263","22.318243","21.080919","30.017118","17.796134","27.111949","21.363751","19.713320","18.302661","28.262956","23.402062","29.929642","18.729314","25.357121","24.951250","19.357952"," 5.969549"," 4.073577"," 3.785557"," 1.865255"," 4.207288"," 7.351616"," 5.784646"," 9.543537"," 5.421276"," 9.392398"," 9.587424"," 5.998760"," 6.056268","10.658728"," 8.725744"," 7.162341"," 6.395554"," 8.038015"," 8.792081","11.337473","13.301824"," 9.332556","10.647946"," 7.739037"
"1.539827645/348.0062042"," 4.906860"," 5.994251"," 2.661678"," 3.236471"," 5.357915"," 7.880153"," 3.219039"," 5.025364"," 5.520434"," 6.831724"," 2.960531"," 6.290642"," 4.826455"," 6.127618"," 7.003603"," 4.263338"," 3.914793"," 7.876254"," 8.179581"," 7.610467"," 3.806859"," 6.575118"," 5.604361"," 5.827912"," 6.606846"," 6.280224"," 4.967574"," 4.511515"," 8.194326"," 6.619817"," 3.435009"," 4.000646"," 6.976704","10.269141"," 5.000016"," 4.653607"," 9.054685"," 9.737551"," 5.179185"," 5.995114"," 8.719829"," 8.155744"," 5.003327"," 4.527037"," 9.555569"," 4.879138"," 7.693352"," 1.728940"," 1.743897"," 2.240658"," 1.057729"," 2.446269"," 2.944493"," 2.538407"," 1.035384"," 2.384471"," 3.497608"," 2.666694"," 2.971385"," 1.589443"," 1.646859"," 3.445666"," 2.571221"," 1.267343"," 3.198249"," 2.405083"," 1.346647"," 1.509301"," 2.769698"," 3.340761"," 2.297499"
"1.730930562/143.0715611","10.816786"," 9.829633"," 9.173783"," 9.795536"," 7.000222"," 9.299039","10.594002"," 6.355258"," 6.870743"," 9.198107"," 9.325585"," 7.366250"," 6.281394"," 6.898792","10.603156"," 6.899505"," 5.846343"," 7.068274","10.718091"," 8.125539"," 4.450529"," 6.292547","10.668958","12.118083"," 8.618508"," 9.874432"," 6.172324","11.839994"," 8.243529","10.105922","18.495983"," 8.237999","22.326200","10.718942"," 7.411870"," 8.423983","25.831369","10.714010","18.881296","13.597080","26.864072"," 8.409737","31.426777","12.559205"," 7.840395","26.544036","20.513605","13.554867"," 7.323039"," 8.184087"," 5.643177","11.545481","18.861618"," 7.550081","25.856086","13.949980","22.026825","21.631130","19.515271"," 8.577242","20.861452","22.655933","18.742741"," 9.504678","18.560684","23.827377","19.880231"," 8.033782","22.207533","23.110996","19.292390"
"0.819018413/428.9636846"," 6.965780"," 5.794484"," 5.959043"," 6.191220"," 7.635880","10.819962"," 5.335082"," 4.490591"," 7.200325","11.161679"," 5.598008"," 4.687371"," 6.977797","11.641903"," 5.768385"," 4.152295"," 7.375889","12.299294"," 4.383464"," 4.464813"," 6.462374","11.293612"," 6.278310"," 6.315244"," 6.007806"," 4.490278"," 4.185877"," 6.598439","10.732665","10.666118"," 4.076792"," 6.777634"," 1.455453","10.410877"," 5.135735"," 4.761916","11.251869"," 7.739458"," 3.995086"," 6.748191","11.020485"," 9.893865"," 4.750342"," 6.362390","11.288884"," 8.507511"," 4.441209"," 6.951973"," 5.840907"," 3.845670"," 4.842880"," 6.542529","10.175969"," 7.626832"," 5.097271"," 7.996438","11.330399","10.962510"," 4.381525"," 7.397330","10.648767","10.381398"," 4.282999"," 7.419971"," 8.953308"," 5.290540"," 4.379729"," 4.719112","10.170610","11.079073"," 4.298656"
"1.750786034/187.134218"," 8.236428"," 7.785552"," 9.167584"," 9.999658"," 7.239401","12.424386","15.775346","11.781980"," 6.854732","14.830987","17.343065","14.342638"," 7.935054","16.147598","22.167093","14.296267"," 8.650676","18.584972","22.739231","16.755914"," 7.676365","17.266195","25.348725"," 7.516292"," 8.323753"," 8.479373"," 6.412871"," 6.867737","11.930736","11.371542"," 9.930099"," 6.882428","12.158667","13.071443","16.389951"," 8.669176","14.213037","13.619334","12.385516"," 9.382588","15.477243","14.847437","18.094249"," 8.485026","15.135010","16.163833","15.821361"," 6.235120"," 4.010220"," 5.721013"," 4.632842"," 4.624946"," 5.001424"," 4.517374"," 8.251523"," 3.863382"," 7.263118"," 4.679673"," 7.230617"," 3.793377"," 7.370187"," 5.520453"," 7.510419"," 4.041950"," 6.092194"," 8.196732"," 8.169033"," 5.467532"," 7.816348"," 5.894517"," 7.583803"
"1.495371031/85.02933629"," 7.179112"," 8.443061"," 8.383936"," 8.219495"," 7.218472"," 9.724112","10.118895"," 7.777392"," 7.316319"," 9.149056","10.020605"," 7.803853"," 7.226780"," 9.354413","10.969071"," 7.493785"," 7.090382","11.170952","12.846132"," 9.596368"," 7.009124","10.564523","11.850211"," 5.610893"," 7.657068"," 6.748241"," 5.077721"," 5.418956"," 8.845212"," 9.157873"," 6.282867"," 5.658313"," 8.931432"," 9.770399","11.280078"," 5.505159","10.257680"," 9.418554"," 6.962868"," 5.533724","10.699742","10.368355","10.167425"," 5.152282","10.402622","10.571291"," 8.106854"," 5.572553"," 6.653187"," 5.633830"," 4.541995"," 6.192794"," 7.820448"," 7.778806"," 9.465855"," 6.852071"," 9.633432"," 8.701831"," 7.448510"," 6.638410"," 9.440314"," 8.530524"," 7.822862"," 7.045971"," 9.989093","11.290935"," 8.995237"," 6.751681","10.211113","10.286498"," 7.773523"
"3.331723452/159.0664795","28.879637","28.955145","26.428112","30.467401","24.864348","41.631220","35.622423","37.969805","25.437916","43.805578","38.267376","42.625211","25.142779","46.578548","43.056313","39.933163","32.183149","49.501314","47.794212","46.107770","20.127526","47.236097","50.717687"," 8.341017","10.228049","11.545865"," 7.537246"," 3.311905"," 5.919130"," 9.062428"," 5.104865"," 2.924634"," 6.069559"," 8.779010"," 9.325141"," 4.276793"," 7.965490"," 8.458471"," 3.805460"," 2.845281"," 6.183052"," 7.921499"," 6.155262"," 3.405709"," 7.394346"," 8.462741"," 3.317350"," 9.095321"," 8.366297"," 8.885639"," 7.507406"," 3.098663"," 6.600878"," 7.173229"," 8.745510"," 3.344777"," 6.583992"," 7.559402"," 7.593231"," 3.871637"," 2.986398"," 7.568790"," 6.885964"," 4.659855"," 5.844550"," 7.700073"," 5.022675"," 3.119546"," 6.269670"," 7.475574"," 6.941099"
"3.051976171/131.0716177","10.605084","10.551597","21.359242","11.735264","15.287745","15.785725","16.833054","16.125912","15.860923","16.341193","16.914621","17.880982","13.896060","17.388248","21.294200","16.720493","14.360899","20.155092","21.958077","24.569878","14.852670","18.954498","25.346895","12.948439"," 9.617526","19.436401","10.186506","13.437498","17.388459","14.271246","13.010410","14.021734","13.862974","19.441410","19.845163","13.454762","16.139164","20.345202","14.911216","15.753751","22.180990","18.771114","20.943497","14.388947","17.898497","18.963699","20.860097","19.875574","21.238166","20.337553","17.105626","19.003348","30.211915","29.500261","39.134959","26.897189","35.718400","36.060131","33.044535","25.174812","34.872565","38.640072","32.424733","29.122374","30.873988","39.836396","36.323400","25.571346","39.013162","39.766660","35.945337"
"1.790955518/277.1197887","2.809992","2.765195","1.627899","2.558186","1.948328","3.237286","3.335054","2.696348","2.292326","3.548872","3.458149","2.421645","1.703728","3.556936","3.166889","2.686465","2.278100","3.624424","3.682644","3.042977","1.688222","3.720017","3.994492","6.039300","7.142944","3.152286","4.843816","1.266607","6.552206","5.848440","5.824924","4.622220","8.128632","7.980991","8.228563","5.189530","8.734689","7.619117","6.728738","5.855466","6.100031","9.013341","8.307836","5.388333","8.705734","8.270094","7.585027","4.992596","4.611221","4.685836","4.049937","3.948064","4.863461","4.898505","4.135277","4.547561","4.851256","4.497435","4.186523","3.954171","4.137219","4.603175","3.943864","3.907255","6.030714","5.079168","3.828092","3.919108","4.314406","3.963374","4.226279"
"6.992498941/269.0550672"," 3.252874"," 4.869671"," 4.244012"," 5.265943"," 3.467604"," 6.301529"," 5.473879"," 4.021255"," 3.719840"," 5.461452"," 5.160690"," 4.126146"," 3.779736"," 5.829953"," 6.834915"," 4.475731"," 4.110678"," 7.638409"," 7.738856"," 4.992130"," 4.219547"," 7.393588"," 8.132130"," 4.088294"," 7.766321"," 6.953009"," 4.290232"," 5.764256","10.702921","10.042198"," 5.942894"," 7.934895"," 9.989752"," 9.816355","10.241230"," 8.066711","11.472245"," 9.805664"," 7.215286"," 7.195442","10.616111","10.138504"," 9.517995"," 6.459999","11.168688","11.873608"," 7.852119"," 7.780364"," 8.520513"," 6.467387"," 4.931133"," 5.975218","10.784085","10.151413","12.469305"," 7.094219","12.548008","11.908991"," 8.726230"," 8.535416","11.481892","12.373697"," 8.405419"," 8.528410","11.312346","12.699649"," 9.076486"," 7.707541","12.322319","13.681475"," 9.163765"
