inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
XLZOBXJSXAVHDP	InChI=1S/C10H9NO2/c1-13-10-7-8(3-2-6-11)4-5-9(10)12/h2-5,7,12H,1H3	C10H9NO2	1	-119.72986315536807	3-(4-hydroxy-3-methoxyphenyl)acrylonitrile	COC1=CC(=CC=C1O)C=CC#N	1.25800002	""	PubChem:(1576064 1576065 2793598)
NTMHXCKFDHSINW	InChI=1S/C10H9NO2/c1-13-9-5-2-8(3-6-9)4-7-10(11)12/h2-3,5-6H,1H3,(H2,11,12)	C10H9NO2	2	-123.18508321087944	2-Propynamide, 3-(4-methoxyphenyl)-	COC1=CC=C(C=C1)C#CC(=N)O	2.61800003	""	PubChem:(13802259)
ZFMZWNDGGFAROF	InChI=1S/C10H11NO3/c1-7(12)11-10(13)8-3-5-9(14-2)6-4-8/h3-6H,1-2H3,(H,11,12,13)	C10H11NO3	3	-125.42690048785735	Benzamide, N-acetyl-4-methoxy-	CC(=NC(=O)C1=CC=C(C=C1)OC)O	1.86699998	""	PubChem:(10035495)
HTWOCYSYYAAKIP	InChI=1S/C10H9NO2/c1-7(6-11)4-8-2-3-9(12)10(13)5-8/h2-5,12-13H,1H3	C10H9NO2	4	-135.6810211575382	(E)-3-(3,4-dihydroxyphenyl)-2-methylprop-2-enenitrile	CC(=CC1=CC=C(C(=C1)O)O)C#N	1.54700005	""	PubChem:(20579527 59055387)
KDCZZMMCVHUAAP	InChI=1S/C10H11NO3/c1-7(12)11-10(13)8-4-3-5-9(6-8)14-2/h3-6H,1-2H3,(H,11,12,13)	C10H11NO3	5	-137.06887073331225	""	CC(=NC(=O)C1=CC=CC(=C1)OC)O	1.86699998	""	PubChem:(101562833)
KDHGEJHQLHIBBD	InChI=1S/C10H9NO2/c1-3-13-10-6-4-9(5-7-10)11-8(2)12/h1,4-7H,2H3,(H,11,12)	C10H9NO2	6	-137.22636946399157	""	C#COC1=CC=C(C=C1)N=C(C)O	2.06399989	""	PubChem:(70099854)
HDDADSJXDHVBFB	InChI=1S/C10H9NO2/c1-13-10-5-4-8(3-2-6-11)7-9(10)12/h2-5,7,12H,1H3	C10H9NO2	7	-138.0549295047315	""	COC1=CC=C(C=CC#N)C=C1O	1.25800002	""	PubChem:(61700783 76913757)
AAODMSQCMGBPRK	InChI=1S/C10H9NO2/c1-7(12)10-4-3-9(13-2)5-8(10)6-11/h3-5H,1-2H3	C10H9NO2	8	-140.75434327378824	2-acetyl-5-methoxybenzonitrile	CC(=O)C1=CC=C(C=C1C#N)OC	1.53699994	""	PubChem:(18917668)
MRDSGJFLRWKFLP	InChI=1S/C10H9NO2/c1-13-11-10(12)8-7-9-5-3-2-4-6-9/h2-6H,1H3,(H,11,12)	C10H9NO2	9	-143.39276039941285	""	CON=C(C#CC1=CC=CC=C1)O	3.13499999	""	PubChem:(87723739)
BRWJVYQGQPRRCV	InChI=1S/C10H11NO3/c1-11-10(14)5-3-7-2-4-8(12)9(13)6-7/h2-6,12-13H,1H3,(H,11,14)	C10H11NO3	10	-144.04539238704263	(E)-3-(3,4-dihydroxyphenyl)-N-methylprop-2-enamide	CN=C(C=CC1=CC=C(C(=C1)O)O)O	1.63199997	""	PubChem:(14989749 68114012)
