inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
MSWJSDLNPCSSNW	InChI=1S/C20H26O3/c1-12(2)13-6-7-15-14(10-13)16(21)11-17-19(15,3)8-5-9-20(17,4)18(22)23/h6-7,10,12,17H,5,8-9,11H2,1-4H3,(H,22,23)	C20H26O3	1	-78.20409559120355	7-oxocallitrisic acid	CC(C)C1=CC=C2C(=C1)C(=O)CC3C2(C)CCCC3(C)C(=O)O	4.60200024	""	training set;biological;KNApSAcK:(35978);Natural Products:(UNPD30359 UNPD47026 UNPD88821);PubChem:(29212 10018535 10829219 24899843 25749924 26079784 38988502 40536878 51520201 51520203 57509379 96084330 96084331)
UCAKHMJFSXWWOP	InChI=1S/C20H26O3/c1-12(2)13-6-7-15-14(10-13)16(21)11-17-19(3,4)8-5-9-20(15,17)18(22)23/h6-7,10,12,17H,5,8-9,11H2,1-4H3,(H,22,23)	C20H26O3	2	-95.5285637869741	""	CC(C)C1=CC=C2C(=C1)C(=O)CC3C(C)(C)CCCC23C(=O)O	5.63000011	""	PubChem:(73890964 76313896)
ISECDNAMJMNAHZ	InChI=1S/C20H26O3/c1-12(2)13-6-7-15-14(10-13)11-16(21)17-19(15,3)8-5-9-20(17,4)18(22)23/h6-7,10,12,17H,5,8-9,11H2,1-4H3,(H,22,23)	C20H26O3	3	-135.06162930153917	""	CC(C)C1=CC=C2C(=C1)CC(=O)C3C2(C)CCCC3(C)C(=O)O	3.8440001	""	PubChem:(10064249);Natural Products:(UNPD89785)
ZMGGURYXNAMNDU	InChI=1S/C20H24O2/c21-20(22)19(15-7-13-17-9-3-1-4-10-17)16-8-14-18-11-5-2-6-12-18/h1-6,9-12,19H,7-8,13-16H2,(H,21,22)	C20H24O2	4	-147.01191521648343	5-phenyl-2-(3-phenylpropyl)pentanoic acid	C1=CC=C(C=C1)CCCC(CCCC2=CC=CC=C2)C(=O)O	5.63199997	""	PubChem:(21892253)
QYSXQADOTIBICQ	InChI=1S/C20H24O2/c1-15(2)17-11-13-18(14-12-17)19(20(21)22)10-6-9-16-7-4-3-5-8-16/h3-5,7-8,11-15,19H,6,9-10H2,1-2H3,(H,21,22)	C20H24O2	5	-149.28669281285747	""	CC(C)C1=CC=C(C=C1)C(CCCC2=CC=CC=C2)C(=O)O	5.65100002	""	PubChem:(82136666)
GMSQCLDIHFWBFO	InChI=1S/C20H26O3/c1-13(12-21)14-5-7-16-15(11-14)6-8-17-19(16,2)9-4-10-20(17,3)18(22)23/h5,7,11,17,21H,1,4,6,8-10,12H2,2-3H3,(H,22,23)	C20H26O3	6	-149.73401416395674	""	C=C(CO)C1=CC=C2C(=C1)CCC3C2(C)CCCC3(C)C(=O)O	3.9849999	""	PubChem:(71525031);biological;Natural Products:(UNPD210504)
NQAWVUSSJBXKIZ	InChI=1S/C20H24O2/c21-20(22)19(16-15-18-11-5-2-6-12-18)14-8-7-13-17-9-3-1-4-10-17/h1-6,9-12,19H,7-8,13-16H2,(H,21,22)	C20H24O2	7	-156.64993169362754	""	C1=CC=C(C=C1)CCCCC(CCC2=CC=CC=C2)C(=O)O	5.63199997	""	PubChem:(44126107)
UJTIMNHOAZVPNL	InChI=1S/C20H24O2/c1-2-3-15-20(19(21)22,18-12-8-5-9-13-18)16-14-17-10-6-4-7-11-17/h4-13H,2-3,14-16H2,1H3,(H,21,22)	C20H24O2	8	-157.2467823355003	2-phenethyl-2-phenylhexanoic acid	CCCCC(CCC1=CC=CC=C1)(C2=CC=CC=C2)C(=O)O	6.09399986	""	PubChem:(260513 92148731 92269115)
CCQKQPPWUAHLGX	InChI=1S/C20H24O2/c1-19(2,15-11-7-5-8-12-15)17(18(21)22)20(3,4)16-13-9-6-10-14-16/h5-14,17H,1-4H3,(H,21,22)	C20H24O2	9	-157.93776096793707	""	CC(C)(C1=CC=CC=C1)C(C(=O)O)C(C)(C)C2=CC=CC=C2	5.1880002	""	PubChem:(53714258)
AXKQOCLPWRXCRI	InChI=1S/C20H26O3/c1-12(2)13-6-7-15-14(10-13)16(21)11-17-19(15,3)8-5-9-20(17,4)18(22)23/h6-7,10,16-17,21H,1,5,8-9,11H2,2-4H3,(H,22,23)	C20H26O3	10	-160.77414037457316	Aquilarabietic acid H	C=C(C)C1=CC=C2C(=C1)C(CC3C2(C)CCCC3(C)C(=O)O)O	4.46899986	""	PubChem:(71525030 71578077 73331120 102192525);Natural Products:(UNPD199738 UNPD214605 UNPD229513)
