inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
BVIOOESVWHESHW	InChI=1S/C9H10N2/c1-2-8-10-11-9-6-4-3-5-7-9/h2-7H,1,8H2	C9H10N2	1	-90.64425123758521	""	C=CCN=NC1=CC=CC=C1	2.67700005	""	PubChem:(12470873)
OFINSKLLOMEDMS	InChI=1S/C9H10N2/c1-2-10-8-11-9-6-4-3-5-7-9/h3-7H,2H2,1H3	C9H10N2	2	-98.62582511904637	N-ethyl-N''-phenylmethanediimine	CCN=C=NC1=CC=CC=C1	3.55699992	""	PubChem:(14742962)
SJQVWCMFZKFGSO	InChI=1S/C9H10N2/c1-8-3-5-9(6-4-8)11-7-10-2/h3-6H,1-2H3	C9H10N2	3	-101.62327630671818	N-methyl-N''-(4-methylphenyl)methanediimine	CC1=CC=C(C=C1)N=C=NC	3.73699999	""	PubChem:(13327848)
MSYHDIJTPJTZQF	InChI=1S/C9H10N2/c10-6-7-11-8-9-4-2-1-3-5-9/h1-7,10H,8H2	C9H10N2	4	-102.51389556062193	""	C1=CC=C(C=C1)CN=CC=N	1.45200002	""	PubChem:(12092735)
ILURHDNYPWZLFB	InChI=1S/C9H10N2/c10-8-11-7-6-9-4-2-1-3-5-9/h1-5,11H,6-7H2	C9H10N2	5	-103.71890749919092	""	C1=CC=C(C=C1)CCNC#N	1.76600003	""	PubChem:(11126416 16221738)
XTONXRQAFPDHBK	InChI=1S/C9H10N2/c1-10-7-8-11-9-5-3-2-4-6-9/h2-8H,1H3	C9H10N2	6	-104.17430659420381	N-methyl-N''-phenylethane-1,2-diimine	CN=CC=NC1=CC=CC=C1	1.50600004	""	PubChem:(21014566)
XHTILKRBAXSWBX	InChI=1S/C9H10N2/c1-10-9(11-2)8-6-4-3-5-7-8/h3-7H,1H2,2H3	C9H10N2	7	-104.96491939206432	""	C=NC(=NC)C1=CC=CC=C1	2.07399988	""	PubChem:(89683890)
IPQYFAGJJBAZNL	InChI=1S/C9H10N2/c10-7-1-2-8-3-5-9(11)6-4-8/h3-6H,7,10-11H2	C9H10N2	8	-107.12805793540497	""	C(#CC1=CC=C(C=C1)N)CN	0.986999989	""	PubChem:(91875157)
IUAHJDODAVKVJN	InChI=1S/C9H10N2/c1-8-4-3-5-9(6-8)11-7-10-2/h3-6H,1-2H3	C9H10N2	9	-107.71195211345247	N-methyl-N''-(3-methylphenyl)methanediimine	CC1=CC=CC(=C1)N=C=NC	3.73699999	""	PubChem:(18730849)
PVQXEXTWIFHGIE	InChI=1S/C9H10N2/c10-6-2-4-8-3-1-5-9(11)7-8/h1,3,5,7H,6,10-11H2	C9H10N2	10	-108.56758159838296	""	C1=CC(=CC(=C1)C#CCN)N	0.986999989	""	PubChem:(91875153)
