"","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-1","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-1","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-1","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-1","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-1","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4","ExControl-ExControl_1","ExControl-ExControl_2","ExControl-ExControl_3","ID","MZ","RT"
"5236",715363.7305,349973.6319,1764861.233,427609.7902,197470.8341,835893.9605,649159.7002,105551.0026,1307284.544,713431.7277,647396.9124,1557623.121,453362.4706,1135138.148,574597.568,1703070.29,21216.4904,1020815.018,1576042.72,17422.82829,1961.462569,2302.285874,34227.25089,416666.5703,247265.0062,92061.5338,81592.23978,285658.6027,196376.0287,127809.9538,157269.9824,557520.7113,495759.4256,531118.7431,258905.9749,3236517.488,377072.3794,487864.0709,350062.4338,5271432.888,204534.8703,763365.9358,111571.5983,40795.25365,184624.2406,14509.90437,103753.7207,94725.89697,48335.61901,240267.3638,20778.41028,233742.1358,201565.2492,48910.63749,4145.851835,348447.0534,175958.3799,35197.87878,125048.4111,3797.139417,0,1364.947429,9734,191.0808166,2.148763215
"5238",123141.1629,74598.21635,74866.90098,468634.0749,158194.0026,395315.6952,442021.5007,133346.6174,561484.8775,459194.1818,444780.7983,688655.6859,174616.3933,743089.205,710845.9208,928745.3706,15647.7587,831323.7938,1357903.229,8547.467376,8402.710001,41460.87784,41728.80542,7319.899774,10750.30692,39395.41736,52671.86488,3247.088859,10715.47226,32248.12381,253837.7274,24718.66236,16621.50389,130837.5669,259642.8407,22853.04639,19307.95302,122168.4341,85322.57785,13663.58645,25775.27097,147986.2609,0,0,0,0,35605.31497,0,0,51384.01821,0,0,57468.62726,0,0,84539.79096,0,0,15039.66939,0,0,0,9736,306.0288452,2.851172317
"5239",1142794.976,773067.3425,719083.7889,2699580.275,1382320.539,1260063.102,4300362.805,1244233.164,1865288.55,4080569.271,2869126.615,1888172.42,664611.5609,4341874.851,2357977.781,2674250.967,194652.9918,5676671.258,2864353.612,0,0,0,0,14987.35198,13778.21127,0,2927.766577,52129.24042,0,16287.63895,17020.85023,13056.75251,2111.511476,22466.85569,3729.338995,7214.740603,1034.266456,21995.85973,22849.35251,8574.240106,0,9151.754797,0,0,48430.04246,3095.380662,195273.2743,55845.51467,31744.40723,188907.0138,117062.6392,191380.6676,335747.6819,103512.6906,3172.018496,502745.8507,335600.1769,76549.18026,186160.8522,0,0,0,9737,227.0789283,0.662951281
"5241",394774.6583,179462.6633,292056.8728,745977.3076,282620.3435,475352.6185,943161.2759,316820.6808,808714.2549,1348489.276,1257656.111,1204167.282,320730.5751,1957361.89,1937675.538,1481578.493,31294.3541,2160756.305,2545464.699,0,0,0,0,0,0,2772.281416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1412.311378,18941.87683,0,0,52779.20133,0,0,95224.30075,0,0,65559.99,0,0,6267.447146,0,0,0,9739,310.5750162,3.810588209
"5253",1322855.796,1159363.105,1226756.844,2149971.93,887974.0814,2302370.947,5382664.079,681682.0626,2261681.439,3687786.893,2337632.718,2473514.961,947673.2048,4543044.148,3186278.245,3103607.123,53756.6716,7826673.022,4931462.959,0,0,0,103734.3043,131750.3529,28360.65775,93742.43547,583112.5861,403469.4082,33304.85962,695334.3245,1564665.558,702257.0459,241003.3288,673504.2109,1783149.787,384495.1567,65431.69063,1296863.219,1720526.842,887804.8553,157063.9202,1605838.626,184596.7851,178875.2756,2701545.158,972456.5461,2006238.233,3409408.253,1353481.362,2552442.47,3009357.438,7799564.848,2154114.367,1409431.639,619382.5096,3792888.553,6098431.411,4567839.955,3835621.603,0,0,0,9752,288.2023253,0.695602671
"5255",219246.2943,111990.7793,104176.5464,729342.1681,215395.8544,564827.7135,776304.5534,171138.7224,749449.6243,647787.8596,465288.3456,894614.5359,165982.1467,859307.6067,708138.8023,1079731.179,15119.42301,913985.3118,1133121.815,0,0,0,0,0,0,16321.07077,0,0,0,13404.00802,17072.25218,0,0,7086.874698,5495.598567,0,0,0,0,0,0,0,0,0,0,0,74782.12833,0,0,80298.80545,0,5541.682591,90403.77226,0,0,55665.2003,0,1620.324045,18314.16826,0,0,0,9755,400.1157789,3.044365553
"5256",672510.0963,742887.2425,435004.9468,3388005.528,1356478.13,3581259.663,3825918.539,1120959.666,3499039.23,4635192.824,3121841.516,2284659.368,1158531.261,4081974.151,7385456.976,5417551.794,131244.7589,6052582.972,6416126.989,0,0,0,0,1181.655107,0,1364.512099,0,0,1235.635859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41808.17418,1672.989563,219937.0521,58550.71452,7760.748068,229664.2449,89586.16012,34940.5338,218843.0013,28665.6156,1342.284936,142355.7774,39444.04083,24770.57172,28738.61105,0,0,0,9756,421.0712886,3.699973939
"5259",39242.36934,5037.767173,68837.53877,35283.95385,9148.920854,399741.0143,53954.53612,4095.045822,491069.2011,32341.44114,22452.28919,601981.0967,72593.4274,126580.1445,80001.50192,991875.7697,0,48695.9964,92809.89826,3426.557935,2579.298477,21340.02272,1455.519463,22136.75578,1186.000596,10201.85324,1604.518971,2715.605285,0,2207.487122,0,3365.771694,0,11414.12175,1833.107589,1558.99608,0,2577.951705,4374.312604,4425.820182,0,3460.167919,94817.32301,92667.29909,293295.7554,170197.211,478210.7555,409272.1043,362233.5282,669462.769,777272.8231,618827.9729,608575.2782,752567.6888,157768.5443,896509.4779,1175474.5,537003.5562,909002.2791,0,0,0,9759,355.0813356,2.254892521
"5260",586849.8057,334248.1848,451823.652,1268738.015,449006.0994,657188.1156,1508221.91,576863.7348,926873.4609,1805861.83,1381849.704,1405840.202,801608.0379,2611887.258,2211048.265,1967011.542,87425.71953,2502498.598,2625901.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60513.31544,0,0,65165.3227,0,0,176908.4001,0,0,205789.2097,0,0,36994.32025,0,0,0,9760,293.5994008,5.045538594
"5269",838834.926,238523.599,532916.5984,4961299.333,723122.9058,2523324.81,5898830.42,575515.0984,3807139.21,5634977.875,2076862.59,5010492.463,3611668.263,8604648.312,2090492.431,4666131.105,252224.3827,7460266.62,3753566.032,6222.684636,23012.37851,1432.132447,1040.275629,1601.604702,1504.696174,1497.224813,1285.740113,2562.779069,0,4754.09143,4088.83512,0,0,2083.006544,0,0,0,5967.872419,0,4123.78443,0,0,4622.606241,1834.634649,3636.035368,1436.26404,435024.0616,3055.261388,906.3733441,492803.7517,1913.980653,2382.280299,598110.6338,890.2575733,0,772331.2919,1782.733706,0,137381.3829,0,0,0,9770,235.0100502,3.274678932
"5278",270144.4085,279941.1166,464158.163,1834585.45,580725.9822,1524902.46,2294221.839,590930.2896,2434187.736,2518809.123,2042946.683,3292243.2,1394119.877,3948496.365,3176938.727,4725794.588,91043.51697,4431466.446,4781115.544,0,0,1330.811897,2342.15131,54422.54977,26641.86849,63208.17104,45785.30484,206329.5796,18235.62313,322312.672,214528.7597,446491.9666,142435.4902,228727.6746,1069765.155,419296.7086,64619.23814,663543.5628,470903.5133,1222822.298,84606.80488,930529.1674,26002.97637,30841.30342,149111.3871,49424.98389,317734.3197,193335.4229,54737.73392,447228.8888,227443.0244,319904.602,627546.9582,398070.7896,50764.84006,842943.5656,406480.0615,225018.7939,450201.9483,0,0,0,9785,288.2024543,2.201845811
"5281",576601.162,758167.0899,441391.6077,3018067.176,1396108.231,4064314.997,3220322.105,1191674.248,4091551.352,4434145.612,3081659.894,2746353.434,1659490.959,4094040.614,7491130.337,6745175.33,112290.3095,6695482.137,7433484.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553895.7181,0,0,842841.3292,0,0,962239.84,0,0,1086319.626,0,0,212214.8573,0,0,0,9789,347.0554557,3.583251175
"5283",253799.7953,196383.0491,327748.0587,752931.1904,311802.6512,670656.5253,814379.5479,319909.3742,1021157.899,926102.7375,900105.4657,1568710.803,473712.1799,1304896.231,1342276.973,1411782.004,60807.77972,1453999.024,1894147.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76216.41542,0,0,130444.6391,0,0,164136.8061,0,0,249137.1693,0,0,56187.30622,0,0,0,9792,336.0654096,4.295943629
"5298",1034815.145,388841.5282,1027176.853,5633894.346,3370616.675,6352477.391,5375354.482,2459771.977,7736407.834,5815724.612,6751361.493,10094506.02,1026510.959,6685742.866,7814620.335,11545569.98,120204.6634,6502650.196,11657186.98,5633.931318,5384.486054,4677.750173,401000.3442,603098.9936,353291.2384,782057.8803,2985676.891,2069948.756,331110.9761,1820539.95,10786465.89,2354013.317,713190.3968,3526579.432,6949719.418,3749908.766,1763765.728,5882008.98,4025037.031,7881885.67,787055.7031,9799293.579,5496.892374,4375.367545,49891.56546,3836.086163,1135443.472,105712.0401,86421.40936,1269362.066,140160.0028,152432.934,1659440.426,295689.5744,19809.97821,2577514.479,304576.0195,189399.6424,648840.8265,0,0,0,9812,149.0182799,0.682842105
"5300",477377.4429,294840.7297,523992.0412,829509.9531,377762.1042,679555.0991,885310.7798,410128.0962,901572.3558,1055070.833,1009009.642,1285945.508,615961.7184,1496931.271,1334213.608,1452924.446,52816.98771,1572387.001,1712062.578,0,0,0,0,0,1790.977102,0,0,1326.081237,1008.648574,6806.894732,0,2011.444128,0,0,0,1247.567312,1553.277059,1367.096411,1799.017923,1725.593815,0,1995.402737,1280.411202,6590.359795,0,0,49027.68321,0,1836.062693,106030.8519,0,2065.164141,218002.8733,6065.755298,0,126702.8626,0,1722.578265,29658.27816,1583.651271,3909.245581,0,9814,322.0832416,3.813606423
"5301",1103522.615,602815.4806,400894.2734,2448068.246,616593.6002,1066583.448,2967673.597,523719.8481,1470186.214,3375989.748,1384265.046,2051177.889,893413.6716,4590839.329,2230887.488,2013597.085,42430.35365,2954582.678,3915522.547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157659.8768,0,0,204463.4212,0,0,258978.7218,0,0,253303.1959,0,0,22827.04402,0,0,0,9815,411.0889791,2.750977785
"5307",134863.5606,22686.63218,468261.3792,362937.4822,103957.3534,1232364.571,239651.4058,109726.6911,1556951.024,487880.0046,249086.0867,1466164.921,1464546.288,841352.2983,354363.7314,2563447.317,88098.56446,687447.9793,524174.9896,47577.64826,41489.62629,20542.86004,54850.96023,50039.02091,17323.25968,324804.1623,114225.5718,114643.4195,626.8339248,144126.4692,41901.39104,134906.5745,8705.85621,106405.5541,23173.01694,23110.77865,895.7457127,50241.53604,1409.556298,124043.1599,0,41370.31698,409625.1922,106890.3188,995251.5061,317004.5262,2748707.11,762604.8421,595695.5798,4181543.411,1858784.601,1627084.148,3625734.927,4128361.479,451607.43,3636705.328,5539371.321,975198.1511,3070557.329,0,0,0,9822,234.0978378,2.196249974
"5312",716750.544,430128.4148,698361.607,2629738.808,960537.1158,626368.207,2472529.403,793236.2288,611164.6749,1445246.797,726894.992,242528.1059,1244355.42,1258727.624,716789.0069,469831.2057,20673.22837,1473357.642,2441020.253,4730.6496,3493.001185,4061.120711,2459.676854,17056.79146,93772.48896,22064.88876,28797.9019,18282.07965,34781.49844,19548.77174,2585.675789,12068.40252,175877.9917,12066.11294,33716.64115,43967.09296,6077.746666,197525.982,136181.7896,26909.41174,43139.06534,189812.1513,0,4402.66547,23723.96368,25536.34532,103085.0617,53363.03982,21020.15659,103624.8504,86154.48455,161893.9415,261639.5047,30897.26707,64530.47741,142705.7607,75527.53726,158598.3492,63253.89538,0,0,979.8093412,9827,294.1175569,0.818491061
"5323",212109.8456,391405.1662,566434.9707,1715753.862,729576.1849,319039.1835,1925037.842,590954.0068,295397.7363,2255460.739,1518057.829,968666.5578,702567.4711,1758025.352,1972830.25,1114977.502,59414.91028,2354646.802,2469831.314,141508.7593,224373.6554,352129.1962,101020.1063,93654.06684,110910.5562,190635.5511,60455.82216,100690.1879,65149.54092,427888.529,298835.9776,31407.71911,78624.88878,230171.8742,98913.22352,253109.9743,58807.68628,300140.0843,97804.83463,83803.26704,30434.82904,108083.2242,72907.91682,181069.4003,152015.66,133493.0694,529916.1373,50241.65736,214634.4669,731333.5127,515422.9971,658873.0428,532448.8878,20473.42404,332796.5144,196092.8227,193765.1451,165389.956,234154.6324,7749.688195,12541.11831,1899.905209,9841,166.0858034,0.656964787
"5325",86886.71731,87650.08928,80100.2518,430966.6457,86123.16763,257710.2385,634785.39,121191.4484,949853.2774,1352030.608,649273.2821,571844.5343,1096146.599,1108225.776,1945252.726,1755045.377,182927.6239,797699.8682,1176094.628,9172.040018,5195.17296,6064.272546,5909.149288,116510.3364,4140.622899,14104.47415,47222.21498,12046.72307,1309.41363,62613.34648,49671.90502,98816.83508,19906.42319,108295.0377,75674.01418,56589.92777,7216.252317,242109.0166,956823.3234,528264.2026,29904.72663,245453.3126,9172.384625,6571.543553,139703.0793,26837.3583,642870.3248,127865.095,80725.88511,1008126.273,84814.97859,338493.9905,200129.6295,76618.26194,82534.7371,1000072.987,330444.8229,254207.9228,614842.7556,0,0,0,9844,203.1383668,0.952279652
"5336",924086.5262,887615.3389,596277.2708,3231102.614,790646.4396,2144004.733,2830953.109,653051.0139,2031997.199,3879571.776,1966865.198,1442017.073,1117583.352,4129841.727,3889832.506,3250591.14,92369.66171,5696498.177,4023721.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191566.9333,0,0,299033.7348,0,0,278154.1392,0,0,263593.1146,0,0,21022.02569,0,0,0,9858,371.1127674,2.19393802
"5337",443290.4637,147436.1641,852176.9785,1679523.065,911913.9724,467395.5648,1489936.808,607734.4656,502737.1898,1554315.116,580298.746,515284.2117,1216354.103,908989.5103,743424.9467,770624.3078,97230.95853,852342.6934,1574295.156,24478.68463,17979.29823,29410.227,130704.214,444400.2642,271393.2391,578898.522,1519714.084,1034421.201,299017.496,1178184.511,2043257.298,1642957.47,671971.1086,1647960.497,1824641.777,2117560.055,537621.1706,2376061.927,1348651.326,2359413.162,349523.1126,2474242.924,32615.75981,100621.7764,2028477.417,696282.6414,1030695.625,1689882.002,651994.263,1638035.226,2240033.834,2947152.884,1247169.833,2666554.062,1107122.468,1955939.439,5290662.277,3410468.24,1223644.6,42954.52385,3209.054495,1305.666234,9860,143.0811493,0.348070575
"5338",442912.3157,291252.9358,348856.671,1521354.84,345744.6545,1131117.731,1615380.952,286686.4491,1403989.906,1365733.138,1159492.006,1414885.094,812350.3547,2221422.066,1706997.322,1979377.797,57089.99111,2164933.607,2589055.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129919.6,0,0,144465.6554,0,0,172364.9907,0,0,215494.9807,0,0,21784.06912,0,0,0,9861,296.0259214,2.583477742
"5341",1052385.788,476688.9068,706691.2349,2020985.106,874218.0539,1221845.056,2777180.302,814651.003,1506782.056,2429690.439,1632398.066,1765994.278,532843.8986,2385742.432,2111070.234,2067344.937,110203.6733,3307338.439,2839736.826,0,0,6315.821872,0,0,0,52194.30239,0,0,0,20141.38471,0,4382.101466,0,165832.327,0,0,0,421378.0532,6092.900034,0,886.2003945,21401.51651,1020109.976,361139.4508,4711700.469,1146937.912,2048266.355,5259521.155,1705833.877,3025221.143,6494354.752,6354337.537,2517745.005,3211229.489,1099190.869,3229073.891,8143135.644,4296177.634,2925496.547,0,0,0,9864,221.0447366,0.616447917
"5345",56287.96709,26945.62743,105856.4426,370232.0524,87893.17784,424813.2972,650799.9196,194872.1157,913410.1587,956471.1875,790777.4647,1319060.656,415325.7726,1601293.287,1421773.832,1865205.552,40400.69329,2098148.945,2141835.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42582.73674,0,0,90639.12871,0,0,184898.33,0,0,227693.4727,0,0,65824.66242,0,0,0,9868,618.1278309,4.402010819
"5346",382267.6733,252387.5279,383704.7376,977328.9817,338372.6413,645640.3257,1403017.188,471955.0136,994464.0381,1652912.307,1102777.758,1398494.149,760465.9701,2601985.366,1936257.283,2199146.288,70101.50509,2849608.53,2232496.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67618.08172,0,0,122824.4023,0,0,248697.0603,0,0,117438.1461,0,0,51510.58611,0,0,0,9869,277.5864471,4.750928742
"5351",107130.4915,85141.8344,307809.4778,406101.901,150372.9965,1052310.894,253767.922,148616.6571,1555975.906,437676.623,468806.4553,1238745.896,836658.1305,720914.288,490277.7796,1674200.35,128010.2864,1040169.057,993077.6175,2214.839796,2101.947106,0,0,0,1706.840909,0,8019.280718,1388.833035,4680.032773,35976.19666,34615.10739,0,8063.895893,1445.709752,0,0,6864.136965,3772.601308,22452.34207,0,0,2866.123004,0,0,0,0,169623.7702,0,0,155893.7167,0,0,345654.1704,0,0,247666.3437,0,0,113967.1828,0,0,0,9875,399.0698253,2.980447956
"5352",1412270.025,777144.7596,788091.614,4343951.614,787367.1327,2417933.244,4820523.109,636824.8092,2756459.274,4745569.674,2070579.576,2903685.323,1837706.692,6453195.369,3165407.305,4161489.455,107278.4714,6338074.666,3848244.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278849.092,0,0,408897.3499,0,0,369896.8424,0,0,480309.452,0,0,54486.27659,0,0,0,9876,365.0658634,2.239249365
"5353",30405.94577,224392.2954,33641.28274,255316.9611,69729.94517,49916.67105,110967.014,104945.4249,56357.115,169376.1058,96169.60299,30070.68096,353397.3054,124358.5332,91131.2239,260281.7906,10131.31237,209854.7991,86083.81197,1094441.946,468419.6678,339830.9408,431326.4683,4828764.744,1505313.541,3833820.225,5554169.282,4346565.307,2532520.581,971677.8646,5804926.384,1982794.808,4202089.39,5507969.346,4806459.285,4769726.076,1711027.832,5704450.841,3035447.418,4909594.864,1350668.297,5259320.175,87359.8539,158129.4649,6332747.648,1136669.939,3642376.129,3886963.682,640284.1454,3196486.601,6481792.151,4029181.775,2720338.332,6175531.178,1722825.319,3500234.368,10781479.15,7294152.702,4178746.571,189297.6823,202649.3827,202047.1124,9877,189.0863289,0.413760734
"5367",686643.3371,562387.0711,772511.3287,4938080.74,922864.6268,2333861.153,5413260.374,787853.8741,2659314.389,4897846.867,2422578.301,2924783.704,695272.1163,6632115.502,3684667.036,4294513.693,42478.55999,5738637.528,4912666.238,14218.35905,4767.946144,18309.79215,52345.41887,83754.06848,50027.73268,69585.42875,70303.18394,186788.5218,9090.274401,191633.6694,402237.8046,220210.499,6471.305332,127425.2202,342242.221,220144.3221,13985.35412,185593.1151,159739.8889,644241.2705,54957.36215,256590.6781,129984.638,152598.2149,630517.9672,200873.7755,887514.5847,779498.5358,319495.4643,1233329.331,978792.7359,1050681.074,1101448.974,389718.1504,144824.953,1503856.382,1057306.859,614006.7663,790392.8738,0,0,0,9895,279.133349,2.174044624
"5368",0,0,994.8576454,0,0,0,0,0,0,0,0,0,992.9253502,0,0,919.9856829,896.2429466,0,0,71512.2206,71913.93077,122690.1109,298439.7237,1311297.425,1104627.969,1119702.027,1511185.887,1640190.001,450553.6589,1715204.98,2501873.511,2196008.74,958738.83,1723721.798,1229919.979,2143676.431,791437.2788,1817435.146,1120459.09,2926798.713,436625.6401,1752175.287,0,0,0,0,0,0,684.0216274,0,0,0,0,0,812.6487118,0,0,0,0,671.6904356,1201.524587,783.9733134,9896,148.9958678,3.264706071
"5369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392787.3335,487001.5049,757548.5459,1434497.947,1858187.052,1682452.842,5723621.973,1759449.264,1650477.498,825360.2873,7476146.351,2464967.929,2115430.596,1166159.531,5289856.217,4541380.773,1918987.53,1544855.718,8307728.801,4582695.688,6026764.811,1000581.89,5838749.279,0,0,1557.655898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6521.519067,0,9897,279.5735616,2.979662029
"5371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606289.0043,822092.4839,998583.9449,769444.5668,12864799.61,4653884.341,19632119.43,1998163.133,13223213.88,926035.3507,15183238.06,2182331.6,14193153.46,2075347.941,21523269.96,9935323.936,10217561.35,2716015.166,22115180.61,5746874.232,47971567.08,927534.5783,17090627.99,0,0,0,0,2617.136018,0,977.9736054,5265.423844,2120.154978,0,4464.503475,0,0,8387.631984,2320.512385,1651.607927,11774.88313,0,11298.86359,0,9899,527.2104044,2.967950396
"5372",454112.216,559018.7562,339580.0735,2381845.837,1047516.123,3554151.142,2619003.451,910980.8904,3718058.649,3726276.853,3027711.556,2178518.705,1312893.895,3865329.52,6028464.348,5453493.495,87763.79799,5360728.669,5651529.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243.301084,0,0,0,1073.218342,0,0,0,0,0,0,165455.4864,0,0,77099.97104,0,0,60219.24703,0,0,245191.7119,0,0,25019.61053,0,0,0,9901,233.0127236,3.637773271
"5377",92155.3415,74670.21488,151167.8004,264090.324,138082.7884,378391.7431,175208.6624,146574.5116,514191.986,311853.6106,393991.2028,572834.5725,196174.352,456243.872,690754.5345,881179.0986,59751.94568,714491.3355,867195.7816,172114.561,104047.8589,202826.8319,765080.7988,1879793.229,651200.9147,1895364.627,3186895.756,2808325.087,304639.9849,2555399.48,5352166.385,2978485.181,716209.1719,3209877.619,4274547.308,2963752.412,645412.3438,3685146.833,2977328.274,6516033.229,566496.0536,3738423.405,12815.69774,21175.54672,273213.6228,76937.05669,267484.5867,513449.2324,139789.5146,528162.922,668672.143,463010.3673,561423.61,459350.7113,170858.1509,970621.0982,1318580.091,523747.4804,764948.7301,13025.68584,22551.77088,13001.675,9909,250.1119306,4.340939904
"5385",621822.9104,373925.572,682034.0708,2033650.347,780313.0709,1910956.322,2561898.688,709116.4679,2506382.912,2848648.821,1889530.842,2591043.025,1102225.109,3531584.332,2713030.959,3717702.261,70481.63162,4056153.587,3409357.763,12171.81135,5095.318899,5121.844168,1335.952865,0,1127.044864,3212.04701,30077.0382,4071.8655,3800.112811,12581.63018,5346.542866,15123.69112,3382.471871,12167.46466,1825.91701,2619.900474,1390.599663,84932.13324,3263.354548,5280.929805,1052.98735,21105.62628,0,5967.506091,12280.91923,0,248735.8141,13861.853,3057.936269,404599.0102,0,0,496706.2368,2460.843778,0,484811.4603,1943.976592,3172.517412,108040.4376,0,1540.662531,0,9921,615.34873,3.340121731
"5392",79900.49769,29976.90971,214055.4987,1142738.959,371464.8967,1988110.634,3057716.173,788199.2553,3396919.068,5758912.503,903697.1099,7467257.144,5800470.685,9553766.932,2300826.905,12777138.58,629844.3172,4976024.912,4918679.118,86354.45125,58808.67093,47248.56514,16724.51257,72421.09706,12565.78022,67781.21525,37625.08994,75412.31149,1237.918122,56636.53698,14584.80739,43327.68181,4100.321888,44232.07521,16543.40373,21202.04917,0,19840.87004,10459.32579,33000.58924,0,9045.548593,51967.00121,67460.20762,79524.51174,9410.02212,237211.8728,78122.80637,6580.268087,496200.6159,54687.63083,50876.96366,1003734.85,6263.097761,0,1961423.619,47749.70121,14472.77078,193178.9309,0,0,0,9931,271.2012372,2.296506425
"5395",361275.215,208277.524,398714.3226,614930.1572,340612.9746,660640.1818,900512.8083,423150.3487,1017280.696,1015226.279,1266697.816,2028304.709,565988.6498,1646617.883,1737981.108,1596608.382,54327.70226,1794062.141,2446487.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24765.34787,1920.300951,0,30525.9945,0,0,114981.6891,2139.35936,0,76263.97427,0,0,8035.539228,0,0,0,9934,302.5481208,3.554741964
"5401",769480.3857,670703.4363,1067568.886,3387760.289,1701906.353,4762008.855,3883348.201,1571762.226,6262220.113,4443934.079,4446510.259,4995410.629,2145314.283,6836555.99,6795145.883,7029759.998,149330.2773,9176834.509,8566042.178,11945.68632,8043.600265,21498.80844,80611.67398,136672.338,17033.74993,222089.4522,558802.4506,277837.0339,19426.92632,436230.524,1202566.352,478712.7687,115777.1674,522271.502,1243343.267,500410.8535,65548.7291,872841.5161,994694.1865,1119156.504,99211.19751,943929.6884,60384.87494,50569.55053,342076.4341,144281.9676,789288.7974,432416.7676,190973.3605,1255539.307,497224.4565,738730.1678,1126908.841,279923.0891,97903.09042,1483202.813,564471.3347,437722.9338,513040.0305,0,0,0,9941,237.1229483,2.091692487
"5409",48595.76427,40463.49091,133881.165,248926.5911,99444.53769,434116.6188,329785.6874,75008.64152,513892.4154,363221.6124,298478.0777,585919.068,143286.1149,578160.9623,507424.3283,789570.8955,2566.145126,565185.1625,702759.9603,238722.0906,230543.2083,344607.0637,448026.9421,1247445.03,972249.0641,2143507.726,1336950.16,2130685.286,402074.5979,2795101.023,1932450.016,2120983.152,778891.4802,2822585.543,1422222.074,1585284.302,663826.9989,2868502.531,999523.0485,3696679.351,457305.902,2352334.67,374704.1198,373440.5921,3213610.589,1036011.419,2891554.964,4318982.708,1512028.822,4172509.928,3628622.038,5545928.569,2419432.579,1940800.295,875223.9907,3820265.782,3739358.967,3304607.816,2392349.908,0,1087.003861,0,9951,368.1596779,2.785696573
"5414",320689.0897,188800.7763,408068.1515,691984.0663,267668.9116,672049.5141,1135530.138,317532.9336,1243253.315,1328317.729,1062440.979,1871606.521,717130.4481,2327596.818,1610994.097,2225489.763,66342.99495,2567040.261,2158599.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72465.03769,3570.879127,0,56513.64797,0,0,67382.31662,0,0,340411.5017,0,0,45014.19719,0,0,0,9957,285.5726754,4.752362192
