"","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-1","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-1","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-1","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-1","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-1","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4","ExControl-ExControl_1","ExControl-ExControl_2","ExControl-ExControl_3","ID","MZ","RT"
"9552",2426.686282,1520.29232,179343.8656,0,0,577582.2009,2531.146124,0,402982.3204,0,887.1707833,517053.3262,2897.578512,0,0,488609.0737,0,1641.027334,1720.16144,0,3998.545239,608545.7991,1068.291387,7674.921858,4348.75158,981523.7466,0,953.3977694,917.5390263,577046.7691,0,858.0521022,821.989448,419332.105,0,688.1046117,779.1355698,610058.8324,0,696.9487142,6486.000688,142340.9834,3209184.501,2248858.92,5903355.014,905060.063,5098702.928,4599452.322,2744893.917,10908703.24,4634826.149,3571595.531,6762684.697,3569920.348,1192871.222,14863101.21,11217467.42,5382822.154,4326052.461,0,9012.084615,0,20790,142.0682883,3.593663701
"9565",126534.6332,102125.902,249868.453,553851.305,231352.7521,703854.9137,786126.819,231881.6203,919266.3646,963517.1579,624968.43,1117332.094,459633.4991,1589944.982,870466.9909,1352118.076,25972.02456,1797807.081,1129163.09,7362.464618,3434.740229,3144.838411,25295.18089,76768.03677,43132.23092,67821.29989,190063.0967,129813.7568,19973.50151,131200.2667,385933.3625,174058.4144,54581.50749,166701.5492,366147.5385,160995.1401,16182.26918,208999.7834,83334.28117,150078.3627,41901.31082,342103.612,0,4972.531079,52233.09231,6176.888855,73419.43622,72395.77188,31476.18728,158366.1841,102319.2348,126657.2716,173620.0164,21914.92342,26120.15456,456951.5457,232921.6078,168418.6422,380480.9715,0,0,0,20814,431.2857809,2.771346378
"9569",108203.8377,181246.7555,312918.1513,272273.2727,175711.5586,398996.1366,274080.0395,165196.144,506376.6975,415887.5846,386429.8565,654884.5034,244430.7812,711971.8537,579907.7579,739929.9327,12171.04917,510844.017,688464.3267,0,0,0,1229.852273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15267.97966,0,0,28207.98583,0,0,50678.07497,0,0,103275.5693,0,0,3801.368886,0,0,0,20819,371.0576067,2.223342802
"9573",68898.52393,11633.70638,300158.838,2054.087245,0,766057.3658,0,0,632232.4024,0,1971.731762,528664.1521,0,0,1585.158993,782854.1251,0,27626.24445,15048.99682,0,53177.96976,1366285.061,0,71144.85445,32159.05261,1377203.348,0,0,0,1005057.029,0,0,0,466821.5643,0,1354.340403,0,1108366.519,0,0,36561.27355,290887.1198,3283522.359,3337420.71,7032374.311,2258106.538,6141959.106,12885810.99,3678327.957,4696143.825,7829719.384,11004592.46,4598196.85,10829701.62,4413201.921,6788352.455,15188924.84,7189281.608,8985319.882,0,31908.04014,0,20826,538.0424713,5.079332191
"9587",6389.145425,1353.838683,100681.6315,2072.675532,1487.879863,270627.7622,1663.117663,0,217259.8809,1998.348814,0,304083.1027,0,1860.448238,2700.202617,249798.303,0,5180.460436,0,3860.885995,6971.757118,343058.084,3033.68812,6994.039377,5498.570893,705425.46,0,0,0,267261.984,0,0,1458.057871,239941.1088,0,1344.324414,0,353406.31,0,0,7335.388658,46169.59017,2815889.978,1552845.971,14109621.72,2265932.922,6068849.599,14878100.72,6222121.996,11406436.68,18365531.78,16018091.52,9004342.7,18956499.67,3442734.16,14274958.16,23988429.08,11709544.77,10410268.79,0,10361.87449,2017.057305,20847,348.9757858,4.967725191
"9596",163297.5919,99851.48166,146332.0121,362945.8295,130191.8444,256789.2632,329478.2463,130112.9677,326069.0967,339861.1913,294730.5957,366702.1947,174316.9936,474213.7053,363957.5854,453832.1503,14906.1558,451071.044,458552.0525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19237.47186,0,0,25015.0734,11085.2772,0,46570.01352,0,0,19999.73173,0,0,3426.215217,0,0,0,20862,207.5989829,4.283260924
"9602",50354.08533,36556.59899,65799.90369,216747.1429,82060.04215,191654.6192,210657.123,86632.02286,235909.2864,222415.108,231991.6633,379442.5299,135631.8155,359459.7868,364664.6331,464780.8734,23445.40687,429812.4359,583450.0258,1304.492319,1290.987365,2577.832587,3697.802974,0,1664.833387,0,1850.09815,0,3024.645857,2805.504975,3280.219425,2099.023721,1646.383287,2213.128556,4032.523616,1433.648815,3252.563255,1374.3765,6467.961254,2291.989266,1580.734461,1792.541699,2168.485161,1312.815496,0,3717.070548,3655.424761,0,1773.613996,10931.42984,0,0,26422.21274,0,3766.991288,27212.69018,0,0,0,1718.617147,1570.429996,5655.622736,20871,224.059181,4.299669594
"9606",29140.38699,9717.016107,119169.7146,0,0,326549.7296,0,0,239402.4145,0,1006.089305,259663.5656,1179.46487,0,0,328395.3747,0,16868.95146,3058.675724,0,28258.7883,397027.2852,3584.164651,74418.38599,27085.48645,667647.9106,5139.183755,1254.916082,0,342175.2814,4488.638428,0,0,202463.9991,8791.1251,2682.891526,0,429291.0543,2263.340097,1331.10235,17839.58119,245399.5181,2198418.56,1737185.314,16733043.28,2025190.042,8089484.033,19512065.51,5652314.765,15320634.67,25168226.21,20936882.54,11292992.46,22261343.86,1831304.626,18430035.54,35518729.14,13470876.58,11933561.3,0,31563.30919,0,20879,190.0318169,5.007978199
"9611",80621.34722,98774.8443,107612.9492,648236.6365,357593.8693,1158455.693,1259189.414,450610.6897,1709050.343,1433407.733,937199.0706,2071061.332,720609.1916,2942310.653,1977099.282,4276911.184,42154.14063,3708518.141,3737103.178,77825.88469,89884.91185,15944.88451,21245.5448,104128.7753,40816.34204,155524.1093,41472.02327,86221.69497,52843.71443,159488.8411,85504.38334,135298.4928,27151.71572,108698.6629,61324.39357,34194.93053,11459.80704,62820.11683,33455.39861,65104.76279,16196.12794,106968.3197,153120.5262,125827.4274,105504.8258,92622.88745,218714.488,75554.9578,82306.68213,318124.5997,151305.4241,271956.8341,328589.3584,33303.71391,21929.57765,712579.6634,111765.9816,166447.0891,160058.6223,752.1709904,0,0,20885,232.1540803,2.296892402
"9622",293802.6532,587587.952,155659.7045,940422.6736,697479.2229,348510.7147,855938.1481,508595.6165,399778.2935,783154.0743,991733.9883,73006.47549,266236.9767,613609.9244,1382766.427,56453.51866,11136.99195,895978.153,1310711.159,307099.0924,366880.0007,220193.5664,195967.986,587476.7227,435708.9605,203021.8921,403656.012,599710.6256,117808.7557,238555.9063,385483.5971,437905.6598,187246.3725,73056.49864,166067.8125,290361.8943,119539.0967,197725.7017,215044.4611,338824.5351,83517.25774,152041.8465,357663.3761,466256.0606,1165665.642,339456.5573,697166.9755,1375157.708,599243.3161,1577762.342,2973618.404,2294098.648,1535987.7,1963751.384,463241.3993,2645753.887,4783305.8,3237607.575,2181661.725,75278.08698,40276.12203,125328.2124,20904,311.1071737,2.581576495
"9629",22346.37415,15054.52749,82659.37679,426528.6408,214543.1928,683309.9103,693213.5006,225777.5846,1035348.142,896951.1666,731313.4484,1320033.239,598521.0781,1456488.048,1217303.982,1913836.535,43624.77141,1607164.865,1508321.076,0,0,0,11783.3903,2465.297489,3837.236568,37265.45898,97351.48465,27801.42432,1076.179565,55041.39046,161685.5315,111777.0128,6596.60464,13779.33619,60994.17418,35074.45622,3244.125673,46177.30096,100966.8627,173605.946,1624.317093,62991.67702,0,11954.00405,204711.0829,42915.68323,188382.2445,227552.448,86057.09154,264779.4246,242394.4163,237067.0983,201567.2404,102867.5326,33794.78495,254912.8622,207133.081,139574.4741,121682.5073,0,0,0,20915,387.2231505,2.173375826
"9635",2147.604194,1640.587391,9455.707885,67797.07411,19046.73504,57828.35651,78357.29236,13010.83229,113574.6333,148816.9443,96417.01055,197584.1069,28160.68602,222387.645,150953.9658,238886.4197,0,249015.1041,202122.4271,12213.77469,15813.90591,24093.52529,44117.57303,184178.3686,93531.64515,189055.4603,150310.5279,157902.8876,55506.25748,254676.0852,279578.4074,188761.2357,93506.72669,229366.4613,212823.5473,127941.7795,54749.95713,321062.222,137342.238,332648.5814,44997.90582,369753.5433,79627.77077,33177.42104,770126.9584,248867.9528,749101.6156,953264.2241,407179.9139,1040610.642,1084895.455,774440.2893,744724.2861,576435.5049,207325.1489,1189835.808,643337.6685,877706.8586,750805.7918,0,0,0,20928,389.2177593,3.004078978
"9650",22887.56902,11265.01672,37721.62362,171763.7689,69859.22689,217409.1665,252800.6869,71375.39422,348533.4625,308665.2834,232403.667,471141.9941,194464.2429,480162.3815,428046.3334,762446.2528,10654.40285,649847.1246,694515.2202,0,0,0,15337.30719,13029.49943,3920.728999,12417.22415,102248.4877,28343.09482,1884.538454,56013.89333,239986.8001,114233.1501,24797.22472,23307.34736,234666.1267,106316.4624,31592.75813,56250.94833,166094.5841,235417.4683,10960.63305,147541.8992,0,0,65452.03603,12889.34092,63813.0865,74783.73525,29167.49904,135728.309,122927.9272,121407.3401,152010.298,86857.07876,24418.14478,330732.5589,247053.0879,100544.6514,232729.5909,0,0,0,20955,445.3011425,2.870915846
"9651",11449.52674,4761.354972,9327.179302,77099.90975,17755.88575,64388.7312,93334.65136,11642.68614,161127.4349,104443.7161,61217.00599,136838.3617,179873.1541,168597.8494,74385.01345,167853.0832,38634.27742,236531.6764,139288.6849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2933.865843,0,2982.672601,0,0,15346.96744,0,0,9135.644559,0,0,3805.780759,0,0,0,20957,467.1155664,3.884258451
"9654",175974.7436,75118.86951,9021.307396,1833795.199,453918.1686,808981.3153,2008616.117,474818.0037,1657386.804,1174066.653,721868.326,1709501.752,1532255.369,2313078.087,767178.7909,2687405.304,220669.192,2614269.331,1742363.568,0,0,3349.405524,1675.721482,0,0,0,15398.21298,0,2096.692327,0,6266.60215,0,0,2006.370001,2616.810864,2693.659854,926.022202,2669.023919,5422.937639,0,885.2838813,1982.262971,4181.428807,3231.313835,0,0,10154.32478,0,0,154171.8507,0,0,207505.5937,0,0,312282.1688,0,0,109525.2385,0,713.5942803,0,20960,168.1380505,0.652131313
"9659",173774.9,143094.4599,93608.22202,879099.3441,250131.4673,216992.7631,1110157.334,254294.0889,230482.353,843968.2201,658838.439,112468.6011,205052.1082,941520.103,1171736.775,260136.746,24402.03181,750599.0057,1245010.761,10788.06734,9491.105495,24035.24943,15635.78335,84215.7787,94435.45134,164382.7217,29615.07822,112707.9017,29880.79727,185350.6981,46625.86397,143072.9977,92357.84068,273687.6732,90508.11809,105085.2676,68416.27819,363500.1805,101827.1292,313788.5347,50537.44864,385532.2727,0,0,0,0,6523.476359,0,0,13512.16867,0,0,23728.20841,0,0,10463.15739,0,0,1811.268849,0,0,0,20966,406.0707156,2.402561932
"9671",185128.3443,33998.73769,275844.6824,95669.84883,14826.15458,135538.7743,94374.44163,16986.69412,245786.219,137772.8829,72040.57529,427582.7713,104411.9004,144531.47,151076.738,417509.1229,3320.049283,199960.14,182733.8828,5120.574909,12668.2878,23212.56099,122865.6208,143341.9828,16999.80163,25843.918,384016.7113,173826.1209,8289.588287,103193.7511,680453.5004,128698.6293,53441.44187,268153.4843,548709.7013,151516.5814,34054.12514,124990.0675,444383.3105,454814.594,20787.48461,75487.61712,50730.42958,91736.31019,446881.3366,147469.3881,287555.4744,125070.844,252994.7256,492914.1036,904537.5865,913794.3333,323714.8451,802565.0749,176599.6401,316846.233,1066107.839,517113.3433,460223.8961,0,0,0,20990,261.1592961,3.091736603
"9696",116664.4704,57497.76216,127717.3618,289441.2245,93927.7625,305004.913,367492.7849,66601.1233,373828.5631,402099.2104,222322.1249,394409.8203,120589.8961,428780.2873,358895.4844,486408.8379,2560.50986,406249.6835,541805.2628,2759.152394,20243.96683,4008.747907,18424.85542,246341.4384,68797.1459,33327.30926,106726.5063,160338.5703,36335.49557,151008.8641,271854.5724,308234.197,147014.2382,498782.8361,342330.6849,960866.3338,112888.2481,376077.8596,222858.1493,1491897.995,75339.2804,457590.2496,39967.6788,111607.6607,62465.02175,3871.273986,16942.03494,113227.5301,9973.979613,46066.79323,97204.92443,45584.3453,115019.9839,25767.1744,18170.94552,156911.041,119414.9307,128730.2928,38375.75948,0,0,0,21031,225.12306,2.706803955
"9697",592741.5645,395582.0647,196847.2421,3473004.348,1528817.754,1771318.244,3675045.41,1100785.959,1769253.788,4032120.471,3132355.993,1885283.021,1130991.212,5013382.632,4146794.078,2373063.144,73368.72101,4854038.746,4451513.611,0,0,0,5226.008063,19897.564,11777.01444,6583.442067,87890.55388,74212.41542,7068.359523,6585.203981,32074.81363,176413.8906,69652.59335,19195.17179,95509.59226,138297.3368,37245.47897,31620.00048,257864.0225,255746.3145,36344.94138,172364.6217,0,0,9453.822846,0,375018.5745,7907.195383,4407.988335,358521.9935,17553.40562,154213.8504,384644.4699,12248.20015,6771.305905,415634.9698,34425.60187,111196.4833,118603.9131,0,0,0,21032,225.1230372,0.688143811
"9708",164278.6732,58014.41919,123943.7871,440297.2139,83692.09859,100101.6779,586632.2138,59109.01836,504806.8732,274697.7839,278807.5906,344612.7228,43120.36609,541938.4208,426333.551,410675.7405,1010.040793,1244205.773,756170.8221,1864.659468,0,1137.981801,7485.432154,5291.981522,2046.258706,8452.748777,19829.32368,16011.52153,1476.520995,8749.274472,10804.18092,20895.83163,4563.229922,13475.57324,13247.57194,17758.2625,1456.638827,35437.76975,9256.784495,122769.24,5268.870364,16515.42044,10559.24675,3850.323379,82347.89267,7054.236845,100378.6799,116071.5996,27136.0236,121321.6003,138939.5912,34414.94283,98942.97445,28109.16169,7125.911926,244656.6825,89617.18327,84060.45893,158775.7667,1570.303872,1212.473853,0,21050,285.1226734,2.848098046
"9709",5669.284131,1229.340033,4878.485508,82635.28534,24588.57154,56508.94281,94767.24918,20456.2244,81350.67526,85688.73676,57767.5532,102420.4112,34059.08226,155882.0324,110620.0379,145857.0905,0,154749.5295,120392.9649,92894.50256,63333.24393,89265.60193,162421.9406,558709.9777,377842.2489,805156.3687,978720.2522,1053607.076,172101.4181,1203113.99,2012219.006,1543350.474,397827.2969,1466372.432,1846044.79,1580114.25,403473.2905,1964047.1,1439899.768,3299483.768,286884.1838,1892570.838,87899.99697,21677.10719,98745.77619,107109.2104,238807.2077,64585.43483,177522.8241,215398.7923,654966.9718,253751.3686,261434.8762,93493.64495,107692.5874,379797.6588,346884.5108,211432.1543,71314.2358,0,0,0,21053,489.3063034,3.558859914
"9719",71948.92233,42364.17397,38436.54275,423404.0754,156415.7787,173229.8228,551447.8734,135588.3371,212557.5186,436497.8597,365102.1984,177924.9468,123864.7252,645783.7909,512466.6053,288714.5407,16495.97512,616871.3521,605949.3807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16715.47037,0,0,37397.32357,0,0,30627.21839,0,0,24069.16355,0,0,3614.859351,0,0,0,21071,434.102729,2.374743379
"9722",51033.7095,13438.96193,56575.46599,129580.405,20915.35684,86694.46176,270059.9732,17493.64352,201583.9091,116018.6095,233919.1105,178866.9586,174398.3779,452777.4849,368527.3813,322948.7119,911.4451377,630840.4074,610122.7969,5474.429461,0,0,2213.240627,28689.73649,0,8531.968005,107089.1592,86190.74164,0,16903.24889,141378.857,200291.7932,4132.37228,22222.24082,100532.394,215453.5592,53501.4294,331415.4425,409310.8286,444618.1159,50803.17685,425562.0841,5487.421682,5722.674038,405491.6673,102776.3369,328647.9528,687968.2851,186813.9739,553514.3857,735148.8378,1018356.355,402178.3235,467431.4368,169740.6909,1004697.337,1443481.844,820683.6468,1007389.388,2143.259877,0,2438.763413,21074,269.1599092,0.603035072
"9724",35468.95014,17146.36396,90416.9946,542821.1197,187259.4936,1655233.249,715432.1636,175259.6581,762594.973,553212.5726,312482.9123,1079453.006,246594.1403,1083632.788,441900.5736,1102612.495,16954.46887,688680.6253,378988.7623,3312.83128,2977.680498,1130.954282,1987.364733,22375.68707,20100.23274,13300.47336,8308.220595,50529.42536,4764.817591,108234.7437,14154.62617,77831.96617,9732.469421,105720.9802,76485.73008,24768.37918,9662.275258,132624.3237,22962.7884,157836.4687,22168.28187,177615.5567,2534.35115,2139.370551,11548.50395,3249.094057,26615.55526,16224.55193,15935.04323,242121.4729,52856.73523,124822.0731,237134.2218,24806.28491,4526.217465,385473.8619,82175.19142,107856.0911,265980.0201,0,0,0,21077,330.2015929,2.233458324
"9725",2080.688287,3158.902098,33148.93166,8874.976043,1853.172273,162907.4088,21169.14147,1277.279131,245670.5171,19367.19457,21890.11884,258259.8681,9071.04643,43028.00651,15772.14543,234151.0164,0,39278.06163,38793.84383,112633.3158,109748.5431,167017.2864,390615.8733,480506.4349,310155.5829,767189.6813,1139405.551,545210.733,91640.54977,844187.7328,1177819.795,559067.4058,185754.4365,765892.817,742794.2484,273211.1296,101155.2453,732592.0793,437108.3769,647698.039,83800.23835,454623.5254,28523.91149,60683.33338,125519.9897,84718.81741,185638.3856,177791.8828,125904.5163,261204.7656,172274.9003,413023.4913,185893.9993,147741.1766,71923.60174,353306.1804,295042.5943,289633.0943,267507.725,0,0,0,21078,401.1136591,2.514996055
"9728",1369.067723,0,320645.7241,0,0,900339.1845,0,0,713602.6928,0,0,809271.5877,0,0,0,917616.8416,0,2505.093708,0,0,1334.731876,1274493.221,0,5354.463457,1630.162187,2354790.832,0,0,0,595813.0288,0,0,0,786419.1985,0,0,0,1176042.803,0,0,1412.010188,128753.1175,3943378.017,1986440.297,32480728.66,13930858.48,19145297.31,39241161.35,15368177.82,6068074.453,26854077.61,44873564.34,5762425.121,43544575.24,2281393.847,60738746.26,50394353.14,34460915.31,30382218.01,0,1552.908898,0,21081,537.0298464,4.895559317
"9745",127589.2632,11076.68323,245253.8827,66829.70207,62382.80725,454282.4614,78124.1685,65523.29885,579851.7221,247253.3143,55649.40655,1045544.968,397372.0058,481144.8484,86776.02396,866745.4024,35915.55529,35347.46933,60763.93148,74587.13719,66533.38262,80110.37926,1673217.727,1629153.711,1089823.884,4404420.774,4873713.149,2030278.421,856220.8517,628168.9588,7654536.601,3092152.554,1159005.969,8509339.949,9842404.488,3591978.571,2716897.028,12718006.42,3282048.394,12233952.83,2722998.889,10141680.16,16347.64692,7586.725907,92014.05657,53535.80754,292621.7,106381.8243,89047.10577,238439.5338,170209.9321,225342.8521,286615.6071,131466.5669,59074.31082,487655.1982,305849.5941,214390.6807,159392.8352,0,55543.39757,0,21111,246.123332,2.670453059
"9755",13490.24288,1807.91598,122446.0395,0,0,125536.7365,0,0,251022.477,0,0,130777.2952,0,0,0,186904.3573,0,46345.01018,3626.471682,0,24324.34618,170783.5543,0,81892.97605,31599.9873,2404583.501,3830.321252,1510.289499,1325.698195,987934.3198,1939.831839,0,0,788287.4883,0,1641.134769,0,1645620.112,0,0,27833.13369,236694.5073,832382.0438,1127231.632,43310024.09,13560371.07,23336086.15,57941284.2,28703813.46,34501714.75,68170457.98,67922474.98,30087224.36,71825843.69,12601459.87,44446313.72,93893827.26,53000345.38,37240841.3,1408.280185,38367.28909,1739.732198,21131,504.1050089,5.183096408
"9757",0,0,0,0,0,3580.542391,1950.055707,1264.047185,31677.9698,3782.479727,3178.708261,61556.92092,0,8282.892105,5208.958813,72137.47903,0,37440.01775,6148.431904,0,1224.905867,1278.817859,11704.54816,42867.37065,11024.17548,58236.34747,29422.44408,80713.26092,2507.356871,26947.44553,122917.5471,62749.61365,6109.868582,63758.97889,117893.8501,75813.97211,2612.191192,78362.89241,104507.8609,203030.3951,3151.10741,104992.9019,0,0,9748.251211,3495.232228,13464.41647,18008.73186,3111.539063,32694.40569,19398.58574,36499.02332,5190.765316,14493.98259,2013.213136,32385.02823,31224.48301,24757.40613,8133.55082,0,0,0,21134,477.3065468,3.453946575
"9791",164733.2995,111826.6537,171712.7215,841866.0348,375296.6871,561200.7737,980700.7051,372086.6545,842031.7793,240880.4853,1076399.407,969309.3617,388938.9226,376235.0185,184802.2743,1332471.346,26103.37779,411181.0372,1491085.877,200635.305,72026.95531,62239.51426,262748.911,946473.2488,679168.7013,849096.5957,1079780.331,2403836.572,270820.1126,2168681.821,1693157.898,2990111.823,537966.2374,984666.1807,1434736.808,2382857.961,599056.0491,2746426.162,1083484.875,5522854.445,346978.7907,3106281.766,84455.4677,52229.32712,1189398.538,152820.4116,677505.9479,689465.6899,300724.3853,989789.5359,1284351.654,902972.1825,512362.3483,751365.0809,156577.2432,842589.2136,869970.6106,730774.2653,545434.2252,0,1483.89252,0,21191,342.2381006,2.988408707
"9798",3617.824374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3419.779351,0,1693.573634,0,21418.8617,0,2480.965101,11891.60709,35527.52983,0,18687.38104,36378.51854,90419.27357,16081.37858,11651.33952,109002.7041,51175.5718,246849.3564,96584.33473,96241.31657,147741.6105,31475.40072,113010.5281,0,0,34737.83305,3805.547862,14534.1879,80036.12298,23275.39775,33314.22831,74659.07193,49780.87916,41442.76706,543105.172,16859.95425,54499.46397,189070.7442,116078.2426,29486.10369,0,0,0,21201,655.4324122,9.049306065
"9803",96391.98509,18588.75839,10236.50892,104503.0481,20772.10802,145762.6298,98843.37346,19082.41809,301472.6457,156117.749,220461.5423,198424.4835,90088.62073,164517.8356,312782.6491,449661.7063,1090.591076,100206.948,553313.6695,1608.755149,1297.015749,6618.311444,131791.5088,25174.04707,6426.91854,124979.8168,105124.188,86424.04253,14781.24949,99328.01437,465165.8818,393751.8733,74021.0182,174548.2347,660352.4827,321288.6813,81639.28581,790107.3049,319906.598,1077057.609,78502.68916,586741.9777,3448.609664,107085.3773,130413.4937,34902.79381,113828.5698,129599.5074,31869.44359,138469.2903,165725.3399,160864.8622,171799.4338,105539.8758,57000.49087,585817.2039,453705.989,162825.7742,618603.5607,21007.57704,8193.691962,0,21209,359.2276725,2.636034538
"9805",1356702.513,232658.3702,622917.3338,3346153.49,356013.9524,691018.169,3833455.068,197432.7451,1412864.963,4182413.674,608325.8243,1923454.758,948957.6824,3835767.195,539619.2015,3001209.621,162991.9084,9549274.71,1079474.692,67973.43312,59591.83484,158795.2978,440973.8598,25362.09913,85745.28372,254480.9798,3011729.066,88118.6859,14360.07632,234702.2621,3280977.752,58769.86282,9377.472642,211436.3801,568503.3795,56867.26283,30823.92801,230715.1168,183463.8549,70284.19256,22312.19177,149822.0457,82374.22168,169565.9121,347595.586,73807.25941,279918.488,277883.6804,48285.6933,240817.7229,39815.55535,352863.4699,301178.5183,46434.41294,14256.10594,395179.6268,223914.6391,57506.89283,69788.78594,9479.179214,8507.832975,2980.838021,21213,220.2058867,4.453998269
"9809",0,0,2650.614547,0,0,122741.7798,2154.422105,0,99545.27045,1515.321071,1407.302447,110238.3524,16566.0856,1464.475699,0,93213.79654,0,3062.21492,1528.618286,0,2837.828975,11383.39484,9617.626423,0,0,141348.5716,18367.87093,0,0,106343.2825,9128.589154,0,0,79725.09685,6015.911884,0,0,171092.6953,4520.621176,0,0,39743.82408,83310.10876,14068.87575,2017193.037,440334.6513,1478835.191,2572234.189,916925.4382,2421254.645,3897283.705,3316866.364,2008054.649,4601092.906,690801.604,4008691.302,6114219.084,3259836.351,2923327.686,0,952.2261356,1339.036228,21219,231.0585778,4.297167225
"9834",4089.621446,8479.509608,21610.51692,101555.4652,15800.72069,97477.60351,84433.94928,34185.78418,170310.8999,155865.4315,82638.54301,222680.8442,87767.03541,263617.9438,168963.215,332487.2867,1868.229552,211757.1343,344955.1918,32521.19116,46742.23628,42216.11808,50121.49883,173446.1914,130421.8642,215116.6737,107336.4125,323917.3841,40106.50895,264948.4155,186049.4594,271147.0929,87435.86838,268260.5203,166374.8604,232727.2142,48847.3271,284622.749,116583.2641,391508.6219,37856.33555,236484.0652,0,0,0,0,2811.611972,2373.760863,0,13096.4861,1585.519801,0,16270.57173,0,0,23995.99709,5784.016076,1375.803626,7000.976101,0,0,0,21273,316.1972462,2.184613368
"9843",0,0,0,23327.48285,11071.5636,42248.94637,27940.44619,7138.442402,44599.2103,25521.38571,14985.05635,37348.00987,1480.83342,29096.16941,16523.48921,61050.08636,0,16946.90454,20797.2453,2127.563731,1618.469186,3486.740991,18154.91001,198657.5906,109288.7847,219548.4042,91279.87684,319347.4298,27381.51389,388471.1243,381231.3176,373081.1029,95199.78454,431960.3328,208808.1865,367926.4082,78621.31601,529154.6179,347968.6736,778269.9914,60792.64048,516007.839,0,0,12609.67653,5759.357154,15347.09848,67560.56589,12861.64661,45969.95488,14779.57248,34106.50827,9538.739954,16060.85064,3962.177444,64297.8767,34738.73968,24520.15944,39916.82842,0,0,0,21289,457.3381264,3.517558201
"9844",29140.38699,9717.016107,119169.7146,0,0,315945.5984,0,0,114989.8875,0,1006.089305,247191.4504,1179.46487,0,0,188754.8836,0,16868.95146,3058.675724,0,28258.7883,202806.6485,3584.164651,74418.38599,27085.48645,2437546.942,5139.183755,1254.916082,0,870013.0665,4488.638428,0,0,748267.8882,8791.1251,2682.891526,0,1413656.313,2263.340097,1331.10235,17839.58119,239971.5465,761958.4528,1032338.204,34988634.32,8883713.957,18109683.27,42691960.5,18942928.46,26547872.09,52150305.18,51986024.09,23786018.45,45823787.99,9159402.335,34781204.41,66859882.29,38434862.99,29060699.74,0,31563.30919,0,21290,190.0317974,5.190526278
"9856",30742.11302,130801.4785,59388.33377,152996.1013,254814.2637,411727.1691,28649.21861,221747.0432,700631.0418,200706.4828,93232.18861,629449.6958,1774933.158,74865.84907,69650.43528,667415.9796,145717.7203,1173745.037,214056.8795,4985.183112,1958.085918,4738.802775,34574.78088,6624.43649,4597.827419,3317.816311,70546.86338,6252.930434,5424.577033,3843.378114,22491.03751,12023.57075,2755.485297,3264.896288,12091.37812,10962.45884,10399.21195,14754.93026,129606.8083,26861.17001,6910.814416,21415.94798,4334.0746,17490.41927,5301.255901,2966.366456,7037.650003,4630.171843,2952.676929,54346.00077,4713.024269,8146.479944,28682.62496,9744.576921,3220.125606,33000.53614,9828.765988,7203.41745,7561.082591,5080.571348,2153.908889,2373.527689,21309,169.1332576,0.533093779
