"","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4","ExControl-ExControl_2","ExControl-ExControl_3","ExControl-ExControl_4","ID","MZ","RT"
"3768",228080.2596,106594.1924,157102.5853,1051818.475,210821.976,1180438.908,1153671.726,162400.1997,1481952.114,1221571.371,631490.7384,1680276.334,1818790.872,828468.1974,2277735.564,1736863.579,1476709.339,0,0,0,1104.20501,0,1477.532344,1168.50787,1388.277158,0,2911.16488,0,1586.082326,0,1826.279706,0,0,1027.396605,1943.091305,0,1067.841775,849.309795,890.8565557,2730.718886,2352.89554,73826.17557,1773.862175,6084.252274,111331.7044,6929.87572,2252.576917,132180.7111,741.0554257,855.4419128,110760.8762,1452.428473,6714.372444,26471.54111,0,0,0,14232,357.0540427,2.575925702
"3769",45567.31043,9488.710238,31858.84137,216243.7081,55289.43838,233190.6337,206521.9284,44352.52762,292113.5346,198871.9947,168419.48,359089.2548,345316.536,291639.8528,479217.0046,382245.7103,551527.2397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12187.28359,0,0,15392.44025,0,0,35670.20167,0,0,36485.395,0,0,1709.543669,0,0,0,14234,494.9351417,2.784878139
"3770",178529.2216,86929.30854,106745.4471,321407.5489,122569.316,313621.8838,438780.9038,157497.78,369051.2159,505065.4389,384258.4577,439196.8854,643535.0892,388989.5395,447820.1705,786760.7568,607871.7209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20671.30939,0,0,17397.21432,0,0,57890.7421,0,0,34870.44756,0,0,9028.375815,514.9754736,0,0,14235,336.894165,3.125045732
"3771",17865.77835,3379.052625,36258.55189,126051.597,21190.61326,282444.6027,168007.9165,40635.70336,496258.6984,138052.9019,190628.7203,709544.5577,324463.215,300101.9778,940718.2807,384423.719,520434.6924,2346.46751,4251.740343,0,1755.117065,3086.585249,2287.836207,1922.112725,2113.42739,0,1479.490107,4291.163537,1142.725908,1316.582052,1684.39463,1044.705593,0,0,1810.383797,0,834.1548941,3539.183136,1667.270349,1652.803299,569.2094787,1882.469996,4356.22488,0,11883.96488,1479.50664,2394.761486,16449.68839,0,0,25460.73357,911.7358412,1360.13822,4908.95647,628.3502575,1024.196108,665.0581813,14240,289.1445112,5.522422536
"3772",183454.6893,116004.6232,229949.7394,575632.1329,190479.2158,598362.7029,663255.4496,186401.7011,906396.0505,750373.4919,662270.6994,1205067.973,1035397.205,1033190.012,1572528.158,1213423.825,1865720.567,0,0,1488.897854,0,0,0,0,0,0,0,0,1174.739753,0,0,0,0,0,0,0,0,0,0,0,0,42093.59979,0,0,87901.33843,0,0,108966.6899,0,0,147787.163,0,0,35786.12626,0,0,0,14241,226.1445011,4.29280144
"3773",12290.71446,2581.567601,6787.119532,137298.3952,25673.96676,96534.23846,111194.2234,107217.332,157386.2412,276168.4014,266559.1532,206822.289,573712.0551,376067.409,419486.8099,682992.5042,541666.8445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13764.16146,0,0,48449.94801,0,0,39358.24132,0,0,22070.27307,0,0,0,14245,678.0909194,4.402703349
"3774",8187.809102,1689.060508,37947.95856,225520.943,52653.95342,242777.471,315444.6888,116086.2657,313436.2616,468321.4324,368430.0585,371751.0202,786419.4141,567652.5497,745501.199,910226.2185,742539.9414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8333.25101,0,0,52427.89394,0,0,143397.1633,0,0,56496.62798,0,0,60422.44111,0,0,0,14246,670.0603414,4.402893632
"3776",41345.43136,4334.854273,79270.58445,328009.1533,57498.60656,178754.6003,503148.3478,91715.12174,397854.9108,384733.1357,457508.8158,590621.2635,648970.0646,880483.7199,888900.7968,944449.3173,909765.4486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23649.18918,0,0,17005.55856,0,0,57446.6594,0,0,89345.90692,0,0,40451.40679,0,0,0,14249,391.0616155,4.508966362
"3778",6568.579406,2386.299251,15958.05382,92164.11329,33149.58378,272474.3886,170997.0663,45227.02736,447682.6236,261920.6424,212577.1438,761323.1853,356087.9894,271472.2128,743435.8938,404813.3821,448769.7555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2074.090263,0,0,2687.756063,0,0,37124.3669,0,0,43178.74322,0,0,3650.184834,0,0,0,14251,455.9946426,5.811349365
"3780",126937.7363,121628.1261,150010.2283,307425.7864,176158.0094,449625.9181,545949.9953,184141.7007,620585.5115,217046.9984,658471.4685,788303.8253,871626.5474,816812.7357,1053548.24,1070114.658,1319153.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51580.7452,0,0,56379.68412,0,0,83865.64759,0,0,86389.3315,0,0,28850.54539,0,662.6557992,0,14253,870.4347971,3.379134352
"3781",15295.88601,1685.834656,12810.69348,202903.9394,38862.74819,163130.4856,299810.5381,71154.99811,319903.8207,443861.0016,368746.1368,388871.478,710521.3547,616765.7483,705182.7895,896135.7706,1014268.657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7364.018087,0,0,23356.25076,0,0,58730.95832,0,0,51352.3142,0,0,11698.28047,0,0,0,14254,652.0949144,4.403050254
"3782",70221.16022,6604.738624,47228.73746,126645.0031,44950.65445,303715.3768,272109.1796,71930.84864,580422.5315,378145.4862,469412.4704,864888.0373,765395.6528,877852.3783,1460039.33,839378.1132,1511488.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1481.585647,0,0,43510.34427,0,0,122098.1279,0,0,183665.8583,0,0,241990.3876,0,0,56033.32783,0,0,0,14256,568.1364142,4.054667049
"3783",136573.9224,75840.16836,150539.8817,469759.5711,164063.7992,406487.2161,491447.9184,184211.6508,582039.5776,565258.6373,494125.3279,716842.0581,846886.4395,704573.0675,909945.6323,840572.1951,1052299.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37067.87472,0,0,52877.59188,0,0,90108.76745,0,0,106788.3516,0,0,20641.74247,0,0,0,14257,374.1127528,4.295176961
"3784",40464.72391,21256.23727,68754.16366,103423.8056,50811.37698,253246.861,252916.8309,74748.54736,520564.9546,357557.0525,480136.9903,764147.1205,641693.9101,880055.8336,1240625.246,881067.4238,1507938.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10397.24496,0,0,80220.81689,0,0,91778.44238,0,0,172057.816,0,0,21807.71301,0,0,0,14258,470.1417779,3.921273185
"3785",9406.7685,7182.572408,34853.53823,84815.79337,20393.19369,232971.3226,129823.1463,28235.44095,468552.6013,160925.5629,192831.3321,718439.9815,266675.3391,319538.5024,1001810.484,328878.8221,532363.2137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2291.607165,0,0,9411.0485,695.219852,0,21956.38458,0,0,57109.4593,0,0,2703.793212,0,0,0,14260,339.144447,6.173292079
"3786",26107.80564,12347.81911,65095.83096,208536.5523,39967.66509,213812.9516,339985.6925,62708.62622,419345.9963,483884.359,289903.3512,610023.3583,972602.8558,557780.6172,851670.2218,883126.5864,905462.0336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16646.46175,0,0,55714.61818,0,0,103575.7066,0,0,113414.8162,0,0,25516.28,0,0,0,14261,600.1778776,5.078794604
"3787",14795.34585,5063.008973,18101.57664,89279.08037,24159.94074,206129.4664,228345.559,54113.15153,367932.9343,267895.5973,212512.717,535804.6396,418131.7498,210835.2184,627828.1634,381871.2572,471711.9465,1611.124222,2759.843717,1442.432458,3639.676645,2730.579844,2229.895966,2145.892998,5681.671143,3473.287856,2201.452744,2239.473256,4311.413497,2194.152444,3496.792105,2492.734204,2523.118877,2185.211989,10282.52641,4993.055773,3671.115875,2639.699338,2217.480391,14776.62661,2747.847187,2224.370891,4993.283198,1593.030414,3803.750491,14096.34945,1785.707598,11343.74203,4521.061427,1372.921874,27096.61388,4349.842304,1633.743236,2377.495913,6705.628841,4060.541602,3123.468483,14262,247.1700348,5.741340741
"3788",22470.86369,36840.52317,321339.8032,247312.0863,85755.20721,356628.4106,401500.5649,133606.8506,632662.3552,245957.7107,425709.4748,1144289.134,483294.1217,652484.7169,1343061.21,952594.0891,650638.1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157815.6191,0,0,233376.7807,0,0,244928.0369,0,0,550426.3809,0,0,207476.3948,0,0,0,14263,630.1375485,4.696632836
"3791",234527.1242,254914.6495,458052.5684,1082222.183,83328.28473,495027.0515,900906.4057,118179.3775,609962.5832,1163176.562,271826.5742,676102.9168,1331617.538,411917.2628,797275.263,1669697.637,512193.7641,1927.359919,1338.471393,1550.160841,2941.314214,952.2742053,1964.449446,3158.593179,1558.421541,660.9999131,1675.0091,1975.156001,2055.236822,1013.172682,3259.574448,4895.324424,0,1474.220024,8179.495169,0,5349.117826,1166.911448,3511.659016,2541.850875,1644.866856,35806.25741,5995.823719,5275.05852,70451.30283,11286.48114,10440.16549,53635.23726,1537.769407,1204.37695,41455.26219,25166.27837,7444.048572,23340.28455,0,937.1674036,696.7890256,14267,190.0507301,3.117770168
"3792",14507.75033,25189.30316,14795.11431,17374.48303,28701.91482,230540.435,52107.52418,40180.59962,385445.9893,94373.95022,97057.91812,557942.5684,199338.9203,176092.4527,1055867.018,304244.7447,278534.7548,0,0,1723.314374,4298.677064,0,1313.495864,0,5887.606363,5872.337345,1859.300893,0,1383.22084,0,4134.094475,889.8786121,0,0,0,0,0,749.5309768,0,9862.340647,0,4467.341499,0,0,14219.22516,12541.62261,0,55864.16825,0,15551.29444,90999.38928,4205.202713,0,89776.47794,0,1388.177941,0,14268,929.417262,8.31472058
"3793",8654.694041,3604.717428,8801.111379,62163.2085,19782.88891,98041.97741,90339.01397,20720.55874,190096.9284,128197.0105,135755.6671,271008.6497,214923.9075,278807.2455,438293.5323,334345.3386,537601.1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1780.275537,0,0,7296.933959,0,0,51224.51626,0,0,45289.95968,0,0,15882.92508,0,0,0,14270,502.1679301,3.8009601
"3794",109687.0876,74323.06582,146317.8931,277787.891,38123.48595,192708.4369,350166.3174,12311.49201,237604.2846,453016.9459,142105.5331,307289.3089,579237.7388,217493.8245,385432.8543,644197.2048,330560.1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5097.800447,0,0,7479.615757,0,0,25341.54449,0,0,29533.99395,0,0,1518.506733,0,0,0,14272,445.1222529,4.008792496
"3795",64854.61457,49195.17693,89088.83619,263865.8561,148125.8563,429509.8761,274483.0486,132628.5733,566059.5194,323894.4501,445405.4942,731100.5539,470433.9021,637034.2266,946391.6612,546593.5639,1152537.725,9018.969082,28978.94962,61616.08747,198866.7047,67591.1935,206794.0621,167541.112,118358.1862,19534.03603,126503.8787,280029.3371,133606.0727,37644.00063,117282.1763,100712.138,22997.0197,200073.4666,171928.1171,29511.11996,224152.8968,0,0,0,0,24170.42797,0,0,50060.99649,0,0,76985.7472,0,0,81492.50768,0,0,9251.7026,0,0,0,14275,364.1509917,2.87316857
"3800",3554.446036,3044.189096,12999.78086,44785.08385,27445.52406,160538.7084,171606.3672,46877.16012,334628.1825,250304.2378,230097.8555,525691.1823,432015.7761,470241.3091,823206.6593,587188.846,685712.1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2164.920878,0,0,29331.53199,0,0,51386.22443,0,0,83128.0291,0,0,9895.578703,0,0,0,14286,506.1448874,3.887962765
"3801",76280.60272,31497.81118,97013.69903,215419.5132,49043.38819,217582.4567,321430.6482,74988.36664,358374.5031,396289.9063,291475.6489,548351.2331,656697.6267,544064.267,875330.7083,636039.8529,880590.6676,0,0,0,0,0,0,0,1467.292615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7010.632669,0,0,51887.56285,0,0,66957.90482,0,0,109071.6173,0,0,21790.35304,0,0,0,14288,538.1616612,4.423070509
"3802",28528.16625,13075.25457,12632.85307,133994.1722,32450.89564,131476.6513,136716.8515,33796.67482,111726.9381,135136.0018,118799.4354,217437.1762,220016.5051,263870.8542,194495.3154,237389.2507,277576.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1587.945983,0,0,1763.223674,0,0,22203.56761,0,0,19569.88224,0,0,2590.182022,0,0,0,14289,502.9657734,2.788395451
"3805",18339.65165,2868.303234,25475.70551,138465.8297,33593.30054,139073.8991,186363.5635,20112.80121,209682.0334,258801.8271,175420.0742,406921.5587,333912.528,246195.4116,411983.9614,422074.3348,362499.6595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1559.380258,0,1796.493932,1546.6003,0,5477.898183,1600.161208,0,24753.07403,0,0,28488.3505,0,0,2432.46971,0,0,0,14293,454.016867,5.981188567
"3806",28803.18128,6298.794924,17120.38884,43225.52492,19642.87734,52534.48052,89056.39895,28821.08146,63752.96656,111266.3682,79513.26371,95503.50303,171284.9526,96740.0076,86200.25654,160169.1751,123653.6206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178.409441,0,0,0,1510.670743,0,3898.682638,993.3018328,0,1979.191674,0,0,1176.549863,0,0,0,14294,299.928017,3.124090531
"3808",52268.53108,16541.65447,72345.69385,116893.6349,37285.78845,209662.6435,215361.4583,37911.64166,426365.4549,278463.2838,269473.7309,586398.9951,528408.4331,489573.8248,1028844.214,596767.1949,890627.7384,0,0,0,0,0,0,1267.545228,0,0,0,0,0,1277.816636,0,0,0,0,0,0,0,0,0,0,0,17518.5797,0,0,65861.56149,0,0,104518.7552,0,0,131874.2432,0,0,28713.61981,0,1041.779353,0,14297,520.1342265,4.228717741
"3809",18985.66144,2645.839597,17095.98746,144394.0813,13771.42098,162287.3104,225479.3111,23068.31025,381231.0224,331692.2437,153303.0405,621234.9018,523453.2908,209082.1026,789819.2829,554637.6063,440261.5787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26055.71232,0,0,56646.67333,0,0,33660.89664,0,0,60239.33262,0,0,72618.89604,0,0,0,14298,660.1687919,4.695203381
"3811",92261.55995,30120.5712,100692.6032,122708.6263,37225.78599,285949.3293,266221.8802,62285.30508,412358.8252,351537.0283,308031.4602,619308.4319,647746.0738,641723.4003,873638.938,941571.5217,1314460.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16117.1959,0,0,6214.014778,0,0,29424.98367,0,0,60947.96618,0,0,5215.071709,0,0,0,14301,323.0742636,5.198827256
"3813",58853.73145,28289.05614,21967.04269,201239.6695,82323.68546,167162.5792,195650.9172,72725.55876,231898.61,204323.1125,189288.6046,271969.6804,307874.1674,241934.9194,319021.1547,345839.4341,403545.6418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10195.34563,0,0,13098.31613,0,0,37357.69188,0,0,18272.81447,0,0,12060.09625,0,0,0,14303,495.0248983,2.787584585
"3814",48022.05821,51496.00732,80586.72283,20294.39776,54417.81722,127950.6263,82155.34695,51326.67269,186365.3796,99314.79714,134512.7912,359754.5165,185564.7909,237572.8769,984573.0856,205073.0627,345591.8111,1237.082762,0,4664.368465,3071.401541,4421.238705,3671.368629,2193.620106,1347.284113,8169.435692,10340.38731,2287.432055,1747.920769,5384.916232,23982.22192,1494.406884,4809.89655,2595.53644,2061.243589,5507.396866,2540.652502,1442.39161,1198.589106,1316.513547,3267.893647,9264.404346,1961.434106,2683.751012,3028.780163,13764.68584,1574.914605,27333.86082,2866.927992,27070.86471,74820.79626,7817.41246,2003.208939,75346.45112,0,5021.154672,1703.606385,14307,733.4739381,7.897547266
"3815",89668.79617,51615.66901,81078.56347,206061.7542,42310.22539,115419.8456,240220.6043,33183.5217,199688.3833,269873.6937,116278.702,397470.5874,377875.4036,220644.678,634724.6629,434411.0807,470563.0458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060.262099,0,0,0,1785.91939,0,0,5183.298038,0,0,6498.244479,0,0,16967.62128,0,0,1709.697131,0,0,0,14308,334.1655598,3.538159136
"3816",43667.5231,25916.5013,118173.6887,483496.3138,112173.7964,621779.8477,730433.7194,142310.4945,1239702.91,1027023.576,696686.3715,1872286.734,1627525.06,1483865.55,3283573.969,580021.0531,2362291.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76668.18347,0,0,164543.1664,0,0,220314.8499,0,0,355861.1816,0,0,38183.29081,0,0,0,14309,564.1875079,3.854196249
"3817",0,9076.088856,0,0,0,156289.4276,1702.474275,0,168479.5635,0,0,249130.5202,1659.813275,0,308811.6239,0,0,0,0,0,0,0,23222.84098,0,0,0,2966.084264,0,0,0,3581.009819,0,0,18232.63452,0,0,1769.999583,28371.65119,11542.03236,1607108.18,193070.0019,976740.3878,1954608.324,485844.3922,1883016.2,2630811.309,1856327.923,1322819.01,1508101.687,172750.4683,2382418.395,3464264.519,1193560.604,1482317.578,0,0,0,14311,176.0173477,4.175441597
"3819",3727817.273,1240501.611,3857103.297,7466259.715,1303176.413,7659968.786,8006163.729,1068507.296,9027375.347,2905261.101,4843257.083,9864338.798,16543298.64,3098997.492,21116034.59,11414040.09,15967959.18,4399476.046,6564625.621,9465558.103,24694566.9,8338054.221,35867949.7,14507821.79,7474147.201,1663953.807,27875827.06,67983923.82,22685395.68,4312483.332,7214658.931,9807341.785,1120046.349,4360348.268,10571940.75,888423.1699,10128503.4,867927.7185,1279711.906,7509403.326,1626030.376,2187754.909,14021430.84,2106115.041,7257406.841,8841131.183,20158993.71,8499348.004,2674405.682,1812260.59,12375245.08,18788405.92,7483864.766,4769376.253,13247.04012,4537.939316,18450.98966,14314,188.0560763,0.615334368
"3820",5028.155805,1469.251599,9402.272428,60209.77963,15948.8847,87094.60227,156771.1062,26606.07161,142659.7401,203086.1396,80735.17383,159904.1981,225533.0937,148889.4562,245913.0467,321930.2733,221475.3713,1899.666331,1152.803163,0,1410.251399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176.624041,1843.113627,0,0,1859.50282,1427.354707,0,2171.485195,0,959.8058646,2572.359343,0,0,3023.235319,0,0,0,0,0,0,14316,240.9850741,3.343592235
"3822",35278.19192,15334.51357,5809.583819,22934.31277,33576.43305,54747.25951,93987.49341,38202.40824,148423.9461,116976.8755,110025.0996,195777.2556,180429.2275,206149.1784,111591.0195,205910.9441,227237.0988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6463.808704,0,0,6638.753017,0,0,15100.39951,0,0,21941.47745,0,0,1309.814374,0,0,0,14323,510.9973358,2.779929963
"3823",68920.61924,35177.7035,30776.47741,231804.5146,63884.6062,69625.57756,355822.9675,44818.3658,144405.3051,222630.9479,318299.002,255115.5158,280032.4977,565423.1463,418733.0857,416681.2611,538213.0314,23782.2856,16021.43812,20989.74023,14183.68722,35675.54632,15907.43954,15683.69856,10424.71028,32520.44138,15642.80016,14336.12033,14602.48065,30428.11947,21739.50289,29762.63123,36878.25232,63536.03901,48521.20412,35392.07379,19795.17457,31602.66603,16515.50228,21311.29715,29458.68077,7153.170229,38887.31842,37079.49626,19911.23128,21965.40272,21404.30483,42936.19917,49100.98257,30277.71642,52937.45423,32813.91167,37507.45244,53900.67482,100120.0619,26042.57213,40061.66596,14326,357.0937818,4.614573844
"3824",53421.602,65830.76403,97601.59818,50024.65047,50531.01031,222867.9209,134273.7118,42291.53294,359081.5557,124458.05,152807.2892,535536.0984,184848.4359,306386.3665,966514.1798,306263.6776,403418.6024,0,0,3618.68294,2940.634986,0,0,0,5256.678431,2715.247365,2158.050369,0,1322.301705,1453.255908,5912.396372,0,0,0,0,0,0,0,2834.308185,1680.660752,0,19998.24053,0,0,9101.275174,13391.32792,0,42527.20912,0,19788.49016,74135.82675,4039.045913,0,55680.85369,0,1856.126254,5247.111586,14327,821.4627462,8.288555975
"3825",76371.22821,61028.54218,56073.41017,291867.7349,98507.08632,162592.862,269452.8499,119236.7763,243087.1592,343978.2231,299094.0111,271326.5756,479147.8527,484609.6652,378625.3622,542949.4663,774466.7333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4369.140861,0,0,5879.009916,0,0,29624.89168,0,0,44264.57398,0,0,1668.917744,0,0,0,14329,384.0725861,4.294861764
"3831",13519.96115,5033.535817,90931.24731,54526.49089,20769.2669,106020.6719,77065.76517,20069.40963,187423.5951,77745.92739,82934.88962,288715.2868,118167.0035,125838.6577,424987.1245,112101.0882,214062.787,7713.897154,0,0,30293.89052,0,0,0,23552.65316,0,0,0,17282.70771,0,0,7308.375372,0,0,14037.48134,0,0,6955.664181,0,0,0,2941.150735,6644.793316,0,5204.148072,0,0,6250.152771,0,0,17655.50204,0,0,2165.517702,0,0,0,14355,535.3116557,5.360056233
"3832",48557.16998,35289.16432,155511.6233,123755.9573,34947.74583,251897.9452,114880.0524,52144.83192,254991.9037,136468.3527,83438.46939,280032.3732,146770.3856,116401.4847,348068.9571,258715.0503,172395.0459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10287.18926,0,0,7300.614212,0,0,22164.52501,0,0,27453.82554,0,0,1740.19403,0,0,0,14356,274.1656206,3.701441844
"3833",3360.38701,6105.62406,1809.267751,27255.34912,7456.690358,65549.04067,40624.17537,8396.844192,100798.2702,58037.53724,52548.26247,153822.3434,94494.02307,88976.76602,224923.2958,116012.0712,151909.2387,1309.021145,3449.751419,0,0,1770.051191,0,1140.369714,1683.19236,10348.32551,2442.391339,0,2835.193419,6640.678213,0,1871.330956,6696.40119,0,4813.966145,3156.620319,1925.499434,1563.606082,1941.729986,0,1200.245156,0,2529.394556,1475.622803,2844.860481,1381.794086,5706.841095,1955.554153,2066.578614,5557.682828,5292.591846,1479.473154,1908.030754,0,582.9810418,5169.772869,537.9438185,14358,245.1547391,5.484326974
"3834",37626.21409,23858.60141,47401.96639,101440.7516,34895.03,82134.61001,115346.6579,45599.6702,112427.7975,159040.4783,109942.5674,128160.4495,216114.4198,111793.7002,141027.2213,222602.0126,179002.3646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449.890832,0,0,0,2027.79177,0,0,1756.164548,0,0,11622.15673,0,0,3595.837498,0,0,908.7912242,0,0,0,14361,338.8909156,3.132360109
"3835",92739.18759,70947.43965,137314.5432,259719.9393,126538.8109,585556.248,290171.9853,117350.9488,803282.5452,286472.085,348507.9018,1034163.364,407047.7805,572162.2245,1489021.918,447851.4009,1105425.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50723.80516,0,0,81246.83613,0,0,49332.48053,0,0,119549.2013,0,0,7912.111183,0,0,0,14362,476.0747275,2.848011216
"3838",41312.49666,5115.870132,36308.69373,60635.89862,9804.698346,51752.31158,15421.57547,3360.305585,67662.00914,53966.91646,83602.87181,113243.3378,76828.19189,66669.40326,136706.6348,218569.5606,127450.0218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504.859095,0,0,0,685.3348141,0,0,14369,322.878178,3.079493191
"3839",0,0,0,4739.532251,0,0,0,0,0,0,2265.715882,3000.188549,12630.76969,2070.948866,2707.775147,4373.973651,0,0,0,0,16547.29062,1468.597019,27027.36121,23741.97766,38524.98513,869.3515991,39987.57315,40323.06082,60994.99342,6674.115368,85376.6843,49344.23487,12137.68114,63956.00135,102196.5331,2701.909731,68058.52542,0,0,34025.68429,2652.090224,50664.21653,66274.48064,14983.49199,55959.22557,82429.04828,42943.26968,40064.16451,34100.44974,8255.458773,85437.1137,103113.6745,58006.91996,39487.84243,0,0,0,14371,436.1904219,4.071888338
"3840",37743.56969,5110.824403,31692.65551,45094.45833,8368.560434,81304.18901,77167.55848,10669.3265,131149.636,89782.37874,73772.45902,270792.2931,126359.3017,127872.5949,288489.3138,130183.9759,171552.6783,1923.598789,1296.488914,0,0,0,0,1175.978116,3136.479237,671.2114606,0,3014.28581,3654.110822,1541.272975,0,1964.095957,1647.465387,2255.051037,12537.41456,1010.014321,0,2657.434878,1478.385678,2143.664291,0,0,3408.618007,1346.000747,1470.546287,2305.712126,1064.429831,1196.722777,661.6562704,1107.448364,2422.018871,1391.000651,0,807.2015309,753.5479697,1103.062745,0,14372,233.1907127,6.05845296
"3841",85465.97864,54493.06011,96511.15737,299122.2439,94191.18084,432982.6525,275418.6429,55323.82491,561020.7427,264228.1573,229248.8584,625806.8171,374464.2033,373839.5684,827247.3523,416345.3687,683631.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50264.20001,0,0,71497.73252,0,0,35813.94731,0,0,83372.93857,1156.93825,0,5549.898382,0,0,0,14373,480.9841507,2.786817431
"3842",71008.257,20607.88083,94250.67348,450941.2419,117703.8335,462732.5232,503740.1753,45054.39859,629635.8343,488536.367,223891.1752,776983.061,757303.7333,834519.1677,1076233.623,367640.9122,1438716.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40558.64966,0,0,55311.36188,0,0,63899.94461,0,0,95835.70117,0,0,5955.55269,0,0,0,14375,494.0632306,2.823276429
"3843",28753.96719,20293.0574,54737.44992,142472.0524,73833.58791,272808.9454,149292.1642,71713.77731,392245.105,170631.368,224996.4011,462933.6242,252327.5271,338541.4922,617200.2657,285346.9275,594549.4894,0,0,0,0,0,0,0,0,0,0,1518.886351,0,0,0,0,0,0,0,0,0,0,0,0,0,24601.21754,0,0,36686.92429,0,0,43241.82959,0,0,51891.83835,0,0,7558.187746,0,0,0,14376,440.0975326,2.874864929
