inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
KGKLUTYFUWNTOL	InChI=1S/C17H26N4O17P2/c22-1-5(23)13-10(26)9(25)12(28)17(36-13)37-40(32,33)38-39(30,31)34-2-6-8(24)11(27)16(35-6)21-4-20-7-14(21)18-3-19-15(7)29/h3-6,8-13,16-17,22-28H,1-2H2,(H,30,31)(H,32,33)(H,18,19,29)	C17H26N4O17P2	1	-2915.0631369733314	""	C(C(C1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(N3C=NC4=C(N=CN=C43)O)O2)O)O)O)O)O)O)O	-5.67299986	""	KEGG Mine
YSURFBWOKYZUIQ	InChI=1S/C17H26N4O17P2/c1-5(22)19-8-10(25)11(26)13(14(18)28)36-16(8)37-40(32,33)38-39(30,31)34-4-6-9(24)12(27)15(35-6)21-3-2-7(23)20-17(21)29/h2-3,6,8-13,15-16,24-27H,4H2,1H3,(H2,18,28)(H,19,22)(H,30,31)(H,32,33)(H,20,23,29)	C17H26N4O17P2	2	-2968.9865575312397	""	CC(=NC1C(C(C(C(=N)O)OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(N3C=CC(=NC3=O)O)O2)O)O)O)O)O	-4.94999981	""	EcoCyc Mine;KEGG Mine
FPQLGKBCKURFQH	InChI=1S/C17H26N4O17P2/c1-7(23)19-8(4-18)16(36-9(5-22)15(27)28)37-40(32,33)38-39(30,31)34-6-10-12(25)13(26)14(35-10)21-3-2-11(24)20-17(21)29/h2-3,5,8-10,12-14,16,25-26H,4,6,18H2,1H3,(H,19,23)(H,27,28)(H,30,31)(H,32,33)(H,20,24,29)	C17H26N4O17P2	3	-2995.5581272258023	""	CC(=NC(CN)C(OC(C=O)C(=O)O)OP(=O)(O)OP(=O)(O)OCC1C(C(C(N2C=CC(=NC2=O)O)O1)O)O)O	-5.29799986	""	KEGG Mine
GDXVZUNCDIUJPN	InChI=1S/C17H26N4O17P2/c1-5(22)19-9-8(18)16(36-13(11(9)25)15(27)28)37-40(32,33)38-39(30,31)34-4-6-10(24)12(26)14(35-6)21-3-2-7(23)20-17(21)29/h2-3,6,8-14,16,24-26H,4,18H2,1H3,(H,19,22)(H,27,28)(H,30,31)(H,32,33)(H,20,23,29)	C17H26N4O17P2	4	-3001.87232103244	""	CC(=NC1C(C(OC(C1O)C(=O)O)OP(=O)(O)OP(=O)(O)OCC2C(C(C(N3C=CC(=NC3=O)O)O2)O)O)N)O	-5.85200024	""	KEGG Mine
RRAQYLXLCYIZBB	InChI=1S/C17H26N4O17P2/c1-5(22)19-9-8(18)11(25)13(15(27)28)36-16(9)37-40(32,33)38-39(30,31)34-4-6-10(24)12(26)14(35-6)21-3-2-7(23)20-17(21)29/h2-3,6,8-14,16,24-26H,4,18H2,1H3,(H,19,22)(H,27,28)(H,30,31)(H,32,33)(H,20,23,29)	C17H26N4O17P2	5	-3004.367823233703	UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucuronate	CC(=NC1C(C(C(C(=O)O)OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(N3C=CC(=NC3=O)O)O2)O)O)O)N)O	-5.42299986	""	KEGG:(C20359);biological;Plantcyc:(CPD-14562);PubChem:(45281255 53262299);CHEBI:(62245 62410);Biocyc:(CPD-14562)
ATQBFNVIXDRAOS	InChI=1S/C17H28N4O18P2/c1-4(22)19-8-10(25)11(26)13(15(28)29)37-16(8)38-41(33,34)39-40(31,32)35-3-5-9(24)12(27)14(36-5)21-6(18)2-7(23)20-17(21)30/h5-6,8-14,16,24-27H,2-3,18H2,1H3,(H,19,22)(H,28,29)(H,31,32)(H,33,34)(H,20,23,30)	C17H28N4O18P2	6	-3101.5937828145607	""	CC(=NC1C(C(C(C(=O)O)OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(N3C(CC(=NC3=O)O)N)O2)O)O)O)O)O	-6.24300003	""	KEGG Mine
DMJLXGICSNDAAC	InChI=1S/C17H28N4O18P2/c1-3-21(16(28)20-17(29)30)13-11(25)9(23)6(36-13)4-35-40(31,32)39-41(33,34)38-15-8(19-5(2)22)7(18)10(24)12(37-15)14(26)27/h3,6-13,15,23-25H,1,4,18H2,2H3,(H,19,22)(H,20,28)(H,26,27)(H,29,30)(H,31,32)(H,33,34)	C17H28N4O18P2	7	-3102.289537608476	""	C=CN(C1C(C(C(COP(=O)(O)OP(=O)(O)OC2C(C(C(C(C(=O)O)O2)O)N)N=C(C)O)O1)O)O)C(=NC(=O)O)O	-4.34200001	""	KEGG Mine
FCCXUDJYWRUKKO	InChI=1S/C17H28N4O18P2/c1-5(22)20-9-8(18)11(25)13(15(27)28)37-16(9)38-41(33,34)39-40(31,32)35-4-6-10(24)12(26)14(36-6)19-3-2-7(23)21-17(29)30/h2-3,6,8-14,16,19,24-26H,4,18H2,1H3,(H,20,22)(H,21,23)(H,27,28)(H,29,30)(H,31,32)(H,33,34)	C17H28N4O18P2	8	-3118.9228158409064	""	CC(=NC1C(C(C(C(=O)O)OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(NC=CC(=NC(=O)O)O)O2)O)O)O)N)O	-4.39499998	""	KEGG Mine
JKGJXYKAWRKIQL	InChI=1S/C17H28N4O18P2/c1-5(22)20-9-8(18)11(26)13(15(28)29)37-16(9)38-41(33,34)39-40(31,32)35-4-6-10(25)12(27)14(36-6)21(17(19)30)3-2-7(23)24/h2-3,6,8-14,16,25-27H,4,18H2,1H3,(H2,19,30)(H,20,22)(H,23,24)(H,28,29)(H,31,32)(H,33,34)	C17H28N4O18P2	9	-3130.02411033588	""	CC(=NC1C(C(C(C(=O)O)OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(N(C=CC(=O)O)C(=N)O)O2)O)O)O)N)O	-4.40899992	""	KEGG Mine
NISBMPFZCBBANJ	InChI=1S/C17H28N4O18P2/c1-5(22)20-9-8(19)11(25)13(15(27)28)37-16(9)38-41(33,34)39-40(31,32)35-4-6-10(24)12(26)14(36-6)21(17(29)30)3-2-7(18)23/h2-3,6,8-14,16,24-26H,4,19H2,1H3,(H2,18,23)(H,20,22)(H,27,28)(H,29,30)(H,31,32)(H,33,34)	C17H28N4O18P2	10	-3132.1939291834096	""	CC(=NC1C(C(C(C(=O)O)OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(N(C=CC(=N)O)C(=O)O)O2)O)O)O)N)O	-5.09200001	""	KEGG Mine
