inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
ZIEKTCNDPWBLAU	InChI=1S/C17H33N3O4/c1-5-10(3)13(18)16(22)20-9-7-8-12(20)15(21)19-14(17(23)24)11(4)6-2/h10-15,19,21H,5-9,18H2,1-4H3,(H,23,24)	C17H33N3O4	1	-2974.0280796990323	""	CCC(C)C(C(=O)N1CCCC1C(NC(C(C)CC)C(=O)O)O)N	-0.913999975	""	PubChem:(23585985)
MJOWFTILEJTOCT	InChI=1S/C17H33N3O4/c1-6-10(2)12(16(23)24)19-14(21)11-8-7-9-20(11)15(22)13(18)17(3,4)5/h10-14,19,21H,6-9,18H2,1-5H3,(H,23,24)	C17H33N3O4	2	-2989.002112260258	""	CCC(C)C(C(=O)O)NC(C1CCCN1C(=O)C(C(C)(C)C)N)O	-1.08800006	""	PubChem:(23586132)
OAXDNAFTOWERPH	InChI=1S/C17H33N3O4/c1-7-10(5)13(19)16(22)20(15(21)12(18)9(3)4)14(17(23)24)11(6)8-2/h9-14H,7-8,18-19H2,1-6H3,(H,23,24)	C17H33N3O4	3	-3004.4174332649245	""	CCC(C)C(C(=O)N(C(C(C)CC)C(=O)O)C(=O)C(C(C)C)N)N	-0.00899999961	""	PubChem:(87759446)
YKGKAQONMKWOJY	InChI=1S/C17H33N3O4/c1-7-11(6)14(19)16(22)20(15(21)13(18)10(4)5)12(17(23)24)8-9(2)3/h9-14H,7-8,18-19H2,1-6H3,(H,23,24)	C17H33N3O4	4	-3005.478802518228	""	CCC(C)C(C(=O)N(C(CC(C)C)C(=O)O)C(=O)C(C(C)C)N)N	0.202000007	""	PubChem:(87757108)
FTKXYXACXYOHND	InChI=1S/C17H33N3O4/c1-7-11(6)14(20-15(21)13(18)10(4)5)16(22)19-12(17(23)24)8-9(2)3/h9-14H,7-8,18H2,1-6H3,(H,19,22)(H,20,21)(H,23,24)	C17H33N3O4	5	-3014.163930406903	(2S)-2-[[(2S,3S)-2-[[(2S)-2-amino-3-methylbutanoyl]amino]-3-methylpentanoyl]amino]-4-methylpentanoic acid	CCC(C)C(C(=NC(CC(C)C)C(=O)O)O)N=C(C(C(C)C)N)O	0.246000007	""	PubChem:(11559237 18232395)
WLHIIWDIDLQTKP	InChI=1S/C17H33N3O4/c1-9(2)7-12(19-16(22)14(18)11(5)6)15(21)20-13(17(23)24)8-10(3)4/h9-14H,7-8,18H2,1-6H3,(H,19,22)(H,20,21)(H,23,24)	C17H33N3O4	6	-3015.1718611301135	2-[[2-[(2-amino-3-methylbutanoyl)amino]-4-methylpentanoyl]amino]-4-methylpentanoic acid	CC(C)CC(C(=NC(CC(C)C)C(=O)O)O)N=C(C(C(C)C)N)O	0.456999987	""	PubChem:(18232414 49864367)
VHRLUTIMTDOVCG	InChI=1S/C17H33N3O4/c1-7-10(5)13(19-15(21)12(18)9(3)4)16(22)20-14(17(23)24)11(6)8-2/h9-14H,7-8,18H2,1-6H3,(H,19,21)(H,20,22)(H,23,24)	C17H33N3O4	7	-3016.363685061269	2-[[2-[(2-amino-3-methylbutanoyl)amino]-3-methylpentanoyl]amino]-3-methylpentanoic acid	CCC(C)C(C(=NC(C(C)CC)C(=O)O)O)N=C(C(C(C)C)N)O	0.0350000001	""	PubChem:(18232394)
UYODHPPSCXBNCS	InChI=1S/C17H33N3O4/c1-7-11(6)13(18)15(21)20-14(10(4)5)16(22)19-12(17(23)24)8-9(2)3/h9-14H,7-8,18H2,1-6H3,(H,19,22)(H,20,21)(H,23,24)	C17H33N3O4	8	-3017.0601219250325	2-[[2-[(2-amino-3-methylpentanoyl)amino]-3-methylbutanoyl]amino]-4-methylpentanoic acid	CCC(C)C(C(=NC(C(C)C)C(=NC(CC(C)C)C(=O)O)O)O)N	0.246000007	""	PubChem:(9906116 18221968)
DAVNYIUELQBTAP	InChI=1S/C17H33N3O4/c1-7-11(6)14(17(23)24)20-15(21)12(8-9(2)3)19-16(22)13(18)10(4)5/h9-14H,7-8,18H2,1-6H3,(H,19,22)(H,20,21)(H,23,24)	C17H33N3O4	9	-3017.1078650476306	2-[[2-[(2-amino-3-methylbutanoyl)amino]-4-methylpentanoyl]amino]-3-methylpentanoic acid	CCC(C)C(C(=O)O)N=C(C(CC(C)C)N=C(C(C(C)C)N)O)O	0.246000007	""	PubChem:(18232413)
DLEBSGAVWRPTIX	InChI=1S/C17H33N3O4/c1-7-10(5)12(18)15(21)19-13(9(3)4)16(22)20-14(17(23)24)11(6)8-2/h9-14H,7-8,18H2,1-6H3,(H,19,21)(H,20,22)(H,23,24)	C17H33N3O4	10	-3017.890847440335	2-[[2-[(2-amino-3-methylpentanoyl)amino]-3-methylbutanoyl]amino]-3-methylpentanoic acid	CCC(C)C(C(=NC(C(C)C)C(=NC(C(C)CC)C(=O)O)O)O)N	0.0350000001	""	PubChem:(18221967 53765802)
FWSOODVRSLNZFH	InChI=1S/C17H33N3O4/c1-5-7-9-14(16(22)23)20-17(24)19-13(8-6-2)15(21)18-11-10-12(3)4/h12-14H,5-11H2,1-4H3,(H,18,21)(H,22,23)(H2,19,20,24)	C17H33N3O4	11	-3018.7388845333917	""	CCCCC(C(=O)O)NC(=NC(CCC)C(=NCCC(C)C)O)O	4.09700012	""	PubChem:(87583002)
DCKGYGAMWIVABC	InChI=1S/C17H33N3O4/c1-6-7-8-18-17(24)20-13(9-11(2)3)15(21)19-14(16(22)23)10-12(4)5/h11-14H,6-10H2,1-5H3,(H,19,21)(H,22,23)(H2,18,20,24)	C17H33N3O4	12	-3019.3606253075677	2-[[2-(butylcarbamoylamino)-4-methylpentanoyl]amino]-4-methylpentanoic acid	CCCCN=C(NC(CC(C)C)C(=NC(CC(C)C)C(=O)O)O)O	4.03599977	""	PubChem:(4376581 40563607 40563608 40563609 40563610 40563611 40563612 40563613 40563614)
JXSAQQODRRCMNM	InChI=1S/C17H33N3O4/c1-7-11(6)13(19)16(22)20(14(10(4)5)17(23)24)15(21)12(18)8-9(2)3/h9-14H,7-8,18-19H2,1-6H3,(H,23,24)	C17H33N3O4	13	-3021.668440359052	""	CCC(C)C(C(=O)N(C(C(C)C)C(=O)O)C(=O)C(CC(C)C)N)N	0.202000007	""	PubChem:(87709040)
FMFNIDICDKEMOE	InChI=1S/C17H33N3O4/c1-7-11(6)14(17(23)24)20-16(22)13(10(4)5)19-15(21)12(18)8-9(2)3/h9-14H,7-8,18H2,1-6H3,(H,19,21)(H,20,22)(H,23,24)	C17H33N3O4	14	-3023.795610804314	2-[[2-[(2-amino-4-methylpentanoyl)amino]-3-methylbutanoyl]amino]-3-methylpentanoic acid	CCC(C)C(C(=O)O)N=C(C(C(C)C)N=C(C(CC(C)C)N)O)O	0.246000007	""	PubChem:(18222318)
