inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
AJWFQCNUNFFTHX	InChI=1S/C17H31NO3/c1-2-3-4-5-6-7-8-9-10-13-16(19)18-14-11-12-15(18)17(20)21/h15H,2-14H2,1H3,(H,20,21)	C17H31NO3	1	-2901.037000351485	1-dodecanoylproline	CCCCCCCCCCCC(=O)N1CCCC1C(=O)O	5.21700001	""	PubChem:(93887 10108670 65447601);biological
ASZHGGBLLWKQJF	InChI=1S/C17H31NO3/c1-3-4-5-6-7-8-9-11-14(2)16(19)18-13-10-12-15(18)17(20)21/h14-15H,3-13H2,1-2H3,(H,20,21)	C17H31NO3	2	-2919.685951203967	""	CCCCCCCCCC(C)C(=O)N1CCCC1C(=O)O	4.94099998	""	PubChem:(71036245)
ZYBXPVZQLYOVMI	InChI=1S/C17H31NO3/c1-2-3-4-5-6-7-10-13-16(19)18-14-11-8-9-12-15(18)17(20)21/h15H,2-14H2,1H3,(H,20,21)	C17H31NO3	3	-2924.006138840569	""	CCCCCCCCCC(=O)N1CCCCCC1C(=O)O	4.79500008	""	PubChem:(64558604)
GEJNSEWPDNQMON	InChI=1S/C17H31NO3/c1-2-3-4-5-6-7-8-9-13-16(19)18-14-11-10-12-15(18)17(20)21/h15H,2-14H2,1H3,(H,20,21)	C17H31NO3	4	-2932.469324659539	""	CCCCCCCCCCC(=O)N1CCCCC1C(=O)O	5.00600004	""	PubChem:(23503498 69288697 69290921)
XQLBHPDRLKZRPJ	InChI=1S/C17H31NO3/c1-2-3-4-5-6-7-8-9-10-11-14-18-15(17(20)21)12-13-16(18)19/h15H,2-14H2,1H3,(H,20,21)	C17H31NO3	5	-2936.9406256307125	1-dodecyl-5-oxopyrrolidine-2-carboxylic acid	CCCCCCCCCCCCN1C(CCC1=O)C(=O)O	5.21700001	""	PubChem:(19969114 22840763)
UVTHCBSDOCIGSW	InChI=1S/C17H31NO3/c1-3-5-6-7-8-9-11-15(19)18-14-10-13-17(18,12-4-2)16(20)21/h3-14H2,1-2H3,(H,20,21)	C17H31NO3	6	-2938.7657735380903	""	CCCCCCCCC(=O)N1CCCC1(CCC)C(=O)O	4.54699993	""	PubChem:(106977291)
SZVQUUPBPNEGGB	InChI=1S/C17H31NO3/c1-3-5-6-7-8-9-10-12-15(19)18-14-11-13-17(18,4-2)16(20)21/h3-14H2,1-2H3,(H,20,21)	C17H31NO3	7	-2943.8496150100564	""	CCCCCCCCCC(=O)N1CCCC1(CC)C(=O)O	4.54699993	""	PubChem:(83058603)
SJXXNLNIULHEEC	InChI=1S/C17H33NO4/c1-2-3-4-5-6-7-8-9-13-18(14-15-19)16(20)11-10-12-17(21)22/h19H,2-15H2,1H3,(H,21,22)	C17H33NO4	8	-2945.6728757400133	5-[decyl(2-hydroxyethyl)amino]-5-oxopentanoic acid	CCCCCCCCCCN(CCO)C(=O)CCCC(=O)O	3.63499999	""	PubChem:(4056471)
OCWCUDBCUKTGPY	InChI=1S/C17H31NO3/c1-3-5-7-8-9-11-14(10-6-4-2)18-15(17(20)21)12-13-16(18)19/h14-15H,3-13H2,1-2H3,(H,20,21)	C17H31NO3	9	-2948.0022773611527	""	CCCCCCCC(CCCC)N1C(CCC1=O)C(=O)O	4.89699984	""	PubChem:(57316595)
FOWMATPJNMGJLA	InChI=1S/C17H31NO3/c1-2-3-4-5-6-7-9-12-15(17(20)21)18-14-11-8-10-13-16(18)19/h15H,2-14H2,1H3,(H,20,21)	C17H31NO3	10	-2951.915029272583	""	CCCCCCCCCC(C(=O)O)N1CCCCCC1=O	4.79500008	""	PubChem:(57258142)
ZJPVTXNATCHAIL	InChI=1S/C17H31NO3/c1-3-4-5-6-7-8-9-10-11-14(2)18-15(17(20)21)12-13-16(18)19/h14-15H,3-13H2,1-2H3,(H,20,21)	C17H31NO3	11	-2953.716512056594	""	CCCCCCCCCCC(C)N1C(CCC1=O)C(=O)O	5.1079998	""	PubChem:(57320921)
