inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
BTHHFYRSFRZFBT	InChI=1S/C10H19NO5/c1-6(11)9(14)7(10(15)16)4-2-3-5-8(12)13/h6-7,9,14H,2-5,11H2,1H3,(H,12,13)(H,15,16)	C10H19NO5	1	-3019.3535417775697	""	CC(C(C(CCCCC(=O)O)C(=O)O)O)N	-0.542999983	""	EcoCyc Mine;YMDB Mine;KEGG Mine
FXFUQANQBKRMQW	InChI=1S/C10H17NO4/c12-9(13)4-5-11-8-3-1-2-7(6-8)10(14)15/h7-8,11H,1-6H2,(H,12,13)(H,14,15)	C10H17NO4	2	-3028.9301314915688	""	C1CC(CC(C1)NCCC(=O)O)C(=O)O	0.462000012	""	PubChem:(116494340)
ULUINLRXJQRXGC	InChI=1S/C10H17NO4/c12-9(13)5-6-11-8-3-1-7(2-4-8)10(14)15/h7-8,11H,1-6H2,(H,12,13)(H,14,15)	C10H17NO4	3	-3029.2264199713754	""	C1CC(CCC1C(=O)O)NCCC(=O)O	0.462000012	""	PubChem:(84010028)
GGSMGELHRFPGFA	InChI=1S/C10H19NO5/c1-2-3-4-8(7-10(14)16-15)11-6-5-9(12)13/h8,11,15H,2-7H2,1H3,(H,12,13)	C10H19NO5	4	-3032.3725652967387	""	CCCCC(CC(=O)OO)NCCC(=O)O	0.361000001	""	PubChem:(86748671)
ZCXCEPXWAQKGEG	InChI=1S/C10H17NO4/c12-8(13)6-11-9(10(14)15)7-4-2-1-3-5-7/h7,9,11H,1-6H2,(H,12,13)(H,14,15)	C10H17NO4	5	-3033.2711420647406	""	C1CCC(CC1)C(C(=O)O)NCC(=O)O	1.13600004	""	PubChem:(67744158)
QACOOJQHEYNJEN	InChI=1S/C10H17NO4/c1-6-8(5-10(14)15)7(2-3-11-6)4-9(12)13/h6-8,11H,2-5H2,1H3,(H,12,13)(H,14,15)	C10H17NO4	6	-3035.8006144685796	NCIStruc1_000501	CC1C(CC(=O)O)C(CCN1)CC(=O)O	-0.0240000002	""	PubChem:(242459 3246206 53298789 92158744 92229219 92229220 92229221 98103880)
KXBPLKREEKSQDT	InChI=1S/C10H19NO5/c1-10(11,9(15)16)7(12)5-3-2-4-6-8(13)14/h7,12H,2-6,11H2,1H3,(H,13,14)(H,15,16)	C10H19NO5	7	-3035.861270212989	""	CC(C(CCCCCC(=O)O)O)(C(=O)O)N	-2.62599993	""	EcoCyc Mine;PubChem:(100986962);YMDB Mine;KEGG Mine
KJZWRCBUESZPRN	InChI=1S/C10H19NO5/c11-7(10(15)16)4-2-1-3-5-8(13)9(14)6-12/h7,9,12,14H,1-6,11H2,(H,15,16)	C10H19NO5	8	-3038.529435910319	""	C(CCC(C(=O)O)N)CCC(=O)C(CO)O	-3.44199991	""	KEGG Mine
ZKMRIBRLNYAVCK	InChI=1S/C10H17NO4/c1-6(2)15-10(14)11-8(5-9(12)13)7-3-4-7/h6-8H,3-5H2,1-2H3,(H,11,14)(H,12,13)	C10H17NO4	9	-3040.6577944319242	""	CC(C)OC(=NC(CC(=O)O)C1CC1)O	1.56299996	""	PubChem:(81991975)
VSZKXAYDTCXJMB	InChI=1S/C10H19NO5/c1-2-3-4-6(9(11)14)7(10(15)16)5-8(12)13/h6-7,9,14H,2-5,11H2,1H3,(H,12,13)(H,15,16)	C10H19NO5	10	-3040.671175131662	""	CCCCC(C(CC(=O)O)C(=O)O)C(N)O	0.210999995	""	PubChem:(88193605)
