Sample,1mem_Bt_12pt5hr-1,1mem_Bt_12pt5hr-2,1mem_Bt_12pt5hr-3,1mem_Bt_12pt5hr-4,1mem_Bt_25hr-1,1mem_Bt_25hr-2,1mem_Bt_25hr-3,1mem_Bt_25hr-4,1mem_Bt_30hr-1,1mem_Bt_30hr-2,1mem_Bt_30hr-3,1mem_Bt_30hr-4,1mem_Bt_35hr-1,1mem_Bt_35hr-2,1mem_Bt_35hr-3,1mem_Bt_35hr-4,1mem_Bt_40hr-1,1mem_Bt_40hr-2,1mem_Bt_40hr-3,1mem_Bt_40hr-4,1mem_Bt_45hr-1,1mem_Bt_45hr-2,1mem_Bt_45hr-3,1mem_Cv_12pt5hr-1,1mem_Cv_12pt5hr-2,1mem_Cv_12pt5hr-3,1mem_Cv_12pt5hr-4,1mem_Cv_25hr-1,1mem_Cv_25hr-2,1mem_Cv_25hr-3,1mem_Cv_25hr-4,1mem_Cv_30hr-1,1mem_Cv_30hr-2,1mem_Cv_30hr-3,1mem_Cv_30hr-4,1mem_Cv_35hr-1,1mem_Cv_35hr-2,1mem_Cv_35hr-3,1mem_Cv_35hr-4,1mem_Cv_40hr-1,1mem_Cv_40hr-2,1mem_Cv_40hr-3,1mem_Cv_40hr-4,1mem_Cv_45hr-1,1mem_Cv_45hr-2,1mem_Cv_45hr-3,1mem_Cv_45hr-4,1mem_Ps_12pt5hr-1,1mem_Ps_12pt5hr-2,1mem_Ps_12pt5hr-3,1mem_Ps_12pt5hr-4,1mem_Ps_25hr-1,1mem_Ps_25hr-2,1mem_Ps_25hr-3,1mem_Ps_25hr-4,1mem_Ps_30hr-1,1mem_Ps_30hr-2,1mem_Ps_30hr-3,1mem_Ps_30hr-4,1mem_Ps_35hr-1,1mem_Ps_35hr-2,1mem_Ps_35hr-3,1mem_Ps_35hr-4,1mem_Ps_40hr-1,1mem_Ps_40hr-2,1mem_Ps_40hr-3,1mem_Ps_40hr-4,1mem_Ps_45hr-1,1mem_Ps_45hr-2,1mem_Ps_45hr-3,1mem_Ps_45hr-4
Phenotype,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps
N-ACETYL-DL-SERINE/O-ACETYL-L-SERINE,51352362.15,36170806.8,13967982.97,19436516.8,46368334.32,78129154.41,75731443.22,61991642.54,53688372.59,52370539.6,64838141.94,46687926.91,50769726.95,66937132.97,71370433.4,66972505.71,47290683.76,56587585.67,72551363.91,120239700.6,64350531.07,68338916.11,55660215.67,4037707.062,5416327.119,4158792.937,5967313.146,29780955.55,40782144.49,26011740.17,67392257.27,17242432.64,40577787.28,24551805.57,36631037.54,11893608.55,25910604.37,12473580.8,36756490.1,14802341.98,28351822.88,10953868.13,56367576.98,17749275.06,33153944.42,19833320.43,22655036.17,171582.2956,12779960.02,4680805.225,3977054.517,76528785.64,586701606.1,494047020.2,833369985.3,334363456.3,1008398990,656178625.7,1114322289,166821442.4,2054353492,1285353391,966895235.8,660218.7223,781995905.5,1117526512,1712620899,140181269.5,2145234770,1962145766,1514332537
URACIL,1712004.662,5207998.637,2418970.813,4845753.284,1984353.793,6757771.746,5154019.034,2993004.249,2050225.779,5289078.913,4251751.993,4328491.3,1577252.915,3883585.149,7656100.7,1980128.359,4129491.205,7274839.212,10172998.75,5783060.585,2543338.756,4579917.523,11276161.76,880066.8496,4657602.595,4268445.701,2161373.631,2398384.678,18544290.69,26973773.88,5309156.41,4313728.361,15922009.11,28540324.59,14547931.25,5955072.7,15146259.84,19127608.17,2899416.134,4305981.871,17968310.84,10147905.41,10968523.79,4349148.284,29364417.8,21187681,9199070.387,2001496.855,11543212.8,8470941.834,4329330.392,25159284.1,25955199.34,45459564.99,48917846.55,21684544.46,38726059.49,48654420.09,33274437.65,16381634.92,23531726.73,38415249.06,23303485.11,19068923.46,11648361.8,25410548.7,16136949.69,6550782.916,20002000.72,45664958.88,24705620.31
CYTOSINE,2269.127381,3334.406234,4238.999826,2995.027518,2406.042045,7057.503341,4409.430619,3213.303522,3123.743879,3344.570292,5257.741546,4555.428595,2315.608016,3648.793448,8694.56563,2078.592059,4167.009218,7590.225215,4160.983843,5407.806662,2073.882282,2836.77269,6896.326441,867494.3069,5883159.81,3945172.034,2879174.986,9094021.272,39662200.64,51081567.86,28009636.74,27032581.96,55779607.23,61837191.67,79185871.71,38516553.22,64978879.68,52809217.84,18650119.02,26663000.29,88153875.5,55712117.04,72979533.44,21870265.96,114622847.9,69062530.83,69270239.2,266856.919,1287398.702,379143.948,211823.1395,909252.2747,1591634.802,3421989.071,3233001.948,1989115.422,4365826.558,4415751.538,1870709.316,1585451.518,4158647.927,9014013.458,1476362.941,2363418.757,3253470.866,8305696.621,2047310.775,1781030.036,6555046.979,11762712.45,3004649.27
HYPOXANTHINE,388904.0271,1052466.297,528796.6135,841211.5541,384695.6595,820390.8396,778218.8324,547738.6809,430520.5487,836773.3857,566549.5629,865328.6416,427800.7991,709328.6727,873557.9284,525392.4019,593751.6567,483804.2123,1096590.545,922783.5979,705392.0831,341375.2708,850742.1325,127746.784,6169629.399,2359177.972,1705410.654,3727349.279,10061244.88,6536419.013,5350162.348,14082010.13,16437512.63,10013050.82,38628983.2,42591571.48,28535323.3,17860591.31,13851808.35,55331932.48,54572931.44,154740358.6,125870270.7,54806648.84,110134539.1,44084516.68,121757857.5,4949709.727,24316292.03,13380195.53,9809889.888,40881899.03,56755816.85,44110507.4,96118358.07,73289564.34,163664600.2,72329479.85,49069464.17,51289853.92,120549649.3,68395592.98,37862764.57,60810801.92,146483987.3,74434330.02,40511469.17,38138249.4,99772214.12,80516757.32,45358277.53
3-AMINO-4-HYDROXYBENZOIC ACID/3-AMINO-5-HYDROXYBENZOIC ACID,2788888.038,2786238.032,1251380.66,3276027.814,3289268.776,6337712.635,4055538.567,6948681.742,4179439.346,6221603.819,4954788.766,7321086.81,3601559.086,9127091.269,7291756.074,4802111.973,10736744.25,9110822.191,6947415.211,13137660.7,6681266.004,10085394.67,11067608.26,4023947.654,7359080.832,5982868.805,8816814.941,14944448.65,28278995.91,32628677.14,34044861.6,30616776.41,48726928,33478282.58,105347892.2,43819111.33,70054886.12,39596512.14,36985045.57,39255005.81,111467635.2,121932379.4,184532229.6,38217149.37,167308784.2,84426492.56,131666086,7074301.251,14299307.07,7464416.462,8270209.287,18103177.51,19891380.7,21147214.3,41677389.66,39301088.92,34215438.28,38811268.58,38245915.09,35618253.65,49681375.95,50587618.86,36737708.54,50128044.19,96988666.79,41315594.38,35760291.75,46584532.12,62073850.55,59849844.3,55977828.36
UROCANATE,1416505.663,3907260.577,1665157.328,3651326.375,19341350.32,3069511.717,4710412.13,2271609.521,1143161.279,3474864.74,2876660.952,2332972.546,855932.3175,3093129.699,3357547.174,1233230.321,3829324.428,4003860.326,3582500.2,2552135.75,357287.6286,2571770.849,4284951.457,1074999.673,8851663.14,7011623.095,7431340.446,2145511.326,20373544.09,25623434.78,4210869.131,2918666.283,19994351.8,18548905.86,8525005.644,3160257.151,12716276.98,11877349.75,2725775.825,2587278.821,17211650.28,12387643.61,6682324.636,2962607.02,34733179.65,16031883.5,8397198.021,1647143.157,12025092.43,5171677.569,4310730.753,1887462.639,11108750.16,7954459.166,6736496.805,5268321.673,18647887.03,12863805.44,6235497.982,425090.8555,16425123.31,10067026.5,2864421.354,3506019.039,16798336.41,14424107.75,4906163.829,2845690.482,23595539.52,15418609.54,6713939.693
D-GLUCONATE,15756484.5,150863825.3,45233397.6,114410339.9,45393864.01,212505088.3,204657367.3,32822147.91,48130941.56,114892507.1,208591091.8,25121993.54,60803058.08,124254207,378510923.2,11896540.17,69492556.25,235376856.3,446104808,67286473.87,58139047.85,148579445.3,229943213.6,266322.0736,15053540.85,944132.877,547208.0822,991590.0668,1450195.312,741777.3745,873678.8437,913231.4492,707777.4356,1650683.549,3571425.046,13559684.27,731403.2016,2793850.513,476907.3433,437394.2782,572618.2472,601881.3064,2778589.566,332896.8046,2960823.683,3833691.292,1518643.765,5853273.498,122968258.1,64702325.18,4260405.577,32396605.19,78698001.72,63676121.08,204795129.8,43793127.89,135989630.7,79668390.94,25558246.1,80012567.59,167184682.8,58169334.75,31549265.8,40291797.24,1921799635,82175923.2,11312691.47,1096550486,280094057.5,86353254.48,46143699.88
2-OXOBUTANOATE/ACETOACETATE,60334592.57,128437674.9,68823989.38,86395078.05,58572128.65,346310195.2,157470902.2,232652568,69823624.37,452613016.7,197335822.1,340023090.2,41420972.05,632750948.5,311690649.4,159171444.3,198542521.9,728825269.4,479043067.6,422184801.3,41754332.69,562464796.3,457221431.7,6893316.829,13496992.81,1273319.02,12812205.24,8478319.705,1420152.654,13552133.44,10090317.69,10101082.75,3046980.975,1648195.849,21699303.85,4314856.587,8511306.643,1039413.886,2667848.205,7307103,7886430.364,7864619.684,16186349.6,7995358.03,5079205.4,8690563.339,7038048.153,10454644.49,14249391.89,2043473.464,12557756.18,13519680.32,19534005.23,2960490.938,52282468.1,20795728.05,54263467.51,34824050.81,40803062.6,22307412.34,46104140.69,29964628.18,38036852.13,10077911.95,8016751.521,10349752.83,28497439.51,21490418.55,22417524.29,23420676.4,41727205.61
2-aminoisobutyric acid/2-AMINO-2-METHYLPROPANOATE,58352.2407,34888.00289,4695.945474,5391.734029,83192.80925,236457.3814,89710.70546,45282.82986,79606.96153,94636.26231,66495.81164,98503.41206,78779.25571,71586.39449,112689.6905,54942.28107,100837.5627,108839.3333,261150.5967,173132.6755,125425.0117,93474.23456,99628.74743,1141446.01,4197693.457,1173696.576,3437392.776,2318535.311,5594975.376,4532657.608,6388880.267,3836015.022,5984550.046,3784682.29,6252490.65,4214340.815,6482312.712,3090299.132,4139132.45,4443766.916,7371860.232,5184507.868,6288211.073,4311929.775,8357112.706,4043888.553,10466179.56,48298.14674,347391.02,140182.79,92068.8283,227183.6256,230375.7243,207938.2236,275515.5588,403059.0388,523213.8349,403136.9604,390822.5761,286878.2558,517341.4375,412413.1856,246164.5512,447809.8949,792348.4841,446434.3904,205956.6961,308869.4314,666252.4135,402285.2495,389606.7181
5-OXO-L-PROLINE,25900861.41,26417836.25,7443765.891,9607342.504,46210518.99,77804404.31,43388983.58,28498769.93,31689767.85,51262730.55,33145915.55,19921691.4,27016170.42,67623357.88,42620583.23,24166262.79,29210518.74,72818767.93,48562130.42,64414652.04,32264844.1,68274547.27,33817862.04,4413401.542,4839591.535,2287520.811,5493161.378,4345726.141,5845129.916,2849108.099,3726423.824,1999195.136,4829120.333,2249295.352,455010.5375,600397.6969,1527484.713,1344770.882,3363463.863,930250.16,2649699.334,877303.8027,771187.4893,1468601.221,3260446.301,1247819.818,1280098.765,7875886.286,15144186.37,7970871.073,4345379.233,21516138.64,19020185.22,23030431.38,28948250.4,44356147.68,29502999.71,17702428.02,22272480.44,14016754.91,43925939.44,17448108,24107848.26,16607409.19,17549955.11,19655971.08,19173203.87,5860277.933,27161420.59,23886910.03,20599833.82
D-GLYCERIC ACID,3940685.918,5898704.274,1320120.318,1041112.844,4627614.752,8552038.189,5855248.297,7325103.456,5599554.896,7158356.291,5338077.817,8109326.124,3560718.95,8616106.493,10167748.76,4224671.064,9198849.374,9493714.5,12255519.54,15241868.25,6118929.382,7608781.967,8201146.528,1717917.969,6515146.028,3160676.775,4681257.001,7224469.133,12118134.93,8502401.399,10966120.97,9174870.676,13434297.94,7276446.816,17038575.6,7484310.532,7336598.384,3580744.683,7312710.215,5961438.826,5889367.589,451385.5358,11751383.99,455676.0652,5825508.007,4004516.704,10266245.88,2746921.185,8943293.848,2662718.813,3485821.665,6549996.236,7522631.032,6080306.302,13327649.94,15137399.98,14997307.27,8561611.702,12351005.27,8023236.192,22495622,9953433.829,10037446.65,12885866.97,16505024.87,11106257.68,8039678.951,6923148.402,33033738.68,13220198.59,14755536.24
vanillin,1711892.656,1320999.86,2533134.499,2855212.884,1114144.627,1395129.964,2034643.929,1256141.202,1319602.006,1385635.391,1829691.273,1910475.403,842081.9959,1747952.341,3299349.931,795193.2704,2065859.152,1871601.807,2700917.083,1627691.752,1120727.419,1045883.972,3205162.797,665652.5217,2045162.214,2843385.607,2759263.626,743209.0141,1678451.869,3641256.489,2355957.553,1552380.266,2060132.891,3402834.484,5269326.232,2646210.76,1526034.719,3527648.415,1406783.853,1120200.502,2021338.165,2569991.861,5893887.01,1112471.126,2861049.804,2922013.208,3951598.125,3352637.723,8829846.59,3889723.729,5125876.469,1815588.093,4550868.644,3999540.911,10480650,2700275.294,9241151.207,6677911.651,6408361.573,2816233.067,7956468.381,6198683.999,4780688.442,3364391.196,5820842.139,5891823.943,5922316.743,4100916.615,8707932.619,8590085.251,6485623.143
malic acid,35710.23977,3566302.566,128498.4113,317938.2798,147919.1954,15510917.55,9481592.17,943385.3621,673158.4145,6458294.211,9951111.946,95938.29077,533716.4071,5816917.91,25805368.31,121030.6376,760382.4081,18063302.68,15115470.06,1684425.934,96364.37868,4612590.747,10024505.42,50258.27833,5889967.716,2777547.465,117587.0385,249955.1978,11898961.1,5819096.019,116341.017,1505287.452,8541601.317,6976645.524,3175136.363,780435.5942,11842529.68,929593.5554,72888.41267,187399.0643,7096765.102,486629.4928,1069874.93,46032.42421,10139815.72,364390.3847,772979.1931,27364.53876,702249.9735,130791.3539,19297.30354,51947.7153,1471272.108,213211.5483,360111.4402,72725.66119,2898383.296,995726.4772,242226.8772,92814.96532,1479523.888,1009759.736,41233.67581,498487.613,1601127.547,329482.0957,42953.19449,162604.0633,3051907.024,876923.6334,206330.5222
LUMICHROME,465247.2261,497742.66,639407.4704,966781.7917,752957.2206,2853066.089,2981155.716,2077866.285,880618.1428,3070014.266,4202648.431,2319990.717,726542.3055,3061034.116,5635403.867,942683.4395,1236537.31,3766748.081,6133601.244,2253640.506,744861.7468,821052.8709,5151317.903,48141.2115,3058886.237,2184854.536,1358030.513,1121729.749,3511160.988,3406945.215,3055270.882,1998925.162,9033064.923,5631930.833,8682540.217,2889699.21,3954764.225,9027317.863,2664733.691,2154583.424,6220079.329,7996710.65,6206043.793,1271193.467,11420659.93,4712261.634,5304869.07,782043.4238,1796865.951,1721489.087,1751913.22,2450272.534,6032578.136,3341232.453,14606660.3,4015412.743,11004180.82,5023141.18,9805646.39,3230555.424,7723771.448,8302295.296,7696227.177,3713891.37,10850219.72,7431742.187,4864166.698,3301703.003,8434106.964,12959518.14,8175784.636
THYMIDINE,3086663.992,8797614.207,5207534.109,5866415.024,3952504.197,11158669.61,6247351.826,6315303.83,4742068.137,11482810.85,7578722.83,6677242.161,3109672.656,14630825.77,13028532.79,3397985.171,12181134.05,24865590.41,20205747.43,12759652.68,9128854.894,19182731.53,22431611.75,427772.971,2172007.73,1065147.041,856006.5868,321713.3207,1046750.807,215465.3126,51227.80055,667699.2874,131928.8742,277227.1265,629015.4327,105104.9568,1155382.737,487183.5202,554071.566,2640537.234,1712738.717,3168331.439,2222480.631,3402815.261,2995136.044,483671.9211,4151662.761,68924658.71,158205859.1,95677136.6,64110114.35,182068372.7,160329945.9,228397126.6,337170033.2,335588425.5,324046945.1,323051792.7,260364514,232790242.6,302087517.3,337204989.4,253136228.2,298860994.8,350111722,351339597.7,220354510.5,284160074,373672148.3,511946776.6,316309284.7
ADIPIC ACID,5406595.686,5526719.75,3530851.419,4896561.791,4478070.859,4522592.239,5564216.554,5825462.694,4401239.766,5537002.817,5018752.375,6301928.073,4346083.392,6337519.799,4502242.71,4098440.169,7047053.748,5177767.25,3842781.778,6244029.105,4478301.263,4229477.784,4418206.255,4664986.732,4232165.447,4722806.509,6463225.349,3891597.921,4310960.472,3588949.124,3844106.746,4914643.24,4031724.334,3278825.138,4634951.117,5545002.132,4032924.096,3534422.723,4442494.408,3872141.278,4181654.752,3228515.421,6388294.147,4037493.261,6875365.618,4109620.765,6774659.212,5216957.005,4049440.559,3624029.286,5739682.633,4283575.591,4692159.804,3530146.601,5860263.451,6804366.279,4733059.199,3607870.67,6740768.056,5548424.143,5535787.129,3488313.953,5218157.364,8187656.675,5297647.059,3954763.547,4940064.321,6427775.807,4402639.484,3830643.937,6667247.775
2-Hydroxycinnamic acid/4-COUMARATE,304108.472,84937.60587,270209.0993,153995.6968,119758.4381,150774.3255,149780.7184,367718.772,155608.6622,317979.9017,78741.57412,636965.4713,384604.0434,163657.3869,207108.0092,127381.0109,128366.0362,268053.7613,180921.1293,259891.1455,74914.66171,148143.0232,205746.8445,1437534.992,3333351.156,2588164.755,4441530.509,11553306.37,22145832.52,25033449.35,38010492.17,38095332.87,39098197.85,34830870.64,157091675.5,57430426.51,61818722.56,38940388.57,38492153.03,40563450.14,106770039.6,76245880.6,209057624.1,33497375.17,81181921.28,76749944.47,167944588.7,2059359.15,3771865.271,2552923.631,4382984.16,8511276.804,8865369.684,6144718.793,36714717.11,19996800.39,21647163.48,16192463.96,16837648.97,17741903.4,23156933.3,17602895.75,17263227.66,23284185.68,18893334.71,14945485.02,13518120.96,19970072.78,21598753.23,24922970.42,24044355.13
AZELAIC ACID,7157414.889,6725530.229,4832947.773,6742769.374,4181728.791,6864792.533,7271432.641,5921625.781,2851634.558,9595765.569,6389913.423,3621228.736,3281910.226,16140543.59,5787581.65,4235021.902,3814569.755,6803686.236,4578185.193,5587699.071,2289547.793,6315652.107,5572201.018,3774923.774,5004396.002,7583125.207,4598907.788,2567416.362,5978721.088,5342062.346,4743700.525,1185470.67,5363334.644,4521184.02,6541614.182,2161299.309,4058789.385,4499494.618,3572092.567,2027184.839,4680992.216,4397235.244,11297975.33,1926243.009,10854342.22,5260816.996,6905745.249,5536485.915,6063599.715,4557676.19,4577680.131,2353353.967,7384484.566,4007843.522,7849651.137,7526840.524,8984590.25,4914612.759,5627819.496,1459189.639,11250962.06,5318111.371,5947148.248,2738652.471,9960452.837,4623360.74,3372863.409,2076555.051,8756207.295,11651220.45,4884887.081
N-ACETYL-L-ASPARTIC ACID,3119650.173,5605848.116,8277831.71,8723817.251,5593487.604,10332662.91,16997483.98,3670926.249,6371841.845,7200663.286,20268138.97,3610061.887,5616447.809,7330142.481,11308773.67,3662199.732,4877934.119,15257892.26,20734537.54,8082366.237,4333397.405,16244285.11,10684366.77,2226442.93,2822997.502,2390310.48,1788353.682,3738783.865,8476477.444,5060955.345,2789256.65,5905739.171,8463081.581,12528985.88,12895368.42,6873858.925,16605137.53,10355714.76,2851293.172,8925855.324,26508873.87,13085573.48,7669233.334,8408032.217,48985254.13,36730921.02,4600516.846,1986279.445,1676578.259,979088.2714,168693.0756,554575.1847,3497010.644,1934764.47,14632873.9,294514.7986,14378432.32,21173634.96,5532818.762,554454.4933,35284386.82,9938897.799,505398.4951,863684.0484,2397222.575,3677323.659,2201265.794,43804772.17,13386805.21,9756323.814,1073533.332
3-METHYGLUTARIC ACID,7077723.153,3680398.299,2554102.648,2694588.46,4974921.932,3536409.809,4565696.39,6545263.758,4707028.608,3837404.568,4399706.668,5670369.887,5932221.23,3945083.824,3201289.783,5603245.794,5114979.005,4917680.966,2542915.908,6162349.205,5100838.274,3513687.814,2832871.577,6710022.911,3234067.324,3360907.195,5823220.979,5715935.184,3759536.051,3241920.053,5316761.676,6031971.743,3563582.175,3543120.938,5173460.482,6436428.061,3995961.406,3739288.407,6194095.46,4740737.686,3668112.717,2905956.782,3839012.14,5060325.067,3643158.426,4338819.125,6184484.857,7120706.842,3419340.041,3060109.705,6223751.237,5122795.25,4434254.771,4002718.602,4951147.064,4863237.085,4733059.199,2779504.033,6759697.642,6338090.989,3981769.82,3310192.436,7061518.629,6045820.437,4076037.004,3872854.093,5584655.5,6459263.362,3896022.702,3160021.441,7780402.508
PHENYLPYRUVATE,1369587.213,163299.8487,3916767.573,5902629.872,970697.8244,1243685.582,3851757.057,2356840.872,80303.78417,1261296.41,4346805.251,2688124.404,568679.9257,2871516.699,5980785.56,800605.3995,1788094.782,7185264.493,4044639.941,2846445.171,283951.0484,3994245.286,4714143.363,2260425.023,3300886.167,9504705.194,5267250.295,3774950.144,30519351.96,38566064.1,3030810.852,3923985.224,27029292.14,28856965.33,57582489.24,3633230.17,35150465.8,22187328.88,1246050.296,2270034.672,39000993,19886550.9,65064273.16,2512191.211,18105430.54,10934594.82,5642726.481,28451351.73,229791811.4,107405829.6,65312419.28,34451558.02,225156278.6,168528154.3,633339045.3,44124059.14,537629868.2,389448204,273135976.7,62190255.98,396692979.7,516360856.4,195828818.7,49648460.62,376544623.7,380790874.3,133412225.1,89936591.35,464865490.2,363234439.7,241505946
5'-METHYLTHIOADENOSINE,757752.1686,656979.1375,1014311.626,818265.383,821746.7995,1084188.265,1215347.893,1301706.978,927781.6263,922538.5968,1602991.117,1604033.509,513205.5577,2820488.621,2475207.015,796697.0471,1473256.327,3524287.271,2915941.34,2389247.079,834772.5975,3178228.472,3157129.817,150423.331,1227317.513,991828.3882,730402.8857,777260.7815,3661764.954,2840474.762,1583956.599,1525621.514,4684163.684,3985924.985,3191771.777,2392478.832,4603343.142,3498095.719,1045526.407,2211677.818,5316616.667,5638714.377,3621257.796,1717310.136,6743160.711,3156101.092,2984633.175,411508.6782,1438310.765,668527.5467,271489.659,240334.0266,501577.8994,544348.3386,678875.3906,295379.4987,453609.8894,483811.7999,157490.9525,27747.76814,101314.2634,301809.5419,44066.41263,6080.959982,227458.0687,22022.3677,5060.364445,6213.982545,3706.032117,25376.9165,8136.166588
4-HYDROXYPHENYLACETATE/MANDELIC ACID,153017.3401,2826391.072,355926.1007,2159204.704,165740.9869,4813243.127,1302921.34,656960.2504,77257.28704,2340166.824,1325914.845,663933.4523,144378.329,2937574.85,1882656.195,250219.6646,123876.2708,4864975.654,1904020.703,1491871.778,130393.7822,877611.6197,1906963.104,100634.2013,4178408.619,1465077.843,1689403.949,76214.31944,1243972.079,1382795.242,1650191.568,141437.3748,1151627.692,910669.0907,4348540.272,52449.34338,902296.4245,914973.5423,610970.3131,188104.596,1391341.346,830369.0489,2299066.858,153936.2728,9988223.483,829399.3283,1290703.286,914238.7431,4948605.045,2209937.272,2413000.354,130886.281,2405069.42,1368910.06,5082525.533,2172435.161,8225187.854,2628428.154,2958554.912,212344.2559,4014999.521,2882010.81,2300797.093,201279.2732,5201320.902,2668869.729,1924548.838,167499.3746,5699262.933,2876797.445,2773717.616
ALPHA-AMINOADIPATE,5319197.507,2664310.782,4939512.753,3673733.491,2956967.767,2800131.806,4897545.362,4391816.841,2726898.768,1887929.418,5594935.545,3945891.751,1761697.006,2572008.26,4547022.451,2538666.199,2302616.274,1551946.369,14300579.6,4303698.099,1523232.029,2943553.099,3318358.893,1945829.338,1817367.332,3048822.885,4369211.765,4063693.759,5936999.75,10447321.73,11896005.95,5217260.283,9281368.336,10268517.75,6502921.503,2770330.22,6356265.184,2300485.005,4463823.335,623716.4133,5638893.445,448608.456,5707043.892,448956.2928,607147.9559,732803.1222,4335869.739,3029726.619,8904050.688,5579449.623,2542964.23,2286947.107,1900198.706,4900517.769,4741555.143,7028852.176,1618510.537,3663538.356,2929936.954,1611966.73,4890048.28,2771773.992,2213649.965,2094288.497,1226500.132,3351048.687,2893587.342,146912.6681,2487818.905,4037347.138,2520410.521
OROTATE,2503647.498,3846634.376,3520283.008,13576392.04,3800578.253,3712649.624,10641775.09,13080678.29,4662947.945,2437608.561,9569326.692,11627961.19,3397282.776,2448582.06,25739273.71,9352055.268,16683118.77,6734315.168,34069432.55,24582066.9,5798419.424,8526659.513,48434221.39,165678.5916,1343400.198,5020877.027,1749688.227,2041154.145,2734855.52,9021113.374,2433283.249,4604437.236,2919316.07,11251284.97,13584096.74,8684112.721,11456057.75,11640809.03,4657215.02,5312930.697,9424521.229,13253176.35,13984869.27,3434382.077,6888453.918,11656204.59,16643998.11,11574150.22,3697758.528,5356353.83,6323313.318,5937047.361,15847415.18,17192716.85,33651646,5148961.579,12401271.67,22001274.8,33223950.8,8382810.124,11785252.45,20724488.1,21843522.04,8777622.979,12791380.32,19696502.69,12675443.94,5518814.743,7798713.623,38546705.86,24565869.65
XANTHOSINE,22226.21426,173510.0179,0,35403.12943,176015.0759,224945.2778,273656.8331,1225790.354,74610.63441,339891.5329,148571.6387,395986.1855,181861.198,390398.5445,912099.6028,23166.29684,83466.8446,1495277.694,398718.0605,1778405.477,211116.5464,141974.465,88639.37874,9848.94924,1028025.355,146030.0874,29255.12024,277369.2535,1344600.861,599749.9013,203518.7161,414823.6141,1696913.13,2280736.468,925398.5398,1183919.954,2937739.991,2185217.886,454178.6186,2965324.783,3115618.247,6465913.19,3803496.256,1898211.505,4572116.829,3317016.904,1542270.568,11261.46326,63335.49521,61523.48852,17211.19502,316510.4118,70548.35258,130290.4125,64017.7935,355741.0015,100604.8867,74113.40062,74707.00981,176860.5739,265661.7703,428781.6305,17640.33275,91530.89515,266946.2028,357830.269,92027.73535,38931.5928,445455.1997,39044.56849,91398.31408
PANTOLACTONE,124816.4513,784266.096,448327.215,5140527.677,428671.9479,13630789.26,6270048.875,4616105.357,304855.0998,6175732.894,5733169.072,13413918.95,893065.3179,15029342.27,42470711.88,160681.1538,12876607.63,9214691.815,56848641.27,28207144.8,1968647.475,23591491.03,67876741.73,277388.3174,1978848.5,1019004.612,1280303.143,87208.82825,442242.0132,1946514.979,853500.0163,857761.3953,646153.7583,1386857.792,12343516.1,1070283.077,1567628.345,2284267.183,577632.8304,589414.4001,1503921.379,1918230.195,16681937.57,1478878.629,1846688.501,1156800.377,2358071.047,353471.6863,690631.4683,226321.0629,303293.4104,416474.339,968450.057,382779.0179,2409263.071,621037.5587,1040248.657,1514105.516,152069.423,159552.562,2192649.604,2663643.461,261359.6679,903418.3964,1950443.421,427173.4373,314558.6242,856512.1769,3638857.292,6674897.346,377286.451
"D-GLUCONO-1,5-LACTONE",15281336.62,25446904.49,9658045.418,28294776.75,19077037.01,17388187.62,20556752.71,43666147.21,23660453.79,9038379.473,25205776.58,52913067.58,18188122.56,8374969.346,42657754.29,16568793.1,53824872.95,22121631.24,47319110.3,58927257.83,12677470.43,14654573.76,25572678.91,1594741.574,1604117.88,2540062.295,3343646.772,1091236.904,451016.5187,1055388.232,2489158.267,1891338.695,403525.3716,681988.5893,467613.5264,1630709.721,434630.1631,338880.4713,1115813.589,305101.4465,301217.1412,84521.12211,65198.13566,253817.6671,103178.7654,159843.0443,1065045.884,14449018.44,34556883.98,44984576.87,22049205.57,22115418.42,7188679.614,16324643.19,24588784.84,26115932.41,10256037.11,14339011.7,42705667.54,47588908.84,10509538.41,10504929.9,25794309.8,17868065.8,201484232.8,11648095.59,17750660.08,265746257.2,14609646.85,21648213.64,29634499.86
