"","Label","CYTOSINE","4-AMINOBUTANOATE/Y-Aminobutyric acid","valine/L-NORVALINE","5'-METHYLTHIOADENOSINE","D-Lactose/D-(+)-TREHALOSE/maltose","4-GUANIDINOBUTANOATE","CHOLINE","5-OXO-L-PROLINE","PYRIDOXAL","D-(+)-GLUCOSAMINE/D-(+)-GALACTOSAMINE","3-METHYLADENINE","DIETHANOLAMINE","UROCANATE","NALPHA-ACETYL-L-LYSINE","ALPHA-AMINOADIPATE","PIPECOLATE","ADENOSINE","ADENINE","N6-(DELTA2-ISOPENTENYL)-ADENINE","3-AMINOISOBUTANOATE","N-ACETYL-DL-GLUTAMIC ACID","Ectoine","DETHIOBIOTIN","2-HYDROXYPYRIDINE","THYMINE","(S)-NICOTINE","4-IMIDAZOLEACETIC ACID","2-aminoisobutyric acid/2-AMINO-2-METHYLPROPANOATE","L-TYROSINE","PYRIDOXINE","Isonicotinic acid/Niacin","L-CARNITINE","L-ALANINE/BETA-ALANINE","CREATINE","TRIGONELLINE","N-ACETYL-L-CYSTEINE","L-GLUTAMINE","ALPHA-KETOGLUTARIC ACID","L-TRYPTOPHAN","5,6-DIHYDROURACIL","4-PYRIDOXATE","GUANINE","N-ACETYL-DL-SERINE/O-ACETYL-L-SERINE","L-LYSINE","S-(5'-ADENOSYL)-L-HOMOCYSTEINE","CREATININE","L-GLUTAMIC ACID/N-METHYL-D-ASPARTIC ACID","L-HOMOCYSTEINE THIOLACTONE","XANTHINE","THYMIDINE","LEUCINE/NORLEUCINE","proline","D-PANTOTHENIC ACID","L-HISTIDINOL","L-ARGININE","RIBITOL/XYLITOL","Choline O-Sulfate","N-ACETYLPUTRESCINE","4-HYDROXY-2-QUINOLINECARBOXYLIC ACID","PHENETHYLAMINE","3',5'-CYCLIC AMP","D-GLUCONO-1,5-LACTONE","methionine","RIBOFLAVIN","ADENOSINE 5'-MONOPHOSPHATE","HOMOSERINE/L-ALLOTHREONINE/L-Threonine","LUMICHROME","GUANOSINE","OCTOPAMINE","PYRIDOXAMINE","5-METHYLCYTOSINE HYDROCLORIDE","L-PHENYLALANINE","GUANOSINE 3',5'-CYCLIC MONOPHOSPHATE","D-PSICOSE","4-HYDROXY-L-PHENYLGLYCINE","2'-DEOXYGUANOSINE","L-ORNITHINE","SN-GLYCERO-3-PHOSPHOCHOLINE","L-SERINE","CITRULLINE","N-ACETYL-D-TRYPTOPHAN","INDOLE-3-ACETAMIDE","HYPOXANTHINE","GUANIDINOACETATE","INOSINE"
"1mem_Bt_30hr-3","Bt",2.80682671654959,2.90598023952928,18.5057432153429,1.48103947855091,6.77197768271356,3.80580800921677,2.80926710278293,1.79682630778133,3.44739363078368,6.05879258973162,6.96522198149179,4.81440796237694,2.72100765110242,2.88552448420557,4.52180431073718,4.12488139378007,1.64291153814677,10.9269467359211,1.64839697143797,4.79369300973273,2.53550423829309,6.00804578232383,1.5570309275518,1.84997905007343,1.99868965588524,2.50492098613789,2.40495083762352,2.24486008008847,3.05217431733006,4.58928571652062,7.32323622930859,1.48857798420366,3.04912097839052,1.56346844881064,4.46985586753171,0.978608990270812,1.89121455370353,0.412421230553591,1.13364147242498,1.23134413028227,7.46014406381951,3.62995215531145,0.992176730680099,2.20666758507498,0.134106779477512,1.55679153976604,1.13447933683201,0.586296415433332,1.24510497553627,0.754523876184786,3.41348949820422,1.52664165798553,3.20081206522862,0.90102908320703,3.14847533244208,1.23971858909547,0.271880368685437,3.42497472462459,1.64314208936058,6.23651813089985,0.30185853425373,0.23966315418559,0.830644773926717,0.286422334652759,0.236825406189489,2.73994067674271,1.21607118237793,0.134106779477512,2.72045105506096,0.714020057924295,1.08697275938999,1.98613199424478,0.187955310995241,0.920175495351694,1.41758321725385,0.664177250935586,1.3655864127748,0.501625642108765,0.49458298716098,4.00368342151953,0.854010131901539,0.905967002397637,2.10196332717532,0.691798966051303,0.134106779477512
"1mem_Bt_30hr-4","Bt",3.75015353353374,3.67345619174021,32.361280847475,2.26509231835763,6.17408969815688,4.53762645941473,3.66107816738429,1.00257820678215,3.17215883865135,6.6509738332751,8.9267823558451,7.45454946695698,3.78107868286663,3.11444661839894,5.30769147802166,3.8318133015913,2.7782154558608,14.2854546025611,3.27910694998541,4.96217395819948,1.92304738048215,5.32869954478428,1.91835300517008,2.56775716239655,2.38218823694171,3.24851896718678,2.72832932687133,2.39262495417872,2.84900684091187,5.87072175220378,7.93954431953526,1.82598550437738,3.34958274067055,1.49382655450734,4.69474936945017,0.981764890355889,1.08434133167552,0.702283130130131,1.68838244389285,1.63717422459671,10.1602521109043,4.81756495014029,1.35467413621479,2.81302274880035,0.172263142726532,1.89638581046147,1.26381298992641,0.646306591799147,0.981585179642228,1.69635825146645,5.40780956494503,6.16087536950509,3.31696402195978,1.72816087077445,3.07495510110044,0.817632854651627,0.348972762579273,6.56990884017652,2.41098224041034,5.42123700043082,0.384126766301569,1.36089485834955,0.925144553378596,0.746187033425595,0.172263142726532,1.3375969877237,0.624769061569679,0.42850988515948,1.60127615279462,0.683559861465262,1.48130102908033,3.99633390812428,0.172263142726532,1.06700170967368,1.63393118565563,0.81166179433334,2.19987527935898,0.172263142726532,0.425689917478543,2.97686644288371,2.79222073301386,0.874171521852663,3.28643889454109,1.1966068061656,0.172263142726532
"1mem_Bt_35hr-1","Bt",2.51705845271069,5.22285710787221,28.905141490757,1.86122682980766,3.35453475754943,4.36910883580704,3.71380668828868,1.51781464359101,2.14782339787612,5.51682000031566,6.74488047184572,4.79672535287378,2.95823817921636,4.11279178644694,4.30298924660521,3.59006165278809,1.99415580997396,10.3902354465702,2.29116550286019,5.16777958185345,1.58217978706984,5.29029524574527,1.00256515133018,2.0254024925401,1.9249022093315,1.7350137782525,2.22882778436022,5.26627581987321,1.72384270550008,4.2939555093724,4.82895862402663,1.5805967583219,3.29946100051989,1.56586856358075,3.04502248840204,0.828555974691516,0.822858046945315,1.19767067568537,1.22462498334661,1.59936265942079,2.08387064844915,3.47661573134577,1.40172335084845,3.03443420888943,0.192007468306266,1.1281506002718,1.85478426172084,0.416190493473716,1.03971850023548,1.04640859911105,3.4411254841783,2.47757654456862,3.67697871455467,2.19846509470664,2.33830682478425,0.339151937624574,0.792183642198411,4.40749532946983,1.60597639437602,4.42944001515197,0.288084466187352,0.330353198776884,0.496357864229014,0.654824714143717,0.278407984145314,2.21430883243295,1.01201777827111,0.299120302243569,1.77152804450256,0.811808502622037,0.787041013676726,2.9433331577016,0.366287181671025,1.11494564263282,1.96098876878627,0.382999560657143,2.26649013757902,1.80657874107052,0.544650192532239,3.73412035754153,1.48069348883074,1.13037275222793,2.83605079056589,0.646193070012741,0.192007468306266
"1mem_Bt_35hr-2","Bt",3.28061200559309,3.10372193440859,20.6420898190999,9.77523981558303,7.49826947948974,6.20898346732455,3.6958963464209,1.89583490546343,5.03445194911747,5.38869808157176,10.0744906129456,6.39472456054471,3.38269748494686,2.52902360318755,5.04678832838479,4.61045720963301,2.97632130793404,17.1028500086579,2.44183207140102,4.51648447057236,2.10986413553012,7.84644243894344,1.99281098927959,2.58387167898553,2.20644548663343,3.65884149392803,3.03347763069968,2.55500498728243,3.33651550806528,6.37245478596903,5.00876452391999,2.49509651138008,2.74915329842859,1.99764653353636,2.93945094262378,0.602959421925418,1.60528069964969,0.463956877304727,1.4940928362897,1.53091333872832,10.1727892824595,3.86474079759488,1.40923652791272,2.0999156184124,0.173813668592531,1.74063412691707,0.945697357093138,0.643130418173208,1.40788814596134,0.755930974085165,4.3355203472113,2.12054643905224,4.33201975014219,0.762925372243364,2.67838335182188,0.674295871307843,0.8919052835414,5.39639655872168,2.59053020341149,3.80981137227808,0.343595505221084,0.26870746383654,0.668939484791459,0.423830521965685,0.173813668592531,1.84317229593307,1.10411752919088,0.173813668592531,1.85281359817444,0.463870914120304,1.0559467251116,2.5324332682504,0.348309305870773,0.376340423265588,1.01642747534674,0.383909054924853,1.28668201840712,0.358784807732914,0.448984385713992,2.85993674564634,2.87662958753061,0.682257881900293,2.15213442447387,0.904209694945835,0.173813668592531
"1mem_Bt_35hr-3","Bt",3.87260067411465,3.70980358295464,14.2108680831934,9.68967103680357,4.80332897608027,5.11971890200067,3.52093584785863,2.66872259149859,3.73590211442592,6.36642183524622,9.44897892639542,7.38665976179716,3.44213084735032,2.87769217918439,5.23123634648073,6.32350628252583,1.8686081368436,14.3768465709007,2.28136746157417,5.25191453007674,2.33169136900697,7.57257574691731,1.84961841687663,2.46538139643537,2.06950877505011,3.28981830054144,3.26969003930814,2.80855084764381,4.61205565413738,6.86114353501667,6.33175566202863,1.80167492561487,3.49321237189486,1.70174506067136,5.58395284236522,0.851685845769942,2.08378457325141,0.31278175967933,2.13107345775687,1.76344356902868,9.71239548558068,4.52931244444107,2.44999810462124,2.89742120362205,0.154986909389476,1.62684533315598,1.06564847669165,1.19106678374148,1.38151306578014,0.712522883545729,4.97447678900912,1.61516119255433,4.30675414085638,1.74732985110504,3.20348880834277,0.47053839124836,0.452556393807213,2.45124930013947,1.61966711398641,8.2032899493402,0.154986909389476,0.283731812181081,1.30545894465181,0.519504616992325,0.154986909389476,3.07751886174576,1.18888512575225,0.370595806631879,3.69269544600069,1.2912231642679,1.46080252502584,2.51594886794667,0.347693311479282,0.422379034569757,2.07020537119724,1.00247254710559,1.17419938340924,0.43879981938473,0.278833854060187,4.53233695868935,2.34008046729067,0.920854381738762,2.57857365048112,0.68171700386041,0.327660575696873
"1mem_Bt_35hr-4","Bt",3.67068758559594,3.54901695320612,26.644387857147,9.43444200906144,3.90535537215611,4.48162510465543,4.80387240419234,2.05083698813149,2.65301956139602,6.01253351445637,8.58966488491593,6.60498841442115,3.87732211651599,3.62570815146061,5.15299129425742,4.85517092168407,2.8874510623438,13.057763865267,2.94109312361269,5.70521661287351,1.68625663051195,4.63316065057707,1.69433436504979,2.56529568277719,2.09957364800399,2.17656594591019,2.67892066871497,2.37877570882011,3.37278724735636,5.54666817006289,6.52504093759445,2.63587510050307,3.45577931459846,1.58283221659482,4.38745824834527,0.382322646575068,0.940432922072923,0.209859613312512,1.620156693506,1.80068965092567,10.2337994159376,4.02951722713132,1.99965822054747,3.49618206005115,0.209859613312512,0.988694332404797,1.20321926106509,0.755166684826576,1.07192251135307,1.07549787980796,5.79485935825228,3.53821825712601,3.57570149434522,2.50930587897233,3.66127748549072,0.685557550777674,0.824975770022724,6.09240154720659,2.31652008859374,5.89527251472512,0.342634556750378,0.374888946429482,1.14214759098622,0.9425144275821,0.209859613312512,2.75489527316091,0.550316463661532,1.06661774435637,2.65799878784288,0.749791059875076,0.935249674117611,3.82798659263609,0.209859613312512,0.586618754712093,1.29465851309707,0.412017299511663,3.30572313343511,1.92190399341168,0.616772678250343,3.49861462644575,2.62486177011818,1.16842950281474,3.38835554739989,0.804515912150183,0.324477380972647
"1mem_Bt_40hr-1","Bt",2.93814908062012,3.52425995883288,26.8911222214936,9.11239208167137,1.59998659756603,4.69413109892138,3.02700657743659,1.93690842264368,2.73401174299388,5.13702823234253,8.44471321796597,5.81640944388065,4.52703368021572,3.00531938660914,6.15538913405856,5.45705637176495,1.91102836781057,14.2692643737578,2.81720214812423,4.79173305603746,1.73932191583373,6.55047075779838,1.00601856535926,2.10525179551884,2.73382811428152,2.952976516237,2.86667445447022,2.46051699221996,2.95500752909132,5.88150545057875,5.20074704284322,1.88694033527385,3.17298994613569,1.53561924592403,4.29927989656626,0.519510589495566,1.08245710851772,0.309506677048258,1.44800455586765,1.69383022824711,12.5526691963486,3.71521835599263,1.05183650341154,1.32645161754571,0.164644306993537,2.45495478480697,0.727974412549881,0.597479215747004,0.872686237355563,1.98178626785771,4.94326988783979,2.90288514537872,3.936572099427,2.91315689095727,1.73174190747833,0.504724620180994,0.652840912582054,5.6673150295508,1.94334455550193,4.07530255320394,0.164644306993537,0.964105900158865,0.557966581209483,0.383307482807311,0.164644306993537,1.73702154175652,0.573247525553727,0.253617361461085,1.71303441087634,0.619245676487895,0.738297482833852,3.09865648970566,0.164644306993537,0.438748812620788,1.19774832004764,0.466897941533837,3.33255579752392,0.638015669578433,0.380679678766277,3.29625330164728,1.74514015251248,0.74069304385293,2.59549293133304,0.536021275550484,0.164644306993537
"1mem_Bt_40hr-2","Bt",3.50055560223097,3.72227396945382,14.9879587609836,9.74919142294649,4.34872386561084,5.9430764916666,2.7330795454813,2.85541519609755,6.13394452386734,4.35845649348282,11.1175325916558,6.54994937949496,3.45458013043383,3.00963243951871,4.3179006716509,5.81326317172338,3.05290631899856,18.4782308185427,2.15592675935065,5.48687704814106,2.43688605738495,8.40693187580361,1.8045626126941,2.47924932605226,2.18746877184224,3.76910274301006,3.80774736977805,2.71623705469933,3.82954249719492,7.32560522265615,4.80134496113467,2.27561661534056,3.32345652150872,1.94708216215544,4.51579090268274,0.546853086245523,2.11041987247431,0.882859214757966,1.5354479650689,2.09465919318101,9.82847933680031,3.47019118490744,2.4005518570619,2.11201282806466,0.154285986339394,1.35699814779367,1.12215043979972,1.69194037820101,1.02692543014361,0.862387561054733,4.34360673085416,2.85918032051044,4.74670325602773,1.37718412981517,3.44333214466119,0.987839059418983,0.276487033490853,6.40355196212867,2.14980918471996,3.27458121115403,0.154285986339394,0.252439719152875,0.708426760914884,0.44818778298804,0.21725904655715,3.21118465735445,0.732413291489008,0.154285986339394,2.06565116703051,1.17049725278822,1.60435993785147,2.19495566146404,0.307889647344974,0.367808951271785,1.94810458740174,0.377805357575581,1.33657464911336,0.40938081992959,0.499660845238035,3.43329902532513,2.29935357391049,0.738029849756781,2.47207920018121,1.14308645822488,0.154285986339394
"1mem_Bt_40hr-3","Bt",3.9254039583573,4.07154106938993,12.747834474571,10.2124359067936,8.54038476602007,5.66427027393002,2.80406955228155,2.58597720492796,4.00031717253325,8.75463900175838,10.5717954302362,6.63872975248746,3.84910716467261,3.25447389005635,7.6550082778956,1.9345567800256,2.54358234367599,15.2385458809569,2.4571677626709,6.0349483374725,3.6897454247713,8.3008880737759,2.04324786300698,2.70889512131057,2.86454963724381,2.05177199724422,3.73342991080012,3.07608825223131,4.29147693931478,7.90329419712953,11.4846108977574,1.78320339018466,4.09905866363813,1.75322440046503,6.13751006531885,0.517119355029567,1.60447019402208,0.315896339816841,1.65116366058822,2.06913761585708,9.35328687914697,5.66967251590418,2.68537735535354,3.11070401425229,0.155579576376932,1.52465892235526,1.71585089029142,1.36508293753697,1.63132940643805,1.13001172268582,4.78547930599863,3.66593505467335,5.21673786439348,3.5708762109666,5.38657130568189,0.633097888011505,0.317150533202439,2.66306537808003,3.65033221303497,11.9034509114576,0.155579576376932,0.529914827020057,1.41431386700009,0.493951987487763,0.299107378518874,3.57255441255145,1.58521428629874,0.582615510275609,2.66974540444192,0.797708286309725,1.51241158409024,2.63041106450594,0.255968174497061,0.446029871169393,1.61780628589709,1.11586169351313,2.09875557101267,0.445899871671061,0.425438691322089,5.96786951913102,2.48555728869116,1.0570738156313,1.95179178387097,0.891007304337908,0.334435304643166
"1mem_Bt_40hr-4","Bt",4.12154369119952,4.38841713543318,18.9302748189912,11.625735151625,3.4329238965265,5.10895077130681,4.0855541579502,2.6673647312431,3.80066543849918,7.07176214917598,11.9426727196024,8.51274345236481,4.27307691857097,3.24269507895968,8.42398187707704,6.64196555972446,2.42828162109621,16.6969046110628,3.88763062165078,5.75147143192259,2.2623647482219,5.80667226719587,1.90361470966893,3.37704446772012,2.78824227553014,3.95314063235855,3.50153927414737,2.79846080572749,3.89710122369893,8.58170803124251,9.14106100187236,2.46986413377113,4.00509773863819,1.51563379607066,4.7337023569968,0.375839482585228,1.93888597518572,0.359623287950967,2.05403791669673,2.00446303548793,13.1240571556191,5.10923627203173,2.77158022030684,3.19892615718337,0.315904596448883,2.39872485664543,2.02284448688322,1.6549026521449,1.41496929411217,1.87105357952265,6.08150311302629,3.50922078192106,4.3122652976183,2.74281967703531,3.32665967917243,0.713018526385057,0.504715099391104,8.24840303286975,2.69763513709573,5.66227804452843,0.364370826256883,1.24814561620515,1.0343585640069,1.36631157915148,0.186175447658569,1.90656389797939,0.62560477360716,0.333740236382241,1.97650269290589,0.90919633788356,1.87170995845389,3.93456946405961,0.430290792734393,0.469377135508614,1.2705574143207,0.96928763177375,1.77423477630766,0.905744658617666,0.604124866388844,4.04601913981295,3.50912287817726,1.42214621278187,3.36557756257032,0.501324576483503,0.374426105905073
"1mem_Bt_45hr-1","Bt",2.92924045270463,3.09363219422542,31.3233256696821,7.5248443866571,2.7745534631233,4.34807486621434,2.88626729660816,1.76589080597592,2.20428102365073,4.48128314650693,6.96566253701615,5.10888237770832,3.2599812095207,2.19583366035534,2.20315803024764,4.47085606483856,1.33020337596031,11.6788321595907,2.37820630345492,4.72799317178853,1.55640048490456,5.30254939586534,1.05042802462999,1.67766451042744,2.24649753136853,1.15976962894812,2.55123860823078,4.75896600443966,1.95760980897289,5.19252101307116,5.85123861854605,1.65298420588436,3.14383587081601,1.40571040738256,3.31441671227114,0.370556238246405,0.753676083133201,0.804135511468629,1.61549366563627,1.59175293251437,9.18094435663763,3.6728999819022,1.45038265253576,1.53939469886361,0.247055664093978,2.02419540310878,1.22523194557209,0.414783135488283,1.25559655876441,1.18782764377791,4.08133852113224,2.68641730671302,4.09915851028143,3.06336289758166,2.2618114405151,0.324244367653886,0.464223114778801,4.91042726230268,1.28173098553214,4.70587063102426,0.674098038511619,0.373325144473937,0.732968150066092,0.354728432869049,0.340534731884809,2.60338658176697,0.596176548578538,0.272694403428166,2.25810025800157,0.932282637159916,0.734589982271069,2.27422059961732,0.17284024035114,0.402637883019285,1.64039077174644,0.487676529144489,1.71939037843972,1.00176949817118,0.526384746349361,3.60060285378907,1.7659788359882,0.811154567334111,3.02030537410146,0.526009968187963,0.17284024035114
"1mem_Bt_45hr-2","Bt",3.96541173499985,3.1513405932153,16.3586376958393,11.2437799740343,8.98556335892838,5.9229921784534,2.91369558342605,2.63765742404665,5.12487808963247,5.73370042685657,11.6342535906913,7.33410047422261,3.45426645331256,2.75331695666037,5.46304078607777,6.02230774196021,3.06501334692833,17.6803957554268,2.59381601490737,4.69591988868327,2.50134544896356,8.08619287112523,1.90093939204111,2.61665850288232,2.95045194337745,3.39119282966401,3.05067937906374,2.6034066552348,3.67016283781986,7.99068751262455,8.9648431897804,2.33042858083492,3.11374663014346,1.85247022452558,4.86768405483521,1.20978802553693,1.80653475474752,1.20890589405838,1.6165838256774,1.98574157553927,10.9159601173318,4.65159650066056,2.23892724166542,2.18030855403376,0.278814041748277,1.44474112603318,1.21900344519015,1.72091604975394,0.629537584477451,0.843213127827714,4.59215500672672,1.82428992443466,4.79892602289893,1.41916091228779,3.82214072546557,1.17005495865171,0.394486373445018,7.2694943558814,3.11187935364745,3.0600098821652,0.186812770662885,0.322885372332931,1.21143499773194,0.55216622018928,0.258020749923177,2.05010022200302,1.28266896319446,0.364610978667614,1.74615196745105,1.41880331858512,1.54538963099262,2.35462737301463,0.312034273367002,0.430733397156453,1.83788061331287,1.1923415066056,1.53551490636316,0.78286438423422,0.467677435481133,3.77468099546949,2.63946351371188,0.995375034598007,2.45451001867492,0.596792361541151,0.186812770662885
"1mem_Bt_45hr-3","Bt",3.89658439011699,3.79585558249041,14.7342925838006,10.6775772079711,3.34568956133841,5.45064652434708,3.00993518034809,2.96573770058747,3.81887210263773,6.03333473181137,10.5849762064837,6.27288097079489,3.9209665430064,2.97286555826604,4.02869213493111,7.11363637648403,2.88566402189505,15.6533906609442,3.95999335221987,5.20221835952747,2.42572769391424,7.49537078782145,1.2575216958611,2.78494708749216,2.35750025255377,4.13093757169231,3.69563358876666,2.63242152797451,4.03260343403367,7.93050383659394,8.50778131567857,1.97708695760994,3.59435404855283,1.75202721835613,5.79358249251322,0.350272845813963,2.27792405352244,0.319373217252457,2.19832423534471,1.70082717875907,10.0392635361333,5.04503364519637,2.51332745116526,2.77802175427894,0.159543114096146,1.38347458521188,1.10027756559775,0.582876868594621,1.47153060752234,0.724608155068768,5.49204736468174,2.4970675774825,5.2398813825909,2.65158579149273,4.69850138336762,0.958593143735652,0.522315721121527,5.2307133393427,2.67934209213877,6.99236434293782,0.159543114096146,0.305097618710672,1.36414911125944,1.06164453050254,0.159543114096146,2.94619913340202,2.0891244736631,0.286900923972187,3.40388757641549,1.28216379710936,1.69063262949787,3.02218804376132,0.273779022114522,0.481510171743411,2.45857678236895,0.932100515138602,1.33204695204521,0.238904001661323,0.370584502512122,4.97076657628522,2.83416075722979,1.29401197616225,2.65817582681529,0.369847367425404,0.293424309647697
"1mem_Cv_12pt5hr-1","Cv",13.3109800420096,12.0018684312246,43.4204247095584,7.83445798058167,4.41297224748341,5.60162248242929,4.75817175221336,1.3678497624539,2.14617946084749,5.99285381473648,4.415375021637,3.95855829707288,4.17690327681335,4.6978831162363,6.23627571789536,2.20964297327176,3.15021032638045,3.51249518990875,2.61286687067724,5.35104454425025,1.80615187268728,1.63122216704632,3.11415352219732,2.33798734960024,2.1910302466853,2.98073088403292,1.21651185517935,5.55713770891856,0.959476606508178,1.74281274791141,2.0926466134133,1.89208328008455,3.52791872509913,1.76139844586984,1.884306212056,2.21313283166132,1.11063793957945,1.65132431788076,0.41862873750368,1.33311686977264,0.509088050188253,1.36259565246397,0.465210969280937,2.59010078560372,0.325646034644839,1.00843133492054,2.84398873180039,0.404415602092757,1.01223341377249,1.90819041846649,2.02764376940913,1.49012314826776,0.592607055133939,5.00552591445879,3.17164295637135,3.06080682102839,0.535189776999164,7.26909538221711,1.85565103384854,4.39555726977673,0.241212454426065,0.419963128171124,0.512431854618336,0.403129086655772,0.241212454426065,2.60307792502135,1.40623158901159,0.241212454426065,1.23886543801672,0.967994267365091,0.772027624783782,4.22447527637223,0.469389929365861,0.706521314314455,1.20418410982989,0.911897671529642,4.53711785095629,3.15737443804189,1.17722535172527,1.73864101004471,0.344176088168805,0.897168385703526,8.9262645964744,0.64728882095146,0.360749965500778
"1mem_Cv_12pt5hr-2","Cv",15.7092853011616,12.3485762914593,15.248870807922,6.8360397556745,8.95828916472244,5.74104360009094,4.7328734669609,4.21689869196658,4.62072821208826,5.00553969889379,4.84995864756119,5.63959518418976,4.609329578573,3.83214464039373,4.6231444787683,3.67759970854505,3.36959330459427,3.55462700035139,2.38922163377457,3.30489886473066,2.43247483217715,2.56160963211216,2.73733608835196,1.87535002617341,2.5308774076426,3.03566232384589,2.19861662504834,2.38074201168939,1.82705412749562,1.96387934299382,2.33173877325243,2.03227599641675,2.19436309221719,1.87953175227321,1.81764366197463,1.7495137307064,1.37093434430668,1.42069874988909,1.05605121048542,1.25959319324597,1.1041540081598,1.37318078490291,1.75519549399132,1.7346022428755,1.22903840707445,1.54554935033532,1.12131605383567,1.2622309917812,0.649724378790513,0.868844698669447,1.58853624707589,1.35772332159504,1.60401167515766,1.87309298819663,1.2450662908578,2.00830334830562,0.245489043431013,3.8978093077519,1.26679431557776,2.15589848987768,0.157315329556488,0.268016985626766,0.464527026497932,0.315026625919727,0.157315329556488,1.41352176125824,0.895385555804219,0.428611336272828,1.37373313796347,1.3714636243404,0.802673289424465,2.60099678751505,0.370513802429272,0.444438312386246,1.61105982967157,0.882041077667986,1.79513755559025,0.302241813093938,0.35333413617751,1.83259553341848,0.936895734099044,0.530135185026642,9.44368487106708,0.816957597488327,0.527301415654485
"1mem_Cv_12pt5hr-3","Cv",14.5027118715995,10.6633090286299,21.3365753256214,7.01221866640547,6.03150170763754,4.90373940846687,4.36218916027625,2.5448950633378,3.03965030573621,5.57186487633519,4.03383971792693,4.92778524004087,4.39545230282235,3.44607306154015,4.66699032820546,3.45005397166177,3.04880470161784,3.13488813054623,2.28001401624134,3.39907487662847,2.00613796061008,2.15132058594904,2.96761925054541,1.82011215308441,1.75757968171653,3.54087803352072,2.00378659396542,1.97325973848164,1.62134448773032,1.17439876392318,3.70986207594217,1.94075329467066,2.59579856069229,1.73633128232668,1.68305066408208,2.12426250241269,1.05123215219739,0.340423247038986,1.43450979757429,0.981923860800611,1.03363576566291,1.50436609265426,1.49351050823076,2.24016162618364,1.43194938369178,0.93752767400261,0.841221567441436,0.799168530140132,2.67042732250648,0.747898600185998,3.31094348434517,0.796088792649221,1.62272708030968,1.65619306558608,1.7696798901207,1.39002277494834,0.260827497841718,4.54800810387056,1.23339541882913,6.21696441036311,0.153888793252566,0.280781015264601,0.447852373098315,0.395590058642677,0.25146715775794,2.05743824821693,0.705496478229068,1.0351928263475,2.89475623147092,0.916024219491838,0.690624334327004,4.29606852223156,0.153888793252566,0.455427010488874,1.61719531266419,1.15287118442033,1.96631496973062,0.375461787136258,0.335451425722121,1.60066838241257,0.92881533697021,0.625218464323326,8.2352396233379,0.480749757328607,0.621901934295621
"1mem_Cv_12pt5hr-4","Cv",13.7220869772113,10.5893071738601,32.848718674184,6.75891691563348,1.36781188314319,4.84689332144897,4.58796405671972,2.19962495909687,2.12721048871624,5.7710515029212,3.94406350449201,5.28013409715969,4.71632164753288,3.41354939667569,4.6859423494808,2.98400965614634,2.87272994066199,3.43210592962648,2.33334548410038,3.90628255519182,1.58641051364414,2.16113064194031,2.96259940779874,2.0751991721386,1.40856904997207,3.43482919387118,2.009652651581,4.01058151375043,2.07667148340033,1.64708450863487,2.38120529080002,1.54187892664078,1.82531231151748,1.41812186317276,1.00128268221162,2.60002265888609,0.91718019662897,0.415100879802299,1.04940800961786,1.55039423546176,0.775787633995029,1.36634663385782,1.27024432483033,1.64836502332045,0.171470564473652,0.801167568416679,0.618813508649417,0.355758950347852,2.18351339544806,0.895702886279408,2.38900931906588,2.52186907903038,0.691923428658135,2.15564311369336,0.853898221012493,2.86322207132279,0.692922981207946,6.72977392983628,0.900751954835449,4.49166847079828,0.171470564473652,0.331232112020999,0.461401848709774,0.436679285689075,0.171470564473652,0.963201192813177,0.882682126295925,0.389536369007554,1.26955838362636,0.860332952150329,1.35357054417739,2.85591427826771,0.270945346923112,1.03333616894274,0.93944876993971,0.911232506744546,2.33475746421689,0.772249619038434,0.425668717884234,1.41096242657717,0.634014613810522,1.05681547550645,7.41101271238175,0.525853845175806,0.519782922340288
"1mem_Cv_25hr-1","Cv",20.2856570369993,12.7382408860768,26.6555717555159,8.04194909388098,2.21377669588584,5.12066274272427,4.13151200243523,2.77536873770967,3.22265247052791,6.29079659177045,4.7175512789265,4.62318031679756,4.10146215304937,4.51279748878005,5.62350131889696,3.53878062076901,3.39225309886556,5.22014437067749,2.40955769118474,4.15276138404751,2.41794057633382,1.25674354193202,2.90494999934208,2.01728959882589,2.72659250737146,1.27706304819269,2.07449697270993,4.1763185681849,1.33714344688062,2.45426855934899,3.84072151842464,1.25760894298972,3.05752689062673,1.51781398805202,1.59936226126731,2.03314788477159,1.32354429371041,1.47932558329152,1.26216373497712,1.54235878387576,2.01304506216363,1.53005313548826,1.42922871292813,1.6933703322066,0.278347084249648,1.84744343658729,1.90418204662723,0.310422122563724,0.542577059570809,1.14286480015805,2.9500715416984,2.04019259685079,0.764756854140189,5.74905970899594,1.37731835960752,3.82343965785349,0.594255329226685,8.42264896803315,1.82225003591365,3.45687593741666,0.181430410675773,0.730171862535139,0.752303158155681,0.306441072704157,0.181430410675773,5.69558488867601,1.24301926403656,1.17438216705003,1.74336754478754,0.60543599869514,0.957237107983233,3.55775743667735,0.322785849093833,0.516542042879706,2.1663363373823,1.12393486428421,1.89125643713444,1.68408665605803,0.482257443399847,4.95379648947932,0.542903994438254,1.09509166937915,6.95818239143796,0.463530586466051,0.668742738632646
