Sample,1mem_Bt_12pt5hr-1,1mem_Bt_12pt5hr-2,1mem_Bt_12pt5hr-3,1mem_Bt_12pt5hr-4,1mem_Bt_25hr-1,1mem_Bt_25hr-2,1mem_Bt_25hr-3,1mem_Bt_25hr-4,1mem_Bt_30hr-1,1mem_Bt_30hr-2,1mem_Bt_30hr-3,1mem_Bt_30hr-4,1mem_Bt_35hr-1,1mem_Bt_35hr-2,1mem_Bt_35hr-3,1mem_Bt_35hr-4,1mem_Bt_40hr-1,1mem_Bt_40hr-2,1mem_Bt_40hr-3,1mem_Bt_40hr-4,1mem_Bt_45hr-1,1mem_Bt_45hr-2,1mem_Bt_45hr-3,1mem_Cv_12pt5hr-1,1mem_Cv_12pt5hr-2,1mem_Cv_12pt5hr-3,1mem_Cv_12pt5hr-4,1mem_Cv_25hr-1,1mem_Cv_25hr-2,1mem_Cv_25hr-3,1mem_Cv_25hr-4,1mem_Cv_30hr-1,1mem_Cv_30hr-2,1mem_Cv_30hr-3,1mem_Cv_30hr-4,1mem_Cv_35hr-1,1mem_Cv_35hr-2,1mem_Cv_35hr-3,1mem_Cv_35hr-4,1mem_Cv_40hr-1,1mem_Cv_40hr-2,1mem_Cv_40hr-3,1mem_Cv_40hr-4,1mem_Cv_45hr-1,1mem_Cv_45hr-2,1mem_Cv_45hr-3,1mem_Cv_45hr-4,1mem_Ps_12pt5hr-1,1mem_Ps_12pt5hr-2,1mem_Ps_12pt5hr-3,1mem_Ps_12pt5hr-4,1mem_Ps_25hr-1,1mem_Ps_25hr-2,1mem_Ps_25hr-3,1mem_Ps_25hr-4,1mem_Ps_30hr-1,1mem_Ps_30hr-2,1mem_Ps_30hr-3,1mem_Ps_30hr-4,1mem_Ps_35hr-1,1mem_Ps_35hr-2,1mem_Ps_35hr-3,1mem_Ps_35hr-4,1mem_Ps_40hr-1,1mem_Ps_40hr-2,1mem_Ps_40hr-3,1mem_Ps_40hr-4,1mem_Ps_45hr-1,1mem_Ps_45hr-2,1mem_Ps_45hr-3,1mem_Ps_45hr-4
Phenotype,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Bt,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Cv,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps,Ps
2-HYDROXYPYRIDINE,2.742013975,2.084691249,1.697758144,1.612820356,2.236291925,2.28820356,1.858656887,2.539581714,2.006724203,2.323125447,1.84997905,2.567757162,2.025402493,2.583871679,2.465381396,2.565295683,2.105251796,2.479249326,2.708895121,3.377044468,1.67766451,2.616658503,2.784947087,2.33798735,1.875350026,1.820112153,2.075199172,2.017289599,2.279444946,2.362925692,2.254446988,2.046192234,2.347857021,2.198405175,2.50340137,1.837393949,2.463034997,2.328541076,2.213638847,1.944138301,2.566282704,2.034259343,2.44595746,1.750245471,1.842843676,2.143358655,2.676261743,2.696194157,2.218110571,1.779715655,2.409991548,2.160488998,1.677899092,1.905347346,1.903898271,2.44029796,1.862234823,2.270469952,2.179977273,2.062885466,1.920089591,2.448770786,2.402870524,2.298048924,1.859313961,2.47003154,2.29158572,1.807132901,2.103563343,2.76493904,2.301666797
2-OXOADIPATE,3.098438589,2.915751687,2.861315287,2.482719642,2.376435334,2.668452991,3.747218974,2.203493169,3.493034263,3.584686097,4.258858405,1.802458882,2.284051398,2.38400499,2.277375455,3.285293561,1.770071643,4.214786077,3.683554712,1.911897934,1.980663247,4.480351923,3.444003456,3.191314229,2.459183411,2.659602055,2.061311308,1.325989842,2.579494107,1.992343201,2.224519724,1.167154761,2.641986359,2.063375803,2.808653064,2.564967056,1.826779872,3.718097264,1.966968374,1.712268054,2.975528887,1.749047838,2.336391747,1.621563318,2.989129517,4.112166583,2.936285458,4.057730944,2.409532687,2.534099596,2.569104278,2.856182314,5.468355156,4.817613802,5.733520432,3.579534798,5.601026229,4.563425592,4.694582479,3.87306967,5.748222443,5.190694038,4.204525884,3.618726624,5.758987531,7.664242387,4.454793089,3.821451562,6.946914976,5.878201976,4.559420746
2-Oxovaleric acid,12.68053715,6.40510054,13.46326484,14.96919152,10.39995801,7.198329221,14.94717549,12.51865509,9.520013114,6.833017002,14.55073602,13.10672602,8.799037109,12.32215258,15.5072452,10.7573436,9.107359421,14.68588882,14.69767459,13.28955706,11.02261401,13.56348917,15.18154902,9.632200019,10.68500942,11.8759251,8.314566503,9.29020729,14.18466959,12.8953289,10.13001101,8.846775548,13.28303269,13.87984946,16.0514945,8.28847428,14.19896336,13.56555807,9.178295075,7.896545813,13.93182411,12.85042891,14.17827698,10.72733133,12.99763201,12.43782574,8.779887301,33.16098449,26.02194675,20.99478926,19.67609518,19.39715505,43.59212036,31.02225088,46.81047678,25.39408231,57.44050463,45.17857436,41.72183558,28.66390993,59.03995945,48.18878707,41.65647405,29.53456356,34.03627309,52.80542936,48.97901702,34.93769532,59.84929465,47.84250937,48.47595657
2'-DEOXYGUANOSINE_pos,0.490276663,0.460840903,0.767104668,0.458029462,0.343781429,0.401127684,0.643238221,0.489169642,0.351204199,0.361613611,0.664177251,0.811661794,0.382999561,0.383909055,1.002472547,0.4120173,0.466897942,0.377805358,1.115861694,0.969287632,0.487676529,1.192341507,0.932100515,0.911897672,0.882041078,1.152871184,0.911232507,1.123934864,1.176292119,0.870698013,1.365850983,1.043670372,1.328803519,0.854658601,1.104976284,0.973648403,1.576595145,1.007666591,1.139635246,1.694398759,1.373733248,1.672184406,1.589035863,1.962740048,1.164078206,1.388142461,2.212846145,1.723571001,0.947522623,0.985167349,0.689731518,1.29419027,1.124219325,1.21751205,1.811589809,1.413523587,0.930675327,0.951292857,1.313616071,1.44590869,1.311376284,1.658367385,1.694138476,1.598332052,1.002323843,1.708082955,1.992933217,1.231920112,1.134942167,1.992029212,1.46519486
2'-DEOXYGUANOSINE_neg,0.677286335,1.624049733,0.611938611,0.591535244,0.747842196,1.787928778,0.655972787,0.575371863,0.725252474,1.821044882,0.636246058,1.152740793,0.675442833,2.436271559,1.028630048,0.56839036,0.621051779,1.892642364,0.736008005,0.716713448,0.519617972,0.996704783,0.987805492,1.480731106,1.56047551,1.507426031,1.298871267,1.759405995,2.408434385,2.014974384,1.723468364,1.579196701,2.18936817,2.341480257,2.159519798,1.574364127,2.023977381,1.772785306,1.472215468,1.645222636,2.020562751,1.909391865,1.850850871,1.431287845,1.877456419,1.645475803,1.77150721,4.453414692,1.950436052,1.85380788,1.78294459,2.952301921,3.069875843,2.714405839,3.66823278,3.241331869,3.670529322,2.991045355,2.656343385,2.521510398,3.317374429,3.280501089,2.364982309,2.79392389,2.508029821,3.294781792,2.553260683,2.012820866,1.342983379,3.340467551,2.553985347
3-AMINOISOBUTANOATE,5.518776527,4.034946821,3.632970426,3.718668926,5.132970612,5.437259265,4.693228816,5.055356361,5.213474201,4.817280951,4.79369301,4.962173958,5.167779582,4.516484471,5.25191453,5.705216613,4.791733056,5.486877048,6.034948337,5.751471432,4.727993172,4.695919889,5.20221836,5.351044544,3.304898865,3.399074877,3.906282555,4.152761384,3.383193554,3.164986569,3.895693069,3.661780966,3.216824447,3.440400309,3.166879904,3.772564997,3.399275907,3.54981298,4.924133015,4.15736617,3.31582349,3.425006418,3.250358971,3.941992107,3.613998265,3.506744529,3.98432573,5.935714239,3.241885715,3.422206412,4.071618283,4.127256319,3.441839959,3.43448954,3.2577752,3.975219599,3.537760777,3.20076915,4.17557229,4.225238853,3.378966925,3.301097839,4.2326339,3.884435295,3.279041806,3.497208301,4.38437187,3.927967574,3.336982583,3.335613993,4.24035997
3-dehydroshikimate,3.337261079,4.211829338,4.34246419,3.939041261,4.425864407,6.010944635,4.501392212,2.680129914,2.791574049,5.28034267,4.250010167,5.400908723,5.339439414,5.593417674,5.195529336,2.843963105,3.609024196,6.695141109,4.571731812,5.139507717,1.702547027,6.97759656,4.368406251,5.085024294,10.20018122,7.240119576,3.020719387,4.341684361,11.08782768,7.701556674,4.997387003,1.976793393,9.124930475,8.479687093,7.334258083,2.974015594,6.975319377,8.834526986,3.427908481,2.151962806,5.628990586,6.344380626,3.985501971,1.990428434,4.011784173,5.955706576,1.961899843,3.839722731,4.283492648,2.984855869,1.265772345,2.245474461,4.009314541,2.735818548,4.001196525,2.379357296,4.817819919,5.249493336,3.261972375,3.43959433,5.260002946,6.663994538,3.846583075,5.554086992,7.0869908,3.822653081,3.280161387,2.472680174,5.814297315,2.635114056,3.674765387
3-HYDROXYANTHRANILATE,1.636082763,1.673302068,1.241707258,1.543133112,1.755495728,1.991278576,2.280373712,1.633578965,1.236901205,1.489297261,1.825461104,2.003167757,1.763967439,2.022318095,1.556221559,1.749175207,1.70072468,2.302759995,2.152431546,2.111065738,1.50540733,1.559223142,1.717629179,1.290957121,1.049869414,0.983827872,1.273065791,1.377024515,3.594823781,3.706778255,3.735362994,1.455432133,3.526783372,4.170490734,5.895194926,1.431477406,4.476836078,1.914603662,4.496905449,3.156380006,5.424158952,5.827294846,6.43801922,2.957092446,4.784827296,5.434300408,6.182143563,1.253589832,1.100394553,1.05178384,1.768442995,1.369773221,1.681100761,1.155086636,3.186078773,1.574420862,2.759441687,2.342493991,1.41128275,1.218421323,1.835862939,2.969400074,1.729634721,1.254202741,1.354596918,2.425146254,1.024363532,1.770808281,1.122047893,2.02494603,1.52196683
3-METHOXY-4-HYDROXYMANDELATE,1.24445039,2.621941094,1.966915576,1.191651903,2.063808065,3.549063709,2.885328154,1.201707289,2.153104788,3.372140405,3.075532737,1.753609592,1.783787287,3.188399548,3.436724877,2.050417957,2.245762122,3.467120395,3.344218609,2.43000953,2.283647642,3.2747972,3.631207317,2.709136817,0.071955567,0.547341655,2.671534575,4.745664725,0.985922811,1.471767213,4.559497352,5.513596503,0.590070644,0.557136809,0.645178649,5.780882763,0.081767308,0.592124191,6.182431182,5.913665446,0.89232862,0.639121797,0.817001569,5.900828668,1.818186218,0.662311592,5.33486264,2.337403733,1.399916792,1.704462605,1.144796712,3.473874338,1.470490947,2.315003941,2.191416996,4.652416633,2.396355698,1.729487518,4.635860932,5.256893894,2.105664816,2.608051887,4.161051601,5.614985955,2.320841986,2.932149233,4.498001796,5.088095506,2.441121569,3.059365531,4.251404561
