"","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-1","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-1","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-1","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-1","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-1","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4","ExControl-ExControl_1","ExControl-ExControl_2","ExControl-ExControl_3","ID","MZ","RT"
"2639",84993.09593,59309.60685,96168.56955,390558.2537,113054.77,418045.1937,415555.7038,102383.2868,432906.2175,542699.9912,322243.8631,458842.6823,121883.3165,599211.8396,578065.5807,664307.8582,1626.486396,686946.6666,698682.0511,228762.824,171293.9277,248128.4974,673397.6338,2680828.885,933436.4905,1507330.641,2246132.027,2059589.144,416477.7049,1542702.123,4061956.866,2321351.781,1111294.366,3068504.67,2479167.578,8324556.545,803264.0645,2635022.853,1526648.178,10460210.2,427327.5957,2656398.434,94016.25925,140553.1462,1791614.39,588082.7039,971561.8182,2250867.608,729468.6273,1396124.098,3756266.349,2966194.254,1452972.553,1824723.15,690159.3992,1232287.427,3614010.483,2823861.809,1312704.725,705.6949902,5196.705295,510.0886304,3345,167.0812683,2.545064731
"2764",1106846.836,646414.4019,1294550.614,2456104.164,884540.787,1568616.588,2577616.748,643513.223,1847747.214,2586840.839,1635067.707,1986003.895,785601.0305,2719096.256,2104806.66,2159377.468,44977.14286,2427477.881,2138783.523,266731.6476,167433.2709,238167.7117,609766.4114,865807.4715,364839.0877,724098.3724,1818373.896,517856.9532,249772.1841,1105844.273,2241233.751,810379.8279,790917.0078,1314853.273,1518116.952,2465166.959,398313.2093,2022581.216,1669910.219,2306614.433,234749.7122,2021093.935,214251.3281,284110.0815,693643.3998,206110.8578,562509.3792,706184.7962,280348.2749,597676.7937,1055268.974,607625.9156,576303.9497,317536.5055,98546.37585,588611.1822,385788.4765,318446.9134,703698.4954,6063.200697,12740.59346,21327.91993,3555,197.1282138,2.576916607
"2819",27978.45072,22306.33992,48420.61621,27295.9354,30118.7262,21298.06414,94804.05642,6103.192853,14658.3059,49209.60575,26618.60368,10027.87665,15280.49102,20594.34897,29712.18893,40262.34314,0,15432.14065,17356.0333,196887.2133,169017.9743,180709.3492,421025.881,910388.3604,403840.4528,957564.4584,1506496.369,1236027.83,122548.2507,1361504.565,1841859.109,1177774.227,373638.952,1599581.265,1293722.223,1287294.877,233868.0462,1914540.27,732493.1062,2018812.395,182311.082,1759175.032,18146.49375,20363.3173,71483.01923,5972.300504,71659.07391,63361.73645,34159.8755,93230.52659,123685.6293,189086.3005,26805.46677,31520.35679,6798.001335,389743.4911,244397.8674,61672.82729,74297.08413,4326.644129,3140.948511,2797.926012,3641,224.0910121,2.333245366
"2841",287518.3699,152574.3795,353956.5327,1158109.557,375296.6871,771346.2497,1467506.624,372086.6545,1106225.522,1721368.619,1076399.407,1398495.208,521845.6257,2223622.148,1655119.131,1873421.599,34762.05908,2383560.576,2135289.826,392664.5989,72026.95531,62239.51426,262748.911,946473.2488,679168.7013,849096.5957,1079780.331,2403836.572,270820.1126,2168681.821,1693157.898,2990111.823,537966.2374,984666.1807,1434736.808,2382857.961,939187.7022,2746426.162,1083484.875,7530684.7,346978.7907,3106281.766,84455.4677,52229.32712,1562945.99,397925.276,1321238.026,1994449.335,300724.3853,1836173.133,2146419.461,1900010.057,512362.3483,1006054.021,309326.7486,2541805.214,2519326.835,1294791.97,545434.2252,0,1483.89252,0,3677,342.2381016,3.04042177
"2859",12890.49407,14144.1104,291643.6112,4509.034021,3043.20351,166452.5397,6398.086053,5276.11494,203134.7565,7864.715855,6694.146303,97447.44045,3664.975021,5153.959801,14992.62281,123376.5233,3535.242183,12897.53199,8885.874843,298404.0691,342770.4281,105162.7885,332041.5935,789558.2954,295650.4938,212295.0204,514115.0026,1847696.433,106174.0176,2546505.806,3593881.089,4648975.054,728187.555,2433398.577,9617051.557,7673208.212,3416662.716,5095044.33,6595634.526,11597026.82,819869.512,8688654.625,1168807.313,1355770.939,17261896.99,3871461.606,5182591.609,17532171.72,5959312.941,7510902.175,16284340.82,3973223.781,6501509.741,6939547.756,2698547.913,6448288.172,7962426.795,7531863.592,3224897.448,19985.67274,33582.46225,24090.33474,3703,137.0455729,0.49927021
"2862",531435.0867,390280.6193,842070.2014,2720954.784,1108420.376,3195459.288,3773829.054,1154724.536,5129466.053,4704340.623,3237732.2,5755985.915,2035031.141,6496433.883,5529364.467,7967543.863,150124.3026,7257268.887,8414492.819,165448.4006,75509.74443,64708.72377,309913.6568,507568.2671,192795.7767,593519.6476,1210859.329,631166.8741,140823.8399,1038172.577,2629119.524,1006214.357,293478.86,1237315.043,2997840.899,1104410.4,235195.2136,2348471.074,2625475.545,2780252.477,360017.8106,2582537.829,145725.2132,105004.8703,1275665.847,434769.6756,1636542.22,1942696.084,731497.9645,3329660.579,2054904.746,2390306.93,2577373.429,1346838.793,558076.0924,5003900.888,3417590.127,1921813.865,4202279.438,833.7672916,2485.262561,0,3712,231.1700066,2.320331123
"2949",96501.63105,167621.176,256266.1767,229870.6347,74444.7839,78725.57137,207068.3967,40101.76644,77441.19248,47803.51203,114240.5224,23199.15272,1690.026895,165756.9163,86585.6698,9357.64419,0,110962.3931,73141.1421,472513.6208,242251.8237,159105.6363,58343.34836,30895.59796,66610.65568,276760.0237,231733.7537,143265.1067,1150.56154,85033.5962,174189.8618,85610.00835,7703.301842,58941.02307,78647.77887,44791.66725,1289.507569,198990.0579,15494.00273,104987.4291,0,12900.96024,405464.0358,147668.7352,6149030.9,2067015.905,4745489.334,10526363.45,3118133.756,8724144.253,12141255.12,11444058.72,7585401.554,8722250.638,3987484.011,12303445.43,20008716.85,15201356.71,9058189.747,36632.73958,12942.32719,157066.948,3856,297.0730709,2.837715299
"3349",979617.301,630775.3513,779777.9748,9459443.383,646537.6273,963806.1135,10524275.26,472145.1194,1168306.107,8861077.767,1811433.381,1333804.042,795349.7899,9439769.987,3004134.359,1804947.459,29002.72258,12466820.35,4670603.237,119356.2738,68816.98151,250833.1436,219167.62,391948.1126,203079.8033,593074.7995,477630.6353,439006.713,95691.9094,617140.3373,582917.716,497206.7958,180184.0189,700465.9686,490196.3481,369827.7323,106140.1213,636721.1847,362005.977,461386.0138,108570.4502,638980.0229,712504.7066,221171.8546,1339955.363,613656.0167,1253238.811,1342868.676,859631.0504,1433592.502,1467409.442,1586898.722,1502779.356,1386964.828,361243.029,2208035.261,2372194.383,1428932.716,1630184.4,2205.533027,2028.104347,1180.335114,4603,146.0598451,3.464160926
"3352",76651.38582,37089.95539,148130.52,365241.3341,81723.99189,367004.881,522610.3546,116171.5031,490993.5553,518936.6543,387353.9983,636086.2152,289678.13,386095.8675,629169.4523,916374.9935,21116.19753,843974.7086,978931.761,218818.0464,1028.417707,0,9998.182612,25806.99624,5488.439785,6345.953969,49728.92318,53660.22556,5687.736282,23517.43075,197973.8268,57665.81304,10085.26583,124023.8491,134139.9326,66735.68797,16029.88038,70471.25534,135041.893,170602.0057,5604.263054,71253.91824,1464.814161,1792.663826,77844.80572,7996.58565,103645.2114,112823.8323,20075.05684,182141.3532,160120.1149,71671.46031,166004.2373,36376.10722,10741.59921,181555.2682,119621.32,81666.08339,125606.8293,0,838.9966475,0,4611,210.1234239,2.238555644
"4549",486962.5394,221488.9951,421738.6989,1432242.901,726296.0324,2031677.149,3353403.51,692661.3206,3126089.625,4093669.48,2191661.111,3490277.319,1092896.099,2972049.515,6299869.357,3949849.276,139892.4672,3112410.715,9205126.219,52610.16758,7156.313272,38899.22148,29059.47307,61770.28538,58881.23765,127880.5232,302335.3897,138991.6113,6514.04841,288266.4794,684602.3847,248779.2695,77200.33593,366924.5907,833334.9956,243648.29,26406.48582,1222414.039,825661.8735,740148.6891,45246.143,819919.7413,90673.03487,53327.39978,519886.5069,203968.0699,707990.4812,752165.2105,292410.093,1428664.489,759731.1176,968145.025,1498412.028,434136.3551,235187.5375,3605218.79,1186492.028,1117412.459,2673605.137,791.744226,0,897.0768809,7841,265.1540296,2.554302691
"4720",18616044.27,6128931.489,50274601.18,115659385.6,11882668.39,138902231.3,171522407.5,17473052.65,266400581.6,244529029.4,119804638.5,367041857.4,60107714.5,342829119.7,256721928,553045884.8,2662379.782,461315047.6,425936810.7,14982.17334,0,117034.0277,4231.378282,5501.191175,0,19681.03571,21684.926,57724.17887,0,72866.96907,0,24510.50499,0,29623.60103,0,15805.24528,0,0,8425.133527,0,0,0,4260.924504,0,28878.42459,0,17255376.23,27404.02912,0,39754380.44,5878.622147,4423.962954,39586568.38,3287.910538,29970.74913,70040809.99,4072.779868,0,13117518.6,0,0,0,9158,548.1910978,4.694168116
"4735",19099241.61,11914850.3,18788461.71,56091325.32,13599064.34,55535235.27,58753947.98,11228994.53,67557827.9,52075067.11,41343314.39,72771882.26,36990439.38,81688572.47,60681127.6,97779116.99,2807750.419,77159495.59,87256802.97,0,0,5955.797117,21751.19667,0,0,0,2018.137859,0,1965.4769,2104.028765,0,0,990.6299659,0,0,0,0,0,15328.74439,0,0,0,2968.955185,1839.853134,1786.889889,0,8413205.394,7815.334147,1504.300479,10117221.04,0,0,10100029.93,12728.50496,3104.920164,13116946.1,2346.996269,3200.862041,2647453.783,973.2184284,0,0,9173,387.0695614,2.575161207
"4770",2445298.302,594378.9219,3537866.746,10785785.16,1475319.834,10002695.44,13753823.16,2134219.045,15203454.1,18203297.57,11318320.88,21781488.72,6284648.094,28571169.96,18400833.12,28392947.75,318482.0184,33056256.77,26248485.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25452.913,0,1417735.686,0,0,3099305.136,4782.871883,0,4563233.801,0,0,5940195.163,0,0,1682553.309,0,0,0,9211,572.1681644,4.691870087
"4774",6634610.255,4368644.057,5055209.166,20367700.37,4989922.837,16751747.58,21299950.27,4083497.792,19614520.83,18991835.54,15846369.17,20771043.09,10870485.57,30493344.86,22895953.39,28119151.12,794637.0184,29363305.77,33560020.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2140392.286,2097.964755,0,2755762.366,0,0,2762927.619,0,0,3435987.84,0,0,705775.7607,0,0,0,9216,312.0392573,2.578090915
"4782",2970808.985,1819934.852,2530045.087,12191130.55,2875074.976,12142373.85,13925759.51,2187770.574,14823039.05,13765755.74,8078595.976,17134530.04,6188961.835,17778490.95,11377229.29,22055860.97,312304.0645,18612658.86,16644945.68,1430.100292,978.4585541,1514.004263,1620.162714,3060.725399,1222.49967,2172.679403,1561.865396,0,0,1751.098329,0,1656.431093,1242.695937,9520.804018,1967.211451,1080.900206,0,2003.394335,0,7009.268514,0,3398.562874,1244.944445,0,156989.3574,25369.71175,844416.9478,112325.2183,73865.858,1469233.415,77672.45629,413743.8182,1480491.675,219392.093,11387.86173,1868213.884,364630.2352,235750.2319,238578.4618,0,0,0,9224,323.0912934,2.62393156
"4884",0,0,0,15520.92002,0,0,0,0,0,0,0,0,0,0,0,11383.15135,0,0,0,0,0,0,455922.9342,440468.3103,200473.8764,841402.9794,2644686.122,1046999.588,65763.82202,1837221.955,5755648.843,1746863.202,253310.7854,2415139.855,6134354.231,754382.2364,2033121.951,2886198.663,4104151.115,3577039.763,236261.8577,2098096.96,0,0,0,0,0,5897.124179,0,77474.78864,0,0,0,9769.069565,2611.191381,160806.7126,26401.13419,0,99387.11533,0,0,0,9339,369.3462172,5.471476947
"4916",2233680.851,1439615.965,1924485.711,3560974.92,1801288.618,2691288.317,4104044.982,2033756.866,3573998.862,5211446.895,4500961.927,4869503.402,2412121.539,6832287.461,6450907.059,5768533.191,262906.2058,7454139.219,8588864.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508617.4728,0,0,580612.0776,0,0,925839.1325,0,0,928599.2796,0,0,218825.1795,0,0,0,9372,301.5699467,3.807195055
"4951",42343.77379,48782.90183,57409.01043,581102.8052,118601.8881,703338.7007,536854.6363,63092.79758,945396.1059,561742.1568,443155.1296,1252174.735,299094.0648,874262.4449,756138.3858,1799161.169,17019.44349,912682.2428,1399147.669,0,0,0,0,25162.8938,0,0,39531.69527,7046.726593,0,9165.07631,151963.7222,107797.0648,0,0,35180.78006,106781.5854,0,6853.884727,36184.4914,24282.51342,0,0,0,0,0,0,69493.00119,0,0,107086.3671,41095.0142,0,122223.0882,0,0,162194.6542,0,0,20137.83306,0,0,1600.022889,9411,335.117505,2.474902778
"4994",395793.4293,200591.11,489639.5108,1342934.811,534694.5486,1785004.626,1783697.556,612251.218,2651972.618,2380397.919,2210724.263,3579624.708,824404.7567,3680346.202,3700230.069,4710231.878,58301.33197,4581444.089,5686583.835,0,0,0,0,0,0,0,0,0,0,0,0,9817.147345,0,0,0,0,0,0,0,6057.295503,0,0,0,0,0,0,146277.5378,0,0,276074.0155,0,0,392564.8994,0,0,517401.6867,0,0,98593.41976,0,0,0,9457,418.0923342,3.437994294
"5029",1549571.426,1372739.426,1653436.613,4990085.39,1170477.817,3893014.995,6416089.518,1039332.658,4800137.876,6997862.533,2875265.316,5335509.783,1950567.556,7680991.259,4836234.402,6948672.09,114582.1352,8766343.748,6515948.128,7871.996042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2728.807689,403339.7726,2608.139522,0,569697.155,0,2412.855876,590024.1832,0,0,747761.109,2147.939442,2017.234548,152245.3742,0,0,0,9494,334.0890093,5.946177551
"5169",0,0,0,2184.84187,0,1966.372984,3049.037469,0,1765.773672,2503.753833,0,0,1195.7933,8071.286155,0,2137.3862,1178.15595,2656.968709,0,36044.16658,71199.97761,151836.0974,410777.1113,1548941.479,1542279.69,1458589.202,2182410.921,2040265.257,564883.0853,2461812.909,3343831.736,2741753.941,1430897.387,2307551.66,1846550.146,3069753.071,1122600.533,2827190.66,1873975.616,4486750.107,574941.0312,2698137.638,3695.088894,0,62715.49222,5460.405851,39477.43768,136278.4725,7196.039907,44839.11884,86706.39307,18710.05541,16226.37346,76956.17604,0,75382.35951,162572.688,21599.06927,36479.25808,0,17723.92015,0,9660,276.0661799,3.25450672
"5325",86886.71731,87650.08928,80100.2518,430966.6457,86123.16763,257710.2385,634785.39,121191.4484,949853.2774,1352030.608,649273.2821,571844.5343,1096146.599,1108225.776,1945252.726,1755045.377,182927.6239,797699.8682,1176094.628,9172.040018,5195.17296,6064.272546,5909.149288,116510.3364,4140.622899,14104.47415,47222.21498,12046.72307,1309.41363,62613.34648,49671.90502,98816.83508,19906.42319,108295.0377,75674.01418,56589.92777,7216.252317,242109.0166,956823.3234,528264.2026,29904.72663,245453.3126,9172.384625,6571.543553,139703.0793,26837.3583,642870.3248,127865.095,80725.88511,1008126.273,84814.97859,338493.9905,200129.6295,76618.26194,82534.7371,1000072.987,330444.8229,254207.9228,614842.7556,0,0,0,9844,203.1383668,0.952279652
"5527",1272488.253,850568.7492,1548044.439,5115065.374,1042919.394,3800654.817,6375521.442,856251.9848,5148174.173,6394348.792,3005230.826,5610573.205,1107182.504,8217057.243,4830566.669,6181996.759,70810.3528,9006485.164,6667392.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568954.7782,0,0,781145.1694,0,0,761716.9757,0,0,891418.5394,0,0,131095.4129,0,0,0,10093,359.0190021,4.411434715
"5571",586878.8972,540024.1947,343834.2721,1871390.365,479681.9319,1352102.303,1931810.62,432410.1719,1275491.314,2482860.865,1197393.031,907358.7361,982803.0029,2531606.665,2435769.674,2065977.617,39242.30244,3597131.958,2572570.553,1308.540471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377.344376,0,0,108469.8118,0,0,156824.1859,0,0,178055.9096,0,0,134105.4878,0,0,5967.02795,0,0,0,10147,373.1097203,2.198507796
"6018",1093462.811,1104647.51,518740.5137,1994422.404,740008.4645,1287052.176,2490821.02,493274.0813,1148692.29,1889824.75,1305889.532,887249.3692,666715.6535,2165892.587,3081125.62,1974990.118,40522.1337,2977497.791,2516507.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18571.90123,29378.53783,58348.92093,17775.9201,27361.87277,74312.04877,56089.34986,30348.89996,81178.61306,18722.29659,9572.197132,87002.73365,34253.61393,24444.14882,25000.91369,0,0,0,10747,348.0369068,2.530904179
