"ID","MZ","RT","1mem_Cv_12pt5hr-2","1mem_Bt_12pt5hr-2","1mem_Cv_25hr-2","1mem_Cv_35hr-2","1mem_Cv_30hr-2","1mem_Ps_25hr-2","1mem_Bt_30hr-2","1mem_Bt_25hr-2","1mem_Cv_40hr-2","1mem_Bt_45hr-2","1mem_Ps_12pt5hr-2","1mem_Bt_40hr-2","1mem_Bt_35hr-2","1mem_Ps_30hr-2","1mem_Cv_45hr-2","1mem_Ps_40hr-2","1mem_Ps_35hr-2","1mem_Ps_45hr-2","1mem_Cv_12pt5hr-3","1mem_Bt_12pt5hr-3","1mem_Cv_25hr-3","1mem_Cv_30hr-3","1mem_Bt_30hr-3","1mem_Ps_12pt5hr-3","1mem_Bt_25hr-3","1mem_Cv_35hr-3","1mem_Ps_25hr-3","1mem_Cv_40hr-3","ExControl-ExControl_3","ExControl-ExControl_4","1mem_Cv_45hr-3","1mem_Bt_12pt5hr-4","ExControl-ExControl_2","1mem_Bt_35hr-3","1mem_Ps_30hr-3","1mem_Ps_40hr-3","1mem_Bt_40hr-3","1mem_Bt_45hr-3","1mem_Ps_35hr-3","1mem_Ps_25hr-4","1mem_Ps_45hr-3","1mem_Cv_30hr-4","1mem_Cv_40hr-4","1mem_Bt_12pt5hr-1","1mem_Bt_35hr-4","1mem_Bt_25hr-1","1mem_Bt_30hr-1","1mem_Cv_12pt5hr-4","1mem_Cv_12pt5hr-1","1mem_Ps_12pt5hr-4","1mem_Bt_25hr-4","1mem_Bt_35hr-1","1mem_Bt_30hr-4","1mem_Cv_35hr-4","1mem_Bt_40hr-4","1mem_Cv_25hr-1","ExControl-ExControl_1","1mem_Ps_30hr-4","1mem_Ps_35hr-4","1mem_Ps_12pt5hr-1","1mem_Bt_45hr-1","1mem_Cv_45hr-1","1mem_Ps_40hr-4","1mem_Cv_25hr-4","1mem_Bt_40hr-1","1mem_Cv_45hr-4","1mem_Ps_45hr-4","1mem_Ps_25hr-1","1mem_Cv_40hr-1","1mem_Ps_35hr-1","1mem_Cv_35hr-1","1mem_Ps_45hr-1","1mem_Cv_30hr-1","1mem_Ps_40hr-1","1mem_Ps_30hr-1"
2980,134.0474935,2.868561445,1212281.909,42015567.94,8294866.084,32324691.12,17929713.35,17110932.03,104376125.9,97462116.03,49360133.18,112457850.6,20613637.73,213754899.1,136140298,39872016.95,84289283.03,56659710.71,34866426.6,31114119.3,798491.594,21881047.64,7128683.823,11587814.72,59044191.61,10515094.75,47301494.55,24637086.51,13324111.67,214469189.3,1139746.004,54408.2051,54749386.69,13004168.55,218572.6317,81890604.51,23851717.7,22313905.26,98277810.07,99369645.61,23036248.79,12884963.48,22657399.63,19913837.98,43495043.36,10636073.85,20273158.71,20521897.55,24287039.7,874390.5056,272591.9453,6659105.328,40851042.97,15450841.92,53194497.38,12024549.1,68335655.29,2031545.97,75192.38558,22362634.32,18019099.7,3405118.449,25628588.34,17691019.71,14941818.76,5377430.371,62179685.94,126645667.1,20539720.54,6901351.903,18932648.11,10585978.96,21322008.77,11786721.47,10087518.08,15663575.19,13903262.29
3237,111.0452789,1.845556217,1450197.216,1544644.956,860392.6248,781825.8179,930824.7882,418101.0889,1421968.659,1270361.525,964826.5142,903833.5527,1329495.412,1260341.034,1585528.766,515666.7868,1479282.773,181879.367,428249.4142,539270.2624,1601683.093,1316100.722,220220.8887,1655521.581,149700.2567,1755128.593,1272014.542,1532223.382,1038183.035,228606.8972,178146.0176,43416.28375,348834.8653,267410.9994,257878.1363,427694.899,148629.4936,852105.1218,2197766.949,1886798.913,192667.0298,190099.8243,552972.8436,306491.0537,244148.1333,143781.4136,11460.92617,57537.02833,47517.31822,81494.71437,44843.38053,112311.289,138574.1578,75620.67678,101310.8428,46007.85731,121084.108,13091.94057,57633.53781,112200.2587,24247.68147,80563.2019,49679.35277,34232.2105,10483.3763,89062.16608,65236.49907,117841.8155,14406.64132,46076.31824,16487.9395,188164.3744,223373.492,172201.6999,23563.0596,265338.3653,66955.25123
3400,213.1248109,4.325063361,932708.498,7322.653617,2619431.611,5469807.406,3423935.552,22258142.14,17645.02922,51468.80397,7745918.288,79255.69569,10313907.65,107675.3,10244.51651,25996075.59,6560408.134,33027776.64,35328259.15,31723505.6,874740.9373,94379.70929,4816728.002,6071157.444,123640.3113,11131602.16,89245.66405,4672771.212,20359615.42,8577816.751,1976.149758,1770.82488,9879778.905,76713.43562,0,8403.749843,40792927.89,43952082.57,20296.40007,122889.0874,36051058.45,76396044.45,52196097.89,11343803.99,12539373.93,14406.99048,3415.450388,2525.921568,2118.590698,782049.2762,276566.4323,10004927.01,140971.1858,4200.672224,83175.61495,2665016.536,9807.30891,491695.589,1418.301018,25176922.49,27757276.72,3197807.486,8849.688303,1832688.742,31451515.6,3968066.842,4088.300877,6428509.502,31211946.08,13700910.43,1849230.169,19445694.99,1676359.879,21830711.61,1106939.054,24444905.28,31498466.42
3413,191.0564434,9.241280861,833577.9517,1097250.208,4032579.624,6285372.276,5562152.271,16591177.02,3643592.71,3362937.695,6046487.721,4760433.194,3391162.907,2685953.328,4690340.981,26664648.97,7886227.058,10437637.79,42431768.09,51100690.82,650765.4245,625845.2228,3976430.758,3908795.234,5103126.438,1268651.257,4731163.79,3634391.631,10271903.63,3627005.522,34845.64557,21777.50535,5607067.131,1377865.585,39947.91139,4779448.147,20387671.91,29729506.55,7497831.268,4179092.967,21300682.22,18575777.08,17933329.85,5276388.527,5107456.321,94516.10662,2280513.933,1482956.377,1442232.37,426505.9559,353989.3887,328620.6224,1250717.984,1309740.554,384775.7814,3339524.78,3110113.84,1735626.882,69604.51192,12499094.82,9737584.151,652200.4055,2518675.052,2326056.762,8818335.511,2903438.731,2514512.85,5817390.249,14582127.73,11093500.83,2224600.611,12173506.03,2221676.66,11104873.9,1787917.263,17806753.18,24836862.59
3537,122.0249876,5.788430502,1141170.97,2784639.928,2984548.823,2876142.031,2897063.543,10876508.2,7819897.489,9290663.444,4309010.2,11095300.76,1644188.314,18668910.34,11497440.74,46729333.13,12221528.16,47803747.9,36894343.42,66801587.74,838222.2491,850540.2116,2829691.919,2804856.531,5160515.122,1251271.252,4410468.432,2317577.069,13373484.79,16510461.38,185017.6356,33114.39302,3394473.025,1499191.459,21489.73866,15465122.25,34356996.65,30021287.57,12093114.18,13267228.76,46041549.89,26534688.82,51039575.57,3980344.802,5002774.095,1153110.764,4585963.837,2924889.915,4025340.286,1628970.518,184306.1561,1416164.811,6838588.056,2377526.769,10067710.94,2031464.653,18736363.16,1581844.883,19211.11663,39100211.05,26848647.69,581329.8982,4362550.685,3841463.184,28088935.98,2589074.627,12558969.17,13479382.68,55300417.48,13570089.57,3737558.147,30836709.44,5905675.697,37892020.27,3302499.89,54350189.37,34211406.2
3620,243.0625781,4.455397446,576969.2037,730397.2966,974588.1323,8013771.824,2148074.454,536394.4621,803754.1137,935789.0873,16638006.83,995489.5461,1835941.783,1513422.462,799634.8887,840430.5665,27527855.21,61018.16517,655255.7475,410629.9816,263490.5438,375413.2294,1046841.843,1560061.055,758572.7468,1151234.211,764500.1394,3268989.795,624355.2966,39547141.25,41547.06754,2373.755843,8358263.873,559910.2972,12118.43188,1220822.857,686803.9968,1312829.406,1772190.289,1373255.068,546177.3891,2030364.096,649902.3812,10439805.55,45669902.09,241449.5949,347742.9079,352937.3267,475817.8449,187846.8924,41656.86512,553101.7252,625409.1853,264258.453,662577.0174,3566046.101,1155335.677,289346.9557,2058.333174,587644.5424,323342.1208,381208.9644,394193.3171,20820210.65,239166.402,940924.2683,639846.7938,44474627.41,122803.0803,690022.3766,17675684.32,485232.0958,8421861.11,327745.7908,2152909.438,535062.3392,879524.9699
3711,202.1100002,1.360609118,248119.6039,104813.1463,822181.5585,1236002.216,1099976.194,1121570.974,149623.6449,119841.3787,1622872.403,313666.8244,271254.987,257492.3233,226657.9303,1947115.935,1830594.732,1275095.961,2410676.8,1047965.152,76357.82432,93477.2535,770250.2132,856073.0828,129207.6302,86562.99957,108528.7982,1129128.49,908048.6667,1582372.374,4308.321836,48131.49036,1851105.384,107887.3251,3398.780953,246806.7998,1049806.243,1471184.714,207875.6299,148902.8976,1624276.133,1081547.868,2024543.027,1275729.559,1552279.657,115125.6643,83488.30409,54299.67233,44824.99621,115681.5033,48532.52888,27139.32643,172266.5536,46673.11979,162563.9873,325577.8502,146596.6899,113012.505,56647.55406,910480.3134,557220.9405,33082.3556,33841.98203,307021.8852,614778.3861,400898.1164,37383.08826,1477097.157,1019829.268,265718.2319,298492.3297,450775.2649,395177.7193,698794.3345,250536.6226,631744.5242,505316.3271
3801,209.118587,1.386016442,1003042.058,904791.7819,900896.4017,925315.838,903925.3301,414309.3516,1024330.873,707724.3432,1045505.838,881101.2724,1073395.057,1284134.341,1347148.504,442898.9343,1050214.561,303862.1477,408574.245,411304.252,1130154.972,1134189.918,1203166.844,1272373.111,1444118.104,1016215.239,1386330.559,1259097.545,661190.1312,1201373.834,1516323.113,726008.7678,1508329.585,1085623.027,607981.6612,1606201.343,778383.1355,773573.3615,1517222.918,1595512.02,692247.2688,659438.2593,593376.9762,1308949.78,1720054.063,658941.4305,481693.7391,609251.8052,569389.2223,769451.0093,220919.1071,624524.3389,864366.0416,458867.2501,1045812.174,331627.4133,1035598.983,309654.0401,859468.9412,410458.6899,460211.801,318718.5375,450360.4399,409422.4905,191008.6451,527645.9302,837604.2057,697240.9415,225140.1418,391301.5863,444164.0214,348139.974,533982.4931,457997.3597,405090.6855,367109.3782,428363.9603
4243,267.0744362,6.24076646,437489.5511,9026661.675,729453.5408,3349379.07,1556285.242,317546.8196,593694.188,3802299.996,4922227.933,198402.4361,227797.1875,1396647.18,484465.6885,620548.0965,6452496.787,64233.77467,482232.5685,215023.4204,320096.121,2526857.953,756404.4583,1351986.238,615060.6672,168588.7037,2053317.147,2598173.024,320006.3884,13297897.17,5870.209242,3019.889032,2547311.235,12682525.24,9351.494431,1472367.142,295645.7931,178042.8162,3203733.64,995966.8405,318963.3996,330267.8594,148736.6892,3720742.453,4916796.896,1836300.861,456692.3743,164116.5796,225178.1552,179929.243,75353.03585,97369.35291,1611022.888,115245.8183,1059565.812,2195606.301,671618.8831,278352.2754,0,178035.4957,88149.75601,240394.5011,131327.8045,1269624.115,68911.15327,806083.9739,108963.5872,1498041.737,4495685.525,388967.5034,2000300.99,92875.27412,2199334.224,89808.05873,1210719.114,98919.73341,300688.0689
4291,218.0673396,10.60177423,280843.115,6119.695631,4564807.358,8851912.357,4570386.164,17954.45094,7037.946519,71582.20276,9123095.218,82911.94857,16028.37575,152229.0061,22016.55802,22996.68837,14039634.39,197684.7478,44342.44593,574752.9541,162067.1163,33210.55867,3648916.669,4909919.4,138643.4961,64811.81602,28458.16445,2986824.185,77827.95667,7945935.445,11419.25952,5039.64175,15364338.45,31112.55552,11521.29379,132511.2006,31065.33648,112277.6875,411626.7666,140357.9041,16908.86124,85792.34449,101386.6399,9768038.885,8589419.541,72625.215,49364.95056,39821.4851,30926.55171,57941.17703,127096.1621,43263.84992,41751.19754,41053.80698,7446.071031,3164252.217,48938.29679,4983563.657,2742.348148,24969.54465,33840.49022,66963.2196,13868.42354,12521922.57,35911.46916,3282528.101,13592.77404,7237692.759,135803.5841,34461.69536,12752016.29,6926.644995,7127404.098,47998.22751,8576133.288,26264.89989,84970.42727
4677,130.0875667,7.244425713,362460.2295,2322192.078,1017111.318,220998.1664,1058266.323,615863.7208,144828.0374,131864.2114,131596.4708,462320.9777,516272.1961,504844.8208,257570.3233,1131016.092,3548170.431,1234656.854,2126812.023,897615.2007,216562.9924,1293547.125,144408.1151,879518.0075,535965.6802,402979.5265,509116.0689,87615.71473,1567119.098,791579.3034,444196.8416,27832.33971,256078.4329,545995.9567,74169.34796,758170.1176,3258746.504,1595399.23,1399759.739,1219402.896,2008222.52,3741118.611,2012574.466,600998.0831,701564.1345,554161.5733,297355.2836,1887081.796,1444648.194,140734.3614,46164.67989,106091.4265,134354.8915,1182638.514,396661.684,105487.7513,3006476.474,109683.95,101607.2929,806864.7873,615322.5716,268277.9644,1408390.066,1964758.534,2183326.619,157906.293,4726141.212,6427999.295,969000.3354,294723.0277,2201972.246,281632.165,2394584.566,619637.3829,264236.4336,499942.2379,608578.013
5036,103.0038563,4.068023212,615621.5643,646686.5378,506352.9606,403961.9163,386843.0466,266931.6051,636231.9778,745245.6932,462488.6053,484433.8758,459783.7827,984386.0557,683102.6131,741667.8601,912735.5182,750417.337,478511.2296,709898.063,783049.2363,398370.7051,635960.553,654384.1267,1039282.492,458548.691,827287.3504,624455.524,349199.1373,464781.04,402803.0634,750234.7918,579398.8354,622595.2736,1552846.953,1256084.169,579198.2557,541279.4253,1311105.947,893586.5666,620312.4466,762408.0461,647386.6293,762992.9618,560931.8634,371479.6716,1538667.585,1138248.332,1216814.502,1231108.078,152232.1052,1263705,1967147.102,950736.1903,3253289.167,598818.3109,3490928.582,558632.6436,817708.8999,1356100.839,794680.9385,388980.2387,958215.2571,614192.4322,799184.2013,915025.382,2976946.307,1660905.708,1309607.95,575049.4263,669068.5649,1109808.683,1586186.839,2996752.266,1095986.624,1114065.141,990668.0981
5600,187.1089992,11.66178093,218549.955,3586.077444,737496.5668,1004602.299,999703.6525,75306.91188,8199.10658,85717.88511,1383637.788,272799.2525,177695.1479,68567.95956,43632.54456,1299575.234,2863707.564,998137.616,734774.6575,43930.7056,89913.07564,6313.917819,542656.9561,784664.4452,22841.89317,154855.9174,22371.73439,936581.218,200868.9802,1453483.476,18671.85845,16980.95673,1021425.255,4660.956121,13358.81145,25461.29675,314138.6471,44978.66112,29149.37507,15250.67361,2177448.672,553018.5803,1155248.523,1032791.493,769919.4792,25934.09577,30209.68671,20596.35633,18739.89391,8223.750893,202880.7843,54313.03301,25790.276,67074.04408,6867.225961,458529.4508,17030.0928,280678.838,25059.33788,353934.5238,137012.7308,43321.42888,13826.61753,970811.0221,448776.1531,472656.7968,5779.192518,771003.0627,445220.6673,237966.2776,855858.4339,196081.2962,636821.6397,113325.3431,439762.417,91563.18416,141099.2364
5970,375.1307128,4.603339078,246723.559,175709.7179,92575.0624,85386.75474,142020.8827,124232.8448,159305.999,174011.6683,136811.3139,127679.6829,114804.4818,298558.8587,210657.3817,264490.1521,470676.9945,217269.29,211033.7762,179543.0977,154820.7898,187504.3973,100412.4839,121586.0868,113351.3995,132143.502,134937.3895,102091.1314,61409.78806,200112.8808,1402.703852,2451.616066,84514.65968,347269.8555,104399.3092,139908.0531,116899.1266,169767.928,274791.9114,311083.8001,38088.77919,466900.19,149888.5186,540746.1421,513404.4532,69790.08146,24100.89538,37821.70629,50170.02814,88219.05438,3679.931441,30248.41185,22689.56835,21880.29621,138799.6486,20906.75139,50501.96034,3311.741416,0,85480.30072,25513.29441,6043.98678,24702.73602,4793.81482,74527.40389,28027.79194,19754.01802,138625.2682,28631.66687,21041.73136,56012.60317,19713.55479,16375.61898,104006.6264,14492.18825,15477.16455,70172.97182
6119,162.0228393,5.429743252,309918.2946,7728.878106,922301.5721,917128.6923,733767.9961,173983.4133,13958.67593,7274.566504,851805.5808,63704.49522,33743.06646,7700.717334,19039.03984,254118.0014,21555.65886,269927.9658,60396.28969,437947.0567,654049.9351,81669.60624,1899590.369,1577176.116,87185.85855,48482.2701,89052.60214,812623.6984,224154.3572,695919.6269,2514.521604,19256.33342,619444.3643,110842.894,2316.701183,17429.62035,310984.6679,79592.83596,8812.489672,33054.33626,502746.0614,761475.2916,66685.92574,2482610.236,2711955.461,96523.64394,39878.78932,142213.1766,35283.52212,828051.5725,174650.8101,0,35032.76792,69433.07413,66913.64315,409547.684,42074.71589,298012.5632,0,23135.37677,68399.59057,0,456868.4444,136128.9242,38640.82569,1192872.977,43688.73044,879402.12,34351.38004,4887.524586,303779.209,13713.74486,558640.553,50560.33727,440808.5246,52247.86834,78180.45608
6173,174.0884301,11.65480222,148610.1635,237193.3352,1972136.528,1607019.352,1533435.674,136298.633,408719.431,766394.4926,1866635.889,778070.0138,94504.45303,1028383.357,473054.0334,241223.5859,3685805.173,551657.3665,354958.8337,366021.1033,150266.2693,14497.10472,1339417.281,2945222.714,514769.6443,8731.405452,455802.8953,2186915.237,145258.5033,4682143.817,881062.6771,7099.512808,1278595.914,339103.5281,9363.792914,1398991.158,179391.1009,299737.0187,1928938.178,1912493.362,189942.259,420153.3469,244465.5044,5366420.416,3919673.908,82763.96469,331469.7959,1249942.735,537057.057,6517.81469,14178.58424,22266.68559,359583.7381,455404.9471,429324.5389,928279.0144,1026754.869,1493635.599,0,179600.4354,209928.4219,9703.450564,786241.7827,2927132.814,111858.3212,998535.793,637279.0963,2028477.674,240375.311,161654.2707,4434902.033,113657.3064,3536063.064,271668.0605,2488565.498,146905.1047,103041.0832
6251,167.0351891,4.524369713,194330.1612,897605.721,147790.499,226961.0741,160552.9267,158531.2838,1617976.338,1742834.165,300166.9412,2404361.166,242262.276,3647433.185,2743414.608,481638.3239,498205.9286,278862.6795,328464.6474,760626.3844,118100.6915,654822.1185,236619.2698,262249.7241,2013724.669,203969.2641,1321984.682,275061.2027,411752.2909,256166.6829,14650.51983,63841.06894,304496.3427,734080.447,61341.03331,1848279.075,556801.4777,688957.208,2923902.888,2082705.229,603532.7946,835650.7781,666907.126,439100.9123,554587.3149,509261.5774,514896.3192,566746.4677,532814.1933,291585.7184,10288.13462,463039.5151,1040723.231,393522.8893,1828536.266,103550.7127,3077969.872,74945.03881,492393.0063,785185.0313,698249.9854,87465.69193,569654.1231,216637.7416,345598.1371,197346.0796,1802414.547,589238.7824,586566.3469,339273.2776,168104.5639,572433.7653,179716.2233,276394.1873,206293.788,327692.2221,592181.4275
6601,168.0668129,1.943328359,209997.154,386113.2728,925697.6088,1820371.802,1417447.39,18412257.93,3592438.403,3235657.846,2963012.31,7710822.937,5099941.475,9281740.548,5046804.344,35784478.61,3487839.441,35285134,33225238.43,54996372.7,205342.644,295906.1518,757133.4114,989853.166,3504912.239,3478585.205,2690374.99,992243.1112,20605663.14,2492692.288,363774.1406,714536.4558,2950341.719,361159.149,482131.6716,7093069.561,35669390.05,51070109.77,10862121.99,10779071.12,42500237.13,31230420.62,77456163.09,2106615.716,3178514.015,350157.0374,1291710.978,654339.0449,1057617.431,82131.86762,41096.40688,1679832.087,1671869.312,823836.5891,2786286.462,467383.5171,6379464.788,171104.9556,32359.93998,23392777.46,22926113.37,707482.07,1653150.348,698573.6828,18964709.91,480953.726,3065715.92,1969827.927,36871069.17,10096535.69,813477.5005,21715414.8,1109389.664,23514401.11,644218.6847,29555675.7,23214267.25
7046,266.0894026,3.710876188,90009.50529,7132.369803,940003.3008,640006.5474,1071868.946,3714.874871,4003.570601,4860.082066,255067.9766,32373.95227,46721.52183,11125.8938,4158.939088,33300.5629,1525112.549,8852.150235,8755.699844,8097.091077,28489.37242,3185.048372,1137672.418,1139070.016,7353.615406,3749.029409,3137.942938,554267.4001,11623.22778,2146070.337,2271.782794,1683.104357,459157.0908,3889.893298,2334.745569,5306.481288,2407.574155,7991.9019,22932.70574,19805.71749,5661.059946,14444.09979,12855.86707,1263557.988,920932.2404,2706.173879,4360.055778,3920.556025,2865.424568,11004.51101,4446.827489,2595.32279,5030.07152,1783.485035,12950.84049,70914.01593,32908.54395,90284.91942,0,99283.02414,7961.778086,2054.756148,2027.137355,51980.09302,4264.005932,30870.66022,16793.48925,17595.07481,28146.58855,13902.92184,97871.34838,7712.963892,111761.0307,4784.511598,180385.2842,8914.772633,5499.452507
7691,118.0512023,10.79471533,89857.26784,5230.122404,172360.704,781962.3186,1611432.838,101551.082,21952.87918,43518.74444,868137.4673,17507.34171,12984.14576,52314.1505,25153.28104,319756.1074,950108.5861,291687.8713,586395.8145,663519.4733,35927.32555,17569.66602,478392.6967,4437461.153,80827.75692,5255.923407,20775.53293,4112941.204,81800.63636,610153.3603,19016.60918,4345.215923,925424.8179,7653.349328,7415.030687,85298.45436,181390.8116,54755.3358,410186.3974,46533.10512,284024.0329,128677.07,610628.0757,2566767.048,473325.1042,9048.888695,181625.4008,142382.6657,325451.9108,30537.56974,6598.675781,18540.95703,32166.20768,49673.65689,35785.06829,483907.1707,46337.36778,858450.5156,8983.571943,1261250.433,675647.9655,4871.222917,53562.99296,1871504.128,510170.7787,415750.1442,98498.49934,1344725.266,977757.6355,711518.5724,1991622.53,559285.5364,1050837.818,290357.5029,1189250.252,904079.3001,882776.8289
8017,266.0895953,6.211730083,63746.69755,68013.36322,187395.7125,94788.98803,174118.8271,352549.4567,91117.94588,79186.65813,105518.4325,14283.78272,137928.3203,118459.2738,252735.149,883742.349,115443.4914,310267.2762,702554.0049,44796.52587,44447.13626,2722.282927,126459.0701,163820.0318,3225.544941,105358.8005,3360.113959,66599.40458,236757.0571,82852.56098,4325.613283,3771.089595,46275.4223,2648.936663,3183.999227,15966.17154,438945.7194,433155.9237,5690.733049,12956.91014,577806.8052,776051.7787,551537.2855,135776.4316,88226.86876,2322.416944,1774.919066,4925.324333,5211.16664,54778.16858,17092.01904,103902.0719,3495.342058,2721.934434,32127.49332,32738.24574,7305.576819,70065.92614,1796.125333,334723.3942,213865.1215,400124.8279,2378.06889,51247.16233,212314.9686,117501.9899,6600.402152,102991.3437,291391.1275,427044.7277,75860.55047,278766.009,92837.23269,174791.1167,84246.32034,452067.2029,727784.1384
8829,181.0508689,6.588919435,32946.38775,2494.996033,605624.7686,639059.5425,749659.5963,1223815.805,3865.172018,2365.282502,878216.4907,3288.591891,603859.012,2915.723553,3577.966723,2497743.445,1437003.057,8974458.519,3264521.974,11265247.73,165074.5897,3229.537994,348640.6537,1329115.118,2154.382558,1327788.066,2356.934381,1411968.835,3869414.382,1003042.385,211833.3415,4448.113796,1648992.665,8506.772708,4186.891832,5922.0571,3195515.46,9982321.642,3738.314514,6123.990793,7229742.164,5564550.533,5404429.998,1267795.01,1780457.625,6941.273682,7863.721256,3657.332344,3501.655416,130857.3121,8186.086343,771302.2507,3460.972209,9401.711831,263547.115,1068870.873,19559.99448,508543.7946,5810.577817,5081657.427,3973603.865,540481.1103,10567.09971,1135162.961,6235511.795,911468.549,3918.787333,3400792.664,7327731.363,1170758.894,961343.5003,3016463.402,1912011.527,7306946.316,766721.2868,7460092.909,3178142.62
8986,132.0304543,11.86832972,120484.9168,34803.769,66280.59356,358712.7801,28152.03968,155523.524,14734.85115,20782.43318,396870.0564,157777.1654,35009.75439,168576.6335,15870.34656,54728.00506,248283.6354,308378.4036,120026.2545,371070.6648,27773.58978,6582.49887,68312.29751,281597.8582,21354.96985,104388.1382,55482.04809,130042.1619,54194.57235,108645.3304,32036.0115,19437.95092,90152.82592,8531.43439,50961.15746,126133.2506,21859.95895,123407.6461,56172.66927,138885.7929,6555.231149,7481.895053,201057.8799,4806.408291,3943.426069,14300.87904,10156.52031,27953.80901,55011.25011,5425.838102,13898.81034,4706.568927,8005.320942,22483.41893,7418.186411,7286.449953,17050.09299,8638.85572,17538.88313,215968.4119,7299.612226,126911.4403,7446.904402,7857.10459,16449.14259,17494.5627,5272.279502,17910.83532,407148.4908,194332.1006,28568.32721,6228.804997,5768.23194,21936.17114,10581.87265,57396.0865,144607.1002
9005,88.04028631,10.25115457,70019.0882,349346.9214,502559.144,845172.4663,742726.2045,906975.4547,588140.5013,773254.591,1026306.763,750343.2153,293178.0486,897899.5527,641953.0468,2355472.768,1357501.829,1614801.89,3000662.604,2235266.273,74542.77809,197442.5651,418945.2991,624529.6679,732465.8584,114337.6118,714403.3761,593391.3618,985509.5752,1381450.499,129578.741,7098.010918,644055.8589,367093.3226,11253.84751,1096296.028,2551920.009,987374.8512,1853625.755,1174866.42,1548588.381,1539769.221,1467200.25,1114197.435,1105261.055,118132.4235,262895.9954,503611.8976,511713.4963,54254.27297,5148.090985,12020.1794,429127.8888,264458.3522,574179.4218,316573.4264,952015.6889,178370.857,5811.335153,1482209.995,1070480.891,89798.115,447313.0817,567459.0861,1860889.412,332823.9714,656820.6348,734630.2942,1600385.847,463061.1262,637204.1396,249158.2294,623203.1337,1210694.466,421201.6925,455465.6963,575673.8488
9142,118.0512073,10.46564362,54280.44109,5230.122404,1632611.221,4853537.265,2511117.846,480697.0885,133381.6734,349859.838,5047496.706,302055.7775,81551.13554,300663.8015,180630.8631,744639.877,2873318.998,792257.7295,96140.08432,151277.9521,130925.01,19469.25023,1761831.543,4667996.645,297748.7807,5255.923407,221420.1386,4340700.689,571698.5735,4035893.774,141429.0914,4345.215923,2785510.565,7653.349328,7415.030687,625820.8526,493170.11,653809.2069,1061798.792,508659.577,61308.9503,843257.8332,158492.7455,2896187.96,2785708.285,9048.888695,29669.50002,394184.7111,38356.42426,154048.2554,5292.681622,18540.95703,322392.1972,223604.0872,324593.0806,7671750.109,854353.3572,4904967.083,8983.571943,95024.28296,64073.39968,4871.222917,325523.7315,7174830.898,113399.7934,5338168.717,530516.0126,17109603.74,143333.468,39666.27456,14266117.55,83925.68087,17897709.93,97171.66425,12219657.45,276533.46,157239.0698
9485,202.0512643,1.007870717,114667.6629,1161182.859,71924.21036,106900.8457,33158.50738,1323378.466,1266984.701,1016061.453,158839.9189,1498313.841,2686778.242,1662791.708,1431660.221,2200751.635,41134.84684,1938655.012,2220302.767,2895667.374,46506.8359,594344.3711,31330.23636,171426.6492,152553.8787,843174.781,672307.7032,111988.8241,1134227.004,84819.93336,1812.174216,0,243406.6014,610039.7343,0,1428704.687,1639946.086,1626065.476,1060264.31,1889972.472,1473925.82,1424219.564,2534957.495,1030837.7,67862.69636,1179680.011,1145968.885,628571.5295,1328153.8,52886.90556,2883.495917,1505937.266,2394960.415,697121.9532,3021556.202,26425.83391,3405775.646,11674.13572,0,2055629.659,1302653.558,1081907.759,1221263.337,50464.76722,1775261.547,12129.79658,529037.9141,35876.07774,1731173.101,593267.8704,5033.2596,541645.5593,12939.1537,757033.0083,9942.163742,734637.6534,900117.985
9510,153.0194308,8.558253993,233957.0904,850844.751,1879203.544,11726110.92,5905277.005,2260437.61,81649.7759,796356.1213,15521216.31,69475.0144,2465444.018,971803.4981,54706.28389,3733377.556,55744501.85,7172215.28,9571417.706,13551987.55,66804.96447,32502.44021,5144705.976,4580977.907,889904.0205,1071585.818,86977.90384,10117064.01,3587593.389,46922647.7,48255.57855,66309.08787,43743118.27,262208.4959,6372.100445,44982.11259,17119821.79,5971578.54,82898.81932,1456067.058,8872184.075,7534430.738,8571870.629,32443570.39,61786529.12,62684.00926,70993.1647,234339.0742,29935.68029,140995.7822,34873.02531,103312.8335,87128.78546,34889.21239,669637.2127,14641473.39,145514.1456,178775.8201,12606.79025,1990181.334,687118.6612,70470.31288,51333.5916,3791676.871,2084680.525,7345917.257,106784.2016,70748960.35,2702842.825,147136.1964,3848567.572,2362980.696,2064069.143,9452740.025,1962099.913,6687594.647,926375.0446
9523,116.0355109,8.330685933,46478.05739,1500894.736,2033399.227,1485536.154,2050982.39,32720437.5,2528485.861,3934145.488,1650015.774,3346708.833,544454.6128,2815900.367,3322909.215,55396983.8,1628720.825,43427564.04,127303838,124770315.1,44393.12147,409260.2777,1144780.932,1592792.017,784625.6738,175509.1661,2947228.698,2424721.63,22699524.56,1838533.25,107400.1472,122105.4872,3314870.758,643862.8422,285255.093,2713621.85,29699467.84,54222292.4,846499.0112,2526300.075,56342766.01,39795360.02,101175910.6,4346068.599,2978315.139,658556.8298,2632917.306,1927409.732,2145000.241,551605.3219,100912.3586,737082.6479,1429771.146,2053210.159,769137.6689,1398969.618,4446298.851,1262104.982,90033.93747,36610313.31,36614085.42,328741.0313,2488300.279,617465.0815,72662619.7,2324670.92,1438574.186,7572147.187,55569085.22,2961676.087,668446.6217,5939445.296,7406896.329,4592339.339,9296517.301,1710239.184,13388743.71
