"","1mem_Bt_12pt5hr-1","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-1","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-1","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-1","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-1","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-1","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-1","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-1","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-1","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-1","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-1","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_12pt5hr-4","1mem_Ps_25hr-1","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-1","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-1","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-1","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-1","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4","ExControl-ExControl_1","ExControl-ExControl_2","ExControl-ExControl_3","ExControl-ExControl_4","ID","MZ","RT"
"1423",1608225.763,2457503.535,1979031.983,940529.5499,3614429.987,7474316.212,8232220.007,4179076.681,4167578.511,7227513.271,4310869.921,1358640.971,2624591.355,7722628.867,12566113.45,1904796.277,9555581.576,7824143.183,17000637.57,8391358.115,4717621.298,5666031.985,15299384.31,892190.1689,5557241.11,5909174.732,162263.4415,11013953.52,18130695.45,40224523.8,18779785.84,53017137.87,33417264.33,45255392.05,69212094.7,85902901.89,135942493.5,36963406.4,17200963.7,70057433.74,77912097.29,44660303.65,112625669.2,50784626.33,170740889.2,111942130.5,3700364.82,212563.2283,2045042.279,3170832.187,427879.7999,4659335.795,5203455.376,5791138.308,8599380.123,17288756.48,12292608.55,19356320.71,9719493.955,11189558.97,14144747.76,20061773.11,7763680.43,29098377.53,14723799.21,19354280.02,10402041.79,26432168.22,54116382.18,52759010.02,13175342.91,15030.91025,630368.7608,25308.22029,5120.841023,1505,206.1024173,11.02305951
"1541",4311241.912,3996841.075,4649689.952,4245854.841,3290132.46,1996495.851,3287264.469,2915453.722,976480.8921,1908215.335,3384940.358,3082454.814,2188374.186,1918619.279,3617443.241,2738028.797,4575873.528,2558119.269,2657481.286,5123766.053,1148707.928,2254344.516,4648145.408,2708729.085,2279044.212,10651525.78,2329770.848,4760284.77,2721683.759,14438362.57,5496695.739,10604271.6,2273556.019,14703840.45,7689983.834,9771889.52,3299488.73,12140687.67,2919344.622,7151262.777,3852029.035,12729595.23,8864563.503,9209227.006,3505124.434,28610135.49,12137086.36,4745068.622,3858255.789,8940702.445,2991214.096,6455086.363,6511256.687,3348035.866,3596705.149,5044523.535,931044.8217,6457875.323,6932750.361,7885934.765,8702215.125,5345746.184,5602044.485,6913573.752,1315890.794,4776642.014,9605672.001,12881180.46,17189389.91,3997189.632,16800373.41,1043927.12,240042.2474,581605.4965,163829.797,1637,166.0863879,6.405244883
"1542",333880.2879,1234317.157,1923999.242,3383158.131,1336585.107,6565827.713,6241901.941,1737320.766,1694975.313,3596848.433,10358440.44,2380249.04,1567458.602,2846285.758,10415332.33,2312056.673,2955847.288,8897469.239,28026249.93,7134237.263,2987926.434,5206936.994,11532300.96,201749.8802,3387891.336,3214539.402,1448480.36,2887514.074,9288218.966,15320803.45,9020821.276,3489215.547,8998925.327,32644953.06,22495627.9,5792308.97,11415482.24,27560478.49,4241714.298,6008237.636,11728861.47,26732425.02,24654620,5272350.347,57889833.34,34256942.63,10444080.36,402702.5252,3807261.945,6688921.176,1237371.198,5656512.017,13297767.65,25827786.56,30894602.58,13070370.59,38121327.78,35799627.06,20360036.6,9299633.029,22920461.8,33414536.63,13003950.51,14659777.72,27889871.06,87675216,14271084.61,10326006.15,52143054.07,52501378.79,22585112.79,98010.31173,29835.0125,101193.807,76721.45026,1638,189.1234929,9.582433924
"1615",411298.9901,4199224.107,668268.3789,6571699.455,1267681.301,13973916.59,6754864.535,506789.9573,2857760.23,9369061.361,9093933.399,811011.3528,970410.0631,7175691.69,2970754.635,2800751.738,2536206.227,15142079.37,29007998.43,333416.1973,2994196.924,8072986.636,21480542.98,57823.59307,3101641.021,2178449.503,1154164.634,2504601.011,11937422.84,13556074.59,9700981.758,1682566.321,10337552.68,6496704.954,19036226.86,3061778.781,20251054.77,22869138.59,1822720.993,3312446.467,24024804.91,5267124.69,16450269.33,2306936.477,27482102.67,8551130.35,10822196.74,133344.6539,1087101.898,1323220.353,384911.7051,16200057.15,53705542.49,43642406.62,154328972.6,42572753.84,6486877.59,167951237.8,37355094.96,23982155.62,86864813.85,204963634.6,19973353.19,45641536.99,89445672.77,207206829.3,60169433.39,29629013.82,280575443.6,321683303.8,37427211.32,19272.72837,66414.97215,3523.376,4998.599907,1724,132.0657023,8.629037073
"1714",103602.7052,2831251.415,836795.6366,594058.2626,1388800.38,9093906.672,2921095.271,889066.6983,899075.1002,8834158.664,4125123.22,1930433.891,646329.7873,10807324.34,20702391.32,1344170.603,4131468.708,16475215.86,3853621.025,2484174.659,3844791.963,4198472.779,11583800.4,28143.45135,1793091.94,4294891.191,325164.8812,377857.9244,6005135.191,8788753.67,1909730.354,1740866.723,5615697.279,3505218.239,3789851.78,411988.4388,3253410.761,1270344.338,181971.7906,362114.2313,2221463.823,3086679.454,6346884.23,295639.8067,9099436.615,207553.8065,365514.5246,100808.3366,486558.2333,578294.8412,52440.58345,1438820.349,252298.3942,424260.856,1046002.242,948007.7372,1445315.858,1556024.165,457121.3649,2819511.953,485197.071,2115839.668,422079.5334,9382940.241,1789146.781,2023034.109,268967.7251,984652.6285,3229857.133,4213006.297,584517.0964,14224.09637,3901.390412,3244.577918,2361.039593,1835,296.1345422,7.608339057
"1829",4246703.545,1664583.867,7717334.206,4660134.756,7729320.646,4637944.46,16749787.85,4472264.474,8964775.118,7360904.041,16312861.27,15402148.19,5591703.472,8946825.108,21286711.32,5356510.268,13004409.57,12904284.6,34186671.78,11390914.89,7064310.203,5191844.723,30706028.04,1553696.385,817442.688,2664742.195,3871692.411,1575022.348,543851.3546,2895690.389,2636208.975,3653086.145,755164.3577,3038916.646,4867525.301,3352669.561,1056889.693,2090047.888,2106866.974,3665202.99,1571358.26,2738134.56,6000199.124,2548496.368,911611.0732,2323603.243,4756060.943,1884966.888,927880.7705,3388830.284,3856319.566,2889608.845,197169.9955,2030454.872,2297996.151,3203454.044,96831.26266,2223545.681,2445930.91,4211581.853,255676.6287,2061187.43,2076851.576,5029753.393,238379.3606,2869347.326,1571775.099,3920487.904,476890.3359,1769206.88,2211464.386,17297.73156,106446.3873,296506.5209,26681.99849,1970,242.1388493,0.986055002
"1941",39181.80379,117201.2829,27047.20565,120210.7842,380663.6562,40661.34791,149752.3632,151766.4806,87458.59806,129584.5185,218991.5934,345211.0999,171063.53,120630.2737,309173.6313,572215.3554,394204.847,766477.3422,594196.3078,463036.5253,738705.6906,267695.4707,1106197.434,500634.5259,1369681.419,1205690.621,832120.6155,933003.0387,3556875.694,3509215.96,1990656.542,1712570.418,3619797.233,3723914.794,4749210.535,2393355.622,4817717.086,3258756.719,966031.7224,2218697.311,5491148.637,4220700.034,4453067.128,559205.1678,7588515.47,4344813.14,3387454.741,17526.00697,58720.77484,305824.6327,152581.7042,991464.8725,1497198.403,1539073.169,2208664.768,2401909.347,3885428.442,3532705.435,1919607.355,1900817.315,3272271.595,4326497.503,1917479.495,2621486.99,3526207.842,4190376.851,1844115.026,2620218.185,5190332.72,5790379.901,2849104.58,5905.995302,7714.925567,5505.421873,62623.21063,2101,220.1193279,1.512221271
"2021",305248.6739,294301.4091,916233.3691,924244.7811,561698.0985,544187.9968,715632.9556,601580.1207,225960.6947,445685.4899,789197.9597,696393.8355,71784.36884,759963.9409,857053.2483,265373.2783,115033.4823,806831.5239,1142225.476,539034.2636,113190.7014,531289.9032,246921.3836,1085093.867,2656548.029,3616179.608,2600737.373,2069818.051,11665151.46,22111212.06,16154548.34,5277917.38,14485961.91,27658438.26,45093840.8,7251379.989,25828082.53,22576504.95,7622957.138,7525879.917,29896607.58,43676726.77,53841439.56,7691526.282,30157594.12,47637183.11,28112118.73,11301903.6,33382368.37,44512699.49,32858083.54,46620989.62,85548505.41,79267661.91,196000352,97438611.5,117546092.2,146994702.1,104994469.3,75122571.81,113298041.6,137162493.4,99096213.65,101289263.6,105146622.8,143992392.1,106319121.6,94311704.98,127930448.4,166736173.1,113080996.1,617146.4547,9206.092031,18885.10718,139343.576,2198,215.1392043,4.360237647
"2058",460520.1867,2162515.118,1193416.909,1822277.807,1684566.203,2654897.306,5970262.591,529647.8556,651386.5293,2810223.121,2429535.525,2412877.261,5107460.271,1309740.228,2432593.101,2385973.126,2955847.288,9074721.291,3125097.213,4741894.251,2871111.562,1852944.87,11532300.96,1709306.75,1862702.467,3277795.528,1632140.275,7831179.7,1234114.266,19388415.41,15328667.77,16144551.63,2412840.796,2270959.865,55386488.72,20885951.92,1533574.367,32359797.14,8190783.369,751965.4178,1324329.678,38391817.13,1131272.781,500486.2845,5992951.76,31951844.9,13797339.83,2169821.63,1396172.755,2372969.562,1522812.831,2442591.714,18529879.15,25945925.98,31283981.3,29873794.87,3605212.169,3274177.464,20360036.6,9299633.029,22226114.63,33568619.24,13083888.18,10282163.04,32344435.2,88194251.09,17140982.86,11081941,39629752.76,72338099.63,23026443.78,562615.2383,1340243.442,1274917.799,649211.5995,2244,189.1234668,10.71601182
"2089",200858.7517,1269518.635,497916.8312,578458.1748,344937.1385,4632425.913,914778.977,436673.8916,504884.1933,5089504.825,1097259.299,627762.0368,249976.498,5931183.785,5905903.259,320105.3229,1183830.624,10906770.75,6701692.166,1321505.306,2234717.42,4701992.386,4992508.796,20699.3188,1478681.337,340229.3473,156248.5144,304488.1676,2306538.647,2020870.421,725909.2032,2003251.942,3204568.728,2102858.954,1745809.828,1403504.318,2416796.841,2024850.157,341429.8245,612016.3196,3242911.833,2364028.481,3304583.117,760620.939,9255540.034,2223971.78,1675304.672,50479.73797,165910.6304,218168.935,3353.569181,497923.2018,554254.5385,528658.4464,138811.9458,518886.2225,1489314.299,1690646.636,325409.903,2859605.088,1464923.979,1170753.901,253306.3935,1367485.975,548384.906,1249126.869,358495.6054,1843933.904,1417307.817,2721858.565,176389.0469,1259.157812,1645.067891,1393.356006,1879.349696,2284,190.0863177,6.878707428
"2107",456372.5148,1157989.815,1607854.651,973860.3664,549097.7261,902884.1102,1534578.147,1038771.724,622409.0627,879940.7676,1669284.385,1333513.956,508063.6046,1031511.951,1200502.859,504955.5745,2308446.942,1437118.492,3147442.021,1693833.582,1107209.207,1986517.463,1626924.824,377913.4698,2099648.664,751225.8503,279519.5112,1711499.971,915652.3104,531568.9895,389372.1152,451683.5458,520306.44,4727763.795,802191.0948,619821.1249,3540765.046,5171001.552,1645937.245,3284157.378,4627175.031,1833900.342,753884.1951,731838.0819,851665.9383,955837.2564,1144685.4,12035984.36,23027367.9,25462488.52,9748688.548,24224856.49,29207928.64,64713977.05,37998005.77,32262772.6,38872297.11,46058715.6,30773555.1,28005996.79,56971283.72,38112737.33,31858930.78,30603744.7,32750808.67,88279571.95,20690468.47,26868598.93,61574896.67,73435342.33,30666554,7006.077911,34832.72342,8401.089594,7862.386628,2307,127.0504236,1.878027242
"2237",1197180.133,3867052.726,3973379.878,3972854.232,1160172.393,9992281.898,4885673.435,1913877.713,1302207.309,6359714.993,7107138.23,1705874.333,743983.5686,5557204.597,7380471.223,1485617.397,2466138.712,12921188.15,7843096.763,3716046.865,1361085.952,5444158.378,9262391.402,321712.2979,2266733.708,1913827.701,1014002.934,515693.7879,5103771.821,4240863.143,1726322.073,621408.3065,4587321.566,4579908.045,4895398.492,934793.119,5231744.918,6375263.768,708850.7735,768481.0267,5584252.115,4077331.001,5861316.902,942613.3171,25670731.73,5320196.295,1642120.445,1225610.903,7774317.357,9199364.921,2469415.568,3982650.067,11371920.43,12617702.98,20088312.33,6655470.699,29836429.16,14515305.2,14412851.43,5914401.574,16295981.03,19421024.8,6833989.908,6836076.201,25486558.49,30390488.08,8290785.132,5037523.667,25943232.48,18288249.33,11790103.99,41694.09301,26210.47918,22220.33641,45854.53433,2466,188.1282861,9.510027241
"2407",587188.3188,3038714.807,2159823.29,3404872.594,1865479.402,9717155.787,8042670.926,2692648.339,2356953.223,6811975.855,9374767.25,2959872.306,911601.2377,7488099.736,20674579.89,2380061.319,2405151.898,10680360.92,17849006.93,7284424.9,1808886.176,1384412.032,18417814.24,88019.23068,1016004.228,2415266.02,413491.7244,1298402.312,11280154.59,23031140.31,3535543.03,1432810.076,9945454.122,16012356.57,10863994.68,848163.4855,11383000.65,6759367.331,844197.3733,834158.301,8618292.892,3347161.302,9846277.45,364695.5275,10547034.41,3367782.555,819991.2078,100808.3366,265517.5636,1046719.194,34268.26832,1438820.349,719788.5331,1111860.55,986778.5633,1994249.022,1060262.976,5233276.412,141360.0754,2819511.953,1189636.791,3425827.659,254532.0451,2985436.001,772198.3118,2023034.109,268967.7251,984652.6285,3205526.991,7104164.15,466321.7707,14224.09637,8195.440565,3244.577918,2361.039593,2674,296.134548,8.021301256
"2513",4234400.436,645311.7068,5404951.89,2996302.588,20234670.05,10218623.03,21085211.64,24694502.64,34755098.26,27558798.84,21957070.36,54227502.11,14187999.57,44308371.93,45596659.46,18521599.25,54273335.03,47733738.04,61572490.24,106950360.5,29611578.01,36635232.02,62296261.52,587427.0383,1153568.475,1281636.871,683097.1527,330721.3952,679787.4059,1299969.423,488575.4683,258610.7483,608425.6781,1126806.678,1290320.751,449514.3112,609933.5283,1048768.902,233284.4695,463510.6943,161325.3081,1337492.327,1080846.418,517744.2837,1506323.259,1205480.422,8138147.57,650295.7957,924773.2767,1619818.405,556760.3144,514457.8128,480718.9597,1210599.77,790242.3045,573529.8422,805737.8165,1510303.83,300428.1676,1024992.798,660994.0861,1634688.489,250533.9901,403372.1364,94230.90849,847685.2392,345017.8158,493703.7775,313039.7743,1304999.611,357149.0666,405977.8588,843500.4235,947669.4027,664212.1396,2817,170.1539681,1.032204373
"2560",42272350.27,56608874.45,41371178.5,53017215.35,197795414.6,208864824,157655691.3,198498234.8,292198833.5,228334660.3,169540304.2,253544171.8,170250352,276773521.5,275953205.4,147073210.6,492167572.2,322956900,289459585.2,452874794.4,312316182.5,315210146.6,295053776.2,276020.9658,1369604.744,65726.13036,179476.9745,1047731.72,909216.1346,1472750.848,210100.7778,2189675.281,887833.075,806099.6467,603515.0817,1223520.253,774406.4326,608174.7886,388747.0495,348097.5122,636644.339,669650.1808,636857.3187,1100221.021,442394.3523,486379.3001,610375.6287,619472.9107,865120.8168,878604.5304,263780.5554,2407509.315,841670.8036,620287.1454,403590.2752,2709541.949,786423.1544,1141828.534,306887.2364,1370761.135,898603.3339,1257238.711,239005.8144,1972276.716,1228206.327,645667.1797,134165.2979,886061.776,1152154.109,1233794.404,550346.1247,211050.9016,473738.7181,250979.1093,68705.63485,2873,99.08111901,6.231648838
"2789",4263341.686,2243933.532,3615936.479,6727398.558,4231811.734,1999264.095,1653961.451,10549163.83,9292202.264,1682286.745,2540389.177,15834398.26,3351213.916,2141399.124,17399516.78,2603775.477,14676002.28,2271402.993,2615565.216,17819706.85,3925475.387,2708230.128,6394696.759,299517.5159,1861927.884,4949722.16,3518283.596,2167773.134,1998430.396,2275306.342,5049655.345,3891184.456,1579710.726,3377638.172,8764602.023,10416405.95,3779303.268,4462592.18,1462342.519,6115155.856,4715519.101,4758353.815,10727738.2,5358745.95,7906245.824,4583656.051,15740748.08,1050691.514,4207037.441,3275467.448,2045345.864,5221264.101,4124146.251,3694185.298,6488166.988,4342824.571,12988516.58,20062520.87,8759719.231,4376232.284,6822297.479,14105146.78,5710217.57,5220129.962,8920879.947,3861802.068,14111317.35,8442630.624,7525302.768,9700857.968,23037986.74,156748.7142,495943.6039,990714.3202,929034.6505,3172,132.1020739,6.800265147
"2793",531819.9227,2573116.158,931381.9036,1814192.624,754082.1673,4921923.598,2748772.163,963761.448,1435385.525,3630957.708,2908123.495,2003363.291,788717.7436,2680507.632,4734576.464,1048912.812,2661591.555,7580037.824,6968072.969,3354719.564,1621679.725,2195919.679,6267277.995,64683.91377,1376517.781,1113217.062,811784.4067,753797.3416,4218253.605,5416149.168,2455580.491,2098015.168,3219618.138,4563341.233,6847812.56,3869441.362,4257921.371,4085200.508,1198994.919,2736529.847,4506254.665,2915773.965,5922520.053,2236981.528,10399462.62,5251057.722,4395072.57,437319.7624,1375996.875,964806.0623,625408.5789,1685737.126,1468504.207,1599149.869,2935210.811,3919521.189,5271441.27,2607456.09,1989218,4074820.372,2451767.875,3340069.127,1015925.113,6244256.72,6850951.72,6498808.873,1082092.037,1670534.144,9074521.842,4414343.011,2028052.061,30475.40312,356197.3497,312824.3689,180774.3629,3177,127.0504254,9.945064667
"2993",11200.17342,268942.5366,302732.2885,117525.4133,44768.92949,380658.1585,222790.6073,74484.8246,12373.4534,539608.4902,424953.3652,62390.33443,12572.21172,617864.4653,987290.9968,142279.106,67870.20718,914135.3567,819566.6447,106171.8579,65359.71217,858782.1702,117079.6784,27529.20045,790819.6005,675879.8718,90267.43266,131952.8121,5180485.083,9548663.248,1826307.965,151482.3113,7328649.089,5842380.381,7572406.026,296387.6725,8477406.839,9480595.037,684334.5991,529885.7503,13384982.55,8518359.224,10671847.31,972182.6771,24467885.67,16442266.1,2157073.425,8001.902291,488690.0925,200833.7725,45373.8571,78689.20369,1214806.633,363452.8653,586789.2365,317249.4199,2379259.525,2556644.251,299728.1903,274869.2065,157021.9237,3530895.085,142032.859,364748.9297,2708092.24,1928568.983,595274.2753,268635.5853,2743215.874,3221863.758,149932.9833,0,0,0,0,3427,302.1505765,7.811496789
"3080",0,7552.581762,2312.624083,2400.955462,0,0,0,0,0,2354.323124,1949.639377,0,0,0,5503.880031,0,0,5600.61266,4377.639406,8738.134464,0,3996.71081,0,171565.0949,687402.5369,697038.5555,558031.6436,2408962.61,731138.6627,414150.2311,13760262.27,7921073.439,1252912.446,1097627.539,5027977.568,21218699.84,1379231.552,1872436.307,8224411.193,24774820.33,2524862.058,34966207.9,8370739.754,29623164.97,15725511.42,4708223.181,98756910.98,115324.3615,864053.424,298284.4543,248089.8931,837373.2985,545358.9787,493582.852,1640442.162,7497105.345,1554953.08,1580247.917,21219695.65,8016042.625,868215.8916,3534693.537,14889894.83,13524328.01,85362507.21,2268360.088,21506893.83,10231770.24,4705790.426,2378506.54,21916960.27,0,0,160668.1764,0,3549,690.5077075,4.717774314
"3198",318115.0421,1081389.638,2129943.669,2099517.992,79538.41824,1097012.324,904098.8896,617616.879,64258.63674,865674.7376,732678.7542,130332.1946,98985.8857,971286.1319,796524.7293,346019.8241,37774.37768,1144535.397,2008432.161,1062476.119,84104.56201,1358038.743,5141830.402,105682.7048,1067235.172,542478.0407,138679.5016,339695.1805,1227563.778,1205392.779,773007.922,763580.2106,1564573.859,1635183.349,2150089.533,727314.9117,2188580.128,1834006.837,611061.4232,651194.1381,2879279.268,1830441.522,1044476.212,360644.7064,1489567.609,1711480.519,9201898.027,223074.4506,3059338.74,1382380.313,182442.2687,1452532.139,3158628.2,1583727.26,4279459.689,1291701.529,3674240.305,1943894.903,6843623.594,1437741.504,5453447.32,2249534.218,1567058.876,1526172.425,4244887.384,4976586.173,1811771.766,1229488.386,7893985.404,5834225.175,7596567.592,12365.54696,133852.6414,146001.2594,32208.68875,3708,111.05568,5.15572352
"3200",532962.8871,1183976.157,939318.6306,1283155.076,4802899.997,18022244.22,15032965.87,10554697.85,7852591.447,19209784.1,20208288.16,19959232.13,5639812.855,24849345.02,43747263.96,9310143.739,22986444.06,53975605.72,66101776.03,49385609.74,13672459.31,39462009.17,61931925.21,190195.1493,981019.6558,224115.6634,446915.432,1248194.995,4791062.435,3948401.605,3080026.83,4199038.785,5456169.653,5666549.091,1378838.447,6892088.348,10473047.84,5455173.379,2453984.908,5850609.835,15509135.45,13261330.3,12047186.6,5555373.691,25549213.46,15295938.19,13305720.17,5299157.439,27805596.3,24853372.37,10736578.2,92085468.14,111949351.7,124249560.1,216115723.7,231876388.6,246240047.3,252836949.5,176793762.1,172511380.8,205082067.7,320150670.1,168371740.1,243217073.7,241426262.8,367852783.4,169736385.7,206595006.5,407312807.3,554900269.4,276881375.8,8620.601024,62012.42486,210049.8681,150001.1376,3710,170.0813182,1.954192614
"3214",119982.6326,610814.2803,554646.3143,385379.5477,406576.811,2363578.624,1256767.39,433286.0184,570396.1256,1369673.586,1891864.923,594734.2038,292614.3925,1122061.327,1454117.218,426934.8732,460300.9319,3286068.339,2679826.304,920143.7106,388681.3394,1091658.593,1337784.253,174829.381,1047685.103,512572.1501,176572.6089,368090.649,2219707.8,1604004.671,1169585.605,538003.2353,1649247.369,3129486.373,2601278.436,819518.1651,2562584.852,2807054.79,526230.3031,1208902.898,1952469.378,4811789.512,2439264.17,1077315.566,10668866.51,3343850.923,1683476.018,2045.780048,57947.81756,24168.92293,2491.850582,12392.18948,34001.52802,72777.05723,34379.44682,15394.90684,44758.36139,27073.78435,16840.90212,8519.927963,67957.72905,40516.80921,11595.99585,17700.34553,352384.1386,93265.61724,17519.66393,216182.7494,1091447.259,71054.78756,20922.65523,6540.387021,58972.63599,9881.86584,18437.94206,3728,260.1607781,11.07417341
"3224",189213.9722,284128.8501,215881.0611,708869.8847,395295.8671,712377.5596,837065.8834,2105766.692,459816.3412,531079.6537,1016982.387,3347398.98,327301.8885,547679.7005,1239630.669,549607.8649,2391092.9,997879.0193,2107775.104,3465788.573,410488.7401,821437.6686,1277582.515,960433.459,937175.4045,733706.5219,2337410.76,2862714.971,5091702.059,3816761.062,7120449.971,5977614.964,4650833.097,4658364.999,5650577.479,9995526.445,6287848.653,5041180.191,1645937.245,5102829.247,7049053.783,5099938.895,7029349.194,3783161.241,11451791.73,8195472.059,15896106.63,12035984.36,23576616.56,25634296.18,9748688.548,793793.5656,29207928.64,243406.2029,38801975.84,1439852.606,415917.3288,519655.5399,1557990.011,693528.0833,484472.8523,491850.0567,31858930.78,30603744.7,678260.129,89470069.03,894553.1923,27589501.59,1074266.94,842832.1386,30878632.18,7006.077911,34832.72342,8401.089594,7862.386628,3742,127.0504199,1.60617814
"3323",1513102.981,304134.4516,457521.714,579167.1999,1175107.835,819529.6528,697504.1887,782432.5631,312139.2834,1107940.193,1026377.038,881139.4278,1641538.581,1214337.382,2261499.133,538573.3861,1354785.825,2157934.015,1673094.256,1654620.099,450853.5105,1612888.133,2941796.286,211347.973,915124.9532,1481657.918,986616.9479,259778.8236,3789125.34,5215845.643,2014743.99,381626.1504,5354208.042,2842547.266,5137870.776,832844.8304,12744413.25,2481769.324,536960.6792,583088.3478,16892933.32,2028834.348,7476163.913,891685.5959,18720008.41,2909643.763,987805.4052,1134008.308,773430.359,379909.3824,547956.2767,570308.4965,2399101.76,1123468.175,2637310.03,1447665.58,3682234.451,6417385.137,3221939.769,880166.4007,2874157.313,5025420.521,1578478.365,1852138.908,2363017.335,2488154.106,2921599.903,1960236.762,4702477.727,7450651.676,1897308.12,22371.96914,15770.34477,90452.67046,19221.19076,3881,188.1282905,8.585211984
"3460",9311.33217,52965.4337,29830.73049,93009.95804,148987.6285,128522.2248,600436.157,36582.72032,366619.6228,217363.7104,1417222.109,146347.3043,118788.0381,296651.9143,1770296.861,264514.3354,175364.9138,1177243.898,3046789.569,444441.6932,242685.5434,469770.202,1878518.981,10078.35115,570037.6707,144850.1279,150788.8585,286841.8872,2955397.327,2217120.705,1418776.145,547803.1087,2360084.069,2596422.653,3176292.897,732038.3701,3022041.676,2093072.45,541737.3703,631298.0519,2943887.048,2393975.269,5267225.129,594614.7049,4861313.582,3795659.085,2045235.383,0,31587.18601,16082.84526,4619.099244,83227.35935,88823.94773,44992.06316,43320.07197,84929.5034,158163.5798,76872.72513,38451.03005,61254.48436,164251.3949,38677.05651,17019.13249,66650.50885,287432.1079,737533.694,156938.5451,685264.8039,156105.9873,163688.6032,105373.5959,1243.981265,6631.567277,1947.555968,3698.303643,4065,218.1137795,9.438849915
"3491",728722.75,1519309.113,2922016.314,2582018.469,998845.8427,3524311.82,4516042.906,2268386.785,1271872.946,3494560.374,5047864.469,4630232.647,829307.2446,4289929.073,5188723.986,1375670.501,4013256.086,7673759.158,12317850.03,5448901.21,1763969.728,8078496.586,8383392.091,129916.6349,615394.5525,545060.8503,339561.6818,570950.5649,2395095.347,3279714.875,1362756.122,1371829.913,3127806.718,4285631.874,5623793.967,1580600.426,5131456.313,4355776.807,729168.0283,1524983.046,5774271.665,7348561.376,5893177.229,1612800.371,6439831.624,7203027.045,2685623.687,170407.0913,617651.878,560828.436,185185.4715,479738.5236,1189470.596,1680501.528,2243983.144,962526.6904,1953710.969,2153407.912,1142739.029,806855.3196,1944425.762,2401377.056,961015.7711,1162850.146,2052042.409,3733128.996,1229381.475,972969.3511,2778426.438,3270749.108,1336235.603,6555.966699,42426.10503,79007.62323,35227.76151,4104,152.0568225,5.31389974
"3512",1473111.053,2511760.431,2565914.839,3415528.031,3789687.511,6273675.939,4186317.283,7286695.23,2096522.576,3218462.617,4719918.112,2187812.648,2167740.09,7175691.69,6114905.962,993453.7902,2787435.212,4474519.64,10449271.62,1824893.87,2994196.924,8072986.636,6180033.501,126857.8243,1748708.415,2267117.351,1032955.028,940592.8679,4648596.015,4270100.179,19227880.46,1153807.549,22679199.23,7336451.47,74813001.46,1600149.296,30542444.44,22869138.59,470169.0519,4045670.326,3321615.248,17952203.51,68428425.38,2845614.784,55866678.27,29412787.69,8029854.845,646928.7014,3014557.409,4191034.579,462955.1712,16200057.15,4847841.938,13283769.78,8873609.602,42572753.84,11564883.75,23948661,37355094.96,23982155.62,6878790.57,24443535.92,19973353.19,45641536.99,6910877.065,47071784.97,60051098.64,29629013.82,20374696.22,56584969.54,37427211.32,48670.05358,150949.7401,12741.65221,14528.49195,4129,132.0656809,10.02295775
