"","1mem_Bt_12pt5hr-1","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-1","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-1","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-1","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-1","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-1","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-1","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-1","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-1","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-1","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-1","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_12pt5hr-4","1mem_Ps_25hr-1","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-1","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-1","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-1","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-1","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4","ExControl-ExControl_1","ExControl-ExControl_2","ExControl-ExControl_3","ExControl-ExControl_4","ID","MZ","RT"
"4835",118546887.2,261585414.3,126070400.1,347417489,518909632.7,727344120.2,858944444.9,667739616.2,683176309.4,556518986.4,960260786.6,597040527.9,608162468.9,634834862.2,1104500835,560573117.8,1201689763,989505137,1226566815,1320877833,764985313.3,839277693.3,1108702551,356657.3765,296349.2116,557957.0402,753114.2007,3501213.744,6292883.457,4978237.603,2064823.016,214251.7797,6239628.732,2482256.284,6367578.547,4744247.061,6371005.778,268704.3257,3617982.183,1712965.293,5943513.415,425650.4477,1688682.631,1185705.232,7969675.736,1500346.494,13165390.71,253422.5125,7437165.405,413710.9149,2160687.111,15547622.49,17747430,12089900.17,24319087.79,19315750.96,13438082.59,18218683.16,34350480,13861373.42,23227646.84,22560644.33,17116985.03,25625497.07,30973363.41,32615088.17,11008974.68,20414655.22,42921854.26,14485952.79,34615902.36,1047481.519,370827.682,327494.824,873466.8589,9564,103.0039376,9.437833305
"4885",281479.2823,460000.0021,235626.4399,467725.049,516290.5754,789516.2596,906797.8868,938566.4067,726486.9795,686251.588,832041.9091,1255336.183,667913.8067,713310.5212,1277570.919,589158.7589,1646348.262,1162849.76,2071379.814,2364474.21,837579.4499,1027094.012,1673957.229,5958.638382,47153.75007,56334.51226,77711.36115,325856.8137,74081.30275,65998.89546,176762.9329,384221.6188,145800.9083,91810.67368,324145.48,3327581.532,126726.5991,124150.8841,335877.9633,130865.2243,3099009.01,345481.5557,762448.4513,244805.6983,4668822.491,452614.1074,1307748.96,1408592.602,4286985.241,1872844.801,1637428.445,12130031.13,13146422.07,14607057.85,43283992.46,33547446.72,42625736.9,36115896.48,46983116.75,28239206.55,44133379.12,49385514.68,33586038.93,47484587.96,48713812.08,51191233.11,42910815,34808893.99,73751619.74,74416639.79,62435306.81,2481.004169,0,1717.812158,2558.712781,9627,151.0614214,6.277837776
"4886",2078.292239,0,3215.673879,2526.986628,2889.688912,27875.81364,19776.80061,5021.581923,5161.722277,14951.98206,29474.80273,3963.775974,1492.648655,12299.73891,13975.87131,2279.589343,3164.568347,52562.97267,61012.76602,57486.36922,3078.918681,61464.67929,87005.79782,11680.09761,211142.1226,101387.1775,74393.92646,140843.1891,241481.8892,180115.6353,193913.4998,88042.58921,281542.4892,233296.9395,832263.0427,139502.7645,322240.9527,176204.0273,78654.99542,54495.53941,414953.5117,368168.0072,794390.4253,41693.67275,584828.2208,232566.9483,390664.9509,820547.9022,4465235.132,1703147.767,2168805.52,3476924.286,9553081.487,8753415.311,42341042.64,9717179.043,26561284.13,29387255.37,17222628.49,10953232.69,33036529.83,39141071.48,17042352.58,18472483.16,59090745.77,33099060.28,18501086.6,18254497.64,46385305.85,61020788.67,28167308.56,2132.875015,0,0,2249.665065,9631,176.0388285,4.974862592
"5037",70800.99547,196944.542,97187.87304,160936.0207,137715.2253,408962.7365,285846.3944,272372.522,190011.02,310198.386,312474.6614,365348.1988,91638.79628,449809.6952,542599.3366,148343.261,419438.9439,854235.0265,931450.0907,762118.1924,213334.1171,629029.6968,776322.8153,1955.135342,3124.950928,2292.659222,2027.1235,2285.120232,9594.172019,32804.70987,35877.64967,9954.916282,63420.37286,41055.80186,161442.0538,7636.644091,90026.3123,43570.32025,26448.07537,14407.68947,128727.9666,55295.40172,136609.585,10447.77905,117884.72,55084.39094,135223.2779,607152.8008,2502263.323,968946.7574,708934.9116,3602512.584,4710936.381,5025099.584,12793501.39,9183719.894,10856815.92,9956703.97,10100647.62,7348208.786,11593166.82,13219917.87,8690775.19,10036148.77,14551694.19,15218450.55,9796472.708,6355412.556,20474938.3,22609167.58,13979431.3,1504.304305,2198.950708,1670.631488,3652.175617,9837,121.0508322,4.573796294
"5308",3210905.32,137921.7123,3171789.836,5160809.238,1385901.216,7096090.128,6171372.741,5307305.956,1835028.447,8643782.308,6610165.588,9896882.638,1047995.442,13623350.25,12765280.93,4318836.241,4702912.855,18786175.84,16062693.14,19336758.73,1883079.542,13467398.55,16246157.1,424101.313,160704.9641,371805.2454,336612.3022,631333.9786,1015409.444,861447.9544,697655.5812,502545.5883,62829.69237,992621.3964,1124811.897,1106377.847,90097.3303,1142953.075,485384.6306,1114742.883,1033741.533,1254356.99,1403479.793,960140.3376,2592627.12,1102288.843,1193353.065,1131457.975,344225.2738,330749.7322,1190193.595,200072.1511,231459.0852,252639.4782,5086372.977,2166592.571,256650.0278,565178.5056,275692.5211,1369422.469,485584.1321,539285.3566,787933.7381,1636227.918,258093.4361,364267.2318,1753712.919,1490629.627,266597.3591,451657.1859,447562.5421,549659.3869,7935.256237,77489.38941,20730.73274,10281,147.0454227,2.007434012
"5408",1897.617158,0,0,0,0,1794.411363,1986.790938,0,2116.189689,2897.672156,0,0,0,2756.354764,0,0,0,2786.885087,0,0,0,0,0,0,2752.953377,0,0,0,4210.930482,0,2009.12007,2786.395335,8864.724824,4835.145795,10961.04061,42326.77039,11498.91785,2910.954042,2173.861264,134159.4253,55705.22357,37575.1898,128658.7479,215379.1724,45636.51969,45541.67328,129784.6912,705541.4114,1963150.788,907811.7916,537008.9683,2424615.9,1726137.181,3313600.943,6572164.663,5549059.094,5599199.416,5677981.182,3738054.422,3190529.979,5553035.342,6681802.405,3323742.075,4683665.519,5735346.304,7445324.428,4227482.621,3460492.09,7824454.381,9437109.939,5077202.917,0,0,2170.288092,0,10460,226.0837317,5.341918598
"5419",67769.84666,181725.6146,424408.3913,2209375.829,47738.3498,447482.1529,84009.64013,138911.6045,183021.1618,369582.3754,216304.7469,422197.2175,143064.183,299483.4019,417869.3852,114035.2124,69364.59734,333908.7589,262773.0301,122563.3121,118302.6133,326999.2972,2210332.883,22148.33588,176456.8404,2206035.921,2064635.155,60169.98435,204158.3771,279976.4079,48943.91953,166237.717,120732.2197,437292.8843,2147464.643,210887.2984,1310279.599,488125.1446,41648.71078,40883.58392,1411473.37,342939.4872,2221187.92,67623.08213,190267.7727,386418.3885,272682.5668,76151.89249,517621.0541,314568.5836,82094.61686,5578269.497,2667002.643,319890.3156,1305303.797,11473291.96,4747915.981,3296221.934,3168272.765,3572507.119,9364598.582,3454343.546,1369247.534,16253612.58,9505856.231,2973010.192,3553568.238,9114485.392,13351564.67,7454586.071,4120203.294,10425.01424,27071.45327,5539.601182,0,10483,171.0067487,12.26391512
"6499",356114.3113,264468.7055,452683.6425,1133620.881,259821.421,114770.3611,614847.373,706094.0751,318124.2463,433000.7832,526758.9208,965747.9151,219872.5546,643205.9832,910783.9413,434514.7758,729094.8485,1434303.61,1119332.866,1127869.833,508440.3559,907790.1523,1201593.746,8268.809056,39118.08204,124521.4088,116257.7104,13251.76631,116644.6608,42760.95714,205983.9509,111695.764,77724.31553,40297.38607,427009.7119,211507.2889,84978.21143,93655.40196,121755.8792,203591.3072,140475.7562,293254.6467,425731.7819,270731.6339,209136.8816,114651.0914,345196.7631,103720.89,141992.2388,38656.27888,241835.6798,135996.8908,98326.51484,194013.0962,585845.5892,172727.2234,266867.4252,268154.1299,272982.1359,21857.93808,250839.247,198797.5712,241961.7945,152807.3304,237230.8142,196639.8264,316392.8718,104063.453,217992.1054,267485.4777,241880.3903,6564.010781,3435.085927,2315.224938,2668.996129,13080,188.0355249,4.56597126
"6684",14406.41816,286196.9943,90399.67095,21655.98451,103517.2799,619359.4338,285944.7833,31844.90138,136352.4059,578574.0065,364324.8931,113104.6845,50135.00463,566508.9509,595466.688,83323.14095,312088.8296,728232.6784,533831.9681,284735.6087,201864.1635,506636.9256,643635.9176,104678.5223,0,2127.704228,476641.1973,1374990.895,12855.35097,49278.64609,2175635.704,3585479.12,3408.798737,2206.891911,3620.701992,4596096.26,0,2481.648848,2424483.027,3522996.533,9088.365206,3107.217261,7588.488055,3591103.22,104851.5713,3017.608951,2812818.288,57851.85478,50999.38849,81891.54755,27503.99552,695718.2094,38747.58873,146870.2366,165460.7973,2152126.958,245919.7564,84858.25919,1779199.379,2526068.719,179665.1967,290342.6098,1164838.129,3669486.629,245852.4852,305296.9717,1160790.952,2823382.661,269029.9585,423689.0235,1344059.276,1829.877069,4314.120812,0,5520.386315,13682,197.0497801,5.958515276
"8880",97945.1087,351256.284,73088.07668,184367.4368,257377.6409,626211.5099,314861.5704,237822.9679,320572.6883,483129.2091,325154.5747,317369.451,183552.9547,433396.4127,905804.8228,198078.3212,542399.5446,1051355.457,1197890.165,746765.054,315328.6317,651285.5327,1232136.681,24642.70134,3605.198878,2899.796499,6215.500751,12559.60284,86216.59846,43824.2081,69365.02199,73905.33656,155591.6044,232917.6347,58214.23461,196241.6274,306487.5254,270159.6847,89581.87651,175343.1279,350833.2886,248056.5319,312606.5224,130794.4273,716535.6156,296293.4643,328841.9423,6034.97373,23103.04179,10210.8435,3141.184846,102143.5232,0,0,3774.151875,195700.4731,0,0,4134.7335,144227.2037,0,0,4420.50056,208027.2741,6096.770561,0,76827.56127,224850.6333,0,22710.22312,15279.90721,6361.641612,0,0,3456.115859,17064,163.0263782,1.906578038
"9015",32737.01363,74390.81565,22744.02639,47026.19824,63709.51029,109394.9904,141160.9637,79995.25362,25850.70208,49840.93076,76180.80091,168590.7798,48482.3384,144556.2797,55288.8369,51729.51206,135546.7187,213358.2416,142333.9971,186690.8892,57827.44723,54685.02617,68120.11383,11326.61715,19413.00067,12356.43301,51577.67059,33591.83131,623143.417,787283.6196,1196282.39,65950.5063,727822.8517,925671.7012,2762150.45,69784.68509,1025780.647,83895.48173,933001.9349,535685.4029,2041307.95,2355167.021,3713157.662,451942.9115,1910991.08,1666889.526,4377127.626,8924.470742,24768.7218,19242.26219,101387.3714,42651.7713,57894.70562,18244.09259,508498.3681,83405.48188,375494.203,210851.7836,50196.74076,31452.12543,119074.0156,428517.1808,83660.3078,40894.27596,48884.15746,172734.1038,13710.63179,119019.6344,26125.6199,122855.1772,61664.70851,6776.092845,10642.21074,20776.10764,14737.7753,17316,152.0355677,5.413343603
"9253",61250.3959,89587.62522,136295.7179,50371.62285,65808.38407,120585.175,226716.5119,337427.3562,45353.47485,187757.1883,286973.4692,141159.8764,21191.42935,227531.6009,487846.4457,225584.1236,91966.08607,270662.7527,769025.3327,1037603.498,34799.63264,423233.6967,996153.9437,13513.12753,19482.26533,10698.14349,99270.13211,16682.29395,10177.65593,11252.51114,9898.209254,15141.03989,19882.04056,81739.53657,25519.16669,30773.81447,66173.02619,71493.40427,10868.55602,25244.05922,118502.9994,45710.94744,243907.0582,30771.43204,116329.4834,80299.98629,23947.01893,13533.9301,19264.2323,11437.7934,51289.8686,10640.18799,42247.51836,14861.76785,102646.4531,14704.49472,183300.1759,328087.8273,72497.06946,57175.79883,243187.7531,226588.8957,76251.68182,103335.4731,112142.3549,79365.96767,310544.7121,9916684.628,170518.4249,98217.44231,60475.07386,4642.927079,3860.411633,4126.850335,12783.84999,17815,110.0249179,5.273322767
"9281",6793.810559,26410.93696,26132.00946,32530.63978,3313.795497,10562.42168,47159.59731,75612.5672,6356.950369,10613.98748,117085.3826,32281.02753,3023.239189,48053.63189,20484.76566,21907.77952,16860.98001,127169.2096,132038.7242,94878.33131,9760.379824,418827.4265,192904.7175,3970.234283,0,0,4134.252557,2431.441661,14309.7127,21565.83483,3362.053827,17626.52584,13654.34031,15222.14844,13784.62573,13526.71188,9801.580598,11206.40492,3548.519044,10485.77481,12202.16506,23506.31617,53135.2248,3473.503255,11854.85401,17323.03412,30614.09698,0,0,2774.345569,0,2275.353923,0,10929.84666,5019.952929,0,17456.13535,39348.32941,4409.512612,0,70703.68265,18528.28213,13782.25892,2325.290671,34597.53143,61895.96237,10716.77034,14773.62041,30184.88684,25007.21608,4239.062393,0,0,0,0,17873,276.0884691,1.892138544
"9473",3572.464341,4495.939166,6865.009405,8962.171579,4610.646966,6367.150405,4071.725846,10052.76286,3952.846027,7555.810311,6411.862359,5585.87439,5054.226027,5993.953653,7178.527424,3450.945487,26559.35011,82539.8133,9168.720808,6407.568143,4236.963563,21753.78549,9644.900155,3144.875813,6110.618901,13003.52198,11504.74796,145955.0858,538423.356,363692.4191,294609.0705,857886.5101,983461.3342,399348.5365,1033864.528,1195206.076,1046314.775,538472.3548,219558.9319,1055344.647,1468660.924,1011568.901,918842.3366,841323.0413,1592901.145,697899.871,1311085.663,4226.465754,7920.387369,4190.898853,5328.315466,12713.88879,7556.53607,93065.90587,21802.48335,16985.15407,22790.12037,116773.3719,94820.79757,6162.277877,315351.6688,212289.9504,10719.69045,8430.226426,173964.692,263919.8328,6023.024401,14423.17808,315221.649,307615.8001,8202.090531,3760.236211,6226.738789,4713.196674,5995.277356,18338,116.071892,11.9920619
"11337",22723.5384,40667.81395,63102.00825,37578.06765,34625.73672,22402.63488,31975.69032,142378.2131,58881.77863,85299.9562,29856.84767,137843.0374,27903.60969,43542.58846,130586.1096,50346.15237,103475.996,35237.09114,310284.5439,118571.8648,38765.57326,26874.72896,392451.7954,680915.7778,4373146.235,5197550.243,2822539.2,2880365.244,8552150.571,30082384.69,3106253.475,8409926.475,22003352.02,942889.0569,40405715.68,11090661,1229812.31,886837.5702,7519631.551,6135634.721,1813816.959,1590455.522,40702616.9,6238665.299,3040022.268,1442835.19,1895014.716,188354.0984,97790.74609,2256957.495,131179.6755,217006.0089,251617.2612,248237.4933,1967976.134,671455.1722,4303882.534,2347631.081,421123.9373,931536.9633,3087445.826,17861853.14,480707.9524,1887728.913,1057615.968,6829123.791,992538.8715,3848977.987,5517083.769,3043895.898,1686654.002,27312.96707,170608.6372,71342.96875,15503.75967,24645,144.0668702,6.75624453
"11430",0,0,0,0,0,0,0,0,3061.816443,3680.290128,0,0,0,0,0,0,0,4435.202808,0,0,0,8037.919179,0,0,0,0,0,4594.725132,2693.903065,3450.201353,3632.53417,10035.10626,15273.17984,130444.7446,160575.9158,95153.00543,269153.2106,367301.4801,130263.8195,286610.9715,411960.4538,5952553.364,1075323.261,475668.1577,990421.1023,1062907.524,942080.9754,0,3475.061551,0,0,0,5214.615243,0,0,0,0,0,0,0,2813.077227,0,0,0,0,6390.665449,0,0,0,0,0,3653.492111,5345.626803,4449.324177,0,24851,344.0409024,9.405581647
"14156",6912.805531,10395.45483,27886.99868,9829.668703,8787.575014,150673.2118,120953.6995,42580.97734,11728.67391,206384.4384,129608.4739,138524.7939,5300.898348,118788.0678,139451.9882,24922.93895,26191.26668,170994.6893,102378.5763,59667.63019,5680.01948,55117.58977,76097.09864,7748.155946,8937.459644,45010.95057,16167.30416,64514.43943,272145.3052,119795.0159,44539.31759,128329.2084,335501.9469,132456.2459,244228.8067,126517.2883,217360.6949,168175.5873,36523.88755,130877.1978,293707.8952,160563.1091,226378.2306,170173.263,368312.7639,235181.5489,220663.8227,49266.95311,243963.8351,292261.6076,50350.33079,695013.8859,113009.3942,317808.2176,338903.5675,1378741.142,402782.3912,1105381.732,96210.52957,1840436.675,730054.71,1364921.438,29305.27668,2019822.108,132904.3488,1249859.357,131889.1703,828032.4301,769685.6547,1059478.321,132458.8106,0,2320.459683,1756.196047,2016.390733,35289,173.0721817,1.302144602
"14201",34474911.49,103160896.4,74016824.01,90069698.04,97754528.92,200894803.3,174388722.7,154932239.7,133247540.7,206235452,213183083.6,200534173.5,72016801.05,296519608.2,366948632.8,95697816.75,322923541.9,469355183.4,506339161.6,411044963.1,157569790.8,371803071.7,538085722,8065.254455,38881.95136,121233.5633,13595.35609,752979.1512,2322244.785,2109575.437,1333125.001,4330792.165,5748964.789,3432751.942,7933265.02,8815002.681,10618547.52,5021755.87,2336447.466,10586711.08,22234934.34,23123900.34,17370903.11,13459717.7,37536561,17215545.25,15105248.51,23186.75409,83152.3887,105829.8153,95711.17584,23764.57496,31056.64505,53250.38086,174192.4014,12265.31204,65630.2877,173578.8183,140412.7794,37597.06374,128590.1915,260916.5687,33598.71878,68245.66305,137066.6364,57542.55913,181907.4447,221370.0293,234431.2099,131697.9419,68049.8315,4983.514056,17418.39396,4782.579544,3762.418433,35644,182.0461373,1.246749796
"16465",23256.15253,275552.9051,31347.89876,234618.5011,20460.32227,195527.2524,106078.3802,138764.9325,24290.49759,861227.9711,158180.1055,73608.7065,92753.08546,1580331.103,1005044.768,67971.72078,29249.17704,294791.9259,401838.0178,502083.7791,139368.667,864119.4721,767801.3371,29200.60626,225404.8454,1715004.752,64911.37747,658821.9626,2931879.98,1100126.923,395965.5286,914059.9351,4017973.321,1598177.267,943923.6115,316100.1849,947029.5255,858718.2462,171741.543,517923.3708,2078613.907,631470.2978,2852721.477,1044645.78,10211787.74,491364.0275,178883.2396,1441082.036,38245257.6,45617343.7,5013870.181,4160323.098,9882792.886,15830662.54,99359721.62,40248703.43,60451374.36,39616960.47,24085199.64,64999251.18,23983435.77,40432612.47,25804023.42,72973709.51,257187417.9,24098718.04,38241344.46,120213126.1,33308813.6,130683667.2,35348470.7,56766.17731,696828.9727,115613.8695,265931.835,47791,218.1036571,7.176045331
"329",7475207.492,15878017.54,11879815.37,12797634.41,11776193.58,13854835.4,11904099.2,18350327.59,13660522.31,15088357.71,12523559.5,20974028.6,8833073.94,17477872.2,14669765.49,9665814.199,27554146.72,17472835.78,14273175.31,19843480.66,16950087.4,14425922.95,13442719.51,5264592.593,16775938.25,12975848.1,24998225.37,12864966.64,13413903.98,15457576.18,22952778.93,21391550.13,16591640.68,12761317.24,13481953.38,23790667.65,11432492.44,11953688.01,10259856.24,17034993.07,12791200.41,11902021.57,13915108.06,17477884.84,17444553.54,10386659.39,18525585.87,4530186.563,18589097.26,16537758.52,18332034.6,16595527.34,12185900.16,11838006.94,15722443.26,21371356.48,17870618.09,16403700.16,17858024.73,17388316.12,19244039.32,16366736.63,16167999,20728090.05,19666989.45,12110561.69,12755431.09,21434037.16,18494066.74,14796299.21,17491261,32293948.26,31624664.31,20740903.38,20642340.13,363,120.070094,8.966403115
