inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
LREPUAWEXASVGC	InChI=1S/C21H24O13/c22-6-15-18(30)19(31)20(32)21(34-15)33-14-2-7(1-13(28)17(14)29)9(24)5-12(27)16-10(25)3-8(23)4-11(16)26/h1-4,9,15,18-26,28-32H,5-6H2	C21H24O13	1	-3016.86037182191	""	C1=C(C(=C(C=C1C(CC(=O)C2=C(C=C(C=C2O)O)O)O)OC3C(C(C(C(CO)O3)O)O)O)O)O	0.109999999	""	KEGG Mine
GOHYIMBLNWLTCR	InChI=1S/C21H24O13/c1-30-12-5-9(22)6-13(31-2)19(12)34-21-18(28)17(27)16(26)14(33-21)7-32-20(29)8-3-10(23)15(25)11(24)4-8/h3-6,14,16-18,21-28H,7H2,1-2H3	C21H24O13	2	-3021.5343075459386	""	COC1=CC(=CC(=C1OC2C(C(C(C(COC(=O)C3=CC(=C(C(=C3)O)O)O)O2)O)O)O)OC)O	1.13399994	""	PubChem:(25262417);Natural Products:(UNPD168990)
CGPYBXONVFCNDR	InChI=1S/C21H24O13/c1-7(32-12-5-9(23)4-10(24)15(12)20(30)31)8-2-11(25)16(26)13(3-8)33-21-19(29)18(28)17(27)14(6-22)34-21/h2-5,7,14,17-19,21-29H,6H2,1H3,(H,30,31)	C21H24O13	3	-3021.9792377947697	""	CC(C1=CC(=C(C(=C1)O)O)OC2C(C(C(C(CO)O2)O)O)O)OC3=C(C(=CC(=C3)O)O)C(=O)O	1.59599996	""	KEGG Mine
JGMORIQWCGQSIF	InChI=1S/C21H24O13/c1-31-20(30)10-6-9(2-3-11(10)22)33-21-18(28)17(27)16(26)14(34-21)7-32-19(29)8-4-12(23)15(25)13(24)5-8/h2-6,14,16-18,20-28,30H,7H2,1H3	C21H24O13	4	-3023.6294044356127	""	COC(C1=CC(=CC=C1O)OC2C(C(C(C(COC(=O)C3=CC(=C(C(=C3)O)O)O)O2)O)O)O)O	0.972000003	""	PubChem:(123882546)
ZIKIEGIQBYZKHN	InChI=1S/C21H24O13/c22-5-12-17(29)18(30)19(31)21(33-12)34-20-13-8(24)3-10(32-11(13)4-9(25)16(20)28)6-1-2-7(23)15(27)14(6)26/h1-2,4,10,12,14-15,17-19,21-23,25-31H,3,5H2	C21H24O13	5	-3024.48565596234	""	C1=C(C2CC(=O)C3=C(C(=C(C=C3O2)O)O)OC4C(C(C(C(CO)O4)O)O)O)C(C(C(=C1)O)O)O	-1.40900004	""	KEGG Mine
SXRVQKDXYRMQQG	InChI=1S/C16H21N8O8P/c17-8(1-7-2-18-4-19-7)15(27)23-13-10-14(21-5-20-13)24(6-22-10)16-12(26)11(25)9(32-16)3-31-33(28,29)30/h2,4-6,8-9,11-12,16,25-26H,1,3,17H2,(H,18,19)(H2,28,29,30)(H,20,21,23,27)	C16H21N8O8P	6	-3025.047821287631	""	C(C1=CN=CN1)C(C(=NC2=NC=NC3=C2N=CN3C4C(C(C(COP(=O)(O)O)O4)O)O)O)N	-3.88499999	""	PubChem:(54330060);biological
DGFBVXPHIICHIA	InChI=1S/C21H24O13/c22-6-12-16(27)17(28)18(29)20(33-12)34-19-14-8(23)4-10(32-11(14)5-9(24)15(19)26)7-1-2-21(30,31)13(25)3-7/h1-3,5,10,12-13,16-18,20,22,24-31H,4,6H2	C21H24O13	7	-3026.0885143964706	""	C1=CC(C(C=C1C2CC(=O)C3=C(C(=C(C=C3O2)O)O)OC4C(C(C(C(CO)O4)O)O)O)O)(O)O	-1.54999995	""	KEGG Mine
NWNKRSPMCIFINC	InChI=1S/C15H25N4O12P/c16-7-1-2-19(15(26)17-7)13-12(24)10(22)6(30-13)4-29-32(27,28)18-8-11(23)9(21)5(3-20)31-14(8)25/h1-2,5-6,8-14,20-25H,3-4H2,(H2,16,17,26)(H2,18,27,28)	C15H25N4O12P	8	-3027.050515903865	[(2R,3S,4R,5R)-5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-N-[(3R,4R,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]phosphonamidic acid	C1=CN(C2C(C(C(COP(=O)(NC3C(C(C(CO)OC3O)O)O)O)O2)O)O)C(=NC1=N)O	-3.13899994	""	PubChem:(11569615)
PEDPLRRJVRRGHQ	InChI=1S/C21H24O13/c1-30-12-5-9(6-13(31-2)16(12)25)33-21-19(28)18(27)17(26)14(34-21)7-32-20(29)8-3-10(22)15(24)11(23)4-8/h3-6,14,17-19,21-28H,7H2,1-2H3	C21H24O13	9	-3027.512613429246	""	COC1=CC(=CC(=C1O)OC)OC2C(C(C(C(COC(=O)C3=CC(=C(C(=C3)O)O)O)O2)O)O)O	1.13399994	""	PubChem:(100916644);Natural Products:(UNPD194980)
AOFVWAWWGDUCTN	InChI=1S/C21H24O13/c22-6-11-16(28)17(29)18(30)20(33-11)34-19-14-8(24)5-13(32-10(14)4-9(25)15(19)27)21(31)2-1-7(23)3-12(21)26/h1-4,11-13,16-18,20,22-23,25-31H,5-6H2	C21H24O13	10	-3031.9212946537446	""	C1=CC(C(C=C1O)O)(C2CC(=O)C3=C(C(=C(C=C3O2)O)O)OC4C(C(C(C(CO)O4)O)O)O)O	-1.40699995	""	KEGG Mine
KFYOAFIZXXVLPY	InChI=1S/C21H24O13/c1-30-13-6-9(5-12(24)19(13)31-2)33-21-18(28)17(27)16(26)14(34-21)7-32-20(29)8-3-10(22)15(25)11(23)4-8/h3-6,14,16-18,21-28H,7H2,1-2H3	C21H24O13	11	-3032.348276753005	""	COC1=C(C(=CC(=C1)OC2C(C(C(C(COC(=O)C3=CC(=C(C(=C3)O)O)O)O2)O)O)O)O)OC	1.13399994	""	PubChem:(45359665);Natural Products:(UNPD219517)
FIGOHYLFGLXFIT	InChI=1S/C21H24O13/c22-7-15-18(29)19(30)20(31)21(34-15)33-14-2-8(1-12(25)17(14)28)13(6-16(26)27)32-11-4-9(23)3-10(24)5-11/h1-5,13,15,18-25,28-31H,6-7H2,(H,26,27)	C21H24O13	12	-3033.494539249389	""	C1=C(C(=C(C=C1C(CC(=O)O)OC2=CC(=CC(=C2)O)O)OC3C(C(C(C(CO)O3)O)O)O)O)O	0.115000002	""	KEGG Mine
XTFBSLZFYLGYAT	InChI=1S/C16H21N8O8P/c17-8(1-7-2-19-4-20-7)16(27)32-33(28,29)30-3-9-11(25)12(26)15(31-9)24-6-23-10-13(18)21-5-22-14(10)24/h2,4-6,8-9,11-12,15,25-26H,1,3,17H2,(H,19,20)(H,28,29)(H2,18,21,22)	C16H21N8O8P	13	-3034.4328107427314	[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl [2-azaniumyl-3-(1H-imidazol-5-yl)propanoyl] phosphate	C(C1=CN=CN1)C(C(=O)OP(=O)(O)OCC2C(C(C(N3C=NC4=C3N=CN=C4N)O2)O)O)N	-3.51799989	""	PubChem:(444222 446749 4633268 4633269 5288509 46936920 46936921);biological
OUAMCABRLXSPBQ	InChI=1S/C21H24O13/c22-7-13-15(27)17(29)18(30)20(33-13)34-21(32)6-12(26)14(16(28)19(21)31)10(24)4-2-8-1-3-9(23)11(25)5-8/h1-6,13,15,17-20,22-23,25-32H,7H2	C21H24O13	14	-3043.593052214298	""	C1=C(C=CC(=O)C2=C(C(C(C=C2O)(O)OC3C(C(C(C(CO)O3)O)O)O)O)O)C=C(C(=C1)O)O	-0.0189999994	""	KEGG Mine
JFZOJVRIGMOKQV	InChI=1S/C21H24O13/c22-8-13-16(27)17(28)18(29)19(34-13)33-10-6-15(26)21(32,20(30,31)7-10)14(25)4-2-9-1-3-11(23)12(24)5-9/h1-7,13,16-19,22-24,26-32H,8H2	C21H24O13	15	-3044.4340725660845	""	C1=C(C=CC(=O)C2(C(=CC(=CC2(O)O)OC3C(C(C(C(CO)O3)O)O)O)O)O)C=C(C(=C1)O)O	0.382999986	""	KEGG Mine
BOBAWTFQYWQWNI	InChI=1S/C21H24O13/c22-7-14-16(27)17(28)18(29)20(34-14)33-13-6-12(26)15(21(31,32)19(13)30)10(24)4-2-8-1-3-9(23)11(25)5-8/h1-6,14,16-20,22-23,25-32H,7H2	C21H24O13	16	-3045.371791089732	""	C1=C(C=CC(=O)C2=C(C=C(C(C2(O)O)O)OC3C(C(C(C(CO)O3)O)O)O)O)C=C(C(=C1)O)O	-0.0810000002	""	KEGG Mine
XOZGJRXNOZPKAV	InChI=1S/C21H24O13/c22-6-14-17(27)18(28)19(29)20(34-14)33-13-2-7(1-10(25)16(13)26)11-4-9(24)15-12(32-11)3-8(23)5-21(15,30)31/h1-3,5,11,14-15,17-20,22-23,25-31H,4,6H2	C21H24O13	17	-3045.934363311008	""	C1=C(C(=C(C=C1C2CC(=O)C3C(=CC(=CC3(O)O)O)O2)OC4C(C(C(C(CO)O4)O)O)O)O)O	-2.13800001	""	KEGG Mine
QIMMZSCKKMXIMP	InChI=1S/C15H25N4O12P/c16-6(10(22)7(20)3-29-14(17)25)5-32(27,28)30-4-8-11(23)12(24)13(31-8)19-2-1-9(21)18-15(19)26/h1-2,6-8,10-13,20,22-24H,3-5,16H2,(H2,17,25)(H,27,28)(H,18,21,26)	C15H25N4O12P	18	-3047.2938471704083	""	C1=CN(C2C(C(C(COP(=O)(CC(C(C(COC(=N)O)O)O)N)O)O2)O)O)C(=O)N=C1O	-4.30600023	""	PubChem:(102410731 102410732)
SOMYUBNWCUDYRP	InChI=1S/C21H24O13/c22-7-14-17(29)18(30)19(31)20(34-14)33-8-3-11(25)16(12(26)4-8)9(23)1-2-21(32)6-13(27)10(24)5-15(21)28/h1-6,14-15,17-20,22,24-32H,7H2	C21H24O13	19	-3048.630230413592	""	C(=CC1(C=C(C(=CC1O)O)O)O)C(=O)C2=C(C=C(C=C2O)OC3C(C(C(C(CO)O3)O)O)O)O	0.469000012	""	KEGG Mine
