inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
LHVRSJQNZORMLA	InChI=1S/C10H23N7O3/c11-5-1-2-6-14-9(18)8(12)4-3-7-15-10(13)16-17(19)20/h8H,1-7,11-12H2,(H,14,18)(H3,13,15,16)	C10H23N7O3	1	-3006.6239220439734	""	C(CCN=C(C(CCCNC(=N)NN(=O)=O)N)O)CN	0.423000008	""	PubChem:(9994346)
FOSXAJSWIJDQOJ	InChI=1S/C10H23N7O3/c11-5-1-2-6-14-9(18)8(12)4-3-7-15-10(13)16-17(19)20/h8H,1-7,11-12H2,(H,14,18)(H3,13,15,16,19,20)/p+1	C10H23N7O3	2	-3006.9894175456293	""	C(CCN=C(C(CCCNC(=N)N=N(=O)O)N)O)CN	0.192000002	""	PubChem:(101073626 101073627)
SMXRQUXFAMGYPK	InChI=1S/C14H27NO5/c1-3-5-6-7-12(14(17)18)15-13(16)11-20-10-9-19-8-4-2/h12H,3-11H2,1-2H3,(H,15,16)(H,17,18)	C14H27NO5	3	-3025.163905799242	""	CCCCCC(C(=O)O)N=C(COCCOCCC)O	1.93599999	""	PubChem:(90278280)
UEXUQCYVAVYZHW	InChI=1S/C14H27NO5/c1-4-6-7-9-19-13(16)12(8-5-2)15-14(17)20-11-10-18-3/h12H,4-11H2,1-3H3,(H,15,17)	C14H27NO5	4	-3027.985162171169	""	CCCCCOC(=O)C(CCC)N=C(O)OCCOC	2.9460001	""	PubChem:(91726558)
KFGXURINHUZQPI	InChI=1S/C14H27NO5/c1-2-3-4-5-6-7-11(17)10-13(18)15-12(8-9-16)14(19)20/h11-12,16-17H,2-10H2,1H3,(H,15,18)(H,19,20)	C14H27NO5	5	-3033.287462619352	""	CCCCCCCC(CC(=NC(CCO)C(=O)O)O)O	1.80799997	""	PubChem:(91071146);biological
KYQPPPJVZPXHGN	InChI=1S/C14H27NO5/c1-4-6-8-12(13(16)19-9-7-5-2)15-14(17)20-11-10-18-3/h12H,4-11H2,1-3H3,(H,15,17)	C14H27NO5	6	-3033.9954150349904	""	CCCCC(C(=O)OCCCC)N=C(O)OCCOC	2.9460001	""	PubChem:(91730185)
FTVPHMFKKFOZSK	InChI=1S/C14H27NO5/c1-13(2,3)19-11(17)10(8-7-9-16)15-12(18)20-14(4,5)6/h10,16H,7-9H2,1-6H3,(H,15,18)	C14H27NO5	7	-3037.815982868586	tert-butyl 5-hydroxy-2-[(2-methylpropan-2-yl)oxycarbonylamino]pentanoate	CC(C)(C)OC(=O)C(CCCO)N=C(O)OC(C)(C)C	2.47399998	""	PubChem:(10062769 15814357 21578616 101409176)
UNZHIILROGMDOD	InChI=1S/C14H27NO5/c1-4-5-6-7-8-9-10(2)20-14(19)15-12(11(3)16)13(17)18/h10-12,16H,4-9H2,1-3H3,(H,15,19)(H,17,18)	C14H27NO5	8	-3039.7071448065726	""	CCCCCCCC(C)OC(=NC(C(C)O)C(=O)O)O	3.3829999	""	PubChem:(86699914)
HBQROTFYJOIOHO	InChI=1S/C14H27NO5/c1-5-6-10-19-12(17)11(8-7-9-16)15-13(18)20-14(2,3)4/h11,16H,5-10H2,1-4H3,(H,15,18)	C14H27NO5	9	-3039.731261662019	""	CCCCOC(=O)C(CCCO)N=C(O)OC(C)(C)C	2.52399993	""	PubChem:(90382848)
GTWREBQIERZNKJ	InChI=1S/C14H27NO5/c1-4-5-6-7-8-12(14(17)19-3)15-13(16)11-20-10-9-18-2/h12H,4-11H2,1-3H3,(H,15,16)	C14H27NO5	10	-3039.741072581534	""	CCCCCCC(C(=O)OC)N=C(COCCOC)O	2.04500008	""	PubChem:(73921932 73931396)
