"1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4","ExControl-ExControl_2","ExControl-ExControl_3","ExControl-ExControl_4","ID","MZ","RT"
153958.5869,201377.0214,216400.4215,157277.1202,279550.8542,289390.5522,201119.2259,222103.5353,300541.3666,231139.0976,242963.8168,132897.3408,75015.8899,118859.3384,295257.7419,261715.4997,238447.0527,147243.0722,231994.2625,381389.6406,251742.0067,188763.156,288339.5991,298438.1976,249087.1952,116502.8868,327228.0869,283402.4865,291947.8611,131281.8848,205990.9986,216242.2329,218218.7005,209228.9511,33531.0263,271093.4457,314704.0139,195596.5821,222550.9889,319676.689,222871.9319,307479.3223,42201.36815,204050.7636,328544.5848,257325.3497,226089.3455,209699.3436,162084.379,118275.6091,189478.4801,224939.8153,261384.9962,98680.26337,22138.69399,218767.87,242650.4802,956,260.7668517,10.39476728
1558.038437,0,0,1124.988281,0,3685.86483,4138.049194,0,2753.486719,1630.997897,867.1053708,1922.015501,2107.169536,1403.075574,3765.875735,3580.032085,4773.94042,212717.7066,166224.1117,273575.7548,490816.3681,376528.2493,970660.0803,621107.6604,596123.4711,100298.3955,799721.9747,947210.5122,566926.3035,133353.6558,619767.1376,233302.1005,65157.47768,510076.4266,353234.8287,28630.05866,514012.4123,0,0,3547.222797,0,1757.747008,1997.666384,0,2024.72801,3913.143165,1354.885754,2948.83527,0,0,2066.576281,59266.66187,1295.639456,937.1697004,0,0,0,958,273.1088917,2.125314349
195750.3967,128252.6903,302401.4928,219905.6643,161190.7278,291008.1199,270638.3272,148092.5361,264891.4874,309019.8434,153698.5953,325601.798,106635.1644,156741.0245,272269.9876,268166.6314,156115.45,202985.9877,233063.6505,214588.5614,229271.0466,244102.6147,264500.7263,448061.9129,275221.7839,162265.2513,281457.1393,473051.7014,263602.717,167428.6569,330089.6715,256857.606,145860.795,272753.7063,938.2502929,144602.5472,230957.0968,261092.8999,243036.8048,286726.8314,180241.2195,303501.8278,181309.1932,192491.3348,253847.6733,278966.0337,301989.7844,320311.0705,184441.4015,123914.506,304267.3244,221730.8304,210282.7346,304594.6745,0,230288.7249,266602.7401,960,512.9746514,7.822306522
149011.527,288592.3107,894400.4135,219986.5597,216552.9647,724984.6985,390178.2403,387441.6632,358203.4577,465260.8933,259157.3062,550110.3183,297810.6773,481092.6145,312891.762,207048.5942,155360.1496,193235.4399,128660.7645,107391.973,154018.7836,110605.6443,167345.9198,485682.7745,628472.4222,140928.9734,125251.6377,915807.1901,140018.4891,95888.84512,138994.759,171071.2642,74557.9253,637146.1481,219721.2996,95629.71833,149829.1988,550909.0343,575783.8392,221141.8167,203960.4632,913488.9739,644286.0273,151147.0629,558850.8406,461410.4104,458447.4179,314588.4251,139498.6226,81435.56506,193082.6726,215202.9271,173131.3899,366432.9933,186321.4662,517265.2533,63062.29828,961,461.0912126,8.478141713
488237.5283,612743.7092,2685485.341,608618.7817,838632.8045,2460097.966,750952.018,1268728.539,1491362.174,795498.3795,756334.7844,1229920.928,365796.6967,1308960.741,824449.1631,600843.5547,308963.6267,251817.3576,198937.005,346146.9875,205064.6397,248904.8312,342709.1963,4688550.744,1316221.529,329047.909,735003.9999,2670673.467,296148.1348,254047.7746,433484.2143,510998.6394,162969.8046,2736961.06,294593.5643,38065.7898,367238.2586,3883902.996,2114657.832,793719.4506,421567.4847,2848796.847,573015.9818,459705.5711,1623300.44,1456484.725,1929783.028,762306.374,379521.8089,152870.2448,557889.0049,317022.5433,799145.8035,1093785.678,330963.7932,843555.4242,489806.2624,963,337.2048513,8.75628427
198239.3077,108843.8059,120936.3852,198509.6942,125239.3486,115403.6037,180216.5472,124254.4043,120543.446,170040.5399,150529.3304,129480.3478,174988.5093,134918.2462,100520.6859,151533.0474,131427.1086,210246.0541,135213.7656,104111.7656,167495.8365,151686.4724,132840.1158,144831.1047,159752.1041,134511.7961,122648.6463,130435.5757,157617.5277,139972.4514,130872.2127,164519.3042,147532.616,118862.702,128500.54,135022.5079,111832.3797,179486.371,115785.688,154342.5749,149833.8549,80076.13258,188556.8684,154758.0407,110915.7035,165348.6636,147369.0901,123182.3186,180471.7404,129883.4236,134972.9787,150951.1657,135522.1817,130465.0585,17962.26264,113908.8323,138389.4085,965,534.7922935,10.2103171
973616.645,72450.90808,333570.7494,1030399.81,53714.55387,289704.7388,181885.6912,18470.65122,194248.5258,201634.8618,35011.62137,427447.9688,254330.5978,48774.19625,236468.3098,225639.068,57660.38584,169484.1856,41733.00663,205549.9281,199799.4141,20592.45613,186296.4037,642803.4657,200015.4148,13730.42059,205883.4703,690431.1677,167387.111,3391.618235,166171.1696,128880.0701,1481.113398,144881.9495,225593.2451,2967.545302,140769.18,251202.8592,54814.49529,282920.1521,13461.00404,213111.4082,191893.7765,19153.31624,235287.2096,236601.9019,82293.03748,232012.4272,79105.72573,2407.381531,186957.0956,185876.4048,14419.65393,70173.69922,419368.2067,74230.33052,208868.4415,967,423.2210077,8.459206096
182075.155,43492.89268,53826.12518,169098.8581,46145.65025,35733.06352,146525.779,59167.5096,27727.55824,118327.854,79911.49941,69229.8263,246411.867,55830.09693,31403.76328,78249.876,58545.67288,204739.6463,59983.74697,9844.782285,87884.70667,74382.65816,62540.36214,65872.90165,84110.4501,64027.94863,51302.50232,49266.99196,82151.0201,51139.81507,77848.26798,86867.69802,64053.31293,57022.04865,348352.8729,50871.63972,35205.35836,99336.5872,54557.61621,63559.42585,61614.62281,49149.70361,220526.7167,77355.93219,9677.511341,85475.09697,65137.34605,42829.63289,143914.6856,39653.82724,68003.68557,93534.05179,72263.9915,43288.08857,443640.3347,42613.40868,59250.99517,968,543.87362,10.14509694
288873.2912,153758.3761,210897.1477,334688.049,120678.0812,199671.106,313651.2844,81742.36938,219270.8802,327872.8878,231703.4075,221159.894,345190.1951,260027.1884,257351.9476,263658.9423,293137.7533,270921.9527,184687.1691,116818.9225,344778.6304,155459.8587,262333.7515,661497.7856,273117.4457,49839.12581,272407.3407,1185118.003,222643.4351,66675.34109,217959.78,168105.9926,16020.54542,256469.3163,328895.7134,16474.10911,165319.6668,211776.7797,305694.859,335590.3403,109580.4658,237345.8827,385992.3354,107526.5036,362715.5855,314902.9672,303832.5157,279792.2914,134291.4546,10952.4724,258406.7064,314517.7269,114093.1115,200297.6386,520213.4517,336397.7945,345712.3341,970,709.0716298,6.754038092
196865.6375,43791.50699,47086.29168,144971.4747,13327.40693,16059.79181,169217.3074,13725.80223,18755.14168,179451.4376,74560.71775,17244.2349,332001.4515,63346.54757,23180.45154,120488.6854,81754.01156,191729.2394,142752.9892,38175.58716,113916.3227,126657.1859,58293.22361,97209.93642,116585.0798,23261.62081,61519.27501,235659.6143,99193.69585,24652.92147,48919.70594,69923.95769,29241.00704,14468.35834,280746.3542,5108.303975,7245.567502,119150.7578,281554.1903,138622.8102,76302.99041,35746.57212,316034.3675,94745.41204,46991.88426,139284.7052,87536.02194,12081.1941,63575.96677,2729.691436,44868.30116,156240.3992,27989.67547,8737.610694,282493.9562,50466.32811,19182.86076,971,325.3105482,8.440252356
202702.4993,64142.56887,72207.94455,189403.112,69857.75918,60889.76014,155326.0246,86409.46322,54836.53482,139803.9546,105584.134,76645.72873,265356.4509,87194.55689,48307.08539,97439.31941,85136.38601,234550.0378,90262.42171,29176.44874,112690.3443,72509.4647,79398.01778,90125.96105,105928.9198,92064.59633,60430.29487,70185.5348,104429.762,83485.6038,79675.52185,111518.8419,83890.80267,69051.07593,316063.7081,70129.89217,43089.08723,122278.5328,80360.69895,99699.17792,87808.54348,64262.48396,226441.5485,103844.1079,28599.52202,107256.158,103822.8828,58544.76199,152135.0631,64248.09869,68778.0376,106360.0535,99165.03658,65931.6677,380479.3073,62036.97758,66489.96601,973,478.8472491,10.14552014
337965.913,288947.0433,318020.8182,322253.507,310945.6179,286895.7185,324553.3811,306699.82,295575.2328,317727.2984,327381.4539,331405.4138,310957.003,311295.2979,307195.7032,308575.5259,274559.2557,311588.7319,298076.7327,269467.5896,321140.7275,308572.0948,325498.493,315825.7738,331685.227,303498.0637,291478.7086,308278.1709,320443.7179,284650.0105,315390.3962,323734.6945,291129.7562,328821.7916,227156.6982,316893.0357,281717.8082,315327.6088,309825.8811,317998.3199,299693.7601,309921.4651,351631.102,310273.1732,290052.3823,318889.2758,296146.116,329608.4097,324133.3721,274231.866,325549.2146,318341.5106,296338.7572,313919.1829,85172.85732,269585.1216,312557.1428,974,184.8957911,10.2176057
76840.32389,57209.77191,73911.72304,39001.62911,26856.72406,133764.8994,45110.58829,23830.52455,267286.9396,136746.2122,20567.74356,383161.296,151908.5092,116687.7003,80108.5056,94968.60602,84404.97684,483178.2844,48724.69918,97580.20942,43519.80918,102693.5125,210381.4936,540775.5112,74109.26572,51268.01167,74354.28755,597471.9716,47105.46805,79061.42734,371075.5536,16511.29513,25185.94689,72509.62491,382383.0639,1770.067036,45515.40956,38297.69101,143782.8065,502179.4144,38942.47264,72545.11268,71238.32615,56436.27154,179121.6441,97292.85181,135361.9084,128384.8669,45253.07813,39921.50454,65191.39976,457316.0289,42172.23975,42963.14069,345882.0762,290794.3192,85561.26825,975,227.167305,2.022388051
258360.5177,215348.9524,200847.921,267131.1282,211090.4415,166970.177,306330.8765,228933.754,158692.4632,281954.9974,273047.2927,199450.095,138328.0817,215970.0946,146735.4268,260662.6785,234157.0564,227638.5215,232839.5303,128190.6738,256694.7618,276629.8237,181011.8635,221175.9582,260903.18,231204.7919,191573.0791,196589.7409,225230.4087,227322.3585,210962.4004,282642.1686,236381.5097,185228.7422,65861.46766,198086.1965,128341.7062,291095.7488,209181.9845,240174.4984,256602.9881,175620.9293,234732.2789,271689.8946,132251.8768,284395.8786,252474.2629,168068.1013,276546.4791,200380.5236,189543.828,266416.5274,239778.5234,170858.3151,25135.44929,179912.4918,188060.2362,976,762.7735439,10.13542293
153235.6019,37981.49675,102721.6919,117900.9026,38630.41493,94645.16499,118925.4718,24727.41159,65397.58942,117861.8589,81930.70282,66830.79545,128456.4577,108184.2693,94210.22466,148676.9964,130116.7957,165225.5414,67096.46236,103110.1329,145290.2702,48834.07134,104133.5426,250458.0402,74814.0908,11894.321,69735.04246,303091.7905,94982.64507,13455.11585,94544.73197,56757.32425,9142.609635,87890.12717,165409.6692,4123.878733,65904.16336,120138.6702,114907.8722,148644.2838,30006.24395,90832.32704,142665.9439,40224.06971,117090.554,147919.6871,134003.8758,76101.44197,68331.95185,5266.754312,123395.7064,135371.6019,41781.97024,74588.77939,160028.2724,91600.91904,111429.7745,977,329.1754939,6.356322836
328637.488,276186.7439,275712.8071,347700.6688,277910.4794,241351.7703,367680.1032,292139.4117,233125.7661,350613.2082,334106.8168,263840.1792,256446.8088,291437.2451,225714.0277,306452.0337,290106.5569,292753.7601,289504.9004,193369.9924,306368.8613,315667.3013,269428.8589,306760.7522,319971.5467,298404.2137,280078.205,271640.8611,302441.6878,294657.497,282029.7227,327865.9481,294985.5081,278676.986,142408.5302,290185.7896,217709.3085,344900.429,278573.592,312252.6535,295811.4859,273545.3859,328089.0421,318283.1226,218668.5121,321066.1386,308083.4604,247473.2875,360519.6658,259680.6149,258900.937,327008.3658,308893.7077,248120.2912,64014.66975,253398.6718,264775.9664,979,434.8616398,10.13616898
269346.9649,303598.9786,178860.5123,243911.6545,298903.1011,202415.3349,254388.8798,354249.8087,188130.0335,265837.0919,289819.8427,209655.1455,225274.7098,326622.4497,201072.5194,267968.3624,256418.359,192631.2393,269083.1481,212364.9766,242557.9245,268160.097,166371.2016,242621.3041,226538.76,301811.2352,216770.9224,267317.8459,224534.8179,316460.0645,211537.4756,234015.7493,328681.5935,213226.3656,238900.6503,350990.0142,241375.6859,257850.8308,261068.5027,226251.03,311192.2256,224206.3244,216162.044,275890.9763,217754.4048,243906.0585,291692.95,203072.5219,253233.6238,273433.7302,180407.3873,247622.6495,305967.0397,204591.8476,240075.8828,275628.4186,234428.4265,982,582.9458223,8.785283348
176328.8705,70422.15267,613968.969,183929.6698,154631.1921,428708.3439,182180.3633,144030.29,526386.8003,157657.1526,176249.8228,670961.2408,151123.2679,176593.3141,883890.0257,154510.0362,200966.6403,150489.2208,506497.3837,364429.429,167929.4299,336374.7026,319104.2853,2650070.028,148601.896,231040.6301,326407.0491,3576879.994,163685.4416,225844.6483,233721.6421,150362.7294,236794.2565,263492.5393,116907.114,364664.4892,144746.1493,156554.3106,538969.2474,178202.2333,447375.6218,562128.6691,178269.8066,402389.5696,630080.7275,172340.643,691849.2563,530876.5739,138601.2013,673334.4611,550366.102,153376.8703,869568.2264,528687.705,0,164101.7824,164823.9419,983,437.9426989,5.92399838
136573.8574,40306.6517,268967.1203,109136.2011,58981.15859,149868.3831,138093.0981,54297.52575,161450.8311,144665.4612,37922.33146,200276.22,159890.2661,67297.1055,210311.9077,120212.5841,63778.27104,113673.5643,134736.9666,170481.1318,114449.4543,117813.1495,156162.6991,532560.4595,86874.8044,33952.68837,161367.477,574881.3036,120193.2679,35125.35129,175386.1176,58802.34085,67814.51305,164643.4347,90487.25257,48257.72905,118235.6381,95836.56511,118072.0807,127829.2656,87983.95109,256487.9405,201729.0237,55208.74646,148675.7137,119530.866,167865.7484,141983.9232,34944.79368,27804.24844,152939.104,107979.8439,90454.2975,110246.2009,0,153476.3249,122395.4888,985,395.2743959,7.824812546
197573.1024,118009.0737,225430.9876,171997.0518,107130.9577,144668.6395,200868.9592,90987.37756,148284.5263,205941.4144,102123.5529,142850.0444,189023.1627,141428.2239,145042.4323,133441.079,110765.2406,166203.2358,215931.1869,153756.1917,150577.3906,154162.1007,131386.9716,850928.0494,164699.4592,81576.53773,162035.3557,1612529.454,147969.754,110476.8865,116500.505,125142.2902,46262.03574,114681.0038,167903.1316,69816.44867,110880.2501,140164.0263,226440.3752,168202.0673,127922.4818,161951.423,223035.7654,125545.2736,132430.1236,149185.9734,136180.6734,105650.3116,95176.33157,52521.81928,110930.6977,122987.1267,96859.68052,56265.07116,196057.0103,258687.9889,175183.1568,990,313.2378342,7.813053617
490938.6312,128524.8812,138409.2224,457364.1408,177234.0696,121159.6831,342414.3117,206759.3777,110644.8372,331684.7921,222623.7263,201925.5855,679412.0699,166802.159,110246.2999,238321.3669,192958.2558,548245.8267,200978.7829,90304.74549,286627.8032,252952.356,182354.7971,201400.2866,250281.1862,219014.169,144357.0923,153483.2975,260126.4014,199155.6031,206570.8096,286514.8905,236023.1745,164264.2102,1088479.984,189452.1911,120803.9562,272474.8981,160942.8255,231820.7317,217043.894,149609.7749,536646.2744,276172.9257,108271.447,269836.0031,234652.4489,167687.3848,421375.8537,158087.1796,183830.9144,288465.018,227186.9467,184107.326,1601543.419,151044.6237,204822.3961,991,456.8605518,10.33011917
328583.0735,329566.4367,323681.855,336585.6021,331769.506,273928.2083,397394.6887,340040.2453,261095.6327,373566.3334,354891.4329,306820.8471,254166.8584,325626.6566,265569.5176,343890.5538,333359.5352,288685.471,337604.5051,238079.5074,343438.8868,354351.6547,298563.4,345283.2859,356729.8296,332483.8011,315871.325,324490.2658,340850.0118,339512.174,304845.6008,360028.0654,321886.1013,309965.2086,138427.5497,332254.9446,258207.4882,369715.4256,332166.1154,333646.8142,332326.4223,318280.1285,320016.819,334894.8863,253555.9869,360070.3311,353536.9314,286588.3113,373112.3392,310853.6752,291602.2857,357529.8673,343097.6581,280721.5481,16854.88222,292223.0071,307686.7608,992,366.8742826,10.13582012
267723.8753,197896.9198,204760.4163,271519.6375,205509.9949,163285.2654,317510.2232,226171.5686,145178.8596,303147.9848,266826.8189,185214.6193,173679.8614,231108.4644,147616.9758,260735.5254,234648.0725,236753.2904,237547.2364,122380.8115,259042.537,274307.4774,176942.4721,206806.1155,274041.3326,229603.4534,190023.3102,201720.7466,250894.7037,219687.7218,211948.3763,281401.6839,232424.6508,193250.6235,69271.34284,222890.2135,149319.1571,283697.8057,218882.8085,242605.8695,242336.6277,192473.781,259285.083,266382.745,142699.4472,276219.3733,260752.1458,171669.2589,325457.306,196156.8733,187062.2589,270923.6728,246043.9584,164812.1556,34526.14159,189496.4386,196323.6949,994,764.7708238,10.1354254
299533.4248,441332.3238,449734.8837,336066.0146,443117.0899,407154.3328,426945.3589,448581.0955,407838.6112,420108.4299,459785.9399,417365.4594,182166.2488,456690.1821,368307.7564,456935.3192,463820.2902,244335.6594,449592.4044,345824.6424,434413.7252,447627.8804,417138.4889,462320.7489,447894.1938,439172.5158,446422.2865,442374.129,438341.27,447003.2654,411201.6751,454998.6456,425249.5216,444687.7631,71452.68249,443749.6664,371381.6058,481899.3217,446553.4572,452005.5457,453928.6875,440750.1116,285880.4396,461409.9868,370696.4552,464906.0235,449348.8749,404685.3485,398388.3091,431802.43,417702.0677,432560.272,440440.2349,405164.393,26874.36297,416025.3606,420485.795,995,490.8233918,10.13369446
303840.9799,931914.9196,1125918.363,355228.026,983721.7213,1079119.15,490866.5786,950907.9791,1099608.667,562272.1185,917989.0252,1071420.754,106651.1111,927130.9636,1056576.17,879629.6065,948229.6921,224149.5872,919267.1872,1038682.095,782488.716,882830.0964,1165155.293,1063928.92,950775.8781,882960.7164,1054027.343,1049056.315,935406.6262,888579.1323,1056137.728,852594.9942,869262.6808,1093517.393,17061.35561,938822.2452,1049165.068,847413.7077,996094.5491,987992.5517,895205.6449,1050129.432,223660.0493,841511.2068,1012547.748,870977.9767,877608.7489,1063193.518,492348.9029,890862.6273,1147682.727,655943.534,878424.8363,1044432.758,0,923973.5401,955036.4557,996,310.7727963,10.2193788
206211.0391,46999.10766,19020.2343,202842.6435,68155.89267,99974.40639,152319.4415,73329.5106,107111.3141,216417.3302,103788.0393,109286.3806,350054.227,72402.45854,57801.44662,181346.2002,66766.62144,195099.4589,148469.0914,65470.5946,163885.1732,194277.214,79654.10167,141455.3488,177035.4354,103664.6178,17699.01064,310709.7269,218218.9094,106627.0494,95332.76455,218690.0949,108228.305,66278.54611,449410.3962,64929.52689,65712.90845,182352.5186,125914.9388,232083.7979,128350.219,72639.9461,242228.5089,158898.7202,105137.3197,231315.5175,223078.4019,136920.8969,213123.165,58561.44256,87064.07485,222939.2473,133112.8874,115497.5635,1208280.947,187254.1465,74468.6035,997,525.0717636,7.82553132
184129.9083,125785.1001,615871.6764,49068.06341,109902.4609,328617.2466,229772.6939,42048.5783,404165.2235,254008.3156,200627.9113,316342.9056,300169.6643,243646.4636,375077.333,289821.5085,333592.4639,380775.7591,167387.768,258190.2842,147080.527,138527.6509,360552.2314,87039.83769,189212.0524,13433.5709,255275.9805,136527.2664,199908.2627,41926.43124,241971.6354,155309.5411,4575.041043,277431.19,136732.4473,2304.704516,167793.9095,64519.82487,165620.8047,295150.1948,48415.27935,239121.9664,102568.5567,72773.59075,321080.2858,165346.7888,231280.2085,208407.6745,107739.0613,1438.370566,252151.524,310185.4395,94699.16222,138282.9487,33146.04407,32994.01916,100915.6478,998,465.1440424,4.084208505
437091.6789,505285.7969,315614.6737,487593.7544,423017.0189,437264.1783,469670.0501,215022.1976,368082.3917,276705.0559,268981.8269,227366.1706,212520.2492,310292.0625,303888.9701,287511.946,341775.0674,166910.2801,259030.8303,168652.9002,509926.8319,258243.3291,168803.0448,1298342.981,537881.3553,127422.597,396739.6958,1556716.792,480966.179,242626.8007,264036.6617,555545.7676,239336.2408,326775.3738,240832.4561,355237.3029,624436.0134,503272.9228,1046259.516,715863.1038,185914.345,270584.3469,323515.8548,123462.2544,246079.9821,372294.9692,358408.1875,392555.7225,89310.45231,35697.65553,164789.7255,230442.1696,119239.0509,212577.5532,138639.4213,1368824.524,159754.49,999,315.1362838,5.402495904
1682.188039,8707.861546,52312.80861,2459.774348,1955.704355,79582.90759,0,1060.501395,75757.82454,130207.5023,14715.21868,84803.03938,139233.8217,38950.71468,54620.43012,120925.8644,2876.303976,161539.1162,76199.68006,363525.6594,649487.7571,264264.9633,675629.0422,525828.4636,599374.6125,97213.52351,840354.0796,725866.9233,650909.3604,175453.1942,889324.6951,611847.1645,171944.7999,835881.574,1156563.758,90013.30813,699470.2558,67092.14926,0,123892.1279,0,2032.172326,1909.947795,1465.277746,44556.43218,90321.92355,0,53812.55953,37998.77498,0,78684.89837,81535.13609,0,43163.30067,0,976.7907331,0,1002,267.1023293,5.057169348
172793.5411,121778.8652,259601.3317,233158.4562,86309.47812,233899.5901,164470.5292,46768.97357,233800.9751,261825.6731,172364.9154,247287.94,138659.1562,189365.5742,142751.5046,248898.6534,254398.7933,211110.7432,132583.3015,249767.1681,143474.1961,131376.1984,247962.1696,607437.1114,211823.7926,9966.973939,271956.3572,438058.1981,116355.1791,38098.71452,181669.9328,115225.0233,5905.808926,228670.5053,240042.8371,16002.07183,176394.0495,180083.9279,274247.8328,282086.5399,35255.0912,261615.6971,189316.4179,85018.16004,286676.3393,199524.742,228187.8139,85091.63613,118095.9608,10975.10288,249961.5554,245229.5217,95030.06591,192828.8119,326914.8014,175658.3353,325000.3357,1003,774.0864739,6.848824244
277132.5423,164330.5472,163354.5415,264266.6698,173239.607,153626.1161,240989.76,176865.7656,143830.3156,239244.2026,204465.8663,181400.1569,260332.6342,171427.568,149997.0949,206620.0475,181674.0036,276593.3364,194600.1633,129143.9303,222302.5956,214525.316,170949.9766,188878.5497,204723.5218,183889.5683,154620.9203,178710.9109,214368.4387,177460.6039,174858.4744,212888.5507,183357.731,163913.4926,222105.8556,176488.2631,138673.4002,229708.2989,171436.3534,198977.4681,179985.7785,160176.6578,276107.6748,208300.6427,145327.9756,226762.3691,202482.9661,156501.1365,251870.2487,158887.5304,171919.6238,205069.6985,189801.8342,158748.5619,160590.7938,147811.1992,153474.2252,1004,406.8440308,10.12784
79830.64611,57204.31278,142924.8825,150479.8266,74385.68952,105006.9505,153698.8423,60157.81811,71906.80279,99366.59401,99494.02416,68509.96855,106989.1708,99779.72885,84084.12896,85877.93982,37171.51549,139971.9177,118016.6392,74883.95511,86863.05602,122472.7788,75089.1431,166610.0068,88380.02293,60094.29451,128924.5254,51258.31364,95535.39711,88512.58716,88226.22984,37437.33373,69193.48559,143189.264,57229.5057,48657.62872,97458.3496,91610.83208,128521.3019,84890.00607,92204.53198,124697.4376,174936.6783,115427.2854,63523.08729,37660.93252,133217.3109,99580.25717,80465.87125,36240.32387,84684.38881,107850.023,112399.9475,61516.22729,0,122370.9766,175318.571,1008,478.0816568,7.819634508
173494.3647,15544.32939,50928.09996,156720.2649,53766.08992,34553.37427,126044.4758,50894.65821,34339.66043,103481.5238,75270.08296,45622.31216,228446.2482,66061.16275,29564.65628,75393.21228,59624.56695,189569.648,67182.39499,20662.48497,80919.70423,88143.18725,52045.52594,61957.8715,70796.0735,51890.2217,45555.18053,52481.29086,81080.18018,38167.52227,68299.31604,85311.75505,56802.37791,52937.7938,279171.4399,59801.2033,36347.22669,84835.24345,56558.95685,74161.75226,72784.31507,36736.35164,174421.6199,87786.42808,18856.2013,83915.11739,63453.90723,33476.21099,127726.9647,36739.25998,49443.57994,85236.85368,70081.07275,40601.7306,348184.706,44513.48809,46115.57923,1010,546.8351787,10.14408341
478052.5458,600324.2602,1694029.571,617861.2441,836545.9384,2845713.535,509742.2587,593739.2505,754180.3804,822162.978,725334.2819,1088076.249,291858.6223,634756.8808,795325.9917,350506.3276,710912.0665,396487.2597,392581.5979,510994.9988,501056.0289,409192.6383,564262.4733,3361906.755,743993.5119,343950.3434,723091.502,4822072.038,421303.1348,321345.5627,491287.8471,543694.4283,258471.8739,755189.8672,313793.6609,313711.1218,451226.4465,3159477.041,1246678.405,779400.513,378474.6075,1665147.887,516608.6249,366406.226,1197579.741,718726.9209,984761.8703,708652.6305,385395.6548,363387.4572,456803.2972,479439.994,592630.8082,506287.2304,197047.9317,1424726.763,342274.8526,1011,279.1631215,7.537942033
177737.9683,52700.51806,112939.3992,110220.4887,51240.13193,94851.42115,103868.1834,26027.68305,114504.4288,63750.14259,117503.1791,133105.6879,136985.1828,125584.8884,102977.0015,121869.6455,145831.2466,258585.2362,93382.61123,143826.9745,133925.1212,36499.35386,142174.3821,136399.9995,109611.9373,6257.153316,126041.1704,161012.5865,81903.13235,17131.35027,118777.3645,57817.6253,5444.694231,169692.2538,157722.8222,1218.186709,61855.19913,142762.6475,105510.3826,67606.61854,15306.05009,137359.9463,133448.9888,27380.54079,127025.6209,74692.09291,40688.06532,105374.7211,29647.42927,1363.917677,76468.71929,65599.10148,21975.5545,35970.58414,32932.98523,2903.796445,4233.12339,1012,329.1396888,5.138673098
261818.9017,193172.6977,202428.5469,269500.8532,195480.7142,181580.2382,256846.8593,213086.6445,193454.2026,230963.0189,209487.4213,205531.7598,255199.0036,206028.1166,201311.4408,202871.3861,208648.2789,269708.6436,217752.8562,174618.4289,218710.9998,216996.9961,197105.8591,236373.6255,233557.8099,215436.7513,212906.4138,235253.817,218165.9636,198617.2733,194089.6008,209118.3929,201901.7587,214668.1434,194981.6697,211358.9541,186185.3632,233981.862,202953.7291,204622.2227,216489.2128,209158.233,283592.3648,219736.992,181019.4988,224062.4965,214234.5858,224255.2318,254552.0255,185942.9718,196690.3605,226806.9154,217753.4926,214960.4506,70354.8474,175933.2755,216904.121,1013,250.8872126,10.21098692
5519.608586,1623.637733,1299.022385,57938.80531,6300.660572,34447.96429,64438.39373,17404.68528,20214.51602,74620.46338,57821.77111,20643.10984,106493.8708,66509.41556,14996.30434,110050.9276,80518.23826,152147.7534,68878.62507,66641.53745,580432.1219,274195.6263,322806.4371,469074.2212,595583.6854,94147.50611,406567.294,590201.7424,672648.0369,172724.2836,373823.1234,748799.6747,136601.4938,458866.4198,1120235.974,118569.1404,624188.8215,0,0,1071.340715,760.488092,1893.92857,1464.68647,1008.399658,1226.265515,1674.315296,1691.718846,6274.816306,2639.553439,726.7583101,9403.00138,3671.425898,0,1015.031712,4554.591262,994.2413861,1030.680168,1018,357.876648,2.305851683
