"ID","MZ","RT","1mem_Cv_12pt5hr-2","1mem_Cv_25hr-2","1mem_Bt_12pt5hr-2","1mem_Cv_35hr-2","1mem_Cv_40hr-2","1mem_Cv_30hr-2","1mem_Bt_30hr-2","1mem_Bt_25hr-2","1mem_Ps_12pt5hr-2","1mem_Bt_35hr-2","1mem_Bt_45hr-2","1mem_Bt_40hr-2","1mem_Ps_40hr-2","1mem_Ps_25hr-2","1mem_Bt_30hr-3","1mem_Cv_45hr-2","1mem_Ps_30hr-2","1mem_Bt_25hr-3","1mem_Ps_35hr-2","1mem_Bt_12pt5hr-3","1mem_Ps_45hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_25hr-3","1mem_Cv_30hr-3","1mem_Cv_45hr-3","1mem_Bt_35hr-3","1mem_Cv_40hr-3","1mem_Bt_40hr-3","1mem_Cv_35hr-3","1mem_Ps_40hr-3","1mem_Ps_25hr-3","1mem_Ps_12pt5hr-3","1mem_Ps_30hr-3","1mem_Ps_45hr-3","1mem_Bt_45hr-3","1mem_Bt_12pt5hr-4","1mem_Ps_35hr-3","1mem_Bt_25hr-4","ExControl-ExControl_3","ExControl-ExControl_4","ExControl-ExControl_2","1mem_Bt_30hr-4","1mem_Cv_30hr-4","1mem_Cv_35hr-4","1mem_Cv_12pt5hr-4","1mem_Cv_45hr-4","1mem_Ps_25hr-4","1mem_Cv_40hr-4","1mem_Cv_25hr-4","1mem_Bt_35hr-4","1mem_Ps_45hr-4","1mem_Ps_30hr-4","1mem_Ps_35hr-4","1mem_Bt_40hr-4","1mem_Ps_40hr-4","1mem_Cv_30hr-1","1mem_Cv_35hr-1"
1,215.0323248,0.336010655,1884318074,1422716839,2019211972,773563873.4,378285066.3,1030348455,2270179204,1814080678,1308885972,1877039988,1280566769,1686240856,384745962.6,1542349360,575174789.7,264008034.9,1583839698,816026652.2,1361847473,1172740815,1534952566,1287064141,773009065.6,256279595.9,53212880.5,1217836809,30449423.84,1430682561,313117499.8,306992068.3,645435953.6,1418664793,575689952.8,702917760.8,1228739435,1791639959,1386535999,1559428044,762626.2476,5960050.772,3155373.227,1233557180,1083241050,702837954,1288289447,286722177.9,1234067816,432870518.4,1465769422,1095413286,635152695.5,1415210862,1046736338,1345178848,991200505.8,890323889,685757958.7
2,217.0291693,0.33606146,634516101.1,479179450.5,685917802.8,250462437.6,127261718.9,348491399.4,770869836.4,607627565.1,448955743.3,630436873,435769199.2,616010085.6,126340960.5,520256687.5,184014861.5,86894415.93,485370300.9,275736091.5,462549717.8,408405555.2,500792502.5,435770325.2,262422791.2,87663828.46,17609070.19,405720889.7,10734046.96,483569773.3,106100347.6,104845116.1,218766403.5,482826562.3,196509697.4,247826838,418110949.9,602496853.3,456812255.9,523216545.5,255859.886,2055622.334,1052577.598,413799356.5,363633498.8,235881914.7,433057081.6,93223967.19,438116093.6,153657199.9,556792725.8,363835062.3,211992887.6,474859882.8,351324513,401978924.2,332567773,272802205.2,232452732.3
3,376.100727,0.34510363,271772842.3,526193998.1,280346848,119165789.7,150213074.1,180709755.1,363258452.3,305228071,259651119.6,357752046.4,292887293.2,314042506.7,17142864.54,603823265.4,298942477.6,55329898.85,201622412.3,338334840,467435715.5,400205369.4,309766230.3,466875724.3,589080169.1,219027850.7,36830517.57,510039303.6,16238081.39,596788719.5,253830264.6,163615255.3,384841269.9,606287152.8,276995265.9,283538919.5,437976454.7,370721894.3,628789200.2,412040702.7,125993.3592,1108854.261,467613.4932,263483975,125648749.1,157133072.2,291404363.3,68583062.35,285788705.9,110941489.9,328163353.2,181253334.7,107415932,356856154.4,246253983.6,264642238.6,127997588.1,120145805.6,36612706.21
4,487.2190999,3.026907178,137457228.1,812782567.5,289000.7528,1016005946,895197545,864547153.1,24513.69633,129992.8829,50130.41532,21900.75132,133478.1902,256857.2311,24994.39017,416901.8508,69540.40515,1985896119,318130.018,83428.33435,354895.3915,80594.6544,414032.1913,95684830.08,488383054.6,211418965.3,261680183.6,110467.3814,403933264.2,135658.1428,392407859,180638.8652,118979.4178,121843.8984,43268.32364,77191.45462,179728.2173,52551.87421,76519.83198,27826.99046,18902.3569,2737417.105,0,81730.70671,1204625962,1358335582,121449994.7,1314876206,131811.5762,1544586930,1113310137,352242.5498,183875.2772,143396.2141,32546.61573,219785.6846,243090.2451,215239440.9,457102962.7
5,447.1335938,5.260853689,139985465.8,46713244.03,148537244.1,132781767.2,91515607.66,44433752.21,145246020.8,164785779.5,125516048.9,166500606.6,154009173.9,175470105.6,67275437.72,193934322.4,41447008.02,149711434.6,193677366.5,63719477.86,164103130.2,95291868.15,135316689.3,104951431.6,82523151.85,23082223.09,16763436.69,111093076.9,19843965.26,138000979.3,38948908.56,19525409.2,45359361.29,143540087.6,51585127.77,65919614.57,163890367.4,168134309,133737717.1,138179050.8,63489850.44,58142070.29,43765146.1,144532328.4,133158779,118036398.4,140927355.9,92740239.68,131031966.9,110646004.5,142906463.7,131557174.2,69415469.97,145254241.6,107053085.6,151381907.2,133130103,125123378,158100963.1
6,378.09744,0.345001121,85682556.14,165173174.6,85332018.38,36714544.37,45800324.43,54742344.44,112775127.7,93045617.96,81765482.11,112044263.4,93808174.9,97679654.28,5065969.915,188500540.7,92776294.42,17309412.49,62560773.79,106939586.9,142866085.8,123648500,94468990.26,148559209.7,184668545.2,68118947.74,11286797.36,156173626,4920459.031,187011066.5,77859037.37,50197206.62,119048650.6,191922246.4,88002591.43,87722759.37,133830238.7,115212260.6,196751103.4,129940928.4,29468.46399,320284.866,140491.307,82888437.24,39681720.02,48670803.07,90259101.32,19961694.9,91340339.83,34736597.36,100969818.8,56527947.76,32590487.03,109923458.2,76100437.27,83770676.17,38216513.65,34677458.17,10464965.69
7,197.8076689,10.45594712,124704432.6,242808424,118874038.9,250397701.3,192940801.2,238771532.7,170460624.2,115515101,131852108.9,161778373.1,142292071.3,104427117.6,99559094.33,189396889.4,165839805.7,79459529.91,112792784,372533524.3,159158579.3,199731012.2,133824825.7,177552289.5,145201487.5,149188242.9,257256551.3,134257585.6,134880332.9,271463581.8,182622473.5,329103118.3,162608102.7,196107575.2,151183305,244737659.2,306096376.8,774773367.2,151841257.9,263901094.3,379825314.4,284815660.2,37753564.05,688669908.8,242917774.8,216055015.3,1368014486,572771357,492504869,454512789.5,447697515.8,162072557.1,237443478.9,467862988,295441263.3,579214129.1,493724933.4,304763746.5,376627846.1
8,195.8108211,10.45733369,103907771.1,201052307.5,97997323.58,210694908.4,159726764.1,158368675.5,141090911.8,95290185.39,109037083.8,176771758.5,117911120,89603484.72,81978712.74,172850796.5,137288285.1,65158828,92689857.53,263041289.2,168429539.9,165338171.1,110670519.8,185097442.5,142113848.9,123448827.1,213383278.2,141676622.9,111496515.2,224971435,151185425.5,153976449.5,134230583.4,230041753.5,124854478.6,152603412.6,128568078.2,645133055.5,147119722.9,473532932.4,315071742.4,134043058.4,31003657.3,943540846.4,353935769.4,179874433.4,885065934.7,566769927.4,567140576.5,377140320.1,371707608,261888828.8,167012734.7,389464569.1,245812878.8,456701413.9,499885062.8,253572206.1,313305142.1
9,426.9670562,5.191131245,61675935.99,229245909.3,60471586.52,171816705.8,136601906.6,215053815.3,233763059.2,271989571.3,46084861.01,252732769.9,242812634.1,296792612.9,105798614.8,267331867.5,18730993.49,254936347.5,259144092.4,25843825.11,276756515.9,32553037.13,237972123.8,39587884.09,127952333.1,37813152,26174025.69,44273030.5,29547706.11,58336474.64,60646967.2,8927369.592,76693498.94,58965332.58,91327157.51,114181191.9,67920743.3,73269398.98,235597864.8,59669639.41,13515316.28,14551676.08,22295551.4,64790281.71,65418395.04,65934581.9,58474902.88,43864766.69,68004263.8,56468533.75,70501478.24,68925736.73,50069590.76,80220878.61,69538335.85,69644516.29,83204729.92,254838611.9,318806083.3
10,529.175227,3.274579021,53450818.21,572410402.6,132676.5906,927652517.8,860113315.9,742309863.1,0,5680.082024,4861.243364,0,61133.49179,225718.3143,0,297709.1563,53387.9232,1315071450,73399.11442,59322.43514,210002.9577,73372.84165,380717.5317,46115147.67,457947479.8,192091459.5,204203175.7,63229.85623,330516698.4,161122.4123,433126188.2,214442.8236,70556.80395,80601.21342,5513.332567,4126.965071,156444.6946,21085.6106,14006.52899,13495.5304,23037.09835,5761530.347,0,67246.22123,908631160.6,913474555.1,78939703.75,901995403.3,65184.28947,966110010.2,614993792.8,221217.1394,235396.7192,45032.48538,20232.22698,137586.2066,72102.12993,740406871.6,1397449502
11,355.1577148,7.824898186,38670997.53,24491955.24,41806262.34,25602715.19,18661305.73,27937472.58,37577639,34542004,24868074.12,49327051.31,23919468.15,78598317.38,18507732.59,35336307.06,5062581.439,66640610.33,78945361.15,6800385.74,31778616.44,6594267.67,29270773.17,26012301.11,25591889.42,8502156.704,4360717.401,10778292.2,8286169.313,11720678.85,10600367.51,5245751.401,13991725.9,33441406.81,15588636.08,16510290.13,10967189.54,30850651.33,47791538.84,25165214.48,30470157.66,25269795.44,107098256.6,22193806.92,22540532.54,19764281.28,18699737.45,10871759.44,20614205.16,14112384.4,18412784,28887399.43,11997326.76,21531959.86,19916745.18,22984362.57,17344854.62,173404578.2,209990785.2
12,199.8046174,10.45474502,60957448.83,115760924.8,56902038.57,119397464.2,102954304.8,113870468,63068168.63,56779376.75,63069278.24,69619906.83,68096412.73,49730860.76,45554173.61,90418118.63,79162092.29,38200237,53747925.44,164165010.7,96810441.35,95173095.14,63945455.49,106534348.2,68736119.5,71342668.28,66181619.4,71747040.42,64113814.02,171118936,86956776.12,88453563.49,77366262.46,93930083.41,66454111.97,88029368.83,132083638,376967915.8,84478664.99,349448541.9,180225349.6,76856305.46,18243461.95,218793671.2,202935170.2,103187498.6,315707441.4,190946634.3,138497569.4,162740893.6,212342976,99277139.16,113515555.5,223376216.6,200034346.2,268831684.9,285336210.8,157254094.2,160710949.1
13,383.1888919,8.277960564,23954633.55,16583937.14,24330980.97,14527957.69,9893371.848,15998866.94,22726778.53,24537155.04,10946833.67,25493724,15758150.45,39440584.66,6602090.064,20158910.82,2819118.198,36319140.17,44474344.94,3493001.029,16760926.4,4083084.975,16372729.4,10087817.26,10429716.53,3260460.953,2202475.455,5622187.071,2540300.717,6134953.734,4151794.997,2305430.546,5553648.069,17276355.07,5837892.798,5851403.088,5993026.165,28363491.38,21547476.81,23700689.2,16243227.54,30101523.32,48824686.22,23128561.58,20667008.46,22464439.94,20016602.54,13349989,20033494.54,17470737.02,22668643.54,30777830.28,11618370.91,22615828.48,18461952.51,24708153.87,18079910.48,89787525.29,121680155.6
14,227.9662129,4.707663195,28938474.77,29661066.11,26760454.21,21757148.45,15103539.15,27033280.39,28315890.21,26300820.06,20539106.01,28220071.28,27458403.84,29161274.62,12939462.69,28885876.19,7435373.876,27266684.01,29995878.69,9871426.951,26846874.44,14705199.1,29856007.24,17315705.19,14992596.4,4832617.645,3252981.915,19721367.76,3470470.623,21743756.62,6712817.33,4191446.719,8278626.41,26849226.33,10366453.73,12027157.87,26148365.3,30303471.55,24101806.01,27477485.05,26548818.04,27293479.14,31392825.7,27903879.34,29973460.33,27827572.52,26165871.04,19579165.16,29560735.18,25530608.11,31196195.47,27932246.02,18505543.28,27516055.14,27238462.47,27760284.43,28964389.68,41638160.18,48934358.04
15,229.9640317,4.707601216,29233584.24,29377129.4,26282729.88,21738740.46,15340971.87,26382339.76,28062002.69,26256466.72,20635612.14,27860236.28,27224131.03,29473551.59,12730024.35,29084981.32,7356379.209,27067134.58,29891031.81,9960466.038,26688441.76,14434030.33,29294678.71,17140817.97,14472912.54,4820008.625,3135289.554,19356169.7,3482601.965,21509306.79,6691400.272,4163967.596,7957456.852,26173696.02,10146825.6,12037714.3,26356662.21,29821850.84,23896651.72,27416761.19,26208004.82,27148385.27,30654454.87,27151548.2,29572679.01,28189310.84,26584173.94,19600173.45,29422468.89,25386510.74,31385293.19,27714612.57,18178237.9,27252567.01,27447019.87,27626385.01,28803917.27,41702194.49,48895205.46
16,213.0167777,0.334892409,23366917.46,16622750.32,28166212.73,4775157.43,935095.4887,10612690.75,28841500.38,24477294.21,13730140.09,25939889.14,12663864.39,25174091.46,28396918.16,20104376.06,2242093.771,347368.5925,18329997.61,5617814.441,13414388.09,11602859,17300038.42,13613347.07,4658369.046,248914.2635,24443.94903,11893438.26,33348.34258,17344278.84,3702623.007,837303.8041,3627640.072,23016248.5,2980702.704,4591072.769,14684908,31224789.55,16324678.68,27940676.73,1121.081527,0,0,17464005.22,10695149.53,5467741.05,18937966.96,982667.3263,20194738.42,1700575.22,25226312.85,12361374.76,3367207.168,20275731.89,10766298.68,18688901.96,12574899.45,8270522.777,5192092.198
17,179.0557022,0.340415073,33640193.58,21555148.29,35414050.02,7740284.42,2917369.968,13969041.91,36122508.18,31081448.4,17859450.74,29840408.53,19857218.03,31114701.33,3898879.24,24530244.35,6428535.927,2547279.148,26528443.52,9612852.502,20881505.3,13863741.71,21577250.3,18471667.44,9020439.919,2133403.071,385194.038,19112448.06,151177.7455,20691420.55,4198352.798,2745607.376,7169732.988,25610295,6525562.038,9295793.658,20821109.13,19040344.73,22280957.49,22595593.71,33832.56071,52720.00523,67184.48193,14791306.54,8669351.887,4904801.362,13170983.15,2161336.896,14062826.16,3305017.188,17249789.33,11797553.59,7841526.187,15649109.35,11318970.32,15858392.32,10260966.82,6933594.731,4570047.54
18,503.2140965,2.982384036,16412724.11,77225765.51,8269.962344,90302228.99,63500851.23,76767995.67,1664.494275,7122.854323,0,0,1535.675706,16008.18438,1110.426684,41084.60116,1053.748683,240795453.6,40920.8142,2290.694306,50840.04895,3682.032319,88576.89889,13161557.49,39372566.69,15056503.16,15977813.98,2081.611461,28419737.65,6552.158092,26351575.73,18995.41214,6066.215219,6024.776844,0,5170.322204,4761.778589,0,2691.970221,0,669.9143525,297763.6579,0,1503.550484,130323274.3,150957408.4,17988260.09,137787984.7,14638.83983,167590699.1,143973418.7,39100.56409,28365.52883,12648.21368,0,17203.19229,25163.46694,27702635.54,52542794.79
19,249.1526367,5.855970765,18371575.74,13068546.57,17783590.25,11396183.97,9159866.148,11834830.83,13601101.38,16176925.48,12665138.72,15152793.96,12954189.39,12731313.81,6579024.103,14918045.82,5377838.666,13225022.14,15165401.79,7933588.833,16165039.39,11719956.94,13827558.85,14407179.15,5340074.828,2051458.164,1462913.704,11196514.75,1932981.71,13930767.32,4190683.241,4065747.666,4510907.109,17542464.85,4169396.4,4259927.321,15062816.31,28173103.38,10387069.54,23796494.87,12898547.77,13527226.37,12489394.58,21736763.3,19224756.3,21369414.63,21937536.86,13946848.85,20006322.27,18704198.46,21702618.02,20495884.23,11625316.71,19253624.42,15394679.39,26717880.38,17825981.85,26206754.46,38260409.76
20,509.2006343,3.026675328,13201383.22,43737562.99,24814.2833,51705725.67,43227402.36,49343262.3,1388.611913,9302.51152,0,0,2166.098417,19431.63758,0,14435.87431,842.7962649,86068690.23,23222.03309,3356.657908,24380.85009,6586.419195,29906.51668,9993091.19,27819359.61,13816352.77,15559915.94,4863.919981,21827695.59,3276.467222,22645870.73,17785.34781,4257.158571,5488.9482,0,0,8321.608554,2185.711655,2151.245045,0,0,287376.0219,0,0,61046192.27,68623214.24,12363612.62,58644174.24,5222.235667,68723803.52,58872259.58,31603.64094,6757.607996,2735.24335,0,10683.77311,13790.75189,18364400.25,35597754.31
21,242.1758206,4.352130363,11449271.34,10605387.36,8208723.71,10879882.9,8005799.473,15281036.82,7871513.824,6691424.969,6912945.319,9436060.718,5446654.455,5660814.204,1777405.471,7344422.345,2086966.162,12100066.55,5349354.247,3148308.449,5037841.485,3832348.713,3866158.193,7765511.386,5527883.797,2255796.031,1313520.803,4220490.383,1654333.356,3653551.398,3733887.35,845598.7926,1029388.208,4251320.042,1191134.842,896756.0376,4605613.838,6164670.442,2677777.461,5793894.063,2447860.147,1275355.007,1113557.065,4842011.482,7623497.318,7592810.71,8734236.105,6026536.484,2381607.17,12664700.31,7995302.058,3693702.215,1159588.025,2267035.189,2056431.248,3957308.892,1814942.043,14554530.34,14639332.14
23,431.1833161,5.468981637,10776904.51,5721484.998,12131398.68,11143831.02,7580047.63,5339113.407,12468729.51,12412029.39,9507289.852,14668948.5,12923186.77,16994418.62,4762851.069,12748251.39,2358167.499,12866596.4,13878817.49,3909285.133,11102560.69,6568003.196,9996076.78,6924265.693,5607695.751,1498912.494,949505.4043,6724765.763,1393406.454,7648471.205,2630433.853,1598042.303,3073203.236,9251451.827,3486213.559,5360386.491,9139914.59,15395758.93,11138306.38,10222928.25,8243872.769,7075967.571,7322527.059,10740884.76,9549131.74,8604614.25,8616376.983,5901837.194,7636985.883,7647069.444,9923758.742,11520736.45,4731548.813,9405147.675,7546150.639,12591180.4,7899656.139,16965353.6,22156120.02
24,299.131743,4.512604632,10424494.01,26123142.34,1001534.086,29699248.87,20412908.99,32209422.76,7386561.557,3425575.096,1215674.868,9244803.568,11569352.91,10703216.69,712743.1243,268567.8469,2319997.288,32477816.02,1007757.801,2802442.411,2114320.892,757752.4318,2537927.766,10336936.05,7600677.293,3217034.486,1192484.632,3706470.798,3827221.113,8651827.646,9171846.675,748954.0393,740252.5031,1339670.596,1414160.127,3131055.544,10210879.84,1095032.253,4644034.39,4543692.526,0,137072.6291,2386.617129,6793928.589,34894616.83,21352226.8,9355958.037,36568944.53,3734621.695,41640618.7,28499917.89,8525933.705,4059816.311,4494420.422,4166404.881,6005886.456,6858027.709,36058573.17,32246651.67
25,681.295792,7.65202113,8659553.666,7338895.273,8824818.923,6347294.823,5260635.396,6854318.788,8848344.889,8469041.469,6483817.036,9126807.135,9011436.192,12704614.98,3324082.446,7830650.347,1604767.475,9219622.648,10246459.94,2299881.578,8147442.824,3560525.918,7068724.683,4231204.638,3315672.599,1145532.642,506092.212,4537793.923,753544.6868,5813171.44,1723641.059,1555200.643,1862889.824,4790487.14,2130885.145,4087471.687,5747144.487,11329821.05,9561192.967,9205746.281,9369287.036,9673992.316,8886267.047,8854248.975,7425374.656,6278198.948,6023021.574,3820413.947,6076003.454,5404698.258,7032254.65,10783264.55,3628996.725,6565244.127,5606224.551,11221964.65,6501896.092,23408090.4,26501500.94
26,416.0739168,7.823465029,10055391.58,11460520.73,10050930.18,12078634.84,8030576.443,12681849.23,13043962.99,10139324.93,9482204.191,14454891.7,11474009.86,10237023.46,4460298.188,15094895.36,2057388.394,5690252.044,13221923.02,3856384.108,11871392.92,5331314.526,10760232.54,13436182.38,9701980.263,2799697.781,1761780.803,6473152.177,2626297.484,8261895.115,5030770.841,2903881.341,5494844.305,17443450.98,6174779.645,8617409.524,9006229.702,23836459.44,16505485.63,20372511.56,12020482.65,17075166.51,0,18571307.67,19520971.64,14311989.69,17694376.34,13015177.75,18461286.8,16614304.73,15400454.75,16639764.86,12016687.69,17045758.03,17007529.72,20299258.47,14758988.87,42771909.03,45996325.49
27,418.0707901,7.823419213,9199901.855,10447075.23,9019704.863,10861144.03,7271707.848,11453765.84,12055709.34,9322867.846,8716959.367,13335434.61,10481055.68,9313072.63,4059485.453,13831608.55,1835151.236,5082716.328,12098588.61,3513150.161,10714746,4947829.533,9739944.677,12274289.12,8671262.655,2480411.388,1605884.082,5933539.759,2350990.462,7435887.063,4544663.457,2641353.585,4965417.536,15748387.72,5506763.471,7829568.735,8147656.209,21791447.69,15019937.81,18917339.36,10814618.07,15331511.27,0,16754461.49,17629181.23,12939543.33,16020192,11692481.07,16794894.42,14839520.44,14004700.26,14882323.32,10824842.43,15780442.82,15714472.08,18510448.33,13423891.99,39059118.04,41920010.88
28,273.0975783,3.353579733,13874359.72,517581.5446,7405381.823,553537.3303,645024.4975,604145.3609,471191.1321,829096.043,5521726.629,737152.1005,512863.812,523223.4506,350159.7299,838179.4173,2880010.465,753824.6304,839803.0784,4107148.444,860254.0835,4383553.378,849085.7499,6846173.933,210214.0302,70062.90244,64203.44347,3423691.32,49036.25499,7906424.422,293265.4562,2470776.145,299167.84,7723377.027,169721.0854,166579.8898,4212108.542,10278966.99,390204.5323,7194472.162,26194.16179,47995.64593,25791.52799,9100604.274,5745926.968,6669458.867,9141845.85,4251177.064,9946625.922,4221938.541,11023565.07,6870283.365,4093748.754,7254009.042,7000202.009,11099510.3,7796232.594,683218.6265,1596396.045
29,540.1304403,3.022431222,8383763.371,24455990.6,2662.838288,27590337.57,29770231.02,25185447.68,0,1824.534538,0,0,0,5539.36802,0,6079.394806,836.7667099,39993805.23,4635.898153,891.8669016,11106.60556,1705.599748,8714.088017,7274792.187,23320851.04,15851083.56,16920826.47,903.363476,23413763.18,0,20770503.17,2204.361165,1778.052773,0,0,0,3211.086699,0,1729.456206,0,706.7771332,199820.4903,0,0,24370156.15,27410878.03,6038734.039,25742556.66,0,37966297.53,24072534.36,4344.94916,3886.294713,0,0,1936.772623,1577.856344,9762908.293,13194813.88
30,449.1494574,5.226022668,8587043.628,3830370.44,34647088.37,3134279.907,2864585.474,3649891.117,3464516.997,3400593.892,4808385.209,3664567.877,3930478.173,4910232.674,1405488.971,4440504.735,447517.0989,3830571.699,3960841.768,928315.3312,3233910.212,43323143.53,2854718.575,12687141.55,2340679.535,353182.6384,166324.3925,1747572.695,206021.6914,1775891.391,516664.2147,524886.0382,653369.2477,8130409.24,677794.1113,1729078.387,2331454.721,17037970.03,3295629.191,3608875.574,3299793.678,2634988.959,2908717.038,3407326.439,2554664.501,1992998.18,4733081.866,1575337.859,1770336.265,2084310.295,2385008.435,3748082.246,1248955.481,2397150.769,1803859.85,4830946.298,1618339.976,7570812.003,9612106.239
31,859.5180756,5.331808579,8557974.898,23485299.72,15654.59901,19124244.78,10068687.3,21309873.8,0,1637.956836,1197.38302,0,3610.689964,8507.400854,0,20525.45379,10616.14728,22138538.19,18924.28301,26425.84826,27228.45534,0,21158.4278,5294792.912,14786658.67,4063657.733,2714303.316,7437.042731,4022803.982,57128.91088,6838048.365,30551.59561,6146.7599,27086.45486,1149.60947,1767.851736,2120.690452,1726.415959,2986.733976,4519.532085,2951.296903,114159.63,0,5304.587163,29959646.21,28831642.32,10955875.11,18330095.74,2040.534784,24990078.24,30867221.42,6857.533812,10776.77956,2163.585051,0,4570.491021,5359.356107,19136867.71,26237620.4
32,201.8016242,10.45737561,13148146.84,21493603.57,12301099.27,25641168.06,19253012.81,19724218.74,15041058.53,12952590.39,15130318.15,16513483.95,18389932.3,10745186.42,10354829.91,20491789.09,15067041.37,8241337.933,11501023.35,29490724.3,16437241.99,22573729.91,13737029.93,18942568.55,14109368.62,13732795.3,18615093.89,24291541.76,16114965.46,32416725.29,17709727.33,19207498.68,16783356.11,20386561.27,15127054.7,19027144.14,14667763.71,48579204.71,15606677.09,24525584.87,31194548.18,17787335.48,3949865.043,47491454.02,43644998.64,21621877.15,94505127.1,47961085.26,49309425.79,37757705.94,32496673.17,35176781.34,24469635.99,48311039.49,21627311.87,58322183.84,50422479.73,20175757.27,23039245.95
33,545.1701907,3.246750843,7043618.319,76093482,0,108718432,83324884.79,90855763.38,0,0,0,0,0,3591.417952,0,9305.599091,0,161356427.6,0,0,3936.166274,0,11931.99499,6619267.631,55718216.49,17966824.15,17150499.99,0,34074512.83,0,42758534.21,3436.327093,0,0,0,0,0,0,0,0,0,412583.9351,0,0,117079261.6,113815831.2,12989180.48,105166827.7,0,113713716.5,91434665.71,4359.533621,5319.782922,0,0,0,0,136593227.3,250631769.5
34,293.1753442,5.176986186,7753983.289,13289199.52,8817642.851,10694346.36,7434935.337,11984104.2,15066177.41,13063959.54,6272265.465,17346347.65,13497872.1,17031245.04,5874012.852,15074198,4555945.11,13065661,15903231.58,6068876.919,13725640.47,4902335.134,11581087.64,5966936.837,7098077.944,2577117.752,1945859.201,10351831.07,2142156.466,13025349.86,3874302.48,1991273.932,3844774.498,7233696.322,4657622.182,6458598.312,15200469.56,10910815.41,12966443.84,14854484.3,1104960.147,1039756.901,1006932.396,15490643.41,15138301.48,14426321.72,8154021.36,10133727.25,14839864.44,12885217.03,14947009.64,16358956.91,7679361.46,16121196.42,11658094.92,17389109.07,14504409.59,13573222.92,16959911.8
35,216.1131184,2.225801238,8591174.693,9217750.56,6849757.989,7909135.077,5634800.006,7418730.608,7108701.7,6798768.872,6299366.38,7514665.652,8429860.043,8145931.569,4151327.683,8560295.103,2204831.653,8441790.814,8293559.572,2858768.851,8042372.812,3934328.161,8601174.348,4862563.389,4514795.701,1505477.569,1017051.235,5373917.211,1090317.495,5433212.888,2019389.888,1337622.836,2459725.942,6793120.992,3225248.075,3453578.852,6857129.723,7115649.745,6472721.25,7593203.228,9081215.466,8788350.637,12385543.7,7423345.026,7483682.543,8911625.092,8510062.157,6782420.569,7271660.085,6500903.491,8860189.918,7543203.053,5784620.699,7020467.027,7930607.131,8522062.453,7866330.862,9428908.655,9569464.874
36,449.149398,5.014251333,8293761.013,3318604.321,37625380.23,3131904.291,2864585.474,3030490.511,3555348.286,3560778.672,4260912.603,3655909.978,3696686.624,4694382.628,1357218.452,4421151.302,470038.4689,3830571.699,4492631.17,1035725.148,3233910.212,47212749.05,3003412.457,12409657.36,2287468.685,383405.2896,166324.3925,1892493.595,206021.6914,1996654.394,610483.8368,524886.0382,656788.8047,7176730.486,731592.8545,1982929.88,2678637.777,19073313.17,3509998.966,3543734.473,3125128.971,2550936.852,2508681.69,3413967.375,2671875.81,1977429.157,4468193.1,1684116.243,2113079.342,2142768.727,2385008.435,3578189.323,1257339.103,2511848.42,1895182.99,4558347.459,1896215.579,6986211.21,8875149.47
38,671.2672547,7.652358167,5982804.083,6921948.579,6381741.236,6152186.51,4300799.467,6925228.706,7697859.617,6282116.851,5401577.251,8494718.562,8550613.931,7830163.351,2245839.391,8279641.769,1356298.948,4398760.987,6663626.053,2359144.635,7359368.348,4248263.354,6075265.707,4432757.812,2649001.542,919012.2573,457371.2775,4262539.716,611885.9378,6559884.901,1606163.988,1640495.799,1638939.747,5684729.342,1649673.032,3881757.178,6877948.695,14372564.2,8987764.566,11753094.67,9237370.702,8481727.678,665406.3036,12142483.64,9228517.624,6812573.908,8822535.859,4645386.253,7351371.463,6113865.478,8963959.528,12149869.28,3676843.887,9415884.345,5921147.009,15159865.73,7839489.121,22470549.23,29160832.72
42,309.1702131,5.276361608,6935345.431,7325934.507,7112780.885,7197101.187,6963017.089,7338545.976,7553502.729,7629507.544,6826478.953,7857963.347,7479142.153,8015296.748,6888502.282,7937427.453,6272972.551,7288219.434,8121611.803,6601948.471,7710135.007,6326783.671,7549048.737,6507146.721,6735536.256,6036471.511,5944990.285,7170663.727,6294610.413,7035716.014,6117964.141,6410424.349,6281680.123,6888128.167,6575513.863,6426014.986,7859468.118,5961270.821,6869332.722,6084682.483,6058252.705,5383319.126,5968102.435,6345320.129,6364456.398,6274672.072,5845334.023,5864699.956,6005811.957,6302549.232,6090679.859,6527230.481,5638145.624,6179757.467,5998932.22,6523562.576,6410910.785,6469009.804,6955062.965
43,531.1716413,3.282686474,6116879.852,64154411.81,1868.919377,66317977.1,54042026.05,33342668.19,0,0,0,0,0,3982.567775,0,19064.63926,2691.654423,61419824.12,1763.043957,0,2113.328927,0,23631.17511,5294299.285,59923056.37,35446086.91,35992046.14,0,51528478.81,2025.899472,54294343.13,18389.25242,1763.194638,3705.06962,0,0,7049.972667,0,0,0,0,1180101.581,0,0,1491265.212,4974359.17,4399510.021,12151562.53,0,9285489.037,3513477.925,2831.769422,17054.28235,0,0,0,0,10577655.36,13410091.79
