inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
VMWHZZCFIPURJF	InChI=1S/C5H13NO4/c6-3(1-7)5(10)4(9)2-8/h3-5,7-10H,1-2,6H2	C5H13NO4	1	-35.050864692895104	""	C(C(C(C(CO)O)O)N)O	-3.29099989	""	EcoCyc Mine;PubChem:(85688843 126485686 126485687);YMDB Mine;KEGG Mine
RNHXWPCUJTZBAR	InChI=1S/C5H13NO4/c6-1-3(8)5(10)4(9)2-7/h3-5,7-10H,1-2,6H2	C5H13NO4	2	-39.59714752156897	D-Ribamine	C(C(C(C(CO)O)O)O)N	-3.29099989	""	EcoCyc Mine;biological;Natural Products:(UNPD20641);PubChem:(229859 11116232 12442746 12442747 12442748 16086143 21826381 87928625 87928700 88946646 89330802 89384694);YMDB Mine;KEGG Mine
SFDRBUOVLMEECP	InChI=1S/C5H13NO4/c6-5(3(9)1-7)4(10)2-8/h3-5,7-10H,1-2,6H2	C5H13NO4	3	-39.675614051993826	""	C(C(C(C(CO)O)N)O)O	-3.29099989	""	PubChem:(54302389)
KRWVHJOWLJRKRP	InChI=1S/C5H11NO3/c6-2-1-4(7)3-5(8)9/h4,7H,1-3,6H2,(H,8,9)	C5H11NO3	4	-93.97954332874805	Pentanoic acid, 5-amino-3-hydroxy-	C(CN)C(CC(=O)O)O	-1.34000003	""	EcoCyc Mine;Natural Products:(UNPD121349);PubChem:(21462347 88198893);YMDB Mine;KEGG Mine
TYMZJFJDBQLYHB	InChI=1S/C5H11NO3/c6-3-4(7)1-2-5(8)9/h4,7H,1-3,6H2,(H,8,9)	C5H11NO3	5	-96.81253763799428	Pentanoic acid, 5-amino-4-hydroxy-	C(CC(=O)O)C(CN)O	-1.34000003	""	EcoCyc Mine;Natural Products:(UNPD149676);PubChem:(10214391 13022689 13022690);YMDB Mine;KEGG Mine
HNQFSWWFLHSOLX	InChI=1S/C5H11NO3/c1-3(8)5(6)4(9)2-7/h4-5,7,9H,2,6H2,1H3	C5H11NO3	6	-98.67944061559173	""	CC(=O)C(C(CO)O)N	-2.19700003	""	PubChem:(88753015);EcoCyc Mine;KEGG Mine
YUTRFPUDDMXUPG	InChI=1S/C5H11NO3/c6-4(1-2-7)5(9)3-8/h2,4-5,8-9H,1,3,6H2	C5H11NO3	7	-98.9807325823453	""	C(C=O)C(C(CO)O)N	-1.95599997	""	PubChem:(54528412)
REQIOPDLGNSWSP	InChI=1S/C5H11NO3/c6-4(3-8)5(9)1-2-7/h2,4-5,8-9H,1,3,6H2	C5H11NO3	8	-99.34695588988207	""	C(C=O)C(C(CO)N)O	-1.95599997	""	KEGG Mine
GSSSSMSRIXVZBY	InChI=1S/C5H11NO3/c6-4(2-7)1-5(9)3-8/h4,7-8H,1-3,6H2	C5H11NO3	9	-104.06337992117784	""	C(C(CO)N)C(=O)CO	-2.47000003	""	PubChem:(123463570)
YBAAYLDDDSQYRL	InChI=1S/C5H13NO4/c6-5(10)4(9)3(8)1-2-7/h3-5,7-10H,1-2,6H2	C5H13NO4	10	-104.45799195222325	""	C(CO)C(C(C(N)O)O)O	-2.796	""	PubChem:(126611574)
LGVJIYCMHMKTPB	InChI=1S/C5H11NO3/c1-2-3(7)4(6)5(8)9/h3-4,7H,2,6H2,1H3,(H,8,9)	C5H11NO3	11	-106.54995292746797	3-Hydroxynorvaline	CCC(C(C(=O)O)N)O	-3.13800001	""	Natural Products:(UNPD88369);PubChem:(65097 642222 642223 10678287 10953556 18660836 25202492 86308696 86308697 86308698 86308699 101617303);YMDB Mine;CHEBI:(74112);EcoCyc Mine;biological;Biocyc:(CPD-8857);KEGG Mine
IWBTVBUNSFJIIE	InChI=1S/C5H11NO3/c6-3-1-2-4(7)5(8)9/h4,7H,1-3,6H2,(H,8,9)	C5H11NO3	12	-107.9401157926318	Pentanoic acid, 5-amino-2-hydroxy-	C(CC(C(=O)O)O)CN	-1.074	""	EcoCyc Mine;Natural Products:(UNPD78312);PubChem:(11029889 13042205 22817059);KEGG Mine
BTCSQDOXIYWEHY	InChI=1S/C5H11NO3/c1-3(8)5(9)4(6)2-7/h4-5,7,9H,2,6H2,1H3	C5H11NO3	13	-108.41057204488277	""	CC(=O)C(C(CO)N)O	-2.19700003	""	PubChem:(88196691 89425710)
SEMWAOOPBFDYLK	InChI=1S/C5H11NO3/c1-3(6)5(9)4(8)2-7/h3-4,7-8H,2,6H2,1H3	C5H11NO3	14	-109.11164206128215	""	CC(C(=O)C(CO)O)N	-2.03600001	""	EcoCyc Mine;KEGG Mine
KYYLCNHXZCPNBW	InChI=1S/C5H11NO3/c1-3(6)4(7)2-5(8)9/h3-4,7H,2,6H2,1H3,(H,8,9)	C5H11NO3	15	-110.9053152030527	(3R,4S)-4-amino-3-hydroxypentanoic acid	CC(C(CC(=O)O)O)N	-1.23800004	""	PubChem:(642220 14192127 14192128 55250483 55289164 83349978)
JPYGFLFUDLRNKX	InChI=1S/C5H11NO3/c6-4(3-7)1-2-5(8)9/h4,7H,1-3,6H2,(H,8,9)	C5H11NO3	16	-112.58129296299957	4-amino-5-hydroxypentanoic acid	C(CC(=O)O)C(CO)N	-1.34000003	""	EcoCyc Mine;biological;PubChem:(5326858 9547920 87088071);KEGG Mine
YYACTZVHTRGSDS	InChI=1S/C5H13NO4/c1-2(6)3(7)4(8)5(9)10/h2-5,7-10H,6H2,1H3	C5H13NO4	17	-113.76865658651437	4-aminopentane-1,1,2,3-tetrol	CC(C(C(C(O)O)O)O)N	-2.69400001	""	PubChem:(22887341)
