inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
SUTWPJHCRAITLU	InChI=1S/C6H15NO/c7-5-3-1-2-4-6-8/h8H,1-7H2	C6H15NO	1	-31.278830817303437	6-Aminohexanol	C(CCCO)CCN	0.157000005	""	training set;biological;PubChem:(19960 6992902 88570509);Biocyc:(CPD-16893);KEGG Mine
PAFZNILMFXTMIY	InChI=1S/C6H13N/c7-6-4-2-1-3-5-6/h6H,1-5,7H2	C6H13N	2	-47.86526045716674	bmse000451	C1CCC(CC1)N	1.26199996	""	training set;HMDB:(62716);KNApSAcK:(44142);Natural Products:(UNPD46131);PubChem:(7965 1549093 59504529 59504544 66995376 70192317 87367131);CHEBI:(15773 42939);HSDB:(108-91-8);EcoCyc Mine;KEGG:(C00571);biological;Plantcyc:(CPD-303);Biocyc:(CPD-303)
XGBXCJDRHIIQON	InChI=1S/C6H13N/c1-3-4-5-6-7-2/h2,7H,3-6H2,1H3	C6H13N	3	-56.03227084497137	""	CCCCCN[CH]	1.74300003	""	PubChem:(58608503)
ZSIQJIWKELUFRJ	InChI=1S/C6H13N/c1-2-4-6-7-5-3-1/h7H,1-6H2	C6H13N	4	-70.02331179541518	azepanium	C1CCCNCC1	1.046	""	HSDB:(111-49-9);biological;PubChem:(8119 3771689 10844478 90752315);CHEBI:(32616);KEGG Mine
NNWUEBIEOFQMSS	InChI=1S/C6H13N/c1-6-4-2-3-5-7-6/h6-7H,2-5H2,1H3	C6H13N	5	-70.70479644557267	Pipicoline	CC1CCCCN1	1.148	""	biological;HMDB:(32416);Natural Products:(UNPD11047 UNPD12852);PubChem:(7974 637525 6427443 6999986 7568306 21590956 60105780 60105781);KEGG Mine
OLHAHFKZASPGCF	InChI=1S/C6H15NO/c1-6(7)4-2-3-5-8/h6,8H,2-5,7H2,1H3	C6H15NO	6	-72.49246869343175	""	CC(CCCCO)N	0.259000003	""	PubChem:(12781347 86706230 93515790)
OGZXOVGUHFDHOO	InChI=1S/C6H13N/c1-2-3-6-4-5-7-6/h6-7H,2-5H2,1H3	C6H13N	7	-74.00352989577283	2-propylazetidine	CCCC1CCN1	1.35899997	""	PubChem:(19101063)
SGWAEKXTHJALKK	InChI=1S/C6H13N/c1-2-3-4-5-6-7/h2-6H2,1H3	C6H13N	8	-75.00795507190762	""	CCCCCC[N]	1.92200005	""	PubChem:(101741274)
YTRVNXSHHAUIBX	InChI=1S/C6H15NO/c1-6(8)4-2-3-5-7/h6,8H,2-5,7H2,1H3	C6H15NO	9	-76.19027766837031	2-Hexanol, 6-amino-	CC(CCCCN)O	0.259000003	""	PubChem:(18957288 75406737 75406739);KEGG Mine
DPEOTCPCYHSVTC	InChI=1S/C6H15NO/c1-2-3-4-6(7)5-8/h6,8H,2-5,7H2,1H3	C6H15NO	10	-76.5081993624574	L-Norleucinol	CCCCC(CO)N	0.680999994	""	PubChem:(249006 5494388 6994401 6994402 7000075);biological
ROPJZLAAAGITMC	InChI=1S/C6H13N/c1-2-3-4-5-6-7/h7H,1-6H2	C6H13N	11	-77.36528801854985	n-hexylamino	[CH2+]CCCCC[NH-]	2.34800005	""	PubChem:(53628814)
NYKJMZLCQOLWPV	InChI=1S/C6H13N/c1-3-5-6-7-4-2/h2,7H,3-6H2,1H3	C6H13N	12	-78.36316888173322	""	CCCCNC[CH]	1.597	""	PubChem:(59694816)
JFZLDRUSMYBXRI	InChI=1S/C6H13N/c1-2-6-4-3-5-7-6/h6-7H,2-5H2,1H3	C6H13N	13	-78.8373565612052	Ambcb4031112	CCC1CCCN1	1.148	""	PubChem:(4993465 10931375 22840077 40429649 40466092)
