inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
WMTGHBYCTDKGBD	InChI=1S/C13H17N4O9P/c1-2-7(18)26-27(22,23)24-3-6-9(19)10(20)13(25-6)17-5-16-8-11(17)14-4-15-12(8)21/h4-6,9-10,13,19-20H,2-3H2,1H3,(H,22,23)(H,14,15,21)	C13H17N4O9P	1	-2949.567938150733	""	CCC(=O)OP(=O)(O)OCC1C(C(C(N2C=NC3=C(N=CN=C32)O)O1)O)O	-1.671	""	KEGG Mine
DAZGMJPJKNVHRP	InChI=1S/C13H17N4O9P/c14-5-1-2-15-10-7(5)16-4-17(10)11-9(19)8(18)6(26-11)3-25-13(12(20)21)27(22,23)24/h1-2,4,6,8-9,11,13,18-19H,3H2,(H2,14,15)(H,20,21)(H2,22,23,24)	C13H17N4O9P	2	-3000.0223873763484	""	C1=C(C2=C(N=C1)N(C=N2)C3C(C(C(COC(C(=O)O)P(=O)(O)O)O3)O)O)N	-3.41400003	""	PubChem:(126586546)
CTSKBEBICOQLRC	InChI=1S/C13H17N4O9P/c1-24-7-4-17(13(21)15-11(7)20)12-10(19)9(18)8(26-12)5-25-27(22,23)16-3-2-14-6-16/h2-4,6,8-10,12,18-19H,5H2,1H3,(H,22,23)(H,15,20,21)	C13H17N4O9P	3	-3017.092084339066	""	COC1=CN(C2C(C(C(COP(=O)(N3C=CN=C3)O)O2)O)O)C(=O)N=C1O	-2.43499994	""	PubChem:(45105031)
GJKDTCPXUZABJU	InChI=1S/C13H15N4O8P/c1-13(5-14,6-15)25-26(22)23-4-7-9(19)10(20)11(24-7)17-3-2-8(18)16-12(17)21/h2-3,7,9-11,19-20,22H,4H2,1H3,(H,16,18,21)	C13H15N4O8P	4	-3022.7815053862464	""	CC(C#N)(C#N)OP(O)OCC1C(C(C(N2C=CC(=NC2=O)O)O1)O)O	-3.15700006	""	PubChem:(87302535)
LHFGAALMOGCKQB	InChI=1S/C13H15N4O8P/c1-2-3-16-5-15-11-8(12(16)20)14-6-17(11)13-10(19)9(18)7(25-13)4-24-26(21,22)23/h1,5-7,9-10,13,18-19H,3-4H2,(H2,21,22,23)	C13H15N4O8P	5	-3030.7796826689664	""	C#CCN1C=NC2=C(C1=O)N=CN2C3C(C(C(COP(=O)(O)O)O3)O)O	-2.85299993	""	PubChem:(9886454)
SOGRLMBKXRUEBZ	InChI=1S/C13H15N4O8P/c1-13(5-14,6-15)25-26(22)24-10-9(20)7(4-18)23-11(10)17-3-2-8(19)16-12(17)21/h2-3,7,9-11,18,20,22H,4H2,1H3,(H,16,19,21)	C13H15N4O8P	6	-3039.5822066172673	""	CC(C#N)(C#N)OP(O)OC1C(C(CO)OC1N2C=CC(=NC2=O)O)O	-3.15700006	""	PubChem:(87302534)
REVVHBZAFSZASM	InChI=1S/C19H16O10/c20-4-11-15(24)17(26)19-18(29-11)13-10(28-19)3-9-12(16(13)25)14(23)5-1-6(21)7(22)2-8(5)27-9/h1-3,11,15,17-22,24-26H,4H2	C19H16O10	7	-3062.430582790049	""	C1=C(C(=CC2=C1C(=O)C3=C(C=C4C(=C3O)C5C(C(C(C(CO)O5)O)O)O4)O2)O)O	0.163000003	""	KEGG Mine
KCNXROCEZGCSMR	InChI=1S/C19H16O10/c20-10-3-1-8(2-4-10)9-5-11-12(21)6-13(14(22)16(11)28-7-9)29-17(19(26)27)15(23)18(24)25/h1-4,6-7,15,17,20-23H,5H2,(H,24,25)(H,26,27)	C19H16O10	8	-3071.0648523075765	""	C1=CC(=CC=C1C2=COC3=C(C(=CC(=C3C2)O)OC(C(C(=O)O)O)C(=O)O)O)O	0.465000004	""	PubChem:(102428268)
RNZWHDZCZWVKAU	InChI=1S/C19H16O10/c20-6-1-5-10(3-7(6)21)28-17-12(14(5)24)8(22)2-9(23)13(17)18-16(26)19-15(25)11(29-18)4-27-19/h1-3,11,15-16,18-23,25-26H,4H2	C19H16O10	9	-3074.856272366144	""	C1=C(C(=CC2=C1C(=O)C3=C(C=C(C(=C3O2)C4C(C5C(C(CO5)O4)O)O)O)O)O)O	-0.497000009	""	KEGG Mine
ORDDQTDQYILTEP	InChI=1S/C19H14O9/c1-27-18(25)15(9-3-5-11(21)13(23)7-9)17-16(24)14(19(26)28-17)8-2-4-10(20)12(22)6-8/h2-7,20-24H,1H3	C19H14O9	10	-3076.0016892383683	""	COC(=O)C(=C1C(=C(C2=CC(=C(C=C2)O)O)C(=O)O1)O)C3=CC=C(C(=C3)O)O	2.96799994	""	PubChem:(102103627);Natural Products:(UNPD133954 UNPD217200)
YFIITZRJJLYZMQ	InChI=1S/C19H16O10/c20-6-1-5-9(2-7(6)21)28-10-3-8(22)12(16(25)13(10)14(5)23)18-17(26)19-15(24)11(29-18)4-27-19/h1-3,11,15,17-22,24-26H,4H2	C19H16O10	11	-3076.6457987054882	""	C1=C(C(=CC2=C1C(=O)C3=C(C(=C(C=C3O2)O)C4C(C5C(C(CO5)O4)O)O)O)O)O	-0.497000009	""	KEGG Mine
