inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
YQIQVCKUNGZZOW	InChI=1S/C19H31N2O14P/c1-9-6-21(19(28)20-17(9)27)13-5-10(11(7-22)33-13)35-36(29,30)32-4-2-3-31-18-16(26)15(25)14(24)12(8-23)34-18/h6,10-16,18,22-26H,2-5,7-8H2,1H3,(H,29,30)(H,20,27,28)	C19H31N2O14P	1	-3014.2012308455137	""	CC1=CN(C2CC(C(CO)O2)OP(=O)(O)OCCCOC3C(C(C(C(CO)O3)O)O)O)C(=O)N=C1O	-3.59800005	""	PubChem:(118953034)
HUIITFMTQAZTEH	InChI=1S/C26H24N2O10/c1-15-12-28(26(35)27(22(15)32)13-19(29)30)23-21(38-25(34)17-10-6-3-7-11-17)20(31)18(37-23)14-36-24(33)16-8-4-2-5-9-16/h2-12,18,20-21,23,31H,13-14H2,1H3,(H,29,30)	C26H24N2O10	2	-3021.1893902677557	2,4(1H,3H)-Pyrimidinedione, 3-(carboxymethyl)-1-(2,5-di-O-benzoyl-.beta.-D-ribofuranosyl)-5-methyl-	CC1=CN(C2C(C(C(COC(=O)C3=CC=CC=C3)O2)O)OC(=O)C4=CC=CC=C4)C(=O)N(CC(=O)O)C1=O	1.64400005	""	PubChem:(15958311);biological
DFAFNBGVNCFZAO	InChI=1S/C19H29N2O13P/c1-4-30-16(25)19(9-22,17(26)31-5-2)10-33-35(28,29)32-8-13-12(23)6-14(34-13)21-7-11(3)15(24)20-18(21)27/h7,12-14,22-23H,4-6,8-10H2,1-3H3,(H,28,29)(H,20,24,27)	C19H29N2O13P	3	-3031.960809433966	""	CCOC(=O)C(CO)(COP(=O)(O)OCC1C(CC(N2C=C(C)C(=NC2=O)O)O1)O)C(=O)OCC	-1.79100001	""	PubChem:(18392488)
YYZIKIPETLTROS	InChI=1S/C22H22N8O9/c23-22-29-16-14(18(33)30-22)26-11(8-25-16)7-24-10-3-1-9(2-4-10)17(32)27-12(19(34)35)5-6-13(31)28-15(20(36)37)21(38)39/h1-4,8,12,15,24H,5-7H2,(H,27,32)(H,28,31)(H,34,35)(H,36,37)(H,38,39)(H3,23,25,29,30,33)	C22H22N8O9	4	-3042.3874326781397	""	C1=C(C=CC(=C1)NCC2=CN=C3C(=N2)C(=NC(=N)N3)O)C(=O)NC(CCC(=NC(C(=O)O)C(=O)O)O)C(=O)O	-2.52699995	""	PubChem:(101850683)
AJQVOEFMWOIWDH	InChI=1S/C26H26N2O11/c1-13(29)35-12-19-21(36-14(2)30)22(37-15(3)31)20(26(38-19)39-23-18(34-4)10-7-11-27-23)28-24(32)16-8-5-6-9-17(16)25(28)33/h5-11,19-22,26H,12H2,1-4H3	C26H26N2O11	5	-3069.901354019792	[(2R,3S,4R,5R,6S)-3,4-diacetyloxy-5-(1,3-dioxoisoindol-2-yl)-6-(3-methoxypyridin-2-yl)oxyoxan-2-yl]methyl acetate	CC(=O)OCC1C(C(C(C(O1)OC2=NC=CC=C2OC)N3C(=O)C4=C(C=CC=C4)C3=O)OC(=O)C)OC(=O)C	1.99899995	""	PubChem:(21637990)
WCRYOLFZBAYKDP	InChI=1S/C21H26N4O13/c1-8-5-24(18(31)22-15(8)28)12-3-10(27)14(36-12)17(30)37-20(33)38-21(34)4-13(35-11(21)7-26)25-6-9(2)16(29)23-19(25)32/h5-6,10-14,17,26-27,30,34H,3-4,7H2,1-2H3,(H,22,28,31)(H,23,29,32)	C21H26N4O13	6	-3071.9970524019573	""	CC1=CN(C2CC(C(C(O)OC(=O)OC3(CC(N4C=C(C)C(=NC4=O)O)OC3CO)O)O2)O)C(=O)N=C1O	-1.27400005	""	PubChem:(66590163)
VPLIDGXKILYSJS	InChI=1S/C21H24N4O12/c1-10(26)22-17-19(35-13(4)29)18(34-12(3)28)16(9-33-11(2)27)36-20(17)24-37-21(30)23-14-5-7-15(8-6-14)25(31)32/h5-8,16-19H,9H2,1-4H3,(H,22,26)(H,23,30)	C21H24N4O12	7	-3072.240865382669	O-(2-Acetamido-2-deoxy-3,4,6-tri-o-acetyl-D-glucopyranosylidene)amino N-(4-nitrophenyl)carbamate	CC(=NC1C(C(C(COC(=O)C)OC1=NOC(=O)NC2=CC=C(C=C2)N(=O)=O)OC(=O)C)OC(=O)C)O	1.49600005	""	PubChem:(46779884 71312739 71433604 71776124 78069796 98052160 98455650 124490321 124524400 124931187 124931188 124931189 124931190 125293172 125293174 126968587)
JJVSJHOFAAGKAW	InChI=1S/C26H26N2O11/c1-14(29)34-22-21(25(36-16(3)31)39-26(37-17(4)32)23(22)35-15(2)30)28-12-18-7-9-20(10-8-18)38-24(33)19-6-5-11-27-13-19/h5-13,21-23,25-26H,1-4H3	C26H26N2O11	8	-3082.392054343303	[4-[(2,4,5,6-tetraacetyloxyoxan-3-yl)iminomethyl]phenyl] Pyridine-3-carboxylate	CC(=O)OC1C(C(OC(=O)C)OC(C1OC(=O)C)OC(=O)C)N=CC2=CC=C(C=C2)OC(=O)C3=CC=CN=C3	2.42499995	""	PubChem:(5082998)
UKDJULMDVJFSER	InChI=1S/C26H24N2O10/c1-2-26(38-24-20(31)18(29)19(30)21(37-24)23(33)34)14-8-16-17-12(7-11-5-3-4-6-15(11)27-17)9-28(16)22(32)13(14)10-36-25(26)35/h3-8,18-21,24,29-31H,2,9-10H2,1H3,(H,33,34)	C26H24N2O10	9	-3086.105621396141	""	CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC=C5)N=C4C3=C2)OC6C(C(C(C(C(=O)O)O6)O)O)O	0.137999997	""	PubChem:(101735018)
RUBAFISGOKAJJY	InChI=1S/C26H26N2O11/c1-12(29)34-11-22-23(35-13(2)30)24(36-14(3)31)25(37-15(4)32)26(39-22)28-17-9-18-21(10-19(17)33)38-20-8-6-5-7-16(20)27-18/h5-10,22-26,28H,11H2,1-4H3	C26H26N2O11	10	-3089.828764908964	""	CC(=O)OCC1C(C(C(C(NC2=CC3=NC4=C(C=CC=C4)OC3=CC2=O)O1)OC(=O)C)OC(=O)C)OC(=O)C	1.65999997	""	PubChem:(102439039)
JQGRDDRZIBXOGB	InChI=1S/C26H26N2O11/c1-12(29)27-23-25(36-15(4)32)24(35-14(3)31)22(11-34-13(2)30)39-26(23)37-17-6-8-19-21(10-17)38-20-9-16(33)5-7-18(20)28-19/h5-10,22-26H,11H2,1-4H3,(H,27,29)	C26H26N2O11	11	-3090.8450066236956	""	CC(=NC1C(C(C(COC(=O)C)OC1OC2=CC3=C(C=C2)N=C4C=CC(=O)C=C4O3)OC(=O)C)OC(=O)C)O	1.12800002	""	PubChem:(101632035)
XHHBEDPFSNICRL	InChI=1S/C27H22N6O7/c1-37-14-4-2-3-11-18(14)21(22-19-12(27(36)32-22)5-15-24(20(11)19)39-10-38-15)31-25-23-26(29-8-28-25)33(9-30-23)17-6-13(35)16(7-34)40-17/h2-5,8-9,13,16-17,34-35H,6-7,10H2,1H3,(H,32,36)(H,28,29,31)	C27H22N6O7	12	-3092.288093094411	7-(Deoxyadenosin-N(6)-yl)aristolactam I	COC1=C2C(=CC=C1)C3=C4C(=CC5=C3C(=C2NC6=NC=NC7=C6N=CN7C8CC(C(CO)O8)O)N=C5O)OCO4	2.4000001	""	PubChem:(5486862 20832899);biological
GQGKGOKDWAAWOE	InChI=1S/C19H31N2O14P/c1-8(18(26)30-6)20-17(25)9(2)32-16-14(21-10(3)22)19(35-36(27,28)29)34-13(7-31-11(4)23)15(16)33-12(5)24/h8-9,13-16,19H,7H2,1-6H3,(H,20,25)(H,21,22)(H2,27,28,29)	C19H31N2O14P	13	-3095.720835969343	""	CC(C(=O)OC)N=C(C(C)OC1C(C(OC(COC(=O)C)C1OC(=O)C)OP(=O)(O)O)N=C(C)O)O	-1.84300005	""	PubChem:(25156613)
VXQGFGKXBPXXQG	InChI=1S/C19H29N2O13P/c1-10(2)28-17(24)32-19(35(26,27-6)34-33-18(25)29-11(3)4)31-14-8-7-13(30-14)21-9-12(5)15(22)20-16(21)23/h9-11,13-14,19H,7-8H2,1-6H3,(H,20,22,23)	C19H29N2O13P	14	-3104.661041317868	""	CC(C)OC(=O)OC(OC1CCC(N2C=C(C)C(=NC2=O)O)O1)P(=O)(OC)OOC(=O)OC(C)C	1.71899998	""	PubChem:(17757783)
UQZUQPVNMJNDAY	InChI=1S/C26H26N2O11/c1-15(29)35-20-21(36-16(2)30)23(25(32)34-14-18-10-6-4-7-11-18)38-24(22(20)37-17(3)31)28-39-26(33)27-19-12-8-5-9-13-19/h4-13,20-23H,14H2,1-3H3,(H,27,33)	C26H26N2O11	15	-3105.3277823985964	""	CC(=O)OC1C(C(C(=O)OCC2=CC=CC=C2)OC(=NOC(=NC3=CC=CC=C3)O)C1OC(=O)C)OC(=O)C	3.70499992	""	PubChem:(15840749)
