inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
NDOXLYRVQRSBFS	InChI=1S/C25H26N6O8/c1-13(32)31-18(10-37-14(2)33)20(38-15(3)34)21(39-16(4)35)25(31)30-12-28-19-22(26-11-27-23(19)30)29-24(36)17-8-6-5-7-9-17/h5-9,11-12,18,20-21,25H,10H2,1-4H3,(H,26,27,29,36)	C25H26N6O8	1	-3046.2211434152346	""	CC(=O)N1C(COC(=O)C)C(C(C1N2C=NC3=C2N=CN=C3N=C(C4=CC=CC=C4)O)OC(=O)C)OC(=O)C	1.86699998	""	PubChem:(100920124)
SJWIFCCDTYPUHG	InChI=1S/C25H24N6O7/c1-38-12-11-29(20-21(26)30(25(37)27-22(20)33)13-15-7-3-2-4-8-15)18(32)14-31-23(34)17-10-6-5-9-16(17)19(28-31)24(35)36/h2-10H,11-14,26H2,1H3,(H,35,36)(H,27,33,37)	C25H24N6O7	2	-3052.0886347140067	""	COCCN(C(=O)CN1C(=O)C2=C(C=CC=C2)C(=N1)C(=O)O)C3=C(N)N(CC4=CC=CC=C4)C(=O)N=C3O	-0.787	""	PubChem:(17547877)
SONISTDGTPUVSU	InChI=1S/C25H24N6O7/c32-18(10-15-6-8-16(9-7-15)31(35)36)23-19(33)11-21(38-23)30-14-28-22-24(26-13-27-25(22)30)29-20(34)12-37-17-4-2-1-3-5-17/h1-9,13-14,18-19,21,23,32-33H,10-12H2,(H,26,27,29,34)	C25H24N6O7	3	-3058.061570093231	N-[9-[(2R,4S,5R)-4-hydroxy-5-[1-hydroxy-2-(4-nitrophenyl)ethyl]oxolan-2-yl]purin-6-yl]-2-phenoxyacetamide	C1=CC=C(C=C1)OCC(=NC2=NC=NC3=C2N=CN3C4CC(C(C(CC5=CC=C(C=C5)N(=O)=O)O)O4)O)O	2.75300002	""	PubChem:(20640000)
YXJAUZAOELCRPD	InChI=1S/C25H26N6O8/c1-15(33)17-8-19(10-20(9-17)31(37)38)30-13-18(27-28-30)7-5-3-2-4-6-16-12-29(25(36)26-24(16)35)23-11-21(34)22(14-32)39-23/h8-10,12-13,21-23,32,34H,2-3,5,7,11,14H2,1H3,(H,26,35,36)	C25H26N6O8	4	-3066.7798652709566	""	CC(=O)C1=CC(=CC(=C1)N2C=C(CCCCC#CC3=CN(C4CC(C(CO)O4)O)C(=O)N=C3O)N=N2)N(=O)=O	1.745	""	PubChem:(102078802)
YOTMUYUEUPNQFH	InChI=1S/C18H29N6O10P/c1-11(2)33-17(25)28-8-31-35(27,32-9-29-18(26)34-13(4)19)10-30-12(3)5-24-7-23-14-15(20)21-6-22-16(14)24/h6-7,11-13H,5,8-10,19H2,1-4H3,(H2,20,21,22)	C18H29N6O10P	5	-3067.710486338314	""	CC(C)OC(=O)OCOP(=O)(COC(C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)N	0.772000015	""	PubChem:(88902873)
ATCHGOLYEHIEHK	InChI=1S/C25H26N6O8/c26-19(32)11-16(21(34)29-17(24(37)38)12-20(27)33)28-22(35)18(10-13-6-2-1-3-7-13)31-23(36)14-8-4-5-9-15(14)30-25(31)39/h1-9,16-18H,10-12H2,(H2,26,32)(H2,27,33)(H,28,35)(H,29,34)(H,30,39)(H,37,38)	C25H26N6O8	6	-3075.0456218385534	N~2~-[(2S)-2-(2,4-dioxo-1,4-dihydroquinazolin-3(2H)-yl)-3-phenylpropanoyl]-L-asparaginyl-D-asparagine	C1=CC=C(C=C1)CC(C(=NC(CC(=N)O)C(=NC(CC(=N)O)C(=O)O)O)O)N2C(=O)C3=C(C=CC=C3)N=C2O	1.08000004	""	PubChem:(4838490 16403908 16404595 124556288 124556289 124556290)
NTXPILXMWXODOO	InChI=1S/C25H24N6O7/c1-29-22-21(24(35)30(2)25(29)36)31(14-26-22)12-20(33)38-13-19(32)27-16-10-8-15(9-11-16)23(34)28-17-6-4-5-7-18(17)37-3/h4-11,14H,12-13H2,1-3H3,(H,27,32)(H,28,34)	C25H24N6O7	7	-3078.021686159516	Oprea1_343006	CN1C2=C(C(=O)N(C)C1=O)N(CC(=O)OCC(=O)NC3=CC=C(C=C3)C(=O)NC4=C(C=CC=C4)OC)C=N2	1.17400002	""	PubChem:(24070131)
JRNLIJFHOGPBPD	InChI=1S/C25H24N6O7/c1-2-3-11-28(20-21(26)29(25(36)27-22(20)33)13-15-7-5-4-6-8-15)19(32)14-30-23(34)17-10-9-16(31(37)38)12-18(17)24(30)35/h4-10,12H,2-3,11,13-14,26H2,1H3,(H,27,33,36)	C25H24N6O7	8	-3080.8769426942695	""	CCCCN(C(=O)CN1C(=O)C2=CC=C(C=C2C1=O)N(=O)=O)C3=C(N)N(CC4=CC=CC=C4)C(=O)N=C3O	2.546	""	PubChem:(16797172)
KWTOJRPRYJAWNF	InChI=1S/C24H30N2O12/c1-13(27)33-12-18-21(35-14(2)28)22(36-15(3)29)20(23(38-18)37-16(4)30)26-19(31)10-25-24(32)34-11-17-8-6-5-7-9-17/h5-9,18,20-23H,10-12H2,1-4H3,(H,25,32)(H,26,31)	C24H30N2O12	9	-3083.607118950305	[3,4,6-triacetyloxy-5-[[2-(phenylmethoxycarbonylamino)acetyl]amino]oxan-2-yl]methyl acetate	CC(=O)OCC1C(C(C(C(OC(=O)C)O1)N=C(CN=C(O)OCC2=CC=CC=C2)O)OC(=O)C)OC(=O)C	1.36500001	""	PubChem:(321245 92261829 92261830 92261831 92261832)
VUAFOVGTTBRLEV	InChI=1S/C24H30N2O12/c1-13(27)33-12-18-20(35-14(2)28)21(36-15(3)29)22(37-16(4)30)23(38-18)26-19(31)10-25-24(32)34-11-17-8-6-5-7-9-17/h5-9,18,20-23H,10-12H2,1-4H3,(H,25,32)(H,26,31)	C24H30N2O12	10	-3085.5569322222145	""	CC(=O)OCC1C(C(C(C(N=C(CN=C(O)OCC2=CC=CC=C2)O)O1)OC(=O)C)OC(=O)C)OC(=O)C	1.36500001	""	PubChem:(44634114 90388030)
