inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
ZFIRAGFUROPDTF	InChI=1S/C7H16O7/c8-1-4(10)6(12)7(13)5(11)2-14-3-9/h4-13H,1-3H2	C7H16O7	1	-2994.352988914056	1-o-(hydroxymethyl)hexitol	C(C(C(C(C(COCO)O)O)O)O)O	-3.94899988	""	PubChem:(101714 54544128 88611466);biological
QXMNCBQTTGZESO	InChI=1S/C7H14O6/c8-1-4(10)7-6(11)5(2-9)12-3-13-7/h4-11H,1-3H2	C7H14O6	2	-2996.3991483507375	Oprea1_793898	C(C(C1C(C(CO)OCO1)O)O)O	-2.07299995	""	PubChem:(298278 23988592 92251092 92251093 92251094 92251095)
HMNBFIPHGLRDFA	InChI=1S/C7H16O7/c1-14-7(13)6(12)5(11)4(10)3(9)2-8/h3-13H,2H2,1H3	C7H16O7	3	-2998.492875980578	1-methoxyhexane-1,2,3,4,5,6-hexol	COC(C(C(C(C(CO)O)O)O)O)O	-3.91199994	""	PubChem:(345968 91131022 92276413 92276415 92276416 92276417)
XKBYYTRLKVABMB	InChI=1S/C7H14O6/c8-2-4(10)7-6(12)3(9)1-5(11)13-7/h3-12H,1-2H2	C7H14O6	4	-2998.98546119835	(2s,4r,5s,6r)-6-((S)-1,2-Dihydroxyethyl)tetrahydro-2h-Pyran-2,4,5-Triol	C1C(C(C(C(CO)O)OC1O)O)O	-2.19700003	""	PubChem:(23644578 54473728 91219843);biological
UMPNFVHHMOSNAC	InChI=1S/C7H14O6/c1-12-6-5(10)4(9)3(2-8)13-7(6)11/h3-11H,2H2,1H3	C7H14O6	5	-2999.2711663252026	Methyl ?-D-mannopyranoside	COC1C(C(C(CO)OC1O)O)O	-2.03600001	""	EcoCyc Mine;biological;Natural Products:(UNPD20792);PubChem:(11446864 11963500 13932299 13932300 13932301 13932302 21600128 21600129 54361181 54361182 55297539 67706683 67720038 69686048 70576573 88980388 89086645 89349860 90352177 90987644 91847586 123379935 124200294);YMDB Mine;KEGG Mine
VQXSPKHOCOEKSJ	InChI=1S/C7H14O6/c8-2-5(11)6-3(9)1-4(10)7(12)13-6/h3-12H,1-2H2	C7H14O6	6	-2999.958130763567	""	C1C(C(C(CO)O)OC(C1O)O)O	-2.19700003	""	PubChem:(123330200)
DBGKIDGPXZLFEC	InChI=1S/C7H14O6/c8-1-4-6(10)7(11)5(2-9)13-3-12-4/h4-11H,1-3H2	C7H14O6	7	-3000.939847590011	Oprea1_508070	C(C1C(C(C(CO)OCO1)O)O)O	-1.64400005	""	PubChem:(99468 312992 1761133 6569985 7076052 42554403 42554404 53751214 124542411 124791393);biological
DBOXSCSYDGZDNA	InChI=1S/C7H14O6/c8-2-4(10)5-1-3(9)6(11)7(12)13-5/h3-12H,1-2H2	C7H14O6	8	-3001.6844938668714	""	C1C(C(C(O)OC1C(CO)O)O)O	-2.19700003	""	PubChem:(123537384)
UGQUOHHDWLIZQM	InChI=1S/C7H14O6/c1-12-6-3(2-8)13-7(11)5(10)4(6)9/h3-11H,2H2,1H3	C7H14O6	9	-3001.7627948473014	4-O-Methylmannose	COC1C(CO)OC(C(C1O)O)O	-2.03600001	""	EcoCyc Mine;biological;Natural Products:(UNPD78286);PubChem:(345716 14078720 21596276 21596277 60042747 68867749 70180134 71359088 89383664 89383666 89404282 90338078 91525512 92276335 92276336 92276337 92276338 117812831 124638334 124934452 124934453);YMDB Mine;KEGG Mine
SCBBSJMAPKXHAH	InChI=1S/C7H14O6/c1-12-6-4(9)3(2-8)13-7(11)5(6)10/h3-11H,2H2,1H3	C7H14O6	10	-3001.8715665665964	Oprea1_030846	COC1C(C(CO)OC(C1O)O)O	-2.03600001	""	Natural Products:(UNPD13510);PubChem:(83246 96241 247323 1268109 7058175 10198045 11869260 13365325 13365327 13365329 16211942 24802294 25796437 26470514 40428789 40489121 40489122 50936912 51404257 51404258 54297884 58814650 69880231 71750360 71774139 89040320 89042470 89373960 90472763 91520522 97050065 97050066 97054530 102594811 117767346 121540580);YMDB Mine;EcoCyc Mine;biological;Biocyc:(CPD-3610);KEGG Mine
