inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
XBRIGQGMVUITAW	InChI=1S/C15H28N6O7P2/c1-3-27-30(26,28-4-2)10-8-20(7-9-29(23,24)25)5-6-21-11-17-12-13(21)18-15(16)19-14(12)22/h11H,3-10H2,1-2H3,(H2,23,24,25)(H3,16,18,19,22)	C15H28N6O7P2	1	-2995.020872737282	""	CCOP(=O)(CCN(CCN1C=NC2=C1NC(=N)N=C2O)CCP(=O)(O)O)OCC	-0.725000024	""	PubChem:(90013409)
UIOTWAWIOPGBSS	InChI=1S/C20H28N4O5P2/c1-5-27-30(25,14-31(26,28-6-2)29-7-3)17-10-8-16(9-11-17)24-20-19-18(12-13-21-19)22-15(4)23-20/h8-11,13H,5-7,12,14H2,1-4H3,(H,22,23,24)	C20H28N4O5P2	2	-3039.6822265504825	N-[4-[diethoxyphosphorylmethyl(ethoxy)phosphoryl]phenyl]-2-methyl-7H-pyrrolo[3,2-d]pyrimidin-4-amine	CCOP(=O)(CP(=O)(OCC)OCC)C1=CC=C(C=C1)NC2=C3C(=NC(=N2)C)CC=N3	1.60000002	""	PubChem:(21059613)
WGQUZXCWXTXVRA	InChI=1S/C21H25N2O7P/c1-14(2)30-31(27,13-18(24)16-7-5-4-6-8-16)28-12-17-9-10-19(29-17)23-11-15(3)20(25)22-21(23)26/h4-11,14,17,19H,12-13H2,1-3H3,(H,22,25,26)	C21H25N2O7P	3	-3057.9324760978084	""	CC(C)OP(=O)(CC(=O)C1=CC=CC=C1)OCC2C=CC(N3C=C(C)C(=NC3=O)O)O2	1.88100004	""	PubChem:(102456853)
LHJXLMRNNLLSNL	InChI=1S/C26H25O5P/c1-20(24(27)22-15-9-5-10-16-22)26(32(28,29-2)30-3)25(23-17-11-6-12-18-23)31-19-21-13-7-4-8-14-21/h4-18H,1,19H2,2-3H3	C26H25O5P	4	-3063.263423283739	(Z)-3-dimethoxyphosphoryl-2-methylidene-1,4-diphenyl-4-phenylmethoxybut-3-en-1-one	C=C(C(=O)C1=CC=CC=C1)C(=C(C2=CC=CC=C2)OCC3=CC=CC=C3)P(=O)(OC)OC	5.40299988	""	PubChem:(23280248)
GQHPMDGNKKASAX	InChI=1S/C26H25O5P/c1-16-8-5-9-17(2)24(16)30-32(29,31-25-18(3)10-6-11-19(25)4)26-21-12-7-13-22(27)20(21)14-15-23(26)28/h5-15,27-28H,1-4H3	C26H25O5P	5	-3068.1326121634597	""	CC1=CC=CC(=C1OP(=O)(C2=C3C=CC=C(C3=CC=C2O)O)OC4=C(C)C=CC=C4C)C	6.86000013	""	PubChem:(87739491)
NXDJQLCJOQIFKC	InChI=1S/C26H25O5P/c1-4-28-23-17-15-19-11-7-9-13-21(19)25(23)26-22-14-10-8-12-20(22)16-18-24(26)31-32(27,29-5-2)30-6-3/h4,7-18H,1,5-6H2,2-3H3	C26H25O5P	6	-3071.9853412678794	""	C=COC1=CC=C2C=CC=CC2=C1C3=C(C=CC4=C3C=CC=C4)OP(=O)(OCC)OCC	6.91300011	""	PubChem:(102078975)
UFZMRGCCVPDARB	InChI=1S/C21H25N2O7P/c1-13-10-23(20(25)22-19(13)24)17-9-8-15(29-17)12-28-31(26)27-11-14-6-5-7-16(18(14)30-31)21(2,3)4/h5-10,15,17H,11-12H2,1-4H3,(H,22,24,25)	C21H25N2O7P	7	-3078.7616513219355	1-[(2R,5S)-5-[(8-tert-butyl-2-oxo-4H-1,3,2	CC1=CN(C2C=CC(COP3(=O)OCC4=CC=CC(=C4O3)C(C)(C)C)O2)C(=O)N=C1O	2.63700008	""	PubChem:(513235 9579448 9579449 44328762);biological
UIVKNRTZXOCUIF	InChI=1S/C21H25N2O7P/c1-4-13(2)17-7-5-6-15-11-27-31(26,30-19(15)17)28-12-16-8-9-18(29-16)23-10-14(3)20(24)22-21(23)25/h5-10,13,16,18H,4,11-12H2,1-3H3,(H,22,24,25)	C21H25N2O7P	8	-3081.9290673214846	""	CCC(C)C1=C2C(=CC=C1)COP(=O)(OCC3C=CC(N4C=C(C)C(=NC4=O)O)O3)O2	2.79399991	""	PubChem:(11351347 44328517)
YDKHJZFLSCHJRQ	InChI=1S/C26H25O5P/c1-3-29-32(28,30-4-2)26(21-15-9-6-10-16-21)24(19-20-13-7-5-8-14-20)22-17-11-12-18-23(22)25(27)31-26/h5-19H,3-4H2,1-2H3	C26H25O5P	9	-3085.666987102164	""	CCOP(=O)(C1(C2=CC=CC=C2)C(=CC3=CC=CC=C3)C4=C(C=CC=C4)C(=O)O1)OCC	5.47800016	""	PubChem:(102343598 102408145)
WYHUNWOELLTEJK	InChI=1S/C26H25O5P/c27-32(28,29,25-15-11-23(12-16-25)30-19-21-7-3-1-4-8-21)26-17-13-24(14-18-26)31-20-22-9-5-2-6-10-22/h1-18,27-29H,19-20H2	C26H25O5P	10	-3089.6255230780475	""	C1=CC=C(C=C1)COC2=CC=C(C=C2)P(C3=CC=C(C=C3)OCC4=CC=CC=C4)(O)(O)O	5.36399984	""	PubChem:(70627265)
