inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
KSMRODHGGIIXDV	InChI=1S/C7H12N2O4/c1-4(10)9-5(7(12)13)2-3-6(8)11/h5H,2-3H2,1H3,(H2,8,11)(H,9,10)(H,12,13)/p-1	C7H12N2O4	1	-3003.1569623855853	Acutil-S	CC(=NC(CCC(=N)O)C(=O)O)O	-0.32100001	""	training set;HMDB:(6029);PubChem:(25560 25561 182230 444019 6999103 36691075 101115818 101115819);CHEBI:(73685 21553);EcoCyc Mine;biological;YMDB:(1757);KEGG Mine
GXDLGHLJTHMDII	InChI=1S/C7H14N2O5/c1-3(11)5(8)6(12)9-4(2-10)7(13)14/h3-5,10-11H,2,8H2,1H3,(H,9,12)(H,13,14)	C7H14N2O5	2	-3005.577442364405	threonylserine	CC(C(C(=NC(CO)C(=O)O)O)N)O	-4.75	""	training set;HMDB:(29070);PubChem:(4578035 7016064 7016065 71375647 71375648 71375650);CHEBI:(73664)
LDEBVRIURYMKQS	InChI=1S/C7H14N2O5/c1-3(11)5(7(13)14)9-6(12)4(8)2-10/h3-5,10-11H,2,8H2,1H3,(H,9,12)(H,13,14)	C7H14N2O5	3	-3012.2253331880743	2-[(2-amino-3-hydroxypropanoyl)amino]-3-hydroxybutanoic acid	CC(C(C(=O)O)N=C(C(CO)N)O)O	-4.75	""	training set;EcoCyc Mine;HMDB:(29049);PubChem:(18218241 54027404)
YQDMMHLWVDGJAV	InChI=1S/C7H14N2O5/c1-3(8)6(12)9-5(7(13)14)4(11)2-10/h3-5,10-11H,2,8H2,1H3,(H,9,12)(H,13,14)	C7H14N2O5	4	-3014.7906968079487	""	CC(C(=NC(C(CO)O)C(=O)O)O)N	-4.75	""	EcoCyc Mine
XSNYYWBWJRBJHM	InChI=1S/C7H12N2O4/c1-4(10)9-5(3-6(8)11)7(12)13-2/h5H,3H2,1-2H3,(H2,8,11)(H,9,10)	C7H12N2O4	5	-3017.155923517116	Oprea1_010220	CC(=NC(CC(=N)O)C(=O)OC)O	-0.35800001	""	PubChem:(2825899 3803103)
PREDZUPVNQTCEL	InChI=1S/C7H12N2O4/c1-3-8-6(11)5(7(12)13)9-4(2)10/h5H,3H2,1-2H3,(H,8,11)(H,9,10)(H,12,13)	C7H12N2O4	6	-3017.415952751446	""	CCN=C(C(C(=O)O)N=C(C)O)O	-0.44600001	""	PubChem:(14261090)
NMFZSGJFWAFCAZ	InChI=1S/C7H12N2O4/c1-4(8-3-10)6(11)9-5(2)7(12)13/h3-5H,1-2H3,(H,8,10)(H,9,11)(H,12,13)	C7H12N2O4	7	-3020.380095402989	""	CC(C(=NC(C)C(=O)O)O)N=CO	-0.560000002	""	PubChem:(129120093)
JFWVAAMJJKGWHD	InChI=1S/C7H12N2O4/c1-5(11)9-6(3-8-4-10)7(12)13-2/h4,6H,3H2,1-2H3,(H,8,10)(H,9,11)	C7H12N2O4	8	-3021.994387354572	""	CC(=NC(CN=CO)C(=O)OC)O	-0.621999979	""	PubChem:(122365509)
BLAGFEBNUMNLJO	InChI=1S/C7H14N2O5/c8-5(7(13)14)1-6(12)9-4(2-10)3-11/h4-5,10-11H,1-3,8H2,(H,9,12)(H,13,14)	C7H14N2O5	9	-3022.7420071731267	""	C(C(C(=O)O)N)C(=NC(CO)CO)O	-4.81400013	""	PubChem:(87289687 87289688)
YKMYFCIEGWLEHX	InChI=1S/C7H12N2O4/c1-5(7(12)13-2)9-6(11)3-8-4-10/h4-5H,3H2,1-2H3,(H,8,10)(H,9,11)	C7H12N2O4	10	-3023.1552604428684	""	CC(C(=O)OC)N=C(CN=CO)O	-0.873000026	""	PubChem:(101145343)
