inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
JVGVDSSUAVXRDY	InChI=1S/C9H10O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,8,10-11H,5H2,(H,12,13)	C9H10O4	1	-2982.0140009346683	ACMC-20anjv	C1=C(C=CC(=C1)O)CC(C(=O)O)O	0.448000014	""	training set;HMDB:(755);KNApSAcK:(50491);Natural Products:(UNPD36866 UNPD44572 UNPD193665);PubChem:(9378 440177 9548580 9548632 9920545 41097870 76973347 87425256);CHEBI:(16003 10980 36659);EcoCyc Mine;KEGG:(C03964 C03672);biological;Plantcyc:(CPD-2222);YMDB:(457);Biocyc:(CPD-2222)
AKWHTKRUNUYXDS	InChI=1S/C9H10O4/c10-7-3-1-6(2-4-7)8(11)5-9(12)13/h1-4,8,10-11H,5H2,(H,12,13)	C9H10O4	2	-3021.302395876134	beta-4-Hydroxyphenylhydracrylic acid	C1=C(C=CC(=C1)O)C(CC(=O)O)O	0.448000014	""	EcoCyc Mine;biological;PubChem:(192095 20982136 58595773 69591933);YMDB Mine;KEGG Mine
ZVQJWJJKDHMWQW	InChI=1S/C9H10O4/c10-7-3-1-2-6(4-7)5-8(11)9(12)13/h1-4,8,10-11H,5H2,(H,12,13)	C9H10O4	3	-3021.777408886776	(2S)-2-hydroxy-3-(3-hydroxyphenyl)propanoic acid	C1=CC(=CC(=C1)CC(C(=O)O)O)O	0.448000014	""	PubChem:(11052269 59516423 92983166);EcoCyc Mine;KEGG Mine
BNOUUNAFHCJIJD	InChI=1S/C9H10O4/c10-7(8(11)9(12)13)6-4-2-1-3-5-6/h1-5,7-8,10-11H,(H,12,13)	C9H10O4	4	-3028.026012474172	Oprea1_302742	C1=CC=C(C=C1)C(C(C(=O)O)O)O	0.0900000036	""	biological;HMDB:(29232);PubChem:(265740 737431 737432 737433 737434 4156981 6933752 6933753 6933754 6933755 90674808);YMDB Mine;KEGG Mine
VAWODOFUPKHCOC	InChI=1S/C9H12O5/c10-6-2-1-5(3-7(6)11)4-8(12)9(13)14/h1-2,7-8,10-12H,3-4H2,(H,13,14)	C9H12O5	5	-3029.77037841893	""	C1=C(CC(C(=C1)O)O)CC(C(=O)O)O	-1.10399997	""	KEGG Mine
SCJHDXGDYXHXSZ	InChI=1S/C9H10O4/c10-9(11)6-3-7-1-4-8(13-12)5-2-7/h1-2,4-5,12H,3,6H2,(H,10,11)	C9H10O4	6	-3030.485175522684	""	C1=C(C=CC(=C1)OO)CCC(=O)O	0.713	""	PubChem:(87907656)
HXQBZGMVGIDZAJ	InChI=1S/C9H10O4/c10-7-4-2-1-3-6(7)5-8(11)9(12)13/h1-4,8,10-11H,5H2,(H,12,13)	C9H10O4	7	-3032.515308848963	alpha,2-Dihydroxybenzenepropanoic acid	C1=CC(=C(C=C1)O)CC(C(=O)O)O	0.448000014	""	EcoCyc Mine;biological;HMDB:(33624);Natural Products:(UNPD57990 UNPD140842);PubChem:(3083977 10013144 92466205);KEGG Mine
NRMCJICHJLRQQB	InChI=1S/C9H12O5/c10-6-2-1-5(3-7(6)11)4-8(12)9(13)14/h1-3,6-8,10-12H,4H2,(H,13,14)	C9H12O5	8	-3033.104288094315	""	C1=CC(C(C=C1CC(C(=O)O)O)O)O	-1.12399995	""	KEGG Mine
GEIGWJAXFGOWMG	InChI=1S/C9H12O5/c10-6-3-1-2-5(8(6)12)4-7(11)9(13)14/h1-3,6-8,10-12H,4H2,(H,13,14)	C9H12O5	9	-3034.5810037198717	""	C1=CC(C(C(=C1)CC(C(=O)O)O)O)O	-1.454	""	PubChem:(45092893);EcoCyc Mine;KEGG Mine
VQDFAXVUNFFVRP	InChI=1S/C9H12O5/c10-6-2-1-5(3-7(6)11)4-8(12)9(13)14/h1,3,6,8,10-12H,2,4H2,(H,13,14)	C9H12O5	10	-3039.664475061215	""	C1=C(C=C(C(C1)O)O)CC(C(=O)O)O	-0.773999989	""	KEGG Mine
