inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
KWMLJOLKUYYJFJ	InChI=1S/C7H14O8/c8-1-2(9)3(10)4(11)5(12)6(13)7(14)15/h2-6,8-13H,1H2,(H,14,15)	C7H14O8	1	-2986.3571483917135	heptonic acid	C(C(C(C(C(C(C(=O)O)O)O)O)O)O)O	-4.41099977	""	Natural Products:(UNPD24325);PubChem:(25588 61888 87578 101713 450473 3084118 3084395 4165704 5748604 6321234 9859732 9961979 10170392 12884024 13367307 20056785 21117645 22818486 24838356 25021362 25021363 36688155 40488226 40488222 40488223 40488224 40488225 40488227 42052056 42052053 44146413 45266854 45934214 54017302 54017303 54017304 54017305 54017306 56841674 88100297 88115451 88430584 99722269 121493659 124080903);YMDB Mine;CHEBI:(59201 59200 67270);EcoCyc Mine;biological;KEGG Mine
KQVRMEFISQOAAS	InChI=1S/C7H14O8/c1-14-15-6(7(12)13)5(11)4(10)3(9)2-8/h3-6,8-11H,2H2,1H3,(H,12,13)	C7H14O8	2	-2988.8137042404833	""	COOC(C(C(C(CO)O)O)O)C(=O)O	-3.0940001	""	PubChem:(88027584)
FGPIYFNCOBOOIP	InChI=1S/C7H14O8/c1-15-7(14,6(12)13)5(11)4(10)3(9)2-8/h3-5,8-11,14H,2H2,1H3,(H,12,13)	C7H14O8	3	-2991.611070762351	""	COC(C(C(C(CO)O)O)O)(C(=O)O)O	-4.10500002	""	PubChem:(87196794 88023157 88027585 88781572)
OATKNLQXCSUIBH	InChI=1S/C7H14O8/c1-14-6(7(11)12)5(15-13)4(10)3(9)2-8/h3-6,8-10,13H,2H2,1H3,(H,11,12)	C7H14O8	4	-2992.2102758599385	""	COC(C(C(C(CO)O)O)OO)C(=O)O	-3.17000008	""	PubChem:(87462544)
YLSOJWCTEBVQKE	InChI=1S/C7H12O7/c8-1-4(10)7(13)5(2-9)14-3-6(11)12/h2,4-5,7-8,10,13H,1,3H2,(H,11,12)	C7H12O7	5	-2996.204219788725	""	C(C(C(C(C=O)OCC(=O)O)O)O)O	-2.75200009	""	PubChem:(87203110)
SXXQYYVOAZIIJJ	InChI=1S/C7H14O8/c1-15-7(14)5(11)3(9)2(8)4(10)6(12)13/h2-5,7-11,14H,1H3,(H,12,13)	C7H14O8	6	-3001.025457205196	""	COC(C(C(C(C(C(=O)O)O)O)O)O)O	-3.75500011	""	PubChem:(88172945 123172514)
KVUWKJNWZAGKDY	InChI=1S/C7H12O7/c8-1-2-13-7-4(10)3(9)5(14-7)6(11)12/h3-5,7-10H,1-2H2,(H,11,12)	C7H12O7	7	-3001.681426576594	""	C(COC1C(C(C(C(=O)O)O1)O)O)O	-1.91600001	""	PubChem:(126611540)
VIVCRCODGMFTFY	InChI=1S/C7H12O7/c8-1-2(9)3(10)6-4(11)5(12)7(13)14-6/h2-6,8-12H,1H2	C7H12O7	8	-3005.1431419438254	Heptono-1,4-lactone	C(C(C(C1C(C(C(=O)O1)O)O)O)O)O	-2.3039999	""	PubChem:(78942 89696 108880 2723843 7563203 10198188 11789004 18643686 18643687 20057187 22793664 22887186 22887188 22887189 24206570 40486044 40486045 40486046 40486047 40513104 45043551 45109767 50990328 50990329 71317081 71771282 73331155 76967341 90035623 92835916 95162420 101112653 102087312 124631519);biological
ZQTAZNCPEGIQAO	InChI=1S/C7H12O7/c1-13-7-3(9)2(8)5(14-7)4(10)6(11)12/h2-5,7-10H,1H3,(H,11,12)	C7H12O7	9	-3008.36011762289	""	COC1C(C(C(C(C(=O)O)O)O1)O)O	-1.87899995	""	PubChem:(101078112 123979123)
KWODCZIIEVEZBV	InChI=1S/C7H12O7/c1-14-6(7(12)13)5(11)4(10)3(9)2-8/h3-4,6,8-10H,2H2,1H3,(H,12,13)	C7H12O7	10	-3008.4520901433525	""	COC(C(=O)C(C(CO)O)O)C(=O)O	-2.8210001	""	EcoCyc Mine;KEGG Mine
JCWBELCPUIUNGY	InChI=1S/C7H12O7/c8-1-4(11)7(13)5(2-9)14-6(12)3-10/h2,4-5,7-8,10-11,13H,1,3H2	C7H12O7	11	-3008.645766891578	""	C(C(C(C(C=O)OC(=O)CO)O)O)O	-2.95000005	""	PubChem:(57217928)
YRQFCWUOSHQXNV	InChI=1S/C7H12O7/c1-14-6(5(11)7(12)13)4(10)3(9)2-8/h3-4,6,8-10H,2H2,1H3,(H,12,13)	C7H12O7	12	-3008.9853267834415	""	COC(C(C(CO)O)O)C(=O)C(=O)O	-2.89400005	""	EcoCyc Mine;YMDB Mine;KEGG Mine
YTSYRURFDCUYNN	InChI=1S/C7H12O7/c1-14-6(3(9)2-8)4(10)5(11)7(12)13/h3,5-6,8-9,11H,2H2,1H3,(H,12,13)	C7H12O7	13	-3009.123589020167	""	COC(C(CO)O)C(=O)C(C(=O)O)O	-2.8210001	""	EcoCyc Mine;KEGG Mine
SUNCWTXGGFSVJR	InChI=1S/C7H12O7/c8-1-2(9)6-4(11)3(10)5(12)7(13)14-6/h2-6,8-12H,1H2	C7H12O7	14	-3009.286995368708	alpha-GLUCOHEPTONIC LACTONE, REAG	C(C(C1C(C(C(C(=O)O1)O)O)O)O)O	-1.875	""	PubChem:(102367 104074 14657076 18647954 28764810 50990336 90471803 101972006);biological
