inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
XORVWSZTLIVIBP	InChI=1S/C15H33NO/c1-2-3-4-5-6-7-8-9-10-11-12-15(17)13-14-16/h15,17H,2-14,16H2,1H3	C15H33NO	1	-44.52339239958448	""	CCCCCCCCCCCCC(CCN)O	5.59100008	""	PubChem:(56986847)
JJRGVJZDAWBKMP	InChI=1S/C15H33NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-15(17)14-16/h15,17H,2-14,16H2,1H3	C15H33NO	2	-47.84851832751995	1-aminopentadecan-2-ol	CCCCCCCCCCCCCC(CN)O	5.80200005	""	PubChem:(20345743);KEGG Mine
QQPQPWOXTPNMOG	InChI=1S/C15H31N/c1-2-3-4-5-6-7-8-9-11-15(14-16)12-10-13-15/h2-14,16H2,1H3	C15H31N	3	-52.29486588522498	""	CCCCCCCCCCC1(CCC1)CN	6.25699997	""	PubChem:(10082393)
BXNJVABOESKYKV	InChI=1S/C15H33NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-15(16)14-17/h15,17H,2-14,16H2,1H3/p+1	C15H33NO	4	-54.106309377434876	2-aminopentadecan-1-ol	CCCCCCCCCCCCCC(CO)N	5.80200005	""	PubChem:(4523130 4523131 10263833 98152188)
APTCYXDEMOMVCT	InChI=1S/C15H33NO/c1-2-3-4-5-6-7-8-9-10-11-12-15(16)13-14-17/h15,17H,2-14,16H2,1H3	C15H33NO	5	-56.181066197771834	(3S)-3-aminopentadecan-1-ol	CCCCCCCCCCCCC(CCO)N	5.59100008	""	PubChem:(11322494 11736673 20395180)
BSGLGYBIMFUKTG	InChI=1S/C15H31N/c1-2-3-4-5-6-8-11-15(14-16)12-9-7-10-13-15/h2-14,16H2,1H3	C15H31N	6	-57.80879460620192	""	CCCCCCCCC1(CCCCC1)CN	6.25699997	""	PubChem:(63522864)
ILJYMGAEXMWKDB	InChI=1S/C15H31N/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16/h9-10H,2-8,11-16H2,1H3	C15H31N	7	-58.639801047662154	""	CCCCCCCCC=CCCCCCN	6.52699995	""	PubChem:(87692892)
DXJOLAOUYYQYSC	InChI=1S/C15H31N/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16/h10-11H,2-9,12-16H2,1H3	C15H31N	8	-58.639801047662154	""	CCCCCCCCCC=CCCCCN	6.52699995	""	PubChem:(19790020 53784253)
LTBHZEAWAHBZNY	InChI=1S/C15H33NO/c1-15(17)13-11-9-7-5-3-2-4-6-8-10-12-14-16/h15,17H,2-14,16H2,1H3	C15H33NO	9	-60.44925300246482	""	CC(CCCCCCCCCCCCCN)O	5.16900015	""	PubChem:(88518821)
JTPZFMNUGZAOEP	InChI=1S/C15H33NO/c1-3-5-7-8-9-10-11-13-15(17)14(16)12-6-4-2/h14-15,17H,3-13,16H2,1-2H3	C15H33NO	10	-60.76190639692336	""	CCCCCCCCCC(C(CCCC)N)O	5.48199987	""	PubChem:(87944478)
DLPSQUOBMSPMPN	InChI=1S/C15H31N/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16/h7-8H,2-6,9-16H2,1H3	C15H31N	11	-63.36749162548234	""	CCCCCCC=CCCCCCCCN	6.52699995	""	PubChem:(11117725 53796871 87692894)
BNXJWQABWFYFMB	InChI=1S/C15H33NO/c1-2-3-4-5-6-7-8-9-10-11-12-15(13-16)14-17/h15,17H,2-14,16H2,1H3	C15H33NO	12	-63.618599131837065	""	CCCCCCCCCCCCC(CN)CO	5.63899994	""	PubChem:(63530882)
GYDYGEOEVJBUEE	InChI=1S/C15H31N/c1-2-3-4-5-6-7-8-9-10-14-11-12-15(14)13-16/h14-15H,2-13,16H2,1H3	C15H31N	13	-64.0675739234554	""	CCCCCCCCCCC1CCC1CN	6.36999989	""	PubChem:(81011038)
KTLZKSYAZLTIBZ	InChI=1S/C15H33NO/c1-3-5-6-7-8-9-10-12-15(17)14(13-16)11-4-2/h14-15,17H,3-13,16H2,1-2H3	C15H33NO	14	-64.59381484880488	""	CCCCCCCCCC(C(CCC)CN)O	5.31899977	""	PubChem:(79412162)
HSDPHKBJIUMDCT	InChI=1S/C15H31N/c1-3-4-5-6-7-8-9-10-11-15(12-13-15)14(2)16/h14H,3-13,16H2,1-2H3	C15H31N	15	-64.94388805851341	""	CCCCCCCCCCC1(CC1)C(C)N	6.14799976	""	PubChem:(106797414)
VOUMNIKAZOWACU	InChI=1S/C15H33NO/c1-3-4-5-6-7-8-9-10-11-12-13-15(17)14(2)16/h14-15,17H,3-13,16H2,1-2H3	C15H33NO	16	-64.9940584531547	2-aminopentadecan-3-ol	CCCCCCCCCCCCC(C(C)N)O	5.69299984	""	PubChem:(9921160 21888534)
YBYYDKBNBYXEDQ	InChI=1S/C15H31N/c1-2-3-4-5-6-7-8-10-14-11-9-12-15(14)13-16/h14-15H,2-13,16H2,1H3	C15H31N	17	-65.2212548076789	""	CCCCCCCCCC1CCCC1CN	6.36999989	""	PubChem:(81011208)
GUTVFLIQUIXORQ	InChI=1S/C15H33NO/c1-3-4-5-6-7-8-9-10-11-12-15(17)14(2)13-16/h14-15,17H,3-13,16H2,1-2H3	C15H33NO	18	-65.80877711635935	""	CCCCCCCCCCCC(C(C)CN)O	5.31899977	""	PubChem:(65427010)
HTXXFVKGSKNYHS	InChI=1S/C15H31N/c1-2-3-4-6-11-15(12-13-16)14-9-7-5-8-10-14/h14-15H,2-13,16H2,1H3	C15H31N	19	-65.98876136195884	""	CCCCCCC(CCN)C1CCCCC1	6.58099985	""	PubChem:(57111980)
XARVBAIEEUSOTK	InChI=1S/C15H31N/c1-2-3-4-5-8-11-15(14-16)12-9-6-7-10-13-15/h2-14,16H2,1H3	C15H31N	20	-66.17333480308919	""	CCCCCCCC1(CCCCCC1)CN	6.25699997	""	PubChem:(65391497)
JUGAZZRZTXQRHC	InChI=1S/C15H33NO/c1-3-4-5-6-7-8-9-10-11-12-15(16)13-14(2)17/h14-15,17H,3-13,16H2,1-2H3	C15H33NO	21	-66.28074206334017	""	CCCCCCCCCCCC(CC(C)O)N	5.48199987	""	PubChem:(18944809)
WWVSVCJZSPGVOG	InChI=1S/C15H31N/c1-2-3-4-5-6-7-8-9-13-15(16)14-11-10-12-14/h14-15H,2-13,16H2,1H3	C15H31N	22	-66.28194253679436	""	CCCCCCCCCCC(C1CCC1)N	6.11100006	""	PubChem:(64986730)
HLSKCHAULOJNON	InChI=1S/C15H31N/c1-2-3-4-8-11-15(14-16)12-9-6-5-7-10-13-15/h2-14,16H2,1H3	C15H31N	23	-66.40899526316731	""	CCCCCCC1(CCCCCCC1)CN	6.25699997	""	PubChem:(80602973)
HOTJNWBYSBRPDX	InChI=1S/C15H31N/c1-3-4-5-6-7-8-9-10-11-14(16)15(2)12-13-15/h14H,3-13,16H2,1-2H3	C15H31N	24	-66.45794622712228	""	CCCCCCCCCCC(C1(C)CC1)N	5.9369998	""	PubChem:(80464273)
YYERUPSJFALXKI	InChI=1S/C15H31N/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16/h12-13H,2-11,14-16H2,1H3	C15H31N	25	-68.24248055629353	""	CCCCCCCCCCCC=CCCN	6.52699995	""	PubChem:(124136928)
AIQFVAKZFUOBPD	InChI=1S/C15H33NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17/h15,17H,2-14,16H2,1H3	C15H33NO	26	-69.20661003275212	1-aminopentadecan-1-ol	CCCCCCCCCCCCCCC(N)O	6.5079999	""	PubChem:(21419867)
CWSOBDBJACFINH	InChI=1S/C15H31N/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16/h11-12H,2-10,13-16H2,1H3	C15H31N	27	-69.35874026030478	(E)-pentadec-4-en-1-amine	CCCCCCCCCCC=CCCCN	6.52699995	""	PubChem:(23334155 53744197)
UWGSMCIHWUWBJP	InChI=1S/C15H31N/c1-2-3-4-5-6-10-13-15(16)14-11-8-7-9-12-14/h14-15H,2-13,16H2,1H3	C15H31N	28	-70.37917937011274	1-cyclohexylnonan-1-amine	CCCCCCCCC(C1CCCCC1)N	6.11100006	""	PubChem:(20518083)
FVOKUMVEPJLYPG	InChI=1S/C15H33NO/c16-14-12-10-8-6-4-2-1-3-5-7-9-11-13-15-17/h17H,1-16H2	C15H33NO	29	-70.57893053414564	15-aminopentadecan-1-ol	C(CCCCCCCN)CCCCCCCO	5.27799988	""	PubChem:(21833317)
STFLDVJSZAOXFN	InChI=1S/C15H31N/c1-2-3-4-5-6-7-8-12-15(16)13-14-10-9-11-14/h14-15H,2-13,16H2,1H3	C15H31N	30	-72.14024210884918	""	CCCCCCCCCC(CC1CCC1)N	6.32200003	""	PubChem:(115863654)
KUCLMXYXOBQIKZ	InChI=1S/C15H31N/c1-3-4-5-6-7-8-9-10-15(16)13(2)14-11-12-14/h13-15H,3-12,16H2,1-2H3	C15H31N	31	-73.24808394642143	""	CCCCCCCCCC(C(C)C1CC1)N	6.05000019	""	PubChem:(115831674)
XLNKJXLHPJQJBT	InChI=1S/C15H33NO/c1-4-5-6-7-8-9-10-11-15(17)14(12-16)13(2)3/h13-15,17H,4-12,16H2,1-3H3	C15H33NO	32	-73.27883468337139	""	CCCCCCCCCC(C(CN)C(C)C)O	5.2579999	""	PubChem:(65426069)
JVZHSJIDASSHIE	InChI=1S/C15H31N/c1-2-3-4-5-6-7-8-9-10-11-15(16)14-12-13-14/h14-15H,2-13,16H2,1H3	C15H31N	33	-73.37616971953223	""	CCCCCCCCCCCC(C1CC1)N	6.11100006	""	PubChem:(63401302)
IDFPTQULVLHEFS	InChI=1S/C15H31N/c1-2-3-4-5-6-7-8-11-15(14-16)12-9-10-13-15/h2-14,16H2,1H3	C15H31N	34	-73.49470503598326	""	CCCCCCCCCC1(CCCC1)CN	6.25699997	""	PubChem:(63523226)
HRUCQMNQMDNBEY	InChI=1S/C15H33NO/c1-3-5-6-7-8-9-10-11-13-15(17,14-16)12-4-2/h17H,3-14,16H2,1-2H3	C15H33NO	35	-73.62130511634783	""	CCCCCCCCCCC(CCC)(CN)O	5.43900013	""	PubChem:(81873894)
PZWXJJLZWIABDN	InChI=1S/C15H31N/c1-3-4-5-6-7-8-9-12-15(2,13-16)14-10-11-14/h14H,3-13,16H2,1-2H3	C15H31N	36	-73.69411690691832	""	CCCCCCCCCC(C)(CN)C1CC1	6.1960001	""	PubChem:(83149108)
KKLFAUIFEOVDBH	InChI=1S/C15H33NO/c1-4-5-6-7-8-9-10-15(17)14(12-16)11-13(2)3/h13-15,17H,4-12,16H2,1-3H3	C15H33NO	37	-73.7561840036276	""	CCCCCCCCC(C(CC(C)C)CN)O	5.2579999	""	PubChem:(65427402)
JMGBPWZNGACKRX	InChI=1S/C15H31N/c1-3-4-5-6-7-8-9-10-11-15(16)14-12-13(14)2/h13-15H,3-12,16H2,1-2H3	C15H31N	38	-73.79659187752637	""	CCCCCCCCCCC(C1CC1C)N	6.05000019	""	PubChem:(65422559)
NFVCQCULXBYLNW	InChI=1S/C15H31N/c1-3-4-5-6-7-10-15(13-16)11-8-9-14(2)12-15/h14H,3-13,16H2,1-2H3	C15H31N	39	-74.12824979922611	""	CCCCCCCC1(CCCC(C)C1)CN	6.1960001	""	PubChem:(65393004)
NZKFVUJXEDTCEH	InChI=1S/C15H31N/c1-4-5-6-7-8-9-10-11-14(16)13-12-15(13,2)3/h13-14H,4-12,16H2,1-3H3	C15H31N	40	-74.80191230940943	""	CCCCCCCCCC(C1CC1(C)C)N	6.08699989	""	PubChem:(107004255)
VASCRBXQMMEXKR	InChI=1S/C15H33NO/c1-3-5-6-7-8-9-10-12-15(13-16,14-17)11-4-2/h17H,3-14,16H2,1-2H3	C15H33NO	41	-75.42999187341921	""	CCCCCCCCCC(CCC)(CN)CO	5.46500015	""	PubChem:(106506320)
RMDASLVCIBSWEN	InChI=1S/C15H31N/c1-15(14-16)12-10-8-6-4-2-3-5-7-9-11-13-15/h2-14,16H2,1H3	C15H31N	42	-75.59796513945344	""	CC1(CCCCCCCCCCCC1)CN	6.25699997	""	PubChem:(68254341)
HECKDFQYVUEDSN	InChI=1S/C15H31N/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16/h13-14H,2-12,15-16H2,1H3	C15H31N	43	-75.87190341338287	""	CCCCCCCCCCCCC=CCN	6.72700024	""	PubChem:(87342213 91319854)
CCWVGNUGQNNIAJ	InChI=1S/C15H31N/c1-3-4-5-6-7-8-12-15(16)14-11-9-10-13(14)2/h13-15H,3-12,16H2,1-2H3	C15H31N	44	-76.18622322536316	""	CCCCCCCCC(C1CCCC1C)N	6.05000019	""	PubChem:(107188199)
HBPZOVKMWIZZDL	InChI=1S/C15H31N/c1-2-3-4-5-7-10-14-11-8-6-9-12-15(14)13-16/h14-15H,2-13,16H2,1H3	C15H31N	45	-77.0530250698319	""	CCCCCCCC1CCCCCC1CN	6.36999989	""	PubChem:(81009640)
KVALRZGYEJSQKP	InChI=1S/C15H31N/c1-6-7-8-9-10-11-12(16)13-14(2,3)15(13,4)5/h12-13H,6-11,16H2,1-5H3	C15H31N	46	-77.55492838232024	""	CCCCCCCC(C1C(C)(C)C1(C)C)N	6.0630002	""	PubChem:(115832274)
SZFASWNQPSGQMO	InChI=1S/C15H33NO/c1-4-6-7-8-9-10-11-12-14(17)15(3,5-2)13-16/h14,17H,4-13,16H2,1-3H3	C15H33NO	47	-77.95388128764769	""	CCCCCCCCCC(C(C)(CC)CN)O	5.14499998	""	PubChem:(108409400)
VBGAJOIAGCTQRY	InChI=1S/C15H31N/c1-2-3-4-5-6-7-8-9-10-11-14-16-15-12-13-15/h15-16H,2-14H2,1H3	C15H31N	48	-78.87606918553777	""	CCCCCCCCCCCCNC1CC1	6.26900005	""	PubChem:(63488918)
CHMPWVDDEOUPJL	InChI=1S/C15H31N/c1-2-3-4-5-6-7-8-14-9-11-15(13-16)12-10-14/h14-15H,2-13,16H2,1H3	C15H31N	49	-79.14157802900165	""	CCCCCCCCC1CCC(CC1)CN	6.36999989	""	PubChem:(70307676)
VUUGQQFHOGEAGZ	InChI=1S/C15H31N/c1-2-3-4-5-10-13-15(16)14-11-8-6-7-9-12-14/h14-15H,2-13,16H2,1H3	C15H31N	50	-79.1973738212991	""	CCCCCCCC(C1CCCCCC1)N	6.11100006	""	PubChem:(65399080)
MWIXLYMHHURKRQ	InChI=1S/C15H31N/c1-2-3-4-5-6-7-8-9-10-15(16)13-14-11-12-14/h14-15H,2-13,16H2,1H3	C15H31N	51	-79.23446929158703	""	CCCCCCCCCCC(CC1CC1)N	6.32200003	""	PubChem:(80483387)
JLEMVKFRZLNYJI	InChI=1S/C15H31N/c1-4-5-6-7-8-15(13-16)11-9-14(2,3)10-12-15/h4-13,16H2,1-3H3	C15H31N	52	-79.44260423562382	""	CCCCCCC1(CCC(C)(C)CC1)CN	6.2329998	""	PubChem:(65391565)
BCMWBJCPOZSJRO	InChI=1S/C15H31N/c1-2-3-4-5-6-7-12-15(13-16)14-10-8-9-11-14/h14-15H,2-13,16H2,1H3	C15H31N	53	-79.4928132772059	""	CCCCCCCCC(CN)C1CCCC1	6.36999989	""	PubChem:(112569560)
RMWXPNICMPBDRM	InChI=1S/C15H31N/c1-3-4-5-6-7-10-15(13-16)11-8-14(2)9-12-15/h14H,3-13,16H2,1-2H3	C15H31N	54	-79.50606373217455	""	CCCCCCCC1(CCC(C)CC1)CN	6.1960001	""	PubChem:(65394465)
XHNHXLSGZTYYON	InChI=1S/C15H31N/c1-2-3-4-10-13-15(16)14-11-8-6-5-7-9-12-14/h14-15H,2-13,16H2,1H3	C15H31N	55	-79.8055920658239	""	CCCCCCC(C1CCCCCCC1)N	6.11100006	""	PubChem:(80603507)
OIPVVIVEDHZKCJ	InChI=1S/C15H33NO/c1-3-4-5-6-7-8-9-10-11-12-13-15(2,17)14-16/h17H,3-14,16H2,1-2H3	C15H33NO	56	-80.20149147887514	""	CCCCCCCCCCCCC(C)(CN)O	5.6500001	""	PubChem:(66037216)
MZTCNDQSZPVRSR	InChI=1S/C15H31N/c1-3-4-5-6-8-11-14(16)15(2)12-9-7-10-13-15/h14H,3-13,16H2,1-2H3	C15H31N	57	-80.32200435076435	""	CCCCCCCC(C1(C)CCCCC1)N	5.9369998	""	PubChem:(106829920)
XNHWAHGVRPETKU	InChI=1S/C15H33NO/c1-3-5-6-7-8-9-10-11-12-15(4-2,13-16)14-17/h17H,3-14,16H2,1-2H3	C15H33NO	58	-81.01197659540206	""	CCCCCCCCCCC(CC)(CN)CO	5.46500015	""	PubChem:(106508306)
RDLKGCLEZVAGIT	InChI=1S/C15H33NO/c1-5-6-7-8-9-10-11-12-15(17,13-16)14(2,3)4/h17H,5-13,16H2,1-4H3	C15H33NO	59	-81.02023348352874	""	CCCCCCCCCC(CN)(C(C)(C)C)O	4.99300003	""	PubChem:(81874258)
VMULEWKAKLIBJY	InChI=1S/C15H33NO/c1-4-5-6-7-8-9-10-11-12-15(17)13-14-16(2)3/h15,17H,4-14H2,1-3H3	C15H33NO	60	-81.08112210658442	""	CCCCCCCCCCC(CCN(C)C)O	5.08199978	""	PubChem:(115345916)
TVTYSDMRCHVMHI	InChI=1S/C15H31N/c1-2-3-4-5-9-12-15(16)13-14-10-7-6-8-11-14/h14-15H,2-13,16H2,1H3	C15H31N	61	-81.31485838025114	""	CCCCCCCC(CC1CCCCC1)N	6.32200003	""	PubChem:(54493482)
QVIJGYOVKJGVJQ	InChI=1S/C15H33NO/c1-2-3-4-5-6-7-10-13-16-14-11-8-9-12-15-17/h16-17H,2-15H2,1H3	C15H33NO	62	-81.7501187590915	6-(nonylamino)hexan-1-ol	CCCCCCCCCNCCCCCCO	4.7420001	""	PubChem:(20249749)
UVDCVUHJALIAGA	InChI=1S/C15H33NO/c1-4-5-6-7-8-9-10-11-12-15(17,13-16)14(2)3/h14,17H,4-13,16H2,1-3H3	C15H33NO	63	-81.85339815182131	""	CCCCCCCCCCC(CN)(C(C)C)O	5.16699982	""	PubChem:(81874485)
CPIZXROAHCDTLA	InChI=1S/C15H31N/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16/h5-6H,2-4,7-16H2,1H3	C15H31N	64	-82.44437033138198	""	CCCCC=CCCCCCCCCCN	6.52699995	""	PubChem:(54423079 88428182)
BPTCKAIILORAEW	InChI=1S/C15H31N/c16-14-15-12-10-8-6-4-2-1-3-5-7-9-11-13-15/h15H,1-14,16H2	C15H31N	65	-82.8750957960833	""	C1CCCCCCC(CCCCCC1)CN	6.43100023	""	PubChem:(89946175)
LJHRNNATGNAYBJ	InChI=1S/C15H31N/c1-2-3-4-5-6-8-11-14-12-9-7-10-13-15(14)16/h14-15H,2-13,16H2,1H3	C15H31N	66	-82.99157922459332	""	CCCCCCCCC1CCCCCC1N	6.11100006	""	PubChem:(63403340)
YULWCFJNKABDAO	InChI=1S/C15H31N/c1-2-3-4-5-8-11-14-16-15-12-9-6-7-10-13-15/h15-16H,2-14H2,1H3	C15H31N	67	-83.16432321084943	N-octylcycloheptanamine	CCCCCCCCNC1CCCCCC1	5.84700012	""	PubChem:(21831778)
XXLZVIQQJGTMAO	InChI=1S/C15H33NO/c1-4-5-6-7-8-9-10-11-12-15(3,13-16)14(2)17/h14,17H,4-13,16H2,1-3H3	C15H33NO	68	-83.33353680141907	""	CCCCCCCCCCC(C)(CN)C(C)O	5.35599995	""	PubChem:(65394869)
WOUBBKXUBXTPIL	InChI=1S/C15H31N/c16-15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-15/h15H,1-14,16H2	C15H31N	69	-83.55804626264222	Cyclopentadecanamine	C1CCCCCCCC(CCCCCC1)N	6.3829999	""	PubChem:(544932)
SMRJPYZWGWWRAM	InChI=1S/C15H31N/c1-2-3-4-5-6-7-11-14-16-15-12-9-8-10-13-15/h15-16H,2-14H2,1H3	C15H31N	70	-83.76086872658328	""	CCCCCCCCCNC1CCCCC1	5.84700012	""	PubChem:(9899373)
MSFMPVUOZCFVFZ	InChI=1S/C15H31N/c1-2-3-4-5-6-7-8-9-10-11-12-15(16)13-14-15/h2-14,16H2,1H3	C15H31N	71	-83.94297781496643	""	CCCCCCCCCCCCC1(CC1)N	6.44199991	""	PubChem:(66025982)
QDIFBPZIKXNYRP	InChI=1S/C15H33NO/c1-4-5-6-7-8-9-10-11-15(17)14(16)12-13(2)3/h13-15,17H,4-12,16H2,1-3H3	C15H33NO	72	-84.29147430637721	""	CCCCCCCCCC(C(CC(C)C)N)O	5.421	""	PubChem:(108410823 118735808)
HXTBVHGLLSNIEO	InChI=1S/C15H31N/c1-2-3-4-5-6-7-8-9-14-10-12-15(16)13-11-14/h14-15H,2-13,16H2,1H3	C15H31N	73	-84.34513553519929	4-n-Nonylcyclohexylamine	CCCCCCCCCC1CCC(CC1)N	6.32200003	""	PubChem:(3063999)
HWAWODWOHJYOBT	InChI=1S/C15H31N/c1-2-3-4-5-6-7-10-14-11-8-9-12-15(14)13-16/h14-15H,2-13,16H2,1H3	C15H31N	74	-84.42420515503885	""	CCCCCCCCC1CCCCC1CN	6.36999989	""	PubChem:(81010030)
JAJRZGXSMCZEGL	InChI=1S/C15H33NO/c1-4-5-6-7-8-9-10-11-15(12-16,13-17)14(2)3/h14,17H,4-13,16H2,1-3H3	C15H33NO	75	-84.93147636684851	""	CCCCCCCCCC(CN)(CO)C(C)C	5.40399981	""	PubChem:(106507529)
VTRBBJJOVRZGGC	InChI=1S/C15H33NO/c1-3-5-6-7-8-9-10-11-15(12-14-17)16-13-4-2/h15-17H,3-14H2,1-2H3	C15H33NO	76	-85.00119022970007	""	CCCCCCCCCC(CCO)NCCC	5.05499983	""	PubChem:(114078400)
AJFPBUWUZIRXNH	InChI=1S/C15H31N/c1-2-3-4-5-6-7-8-9-10-12-15(16)13-11-14-15/h2-14,16H2,1H3	C15H31N	77	-85.02954568367872	""	CCCCCCCCCCCC1(CCC1)N	6.23099995	""	PubChem:(54547135)
SZOMICIPWWZOMB	InChI=1S/C15H33NO/c1-4-7-8-9-10-11-12-15(17)13-14-16(5-2)6-3/h15,17H,4-14H2,1-3H3	C15H33NO	78	-85.6490997233309	""	CCCCCCCCC(CCN(CC)CC)O	4.78999996	""	PubChem:(14974759)
LFNMBGYMORUUSP	InChI=1S/C15H31N/c1-2-3-4-5-6-7-8-9-15(16)13-12-14-10-11-14/h14-15H,2-13,16H2,1H3	C15H31N	79	-85.72150254142146	""	CCCCCCCCCC(CCC1CC1)N	6.32200003	""	PubChem:(104995017)
TYVNBDOULYYXNW	InChI=1S/C15H31N/c1-3-4-5-6-7-8-9-10-11-16-15-12-14(2)13-15/h14-16H,3-13H2,1-2H3	C15H31N	80	-85.96513394819125	""	CCCCCCCCCCNC1CC(C)C1	5.99700022	""	PubChem:(116045276)
LHPUCARHDNXGQS	InChI=1S/C15H31N/c1-4-6-7-8-9-10-11-14(16-5-2)15(3)12-13-15/h14,16H,4-13H2,1-3H3	C15H31N	81	-86.526624374752	""	CCCCCCCCC(C1(C)CC1)NCC	5.61199999	""	PubChem:(80465236)
KAVSBJCFEMHKAP	InChI=1S/C15H31N/c1-3-4-5-6-7-8-9-10-11-15(12-13-15)14-16-2/h16H,3-14H2,1-2H3	C15H31N	82	-86.55414851105022	""	CCCCCCCCCCC1(CC1)CNC	6.07800007	""	PubChem:(66026198)
HABCXGYGHCULPI	InChI=1S/C15H31N/c1-4-5-6-7-8-11-14(16)13-10-9-12-15(13,2)3/h13-14H,4-12,16H2,1-3H3	C15H31N	83	-86.57028565343818	""	CCCCCCCC(C1CCCC1(C)C)N	6.08699989	""	PubChem:(107188163)
FBEYMTVYAMGZGI	InChI=1S/C15H31N/c1-4-6-7-8-9-10-11-15(12-13-15)14(3)16-5-2/h14,16H,4-13H2,1-3H3	C15H31N	84	-86.58676253390192	""	CCCCCCCCC1(CC1)C(C)NCC	5.82299995	""	PubChem:(106797769)
XMRNGEBWSUNHDU	InChI=1S/C15H31N/c1-3-5-6-7-8-9-13-15(16-4-2)14-11-10-12-14/h14-16H,3-13H2,1-2H3	C15H31N	85	-86.62049444082683	""	CCCCCCCCC(C1CCC1)NCC	5.78599977	""	PubChem:(64986868)
PLKPCIOROUSUBT	InChI=1S/C15H31N/c1-2-3-4-8-11-14-16-15-12-9-6-5-7-10-13-15/h15-16H,2-14H2,1H3	C15H31N	86	-86.8316690430882	""	CCCCCCCNC1CCCCCCC1	5.84700012	""	PubChem:(43085282)
JTHOWVWPQHFWTE	InChI=1S/C15H31N/c1-3-4-5-6-7-8-9-13-16-14(2)15-11-10-12-15/h14-16H,3-13H2,1-2H3	C15H31N	87	-87.06753551407755	""	CCCCCCCCCNC(C)C1CCC1	5.78599977	""	PubChem:(116325134)
