inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
OYSMUHZNQISEFI	InChI=1S/C46H67N3O4/c1-6-9-10-11-12-13-14-15-16-17-18-19-20-21-22-25-28-47-43(50)41(33(4)7-2)48-44(51)42(34(5)8-3)49-45(52)39-31-37-29-35-26-23-24-27-36(35)30-38(37)32-40(39)46(49)53/h23-24,26-27,29-34,41-42H,6-22,25,28H2,1-5H3,(H,47,50)(H,48,51)	C46H67N3O4	1	-329.2306331973115	""	CCCCCCCCCCCCCCCCCCN=C(C(C(C)CC)N=C(C(C(C)CC)N1C(=O)C2=C(C=C3C=C4C=CC=CC4=CC3=C2)C1=O)O)O	15.4239998	""	PubChem:(102128591 102357751)
CFRYJUYNFQLWHI	InChI=1S/C44H67N3O3/c1-29(2)32-19-24-44(46-39(50)45-27-11-10-12-28-47(8)9)26-25-42(6)34(37(32)44)17-18-36-41(5)22-20-33(30-13-15-31(16-14-30)38(48)49)40(3,4)35(41)21-23-43(36,42)7/h13-16,20,32,34-37H,1,10-12,17-19,21-28H2,2-9H3,(H,48,49)(H2,45,46,50)	C44H67N3O3	2	-373.02381662417866	""	C=C(C)C1CCC2(CCC3(C)C(CCC4C5(C)CC=C(C6=CC=C(C=C6)C(=O)O)C(C)(C)C5CCC43C)C12)NC(=NCCCCCN(C)C)O	13.1260004	""	PubChem:(68358171 77467828)
NTECZWWAUWPMAZ	InChI=1S/C46H65N3O3/c1-3-5-7-9-11-13-15-17-19-25-31-50-40-33-39(34-41(35-40)51-32-26-20-18-16-14-12-10-8-6-4-2)38-52-42-36-45(43-27-21-23-29-47-43)49-46(37-42)44-28-22-24-30-48-44/h21-24,27-30,33-37H,3-20,25-26,31-32,38H2,1-2H3	C46H65N3O3	3	-380.581486946228	""	CCCCCCCCCCCCOC1=CC(=CC(=C1)OCCCCCCCCCCCC)COC2=CC(=NC(=C2)C3=NC=CC=C3)C4=NC=CC=C4	15.7609997	""	PubChem:(101776542)
UNYIVTLQIQSRNB	InChI=1S/C41H71N3O4/c1-28(2)13-12-15-29(3)34-19-20-35-33-18-17-31-27-32(21-23-40(31,5)36(33)22-24-41(34,35)6)48-39(47)44-26-10-7-8-16-37(45)43-25-11-9-14-30(4)38(42)46/h17,28-30,32-36H,7-16,18-27H2,1-6H3,(H2,42,46)(H,43,45)(H,44,47)	C41H71N3O4	4	-383.40036348528275	""	CC(C)CCCC(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)OC(=NCCCCCC(=NCCCCC(C)C(=N)O)O)O	13.4510002	""	PubChem:(123455877)
KMUJAHCADNLYGX	InChI=1S/C41H71N3O4/c1-26(2)37(39(48)43-35(38(42)47)24-28-13-9-7-10-14-28)44-36(46)15-11-6-8-12-27(3)32-18-19-33-31-17-16-29-25-30(45)20-22-40(29,4)34(31)21-23-41(32,33)5/h26-35,37,45H,6-25H2,1-5H3,(H2,42,47)(H,43,48)(H,44,46)	C41H71N3O4	5	-384.7057791247905	""	CC(C)C(C(=NC(CC1CCCCC1)C(=N)O)O)N=C(CCCCCC(C)C2CCC3C4CCC5CC(CCC5(C)C4CCC23C)O)O	13.5889997	""	PubChem:(91588691)
GHEATFCFSOOONZ	InChI=1S/C44H67N3O3/c1-28(2)32-15-21-44(39(50)46-25-18-29-10-8-11-30(26-29)38(49)47-27-31-12-9-24-45-31)23-22-42(6)33(37(32)44)13-14-35-41(5)19-17-36(48)40(3,4)34(41)16-20-43(35,42)7/h8,10-11,26,31-37,45,48H,1,9,12-25,27H2,2-7H3,(H,46,50)(H,47,49)	C44H67N3O3	6	-388.98661642652655	""	C=C(C)C1CCC2(CCC3(C)C(CCC4C5(C)CCC(C(C)(C)C5CCC43C)O)C12)C(=NCCC6=CC=CC(=C6)C(=NCC7CCCN7)O)O	11.4630003	""	PubChem:(57950056)
XFECODDRRODHTA	InChI=1S/C46H65N3O3/c1-6-10-11-12-13-14-15-16-17-18-19-20-21-22-23-26-34-51-42-35-37(48(7-2)8-3)31-32-40(42)46(44-39(45(50)52-46)29-27-33-47-44)43-36(5)49(9-4)41-30-25-24-28-38(41)43/h24-25,27-33,35H,6-23,26,34H2,1-5H3	C46H65N3O3	7	-389.1801800110122	7-[4-(diethylamino)-2-octadecoxyphenyl]-7-(1-ethyl-2-methylindol-3-yl)furo[3,4-b]pyridin-5-one	CCCCCCCCCCCCCCCCCCOC1=CC(=CC=C1C2(C3=C(C)N(CC)C4=C3C=CC=C4)C5=NC=CC=C5C(=O)O2)N(CC)CC	15.382	""	PubChem:(20025480)
WORBHEOPQCPSCV	InChI=1S/C46H65N3O3/c1-29(2)33-17-23-46(41(52)48-27-20-31-12-11-13-32(28-31)40(51)49-30(3)35-14-9-10-26-47-35)25-24-44(7)34(39(33)46)15-16-37-43(6)21-19-38(50)42(4,5)36(43)18-22-45(37,44)8/h9-14,26,28,30,33-34,36-39,50H,1,15-25,27H2,2-8H3,(H,48,52)(H,49,51)	C46H65N3O3	8	-398.5352473971311	""	C=C(C)C1CCC2(CCC3(C)C(CCC4C5(C)CCC(C(C)(C)C5CCC43C)O)C12)C(=NCCC6=CC=CC(=C6)C(=NC(C)C7=NC=CC=C7)O)O	12.1409998	""	PubChem:(57950092 89135279)
QHTMAGTUIZNFHI	InChI=1S/C46H65N3O3/c1-29(2)34-17-23-46(41(52)48-26-20-30-9-8-10-32(27-30)40(51)49-28-31-11-13-33(47)14-12-31)25-24-44(6)35(39(34)46)15-16-37-43(5)21-19-38(50)42(3,4)36(43)18-22-45(37,44)7/h8-14,27,34-39,50H,1,15-26,28,47H2,2-7H3,(H,48,52)(H,49,51)	C46H65N3O3	9	-398.75548525890184	""	C=C(C)C1CCC2(CCC3(C)C(CCC4C5(C)CCC(C(C)(C)C5CCC43C)O)C12)C(=NCCC6=CC=CC(=C6)C(=NCC7=CC=C(C=C7)N)O)O	11.8529997	""	PubChem:(57949954)
CJOILDRFWQWSHW	InChI=1S/C46H67N3O4/c1-11-51-32(4)52-40-24-21-36-27-38(18-17-37(36)28-40)42(30-44(5,6)47)46(9,49)29-34-14-12-33(13-15-34)16-25-43(50-10)53-39-22-19-35(20-23-39)41(26-31(2)3)45(7,8)48/h12-15,17-24,27-28,31-32,41-43H,11,16,25-26,29-30,47-49H2,1-10H3	C46H67N3O4	10	-399.76628476733	""	CCOC(C)OC1=CC2=CC=C(C=C2C=C1)C(CC(C)(C)N)C(C)(CC3=CC=C(C=C3)CCC(OC)OC4=CC=C(C=C4)C(CC(C)C)C(C)(C)N)N	10.1850004	""	PubChem:(123279038)
HOERLJLTQDJKSI	InChI=1S/C46H65N3O3/c1-29(2)34-18-24-46(42(52)48-28-31-10-9-11-32(26-31)41(51)47-27-30-12-14-33(15-13-30)49(7)8)25-19-36-35(40(34)46)16-17-38-44(36,5)22-20-37-43(3,4)39(50)21-23-45(37,38)6/h9-15,26,34-40,50H,1,16-25,27-28H2,2-8H3,(H,47,51)(H,48,52)	C46H65N3O3	11	-403.1578071736621	""	C=C(C)C1CCC2(CCC3C(CCC4C3(C)CCC5C(C)(C)C(CCC54C)O)C12)C(=NCC6=CC=CC(=C6)C(=NCC7=CC=C(C=C7)N(C)C)O)O	11.7690001	""	PubChem:(89234201)
XHUCOIQXLJTBIP	InChI=1S/C46H67N3O4/c1-31-25-39-42(49(28-31)24-23-48-40(51)13-9-6-10-22-47-41(52)17-14-33-11-7-5-8-12-33)32(2)46(53-39)21-19-37-36-16-15-34-26-35(50)18-20-44(34,4)38(36)27-45(37)29-43(45,3)30-46/h5,7-8,11-12,26,31-32,36-39,42H,6,9-10,13-25,27-30H2,1-4H3,(H,47,52)(H,48,51)	C46H67N3O4	12	-411.29993748664225	""	CC1CC2C(C(C)C3(CCC4C5CCC6=CC(=O)CCC6(C)C5CC74CC7(C)C3)O2)N(CCN=C(CCCCCN=C(CCC8=CC=CC=C8)O)O)C1	8.95699978	""	PubChem:(11664853)
XFIXSTAXSFDELV	InChI=1S/C44H67N3O3/c1-9-29-18-23-44(46-38(50)45-43(25-26-43)28-47(10-2)11-3)27-24-41(7)33(36(29)44)16-17-35-40(6)21-19-32(30-12-14-31(15-13-30)37(48)49)39(4,5)34(40)20-22-42(35,41)8/h12-15,19,29,33-36H,9-11,16-18,20-28H2,1-8H3,(H,48,49)(H2,45,46,50)	C44H67N3O3	13	-423.00578172917994	""	CCC1CCC2(CCC3(C)C(CCC4C5(C)CC=C(C6=CC=C(C=C6)C(=O)O)C(C)(C)C5CCC43C)C12)NC(=NC7(CC7)CN(CC)CC)O	13.5019999	""	PubChem:(68358221 77467871)
KSJSZHRFGRHYRL	InChI=1S/C44H67N3O3/c1-29(2)33-15-20-44(45-23-24-46-25-27-47(28-26-46)30(3)48)22-21-42(7)35(38(33)44)13-14-37-41(6)18-16-34(31-9-11-32(12-10-31)39(49)50)40(4,5)36(41)17-19-43(37,42)8/h9-12,16,30,33,35-38,45,48H,1,13-15,17-28H2,2-8H3,(H,49,50)	C44H67N3O3	14	-432.9596347703625	""	C=C(C)C1CCC2(CCC3(C)C(CCC4C5(C)CC=C(C6=CC=C(C=C6)C(=O)O)C(C)(C)C5CCC43C)C12)NCCN7CCN(CC7)C(C)O	11.3769999	""	PubChem:(123807966)
UTXIFGARFCPVAS	InChI=1S/C46H63N3O2/c1-11-13-15-28-49-39-24-20-33(6)30-37(39)46(9,10)41(49)26-22-35-18-16-17-34(43(35)47-42(31(3)4)44(50)51)21-25-40-45(7,8)36-29-32(5)19-23-38(36)48(40)27-14-12-2/h19-26,29-31,38,42H,5,11-18,27-28H2,1-4,6-10H3,(H,50,51)	C46H63N3O2	15	-436.9786316246498	""	CCCCCN1C2=CC=C(C)C=C2C(C)(C)C1=CC=C3CCCC(=CC=C4C(C)(C)C5=CC(=C)C=CC5N4CCCC)C3=NC(C(C)C)C(=O)O	10.5930004	""	PubChem:(91359959)
